Player,Team,Role,Cost,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
van Dijk,LIV,DEF,6.4,15.2%,0.3,15.0,370.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,73.0,82.4,4.8,66.0,15.3,0.3,0.0,0.0,2.3,3.0,378006.0,1341660.0,-1.0,1.0
Willian,ARS,MID,7.9,7.4%,2.0,22.0,362.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73.0,56.8,110.4,42.0,21.0,2.0,1.0,0.3,2.8,4.4,722904.0,944225.0,-1.0,1.0
Wijnaldum,LIV,MID,5.4,1.4%,1.7,10.0,361.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,41.6,49.1,73.0,16.4,1.7,0.0,0.3,1.9,2.0,34469.0,84796.0,-1.0,1.0
Tierney,ARS,DEF,5.4,5.5%,1.7,11.0,360.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.2,26.5,13.0,10.4,1.7,0.0,0.3,2.0,2.8,87891.0,480095.0,-1.0,1.0
Gabriel,ARS,DEF,5.1,12.1%,1.3,21.0,360.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,81.0,115.6,3.7,57.0,17.6,1.3,1.0,0.3,4.1,5.2,805556.0,393396.0,1.0,-1.0
Martínez,AVL,GKP,4.8,25.1%,6.0,31.0,360.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,14.0,4.0,116.0,121.6,0.0,0.0,12.1,6.0,0.0,1.3,6.5,7.8,1456536.0,215430.0,3.0,-3.0
Mings,AVL,DEF,5.2,9.7%,6.7,30.0,360.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,108.0,135.8,13.7,44.0,19.5,6.7,2.0,1.3,5.8,7.5,587562.0,94716.0,2.0,-2.0
Targett,AVL,DEF,4.5,1.6%,4.0,17.0,360.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,75.0,31.8,27.8,10.0,7.1,4.0,0.0,0.9,3.8,4.2,86914.0,41815.0,0.0,0.0
Konsa,AVL,DEF,4.6,7.5%,4.3,28.0,360.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,99.0,96.6,0.5,42.0,13.9,4.3,1.0,0.9,6.1,7.0,570578.0,124628.0,1.0,-1.0
Grealish,AVL,MID,7.2,26.3%,11.7,38.0,360.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,144.0,198.4,170.1,190.0,55.8,11.7,1.0,1.6,5.3,9.5,1412374.0,336575.0,2.0,-2.0
McGinn,AVL,MID,5.5,2.3%,8.3,27.0,360.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,101.0,138.4,142.7,64.0,34.5,8.3,0.0,1.5,4.9,6.8,160510.0,43028.0,0.0,0.0
Watkins,AVL,FWD,6.0,5.0%,7.7,25.0,360.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,81.0,137.0,69.6,168.0,37.4,7.7,1.0,1.3,4.2,6.2,404865.0,140004.0,0.0,0.0
Pope,BUR,GKP,5.5,11.9%,4.7,15.0,360.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,64.0,80.6,0.0,0.0,8.0,4.7,1.0,0.9,2.7,3.8,126378.0,398734.0,0.0,0.0
Long,BUR,DEF,4.5,0.2%,3.3,10.0,360.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,61.6,10.9,14.0,8.7,3.3,0.0,0.7,2.2,2.5,6005.0,7324.0,0.0,0.0
Taylor,BUR,DEF,4.5,3.7%,2.7,11.0,360.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.0,54.2,37.4,9.0,10.1,2.7,0.0,0.6,2.4,2.8,124887.0,179630.0,0.0,0.0
Westwood,BUR,MID,5.4,0.6%,4.0,14.0,360.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,69.0,72.8,71.4,19.0,16.4,4.0,0.0,0.7,2.6,3.5,7420.0,30927.0,-1.0,1.0
Brownhill,BUR,MID,5.0,0.0%,2.3,9.0,360.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,36.4,50.8,51.0,13.8,2.3,0.0,0.5,1.8,2.2,1760.0,2047.0,0.0,0.0
McNeil,BUR,MID,5.9,0.6%,2.0,11.0,360.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,67.8,110.3,15.0,19.4,2.0,0.0,0.3,1.9,2.8,13759.0,36347.0,-1.0,1.0
Wood,BUR,FWD,6.4,1.4%,2.0,12.0,360.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,39.6,7.8,141.0,18.2,2.0,0.0,0.3,1.9,3.0,76034.0,134760.0,-1.0,1.0
Zouma,CHE,DEF,5.0,4.0%,4.7,23.0,360.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,145.0,3.3,74.0,22.3,4.7,1.0,0.9,4.6,5.8,265295.0,116028.0,0.0,0.0
Allan,EVE,MID,5.4,1.1%,1.0,8.0,360.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,58.4,21.3,8.0,8.7,1.0,0.0,0.2,1.5,2.0,68409.0,117176.0,-1.0,1.0
Areola,FUL,GKP,4.5,1.3%,2.3,8.0,360.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,63.0,104.0,0.0,0.0,10.3,2.3,0.0,0.5,1.8,2.0,43800.0,58127.0,0.0,0.0
Ream,FUL,DEF,4.4,0.2%,1.7,6.0,360.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,69.2,3.3,0.0,7.3,1.7,0.0,0.4,1.4,1.5,4501.0,8138.0,-1.0,1.0
Cairney,FUL,MID,5.3,0.1%,1.7,6.0,360.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,63.0,59.0,104.5,16.0,17.9,1.7,0.0,0.3,1.1,1.5,1616.0,13464.0,-2.0,2.0
Söyüncü,LEI,DEF,5.4,6.0%,0.3,8.0,360.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,83.4,24.6,44.0,15.2,0.3,0.0,0.1,1.5,2.0,101230.0,597860.0,-1.0,1.0
Ederson,MCI,GKP,6.0,6.0%,3.7,13.0,360.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,66.0,91.0,0.0,0.0,9.1,3.7,0.0,0.6,2.2,3.2,158108.0,131903.0,0.0,0.0
Walker,MCI,DEF,6.0,5.9%,3.0,11.0,360.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,54.6,32.7,37.0,12.4,3.0,0.0,0.5,1.8,2.8,167113.0,159968.0,0.0,0.0
Rodrigo,MCI,MID,5.4,0.5%,2.0,7.0,360.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.0,50.8,55.4,10.0,11.6,2.0,0.0,0.4,1.3,1.8,15280.0,25144.0,-1.0,1.0
de Gea,MUN,GKP,5.5,3.8%,1.3,5.0,360.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,51.0,88.8,0.0,0.0,9.0,1.3,0.0,0.2,0.9,1.2,67503.0,124370.0,0.0,0.0
Maguire,MUN,DEF,5.4,2.8%,3.7,11.0,360.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,67.0,76.6,6.8,62.0,14.6,3.7,1.0,0.7,2.0,2.8,69714.0,158235.0,-1.0,1.0
Shaw,MUN,DEF,4.9,1.0%,-0.3,0.0,360.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,48.2,52.3,27.0,12.9,-0.3,0.0,-0.1,0.0,0.0,63316.0,88261.0,-1.0,1.0
Rashford,MUN,MID,9.5,6.8%,8.0,26.0,360.0,2.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0,127.0,96.5,162.0,38.6,8.0,1.0,0.8,2.7,6.5,467627.0,356037.0,0.0,0.0
Lascelles,NEW,DEF,4.4,2.2%,0.7,8.0,360.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,71.4,1.6,4.0,7.7,0.7,0.0,0.2,1.8,2.0,66087.0,156401.0,-1.0,1.0
Dier,TOT,DEF,5.0,1.2%,1.3,7.0,360.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,68.8,3.0,4.0,7.6,1.3,0.0,0.3,1.4,1.8,40819.0,82851.0,0.0,0.0
Sánchez,TOT,DEF,5.4,0.9%,1.0,4.0,360.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,55.0,2.1,86.0,14.3,1.0,0.0,0.2,0.7,1.0,16665.0,34987.0,-1.0,1.0
Bartley,WBA,DEF,4.5,0.2%,2.7,9.0,360.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,100.2,0.5,35.0,13.5,2.7,0.0,0.6,2.0,2.2,10411.0,9007.0,0.0,0.0
Ajayi,WBA,DEF,4.9,0.2%,0.7,2.0,360.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,38.8,0.8,2.0,4.2,0.7,0.0,0.1,0.4,0.5,3484.0,14873.0,-1.0,1.0
O'Shea,WBA,DEF,4.4,0.2%,0.7,3.0,360.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,77.2,11.9,18.0,10.7,0.7,0.0,0.2,0.7,0.8,3233.0,10947.0,-1.0,1.0
Bissouma,BHA,MID,4.5,3.7%,3.3,12.0,358.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,54.0,62.4,30.6,54.0,14.4,3.3,0.0,0.7,2.7,3.0,173668.0,204703.0,0.0,0.0
Masuaku,WHU,DEF,4.5,1.2%,6.0,19.0,358.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,91.0,72.4,95.5,36.0,20.4,6.0,1.0,1.3,4.2,4.8,90935.0,35580.0,0.0,0.0
Coleman,EVE,DEF,5.0,1.7%,2.7,15.0,357.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,81.0,92.8,30.3,24.0,14.8,2.7,0.0,0.5,3.0,3.0,175988.0,132471.0,0.0,0.0
Vardy,LEI,FWD,10.0,18.2%,6.3,34.0,354.0,5.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,138.0,181.6,23.4,143.0,34.9,6.3,2.0,0.6,3.4,8.5,1021759.0,1183304.0,0.0,0.0
Harrison,LEE,MID,5.5,1.9%,3.0,18.0,351.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,63.0,100.0,117.5,69.0,28.7,3.0,0.0,0.5,3.3,4.5,245862.0,198492.0,0.0,0.0
Sterling,MCI,MID,11.6,7.4%,7.3,27.0,351.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,62.0,109.4,96.5,173.0,37.9,7.3,0.0,0.6,2.3,6.8,582719.0,334066.0,1.0,-1.0
Cash,AVL,DEF,5.0,0.7%,4.3,18.0,349.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,95.0,89.6,60.0,18.0,16.7,4.3,0.0,0.9,3.6,4.5,35222.0,17289.0,0.0,0.0
Mané,LIV,MID,12.0,8.7%,4.3,31.0,349.0,4.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,102.0,182.0,107.3,265.0,55.6,4.3,1.0,0.4,2.6,7.8,555592.0,882649.0,0.0,0.0
Douglas Luiz,AVL,MID,5.0,0.3%,2.0,9.0,345.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,30.0,42.4,21.7,35.0,10.0,2.0,0.0,0.4,1.8,2.2,9598.0,17248.0,0.0,0.0
Jorginho,CHE,MID,5.2,12.4%,6.7,32.0,342.0,3.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,115.0,170.6,62.1,76.0,30.9,6.7,2.0,1.3,6.2,8.0,932825.0,329798.0,2.0,-2.0
Mount,CHE,MID,6.9,5.7%,4.7,18.0,341.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73.0,80.0,109.6,137.0,32.6,4.7,1.0,0.7,2.6,4.5,257541.0,438276.0,-1.0,1.0
Ayew,CRY,FWD,5.8,2.4%,1.3,11.0,341.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,6.1,70.0,10.3,1.3,0.0,0.2,1.9,2.8,73161.0,344785.0,-2.0,2.0
Trézéguet,AVL,MID,5.4,1.1%,3.7,14.0,339.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,71.6,80.1,68.0,21.9,3.7,0.0,0.7,2.6,3.5,33340.0,59169.0,-1.0,1.0
Alzate,BHA,MID,4.5,1.1%,1.0,8.0,339.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,46.0,89.5,23.0,15.9,1.0,0.0,0.2,1.8,2.0,110764.0,65515.0,0.0,0.0
Furlong,WBA,DEF,4.5,0.1%,3.3,12.0,338.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,57.0,64.0,54.8,39.0,15.8,3.3,0.0,0.7,2.7,3.0,4907.0,5045.0,0.0,0.0
Bryan,FUL,DEF,4.9,0.6%,0.7,6.0,336.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,60.2,50.6,25.0,13.6,0.7,0.0,0.1,1.2,1.5,11378.0,42635.0,-1.0,1.0
Moutinho,WOL,MID,5.4,1.8%,1.7,10.0,335.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,53.0,95.7,9.0,15.9,1.7,0.0,0.3,1.9,2.0,30809.0,125426.0,-1.0,1.0
Foden,MCI,MID,6.6,7.7%,3.3,19.0,331.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,62.8,56.0,131.0,24.9,3.3,0.0,0.5,2.9,4.8,600202.0,365147.0,1.0,-1.0
Gomez,LIV,DEF,5.4,2.7%,1.0,4.0,319.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,57.2,14.7,0.0,7.2,1.0,0.0,0.2,0.7,1.0,66127.0,215097.0,-1.0,1.0
Xhaka,ARS,MID,5.4,0.6%,1.3,9.0,317.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,37.8,29.1,21.0,8.7,1.3,0.0,0.2,1.7,1.8,19746.0,41688.0,-1.0,1.0
McCarthy,CRY,MID,4.5,1.9%,1.3,8.0,316.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,47.4,24.6,8.0,8.0,1.3,0.0,0.3,1.8,2.0,104596.0,145848.0,0.0,0.0
Christensen,CHE,DEF,4.9,0.3%,0.3,0.0,315.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,41.0,70.0,4.1,20.0,9.5,0.3,0.0,0.1,0.0,0.0,6996.0,15492.0,-1.0,1.0
Fernandes,MUN,MID,10.5,21.9%,9.7,31.0,315.0,3.0,2.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,123.0,207.0,214.5,123.0,54.4,9.7,2.0,0.9,3.0,7.8,1126521.0,798615.0,0.0,0.0
Vestergaard,SOU,DEF,4.5,1.5%,6.7,21.0,315.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,107.6,14.1,23.0,14.5,6.7,0.0,1.5,4.7,5.2,74323.0,24649.0,0.0,0.0
Sawyers,WBA,MID,4.9,0.0%,1.7,9.0,306.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,33.8,26.6,2.0,6.3,1.7,0.0,0.3,1.8,1.8,835.0,2258.0,-1.0,1.0
Manquillo,NEW,DEF,4.5,0.4%,1.0,9.0,305.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,37.0,29.4,14.0,8.0,1.0,0.0,0.2,2.0,2.2,12968.0,16221.0,0.0,0.0
André Gomes,EVE,MID,5.5,0.3%,1.0,8.0,303.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,26.6,34.8,22.0,8.3,1.0,0.0,0.2,1.5,2.0,17618.0,27501.0,0.0,0.0
Ceballos,ARS,MID,5.0,1.8%,1.7,14.0,302.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,82.0,91.4,92.3,24.0,20.8,1.7,0.0,0.3,2.8,2.8,110991.0,130815.0,0.0,0.0
Podence,WOL,MID,5.5,4.1%,2.0,17.0,299.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,60.2,55.2,31.0,14.6,2.0,0.0,0.4,3.1,4.2,545403.0,297028.0,0.0,0.0
Neves,WOL,MID,5.4,1.7%,1.7,8.0,292.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,52.4,31.6,77.0,16.2,1.7,0.0,0.3,1.5,1.6,28827.0,94255.0,-1.0,1.0
Praet,LEI,MID,5.5,0.5%,1.7,19.0,291.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0,79.8,61.0,70.0,20.8,1.7,0.0,0.3,3.5,4.8,67307.0,52112.0,0.0,0.0
Callum Robinson,WBA,FWD,5.5,0.8%,5.0,18.0,290.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,57.0,72.8,33.6,54.0,15.8,5.0,1.0,0.9,3.3,3.6,98489.0,68543.0,0.0,0.0
Aké,MCI,DEF,5.5,7.3%,3.7,13.0,289.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,57.0,64.4,24.7,19.0,10.8,3.7,0.0,0.7,2.4,3.2,237226.0,253735.0,0.0,0.0
Davies,TOT,DEF,4.8,1.2%,2.0,9.0,287.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,41.8,49.9,42.0,13.4,2.0,0.0,0.4,1.9,2.2,42861.0,132944.0,-2.0,2.0
Connolly,BHA,FWD,5.5,0.7%,2.7,17.0,284.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,56.2,34.3,69.0,15.9,2.7,0.0,0.5,3.1,3.4,56612.0,52843.0,0.0,0.0
Joelinton,NEW,FWD,5.8,0.2%,1.3,6.0,284.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,32.0,39.0,45.1,31.0,11.5,1.3,0.0,0.2,1.0,1.2,5143.0,20706.0,-2.0,2.0
Lucas Moura,TOT,MID,6.9,1.7%,3.7,15.0,283.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,42.2,29.0,117.0,18.8,3.7,0.0,0.5,2.2,3.0,65268.0,122978.0,-1.0,1.0
Dendoncker,WOL,MID,4.9,1.2%,3.0,13.0,282.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,52.6,76.2,39.0,16.8,3.0,0.0,0.6,2.7,3.2,29253.0,98194.0,-1.0,1.0
Egan,SHU,DEF,4.9,4.2%,1.0,1.0,281.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,23.0,37.0,2.6,10.0,5.0,1.0,0.0,0.2,0.2,0.2,26743.0,763620.0,-1.0,1.0
Pérez,LEI,MID,6.2,1.2%,1.0,8.0,280.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,33.0,36.8,103.0,17.4,1.0,0.0,0.2,1.3,2.0,23991.0,168360.0,-3.0,3.0
McGoldrick,SHU,FWD,5.3,0.7%,4.0,14.0,275.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0,35.8,21.4,50.0,10.6,4.0,0.0,0.8,2.6,2.8,31562.0,59127.0,-2.0,2.0
Traoré,WOL,MID,6.4,10.6%,1.3,9.0,274.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,53.6,59.7,19.0,13.3,1.3,0.0,0.2,1.4,1.8,227201.0,837031.0,-1.0,1.0
James,CHE,DEF,5.0,11.2%,0.7,17.0,273.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,88.0,139.6,125.3,17.0,28.3,0.7,1.0,0.1,3.4,4.2,933787.0,662973.0,0.0,0.0
David Luiz,ARS,DEF,5.5,1.1%,1.7,6.0,271.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,57.8,7.3,19.0,8.4,1.7,0.0,0.3,1.1,1.5,26152.0,46928.0,0.0,0.0
Holding,ARS,DEF,4.5,1.8%,0.3,9.0,270.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,66.2,1.6,0.0,6.8,0.3,0.0,0.1,2.0,3.0,158878.0,143261.0,0.0,0.0
Elneny,ARS,MID,4.4,1.4%,1.3,7.0,270.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,42.6,19.7,22.0,8.4,1.3,0.0,0.3,1.6,2.3,148114.0,103325.0,-1.0,1.0
Bardsley,BUR,DEF,4.5,0.4%,0.7,1.0,270.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,31.4,12.9,6.0,5.1,0.7,0.0,0.2,0.2,0.3,10256.0,23438.0,0.0,0.0
Arrizabalaga,CHE,GKP,4.8,1.1%,0.7,6.0,270.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,40.0,50.8,0.0,0.0,5.0,0.7,0.0,0.1,1.2,2.0,42820.0,127684.0,-2.0,2.0
Sakho,CRY,DEF,4.5,0.3%,0.3,3.0,270.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,33.6,1.6,6.0,4.2,0.3,0.0,0.1,0.7,1.0,19649.0,10660.0,0.0,0.0
Odoi,FUL,DEF,4.4,0.1%,0.0,1.0,270.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,35.4,20.8,8.0,6.4,0.0,0.0,0.0,0.2,0.3,5142.0,4676.0,-1.0,1.0
Cooper,LEE,DEF,4.4,0.7%,3.0,10.0,270.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0,78.4,1.4,6.0,8.6,3.0,0.0,0.7,2.3,3.3,37357.0,45433.0,-1.0,1.0
Alisson,LIV,GKP,5.9,7.4%,0.7,17.0,270.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,66.0,75.0,0.0,0.0,7.5,0.7,1.0,0.1,2.9,5.7,218024.0,685024.0,-1.0,1.0
De Bruyne,MCI,MID,11.5,16.0%,1.3,17.0,270.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,66.0,114.8,185.4,127.0,42.8,1.3,0.0,0.1,1.5,5.7,1621282.0,2369922.0,0.0,0.0
Lindelöf,MUN,DEF,4.9,1.2%,1.0,4.0,270.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,57.6,3.9,4.0,6.5,1.0,0.0,0.2,0.8,1.3,25482.0,73180.0,-1.0,1.0
Wan-Bissaka,MUN,DEF,5.4,8.3%,2.7,8.0,270.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,95.4,28.1,44.0,16.7,2.7,0.0,0.5,1.5,2.7,202021.0,460921.0,-1.0,1.0
Townsend,WBA,DEF,4.5,0.1%,3.0,9.0,270.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,48.2,31.4,23.0,10.3,3.0,0.0,0.7,2.0,3.0,2923.0,3200.0,0.0,0.0
Balbuena,WHU,DEF,4.4,0.8%,6.3,19.0,270.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,82.4,3.5,25.0,11.1,6.3,0.0,1.4,4.3,6.3,52336.0,17249.0,-1.0,1.0
Saint-Maximin,NEW,MID,5.3,7.2%,4.7,18.0,268.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,82.4,66.1,41.0,19.0,4.7,0.0,0.9,3.4,4.5,195415.0,1133417.0,-2.0,2.0
Saka,ARS,MID,5.3,3.1%,3.3,12.0,264.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,68.6,43.8,121.0,23.4,3.3,0.0,0.6,2.3,4.0,63811.0,366075.0,-2.0,2.0
Evans,LEI,DEF,5.5,0.2%,1.0,3.0,259.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,49.8,1.6,0.0,5.2,1.0,0.0,0.2,0.5,1.0,7281.0,6304.0,0.0,0.0
Lacazette,ARS,FWD,8.5,4.1%,2.7,22.0,256.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,82.0,112.0,29.8,134.0,27.6,2.7,0.0,0.3,2.6,5.5,238273.0,277584.0,0.0,0.0
Mahrez,MCI,MID,8.5,4.0%,5.7,17.0,256.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,53.0,62.6,88.5,105.0,25.6,5.7,1.0,0.7,2.0,5.7,417189.0,297792.0,0.0,0.0
Winks,TOT,MID,5.4,0.1%,0.7,5.0,256.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,35.0,20.4,0.0,5.5,0.7,0.0,0.1,0.9,1.2,2894.0,7743.0,-1.0,1.0
