Player,Team,Role,Cost,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Doherty,TOT,DEF,5.8,9.6%,0.7,4.0,255.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,47.2,31.4,43.0,12.2,0.7,0.0,0.1,0.7,1.3,118922.0,1018748.0,-2.0,2.0
McBurnie,SHU,FWD,5.7,0.3%,1.3,6.0,252.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,39.6,41.3,104.0,18.5,1.3,0.0,0.2,1.1,1.2,7612.0,37783.0,-3.0,3.0
Jack Robinson,SHU,DEF,4.4,0.2%,2.7,8.0,251.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,35.0,4.6,17.0,5.6,2.7,0.0,0.6,1.8,2.7,6611.0,7963.0,-1.0,1.0
Mendy,MCI,DEF,6.0,1.4%,0.3,2.0,250.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0,16.6,26.2,10.0,5.1,0.3,0.0,0.0,0.3,0.7,22077.0,67843.0,0.0,0.0
Armstrong,SOU,MID,5.5,0.2%,3.0,11.0,247.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,37.2,48.8,27.0,11.3,3.0,0.0,0.5,2.0,3.7,6333.0,19411.0,0.0,0.0
Keita,LIV,MID,5.3,0.4%,1.0,7.0,243.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,17.6,25.8,92.0,13.6,1.0,0.0,0.2,1.3,1.8,13932.0,65017.0,-2.0,2.0
Rodrigo,LEE,FWD,5.8,3.2%,3.7,13.0,242.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,54.8,58.7,132.0,24.6,3.7,0.0,0.6,2.2,2.6,107634.0,431546.0,-2.0,2.0
Schlupp,CRY,MID,5.5,0.1%,1.0,12.0,241.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0,54.6,37.0,22.0,11.4,1.0,0.0,0.2,2.2,4.0,8084.0,10493.0,0.0,0.0
Pogba,MUN,MID,7.8,1.4%,1.7,7.0,241.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,29.8,24.6,20.0,7.3,1.7,0.0,0.2,0.9,1.8,59400.0,108114.0,-2.0,2.0
Semedo,WOL,DEF,5.5,2.1%,4.3,13.0,239.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,37.2,13.1,26.0,7.7,4.3,0.0,0.8,2.4,4.3,165880.0,46465.0,0.0,0.0
Hector,FUL,DEF,4.4,0.2%,0.0,0.0,237.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,38.8,11.3,18.0,6.7,0.0,0.0,0.0,0.0,0.0,3490.0,13650.0,-1.0,1.0
Djenepo,SOU,MID,5.5,0.1%,2.7,14.0,233.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,35.4,7.2,46.0,8.7,2.7,0.0,0.5,2.5,3.5,11907.0,12783.0,0.0,0.0
Lallana,BHA,MID,6.3,0.5%,1.7,7.0,230.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,49.1,11.0,7.7,1.7,0.0,0.3,1.1,1.4,7315.0,60382.0,-2.0,2.0
Azpilicueta,CHE,DEF,5.9,4.2%,3.3,11.0,230.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,55.4,37.2,33.0,12.6,3.3,0.0,0.6,1.9,2.8,44369.0,274677.0,-1.0,1.0
Fredericks,WHU,DEF,4.4,0.3%,0.3,4.0,228.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,60.4,109.8,6.0,17.7,0.3,0.0,0.1,0.9,1.3,8781.0,33340.0,-1.0,1.0
Alonso,CHE,DEF,5.8,2.1%,-0.3,2.0,225.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,37.0,28.1,20.0,8.5,-0.3,0.0,-0.1,0.3,0.7,32645.0,135088.0,-2.0,2.0
McTominay,MUN,MID,4.9,0.3%,1.0,5.0,225.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.6,71.6,40.0,16.4,1.0,0.0,0.2,1.0,1.7,8619.0,15743.0,-1.0,1.0
Sissoko,TOT,MID,4.8,0.4%,1.3,5.0,225.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,48.6,29.2,0.0,7.8,1.3,0.0,0.3,1.0,1.7,11974.0,28030.0,-2.0,2.0
Barkley,AVL,MID,6.0,3.5%,6.0,20.0,220.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,60.0,83.8,31.7,95.0,21.1,6.0,1.0,1.0,3.3,5.0,249254.0,38951.0,0.0,0.0
Burke,SHU,MID,4.5,1.0%,1.3,6.0,218.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.8,36.0,46.0,8.4,1.3,0.0,0.3,1.3,2.0,72202.0,71818.0,0.0,0.0
Ndombele,TOT,MID,5.9,0.3%,3.7,12.0,212.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,62.0,25.3,49.0,13.7,3.7,0.0,0.6,2.0,2.4,14560.0,14543.0,-1.0,1.0
Martial,MUN,FWD,8.8,4.1%,1.0,5.0,206.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,3.6,11.1,62.0,7.6,1.0,0.0,0.1,0.6,1.7,496401.0,1040719.0,-2.0,2.0
Decordova-Reid,FUL,FWD,5.4,0.1%,1.0,9.0,204.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,41.6,14.7,47.0,10.3,1.0,0.0,0.2,1.7,2.2,10006.0,12933.0,-1.0,1.0
Redmond,SOU,MID,6.4,0.2%,1.0,5.0,201.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.4,13.2,35.0,6.2,1.0,0.0,0.2,0.8,1.7,13114.0,57351.0,-1.0,1.0
Henderson,LIV,MID,5.4,1.2%,0.7,5.0,200.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,30.0,45.1,38.0,11.3,0.7,0.0,0.1,0.9,1.7,19478.0,132223.0,-1.0,1.0
Kamara,FUL,MID,4.9,0.1%,0.3,4.0,193.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,10.8,42.0,32.0,8.0,0.3,0.0,0.1,0.8,1.0,3995.0,7856.0,-1.0,1.0
Greenwood,MUN,MID,7.3,3.6%,1.3,5.0,193.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.8,17.7,48.0,7.4,1.3,0.0,0.2,0.7,1.7,246258.0,507405.0,-2.0,2.0
Abraham,CHE,FWD,7.3,2.4%,4.0,13.0,192.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,42.0,15.5,113.0,17.1,4.0,0.0,0.5,1.8,3.2,53544.0,204664.0,-2.0,2.0
Norwood,SHU,MID,4.8,0.2%,1.0,5.0,191.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.6,45.4,0.0,7.6,1.0,0.0,0.2,1.0,1.7,4900.0,28161.0,-2.0,2.0
Eze,CRY,MID,5.9,0.4%,1.3,6.0,188.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,22.0,28.0,35.0,8.5,1.3,0.0,0.2,1.0,1.5,15613.0,31696.0,-1.0,1.0
Maitland-Niles,ARS,DEF,4.9,1.4%,0.7,8.0,183.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,20.2,4.3,7.0,3.2,0.7,0.0,0.1,1.6,2.7,43900.0,92956.0,-1.0,1.0
Tarkowski,BUR,DEF,5.4,2.7%,2.0,6.0,180.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,44.6,20.8,33.0,9.9,2.0,0.0,0.4,1.1,3.0,21079.0,222930.0,-1.0,1.0
Dunne,BUR,DEF,4.1,8.2%,0.7,8.0,180.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,66.2,21.2,38.0,12.6,0.7,0.0,0.2,2.0,4.0,689778.0,202276.0,1.0,-1.0
Chilwell,CHE,DEF,5.7,13.8%,7.0,21.0,180.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,76.0,106.4,114.0,48.0,26.9,7.0,1.0,1.2,3.7,10.5,989479.0,159686.0,2.0,-2.0
Robinson,FUL,DEF,4.4,0.1%,1.3,4.0,180.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,49.0,30.5,19.0,9.9,1.3,0.0,0.3,0.9,2.0,2139.0,4998.0,-1.0,1.0
Aina,FUL,DEF,4.5,0.0%,2.0,4.0,180.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,33.2,20.5,0.0,5.3,2.0,0.0,0.4,0.9,2.0,1458.0,435.0,0.0,0.0
Ndidi,LEI,MID,4.9,0.7%,0.0,5.0,180.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,47.8,1.5,0.0,4.9,0.0,0.0,0.0,1.0,2.5,17711.0,121212.0,-1.0,1.0
Adrián,LIV,GKP,4.5,0.7%,0.7,2.0,180.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,28.0,42.2,0.0,0.0,4.2,0.7,0.0,0.2,0.4,1.0,35981.0,14691.0,0.0,0.0
Dias,MCI,DEF,5.5,1.2%,3.5,7.0,180.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,34.6,3.3,8.0,4.6,3.5,0.0,0.6,1.3,3.5,85643.0,11568.0,0.0,0.0
Krafth,NEW,DEF,4.4,0.1%,1.3,4.0,180.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,40.2,26.9,2.0,6.9,1.3,0.0,0.3,0.9,2.0,1162.0,3443.0,-1.0,1.0
O'Connell,SHU,DEF,4.9,0.2%,0.0,3.0,180.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,40.2,2.5,0.0,4.3,0.0,0.0,0.0,0.6,1.5,3132.0,37152.0,-1.0,1.0
Stephens,SOU,DEF,4.8,0.3%,0.0,1.0,180.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,28.8,1.9,17.0,4.8,0.0,0.0,0.0,0.2,0.5,2116.0,19940.0,-2.0,2.0
Alderweireld,TOT,DEF,5.4,1.7%,0.3,3.0,180.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,45.6,11.3,2.0,5.9,0.3,0.0,0.1,0.6,1.5,29645.0,113781.0,-1.0,1.0
Aurier,TOT,DEF,5.2,2.6%,4.3,13.0,180.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,94.2,30.0,60.0,18.4,4.3,0.0,0.8,2.5,6.5,111290.0,189792.0,-3.0,3.0
Reguilón,TOT,DEF,5.5,3.3%,2.0,6.0,180.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,43.4,61.3,14.0,11.9,2.0,0.0,0.4,1.1,3.0,240862.0,37869.0,0.0,0.0
Diop,WHU,DEF,4.5,0.7%,0.0,2.0,180.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,41.4,1.2,0.0,4.3,0.0,0.0,0.0,0.4,1.0,7874.0,66777.0,0.0,0.0
Coufal,WHU,DEF,4.5,0.2%,4.5,9.0,180.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,31.2,28.5,22.0,8.2,4.5,0.0,1.0,2.0,4.5,12997.0,3636.0,0.0,0.0
Kilman,WOL,DEF,4.1,7.4%,7.0,21.0,180.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,66.0,52.4,32.2,0.0,8.4,7.0,1.0,1.7,5.1,10.5,441085.0,84638.0,1.0,-1.0
Fleck,SHU,MID,5.7,0.2%,0.3,5.0,179.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,48.8,14.0,8.0,0.3,0.0,0.1,0.9,1.7,5315.0,29530.0,-3.0,3.0
Osborn,SHU,MID,4.9,0.0%,1.3,5.0,179.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,61.6,22.0,10.6,1.3,0.0,0.3,1.0,1.7,513.0,1493.0,-1.0,1.0
Pépé,ARS,MID,7.7,0.9%,3.0,11.0,177.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,38.8,20.5,61.0,12.0,3.0,0.0,0.4,1.4,2.2,15206.0,107504.0,-3.0,3.0
Roberts,LEE,MID,4.9,0.1%,0.7,4.0,173.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.6,31.6,11.0,5.6,0.7,0.0,0.1,0.8,1.0,2450.0,4455.0,-1.0,1.0
Vinagre,WOL,DEF,4.3,2.2%,0.0,1.0,172.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,31.2,25.3,0.0,5.7,0.0,0.0,0.0,0.2,0.5,56343.0,537908.0,-2.0,2.0
Sigurdsson,EVE,MID,6.9,1.0%,2.3,9.0,169.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,47.2,49.2,22.0,11.9,2.3,0.0,0.3,1.3,1.8,9095.0,50804.0,-1.0,1.0
Struijk,LEE,DEF,4.0,2.2%,0.7,2.0,164.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,52.0,0.6,2.0,5.5,0.7,0.0,0.2,0.5,1.0,115186.0,91077.0,0.0,0.0
Thiago Silva,CHE,DEF,5.5,2.0%,2.3,7.0,162.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,40.0,15.3,2.0,5.8,2.3,0.0,0.4,1.3,3.5,65728.0,151745.0,0.0,0.0
Reed,FUL,MID,4.5,0.7%,0.0,4.0,159.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,23.6,19.6,8.0,5.1,0.0,0.0,0.0,0.9,2.0,44996.0,73831.0,0.0,0.0
Stephens,BUR,MID,4.4,8.1%,1.3,4.0,157.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.8,6.6,21.0,4.8,1.3,0.0,0.3,0.9,2.0,198407.0,518471.0,-1.0,1.0
Fernandinho,MCI,DEF,5.5,1.2%,1.0,5.0,154.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.4,13.2,30.0,7.7,1.0,0.0,0.2,0.9,1.2,38382.0,51101.0,0.0,0.0
Barnes,BUR,FWD,6.0,0.1%,1.0,3.0,152.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,10.6,39.0,87.0,13.6,1.0,0.0,0.2,0.5,1.5,3888.0,7751.0,0.0,0.0
Bergwijn,TOT,MID,7.1,0.4%,1.3,6.0,152.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.4,34.6,22.0,6.8,1.3,0.0,0.2,0.8,1.5,8493.0,78506.0,-4.0,4.0
Ampadu,SHU,DEF,4.5,0.6%,0.7,3.0,149.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,36.4,0.7,3.0,4.0,0.7,0.0,0.2,0.7,1.5,13752.0,32948.0,0.0,0.0
Carroll,NEW,FWD,5.4,0.4%,1.3,7.0,145.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.2,16.1,72.0,9.8,1.3,0.0,0.2,1.3,2.3,41143.0,51280.0,-1.0,1.0
Amartey,LEI,DEF,4.0,1.2%,0.0,0.0,144.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,22.4,1.8,0.0,2.4,0.0,0.0,0.0,0.0,0.0,38795.0,66211.0,0.0,0.0
Pieters,BUR,DEF,4.4,0.6%,2.0,4.0,140.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.6,2.0,17.0,2.6,2.0,0.0,0.5,0.9,2.0,18028.0,60274.0,-1.0,1.0
Loftus-Cheek,FUL,MID,5.9,0.2%,1.0,5.0,140.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.4,17.4,33.0,6.2,1.0,0.0,0.2,0.8,2.5,6589.0,9324.0,-1.0,1.0
Fred,MUN,MID,5.3,0.1%,1.3,4.0,138.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.8,16.7,10.0,4.8,1.3,0.0,0.2,0.8,1.3,2756.0,7474.0,-2.0,2.0
Hourihane,AVL,MID,6.0,0.2%,4.7,17.0,137.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,57.0,62.2,77.7,23.0,16.3,4.7,1.0,0.8,2.8,8.5,21858.0,14098.0,0.0,0.0
Hudson-Odoi,CHE,MID,5.8,0.4%,3.0,10.0,137.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,46.6,59.5,49.0,15.5,3.0,0.0,0.5,1.7,3.3,19909.0,32057.0,-2.0,2.0
Matic,MUN,MID,4.9,0.3%,2.0,6.0,136.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,28.4,17.5,9.0,5.5,2.0,0.0,0.4,1.2,2.0,8911.0,13983.0,-1.0,1.0
Thiago,LIV,MID,6.0,1.9%,0.7,3.0,135.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,20.2,44.6,12.0,7.7,0.7,0.0,0.1,0.5,1.5,291224.0,226530.0,0.0,0.0
Gibbs,WBA,DEF,4.4,0.3%,0.0,-3.0,135.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,7.4,13.2,2.0,2.3,0.0,0.0,0.0,-0.7,-1.5,4051.0,37701.0,-1.0,1.0
Onomah,FUL,MID,4.8,0.1%,0.0,3.0,131.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,7.4,2.0,2.1,0.0,0.0,0.0,0.6,1.5,1894.0,9976.0,-2.0,2.0
Kovacic,CHE,MID,5.4,0.3%,0.7,4.0,130.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.4,10.9,1.0,2.0,0.7,0.0,0.1,0.7,1.3,19012.0,20484.0,-1.0,1.0
Sharp,SHU,FWD,5.8,0.2%,3.0,11.0,129.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,36.6,4.9,61.0,10.3,3.0,0.0,0.5,1.9,2.8,7091.0,18167.0,-2.0,2.0
Tete,FUL,DEF,4.4,0.1%,0.0,2.0,128.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,53.0,67.5,4.0,12.4,0.0,0.0,0.0,0.5,1.0,5710.0,10894.0,-1.0,1.0
Almirón,NEW,MID,5.8,0.5%,1.0,8.0,128.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,46.2,67.2,38.0,15.1,1.0,0.0,0.2,1.4,2.0,15610.0,53361.0,-2.0,2.0
Vydra,BUR,FWD,5.0,0.8%,1.0,4.0,123.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.6,27.1,65.0,10.1,1.0,0.0,0.2,0.8,1.3,57073.0,56221.0,0.0,0.0
Le Marchand,FUL,DEF,4.3,0.1%,0.3,1.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,12.6,1.6,1.0,1.6,0.3,0.0,0.1,0.2,0.5,1012.0,7607.0,-2.0,2.0
Lo Celso,TOT,MID,6.9,0.5%,1.0,3.0,121.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,14.4,46.3,43.0,10.4,1.0,0.0,0.1,0.4,1.5,4380.0,30495.0,-1.0,1.0
James,MUN,MID,6.3,0.3%,0.3,2.0,120.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,10.0,31.1,80.0,12.1,0.3,0.0,0.0,0.3,1.0,6153.0,19005.0,-2.0,2.0
Kebano,FUL,MID,4.8,0.1%,0.7,5.0,115.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.4,14.6,47.0,5.9,0.7,0.0,0.1,1.0,1.2,2375.0,8730.0,-2.0,2.0
Bernardo Silva,MCI,MID,7.4,0.6%,1.3,4.0,115.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,19.9,12.0,5.1,1.3,0.0,0.2,0.5,2.0,22927.0,41752.0,-1.0,1.0
Burn,BHA,DEF,4.4,0.4%,0.7,3.0,113.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,4.5,8.0,2.1,0.7,0.0,0.2,0.7,1.5,4644.0,27614.0,-1.0,1.0
Lookman,FUL,MID,5.0,0.3%,5.5,11.0,113.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,66.8,52.7,46.0,16.6,5.5,0.0,1.1,2.2,5.5,21558.0,3128.0,0.0,0.0
Jota,LIV,MID,6.3,1.7%,3.0,9.0,112.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,43.2,32.0,103.0,17.8,3.0,0.0,0.5,1.4,3.0,100870.0,225395.0,-2.0,2.0
Smallbone,SOU,MID,4.5,0.4%,0.0,3.0,111.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.2,4.1,0.0,1.1,0.0,0.0,0.0,0.7,1.5,23018.0,27768.0,0.0,0.0
Riedewald,CRY,MID,4.4,0.6%,1.3,4.0,110.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.4,2.2,0.0,2.2,1.3,0.0,0.3,0.9,1.3,41373.0,20791.0,-1.0,1.0
Batshuayi,CRY,FWD,5.8,0.8%,2.0,7.0,106.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.8,2.2,9.0,1.2,2.0,0.0,0.3,1.2,2.3,27750.0,122563.0,-2.0,2.0
Krovinovic,WBA,MID,5.0,0.0%,2.0,4.0,104.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,11.6,3.0,2.2,2.0,0.0,0.4,0.8,2.0,389.0,144.0,0.0,0.0
Walcott,SOU,MID,5.8,0.2%,1.5,6.0,102.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,26.8,54.1,9.0,9.0,1.5,0.0,0.3,1.0,3.0,5378.0,14154.0,-2.0,2.0
Iheanacho,LEI,FWD,5.7,0.3%,1.3,4.0,101.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.6,38.1,29.0,7.6,1.3,0.0,0.2,0.7,1.3,8299.0,34342.0,-3.0,3.0
Iwobi,EVE,MID,5.9,0.2%,2.3,8.0,100.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.2,21.5,8.0,5.8,2.3,0.0,0.4,1.4,2.0,4275.0,8849.0,-1.0,1.0
Torres,MCI,MID,6.9,0.8%,2.0,7.0,99.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.6,24.0,41.0,8.2,2.0,0.0,0.3,1.0,2.3,20058.0,47547.0,-1.0,1.0
Bailly,MUN,DEF,4.9,0.2%,-0.3,-1.0,98.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,25.0,0.1,0.0,2.5,-0.3,0.0,-0.1,-0.2,-0.5,7998.0,14373.0,-1.0,1.0
Marçal,WOL,DEF,4.9,0.2%,0.3,7.0,98.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,18.4,1.8,0.0,2.1,0.3,0.0,0.1,1.4,2.3,21641.0,29644.0,-1.0,1.0
Nketiah,ARS,FWD,5.7,0.8%,1.0,12.0,97.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,40.6,3.7,42.0,8.5,1.0,0.0,0.2,2.1,2.4,27523.0,102628.0,-3.0,3.0
Schär,NEW,DEF,4.9,0.0%,0.3,1.0,95.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.8,1.0,1.1,0.3,0.0,0.1,0.2,0.5,1263.0,1641.0,-1.0,1.0
Pulisic,CHE,MID,8.3,3.9%,1.0,3.0,93.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.8,12.5,28.0,5.9,1.0,0.0,0.1,0.4,1.5,205138.0,642357.0,-2.0,2.0
Davies,EVE,MID,5.4,0.1%,1.0,4.0,92.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,22.2,2.8,0.0,2.5,1.0,0.0,0.2,0.7,1.3,2402.0,6226.0,-1.0,1.0
Fraser,NEW,MID,5.8,0.3%,1.7,6.0,92.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.6,3.3,7.0,1.4,1.7,0.0,0.3,1.0,2.0,11144.0,59107.0,-2.0,2.0
