Player,Season,Gameweek,Opponent,Team,Home,Role,Cost,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS
Hayden,21,6,WOL,NEW,0,MID,4.8,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.6,27.8,23.0,10.6,1.0,0.0,0.2,1.7,1.6,74.0,385.0,-2.0,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.28,0.27,14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.2599999999999998,0.7599999999999998,0.7600000000000007,-0.5,1.8399999999999999,0.370000000000001,4.0,5.0,0.7799999999999994,9,1.0,1.3333333333333333,1.6666666666666667,0.8333333333333334,0.8333333333333334,1.3983333333333334,1.2716666666666667,-0.4383333333333333,2.393333333333333,2.1883333333333335,3.1666666666666665,7.333333333333333,1.0583333333333333
Saint-Maximin,21,6,WOL,NEW,0,MID,5.3,7.1,5.7,3.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,79.2,50.0,23.0,5.7,0.0,1.1,4.0,4.2,21633.0,24496.0,-2.0,2.0,5,0.0,0.010000000000000009,0.010000000000000009,0.020000000000000018,0.029999999999999805,0.020000000000000018,0.04,0.04,0.32,0.35,0.35,0.54,0.2,14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.2599999999999998,0.7599999999999998,0.7600000000000007,-0.5,1.8399999999999999,0.370000000000001,4.0,5.0,0.7799999999999994,9,1.0,1.3333333333333333,1.6666666666666667,0.8333333333333334,0.8333333333333334,1.3983333333333334,1.2716666666666667,-0.4383333333333333,2.393333333333333,2.1883333333333335,3.1666666666666665,7.333333333333333,1.0583333333333333
Manquillo,21,6,WOL,NEW,0,DEF,4.5,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,29.4,14.0,8.0,0.3,0.0,0.1,2.0,2.2,127.0,1743.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.02,0.1,0.08,14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.2599999999999998,0.7599999999999998,0.7600000000000007,-0.5,1.8399999999999999,0.370000000000001,4.0,5.0,0.7799999999999994,9,1.0,1.3333333333333333,1.6666666666666667,0.8333333333333334,0.8333333333333334,1.3983333333333334,1.2716666666666667,-0.4383333333333333,2.393333333333333,2.1883333333333335,3.1666666666666665,7.333333333333333,1.0583333333333333
Almirón,21,6,WOL,NEW,0,MID,5.8,0.5,0.7,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,71.2,80.3,56.0,20.7,0.7,0.0,0.1,1.6,1.8,304.0,2540.0,-2.0,2.0,5,0.0,0.1,0.1,0.020000000000000018,0.13,0.01999999999999999,0.11,0.11,0.28,0.39,0.39,0.38,0.05,14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.2599999999999998,0.7599999999999998,0.7600000000000007,-0.5,1.8399999999999999,0.370000000000001,4.0,5.0,0.7799999999999994,9,1.0,1.3333333333333333,1.6666666666666667,0.8333333333333334,0.8333333333333334,1.3983333333333334,1.2716666666666667,-0.4383333333333333,2.393333333333333,2.1883333333333335,3.1666666666666665,7.333333333333333,1.0583333333333333
Schär,21,6,WOL,NEW,0,DEF,4.9,0.0,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.6,1.3,1.0,2.9,1.0,0.0,0.2,0.6,1.0,243.0,131.0,-1.0,1.0,3,0.0,0.0,0.0,0.0,0.009999999999999995,0.01999999999999999,0.01,0.01,0.0,0.01,0.01,0.05,0.04,14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.2599999999999998,0.7599999999999998,0.7600000000000007,-0.5,1.8399999999999999,0.370000000000001,4.0,5.0,0.7799999999999994,9,1.0,1.3333333333333333,1.6666666666666667,0.8333333333333334,0.8333333333333334,1.3983333333333334,1.2716666666666667,-0.4383333333333333,2.393333333333333,2.1883333333333335,3.1666666666666665,7.333333333333333,1.0583333333333333
Krafth,21,6,WOL,NEW,0,DEF,4.4,0.1,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2,26.9,2.0,6.9,1.3,0.0,0.3,0.9,2.0,136.0,203.0,-1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.52,0.47,14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.2599999999999998,0.7599999999999998,0.7600000000000007,-0.5,1.8399999999999999,0.370000000000001,4.0,5.0,0.7799999999999994,9,1.0,1.3333333333333333,1.6666666666666667,0.8333333333333334,0.8333333333333334,1.3983333333333334,1.2716666666666667,-0.4383333333333333,2.393333333333333,2.1883333333333335,3.1666666666666665,7.333333333333333,1.0583333333333333
Fraser,21,6,WOL,NEW,0,MID,5.8,0.3,2.7,3.0,77.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,4.5,7.0,2.0,2.7,0.0,0.5,1.6,2.2,301.0,1722.0,-2.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.04,0.03,14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.2599999999999998,0.7599999999999998,0.7600000000000007,-0.5,1.8399999999999999,0.370000000000001,4.0,5.0,0.7799999999999994,9,1.0,1.3333333333333333,1.6666666666666667,0.8333333333333334,0.8333333333333334,1.3983333333333334,1.2716666666666667,-0.4383333333333333,2.393333333333333,2.1883333333333335,3.1666666666666665,7.333333333333333,1.0583333333333333
Carroll,21,6,WOL,NEW,0,FWD,5.3,0.4,0.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.2,16.4,72.0,9.8,0.3,0.0,0.1,1.5,2.0,611.0,2916.0,-2.0,2.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.01,0.17,0.17,0.23,0.08,14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.2599999999999998,0.7599999999999998,0.7600000000000007,-0.5,1.8399999999999999,0.370000000000001,4.0,5.0,0.7799999999999994,9,1.0,1.3333333333333333,1.6666666666666667,0.8333333333333334,0.8333333333333334,1.3983333333333334,1.2716666666666667,-0.4383333333333333,2.393333333333333,2.1883333333333335,3.1666666666666665,7.333333333333333,1.0583333333333333
Murphy,21,6,WOL,NEW,0,MID,4.9,0.0,3.0,9.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,51.4,15.7,7.0,7.4,3.0,1.0,0.6,2.0,5.0,645.0,140.0,-1.0,1.0,2,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.1,0.1,0.05,0.05,14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.2599999999999998,0.7599999999999998,0.7600000000000007,-0.5,1.8399999999999999,0.370000000000001,4.0,5.0,0.7799999999999994,9,1.0,1.3333333333333333,1.6666666666666667,0.8333333333333334,0.8333333333333334,1.3983333333333334,1.2716666666666667,-0.4383333333333333,2.393333333333333,2.1883333333333335,3.1666666666666665,7.333333333333333,1.0583333333333333
Ritchie,21,6,WOL,NEW,0,MID,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,23.3,18.0,5.3,0.0,0.0,0.0,0.4,2.0,14.0,232.0,-1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.1,0.1,0.11,0.07,14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.2599999999999998,0.7599999999999998,0.7600000000000007,-0.5,1.8399999999999999,0.370000000000001,4.0,5.0,0.7799999999999994,9,1.0,1.3333333333333333,1.6666666666666667,0.8333333333333334,0.8333333333333334,1.3983333333333334,1.2716666666666667,-0.4383333333333333,2.393333333333333,2.1883333333333335,3.1666666666666665,7.333333333333333,1.0583333333333333
Jack Robinson,21,6,LIV,SHU,0,DEF,4.4,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,4.6,17.0,5.6,2.0,0.0,0.5,1.8,2.7,649.0,906.0,-1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.2,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Ramsdale,21,6,LIV,SHU,0,GKP,4.9,3.5,2.3,2.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,139.6,10.0,2.0,15.2,2.3,0.0,0.5,2.9,2.3,1156.0,21099.0,-1.0,1.0,6,0.0,0.0,0.0,0.0,0.26,0.24999999999999997,0.0,0.0,0.01,0.01,0.01,0.08,0.07,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Stevens,21,6,LIV,SHU,0,DEF,5.3,2.3,1.0,0.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,112.4,29.1,53.0,19.6,1.0,0.0,0.2,1.5,1.3,348.0,13820.0,-2.0,2.0,6,0.0,0.04000000000000001,0.04000000000000001,0.08,0.29000000000000004,0.25,0.03,0.03,0.01,0.05,0.05,0.29,0.26,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Baldock,21,6,LIV,SHU,0,DEF,5.4,2.3,2.3,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,79.6,72.5,77.0,23.0,2.3,0.0,0.4,2.0,1.8,740.0,13320.0,-1.0,1.0,6,0.0,0.04000000000000001,0.04000000000000001,0.08000000000000007,0.25,0.13000000000000012,0.03,0.03,0.18,0.22,0.22,0.27,0.22,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Lundstram,21,6,LIV,SHU,0,MID,5.2,4.0,1.7,1.0,75.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,69.6,150.4,60.0,28.0,1.7,0.0,0.3,1.5,1.3,576.0,30354.0,-3.0,3.0,6,0.0,0.0,0.0,0.020000000000000018,0.22999999999999998,0.22999999999999998,0.23,0.1,0.06,0.29,0.16,0.39,0.26,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Basham,21,6,LIV,SHU,0,DEF,4.9,1.1,2.0,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,107.6,37.0,46.0,19.0,2.0,0.0,0.4,2.2,1.8,787.0,4739.0,-1.0,1.0,6,0.0,0.06999999999999999,0.06999999999999999,0.0,0.09000000000000008,0.020000000000000018,0.02,0.02,0.08,0.1,0.1,0.2,0.1,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Berge,21,6,LIV,SHU,0,MID,5.0,0.2,3.3,7.0,90.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,99.0,84.5,74.0,25.8,3.3,0.0,0.7,3.0,2.5,1652.0,639.0,0.0,0.0,6,0.0,0.84,0.07999999999999999,0.06,0.25,0.13,0.18,0.03,0.05,0.23,0.08,0.27,0.2,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Egan,21,6,LIV,SHU,0,DEF,4.9,4.0,1.3,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,54.2,2.9,14.0,7.2,1.3,0.0,0.3,0.4,0.4,539.0,17026.0,-1.0,1.0,5,0.0,0.010000000000000002,0.010000000000000002,0.0,0.18000000000000005,0.18000000000000005,0.01,0.01,0.0,0.01,0.01,0.16,0.16,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
McBurnie,21,6,LIV,SHU,0,FWD,5.7,0.3,2.7,5.0,90.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,48.8,68.1,123.0,24.0,2.7,0.0,0.5,1.9,1.8,647.0,1409.0,-3.0,3.0,6,0.0,0.09999999999999998,0.09999999999999998,0.12000000000000001,0.31000000000000005,0.07,0.26,0.26,0.06,0.32,0.32,0.34,0.04,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
McGoldrick,21,6,LIV,SHU,0,FWD,5.3,0.7,3.7,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.2,35.2,60.0,13.1,3.7,0.0,0.7,2.8,2.5,5050.0,5214.0,-2.0,2.0,6,0.0,0.03999999999999998,0.03999999999999998,0.030000000000000027,0.06999999999999984,0.0,0.07,0.07,0.14,0.21,0.21,0.5,0.29,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Osborn,21,6,LIV,SHU,0,MID,4.9,0.0,1.3,2.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,37.6,66.9,41.0,14.5,1.3,0.0,0.3,1.4,1.8,79.0,105.0,-1.0,1.0,4,0.0,0.08,0.08,0.0,0.32999999999999996,0.25,0.06,0.06,0.2,0.27,0.27,0.33,0.26,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Burke,21,6,LIV,SHU,0,MID,4.5,1.0,0.7,1.0,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.8,36.6,71.0,10.8,0.7,0.0,0.2,1.6,1.8,1025.0,3839.0,0.0,0.0,4,0.0,0.13,0.13,0.0,0.14999999999999997,0.02,0.09,0.09,0.05,0.14,0.14,0.15,0.01,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Ampadu,21,6,LIV,SHU,0,DEF,4.5,0.6,0.3,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,54.8,14.9,4.0,7.4,0.3,0.0,0.1,0.9,1.3,545.0,2083.0,0.0,0.0,3,0.0,0.03,0.03,0.11,0.2,0.2,0.01,0.01,0.04,0.05,0.05,0.11,0.11,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Norwood,21,6,LIV,SHU,0,MID,4.8,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,45.4,0.0,7.6,0.7,0.0,0.1,1.0,1.7,169.0,1381.0,-2.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.58,0.57,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
O'Connell,21,6,LIV,SHU,0,DEF,4.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2,2.5,0.0,4.3,0.0,0.0,0.0,0.6,1.5,42.0,1477.0,-2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Fleck,21,6,LIV,SHU,0,MID,5.7,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,48.8,14.0,8.0,0.3,0.0,0.1,0.9,1.7,24.0,1899.0,-3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.07,0.07,0.08,0.05,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Sharp,21,6,LIV,SHU,0,FWD,5.7,0.2,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,4.9,61.0,10.3,2.7,0.0,0.5,1.9,2.8,321.0,920.0,-3.0,3.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.5,0.0,1.05,0.5,0.54,0.04,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Brewster,21,6,LIV,SHU,0,FWD,4.5,6.9,0.7,1.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,11.4,2.0,1.5,0.7,0.0,0.2,0.4,1.0,30976.0,38641.0,0.0,0.0,2,0.0,0.0,0.0,0.08,0.16,0.07,0.0,0.0,0.09,0.09,0.09,0.21,0.12,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Lowe,21,6,LIV,SHU,0,DEF,4.4,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.1,0.0,0.1,0.3,0.0,0.1,0.2,1.0,15.0,266.0,-1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.4000000000000004,0.6299999999999999,2.4000000000000004,2.3999999999999995,-1.76,0.8599999999999994,0.41000000000000014,8.0,7.0,0.6200000000000001,2,2.5,2.3333333333333335,2.1666666666666665,2.4499999999999997,2.1966666666666668,1.365,1.11,1.085,1.555,3.231666666666667,13.5,3.8333333333333335,2.1133333333333333
Fred,21,6,CHE,MUN,1,MID,5.3,0.1,1.7,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,33.0,21.9,11.0,6.5,1.7,0.0,0.3,1.1,1.5,661.0,459.0,-2.0,2.0,4,0.0,0.03,0.03,0.0,0.32,0.31999999999999995,0.04,0.04,0.01,0.05,0.05,0.18,0.16,15,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6500000000000004,0.6499999999999999,0.21999999999999886,0.21999999999999975,0.4299999999999997,1.6999999999999993,0.8499999999999996,6.0,1.0,1.7299999999999995,10,2.1666666666666665,1.5,1.5,1.5433333333333332,1.035,1.1300000000000001,1.1300000000000001,-0.09499999999999999,1.89,2.89,6.0,5.333333333333333,1.5916666666666668
de Gea,21,6,CHE,MUN,1,GKP,5.4,3.8,2.7,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,98.2,0.0,0.0,9.9,2.7,0.0,0.5,2.0,2.2,5064.0,6703.0,-1.0,1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,15,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6500000000000004,0.6499999999999999,0.21999999999999886,0.21999999999999975,0.4299999999999997,1.6999999999999993,0.8499999999999996,6.0,1.0,1.7299999999999995,10,2.1666666666666665,1.5,1.5,1.5433333333333332,1.035,1.1300000000000001,1.1300000000000001,-0.09499999999999999,1.89,2.89,6.0,5.333333333333333,1.5916666666666668
Maguire,21,6,CHE,MUN,1,DEF,5.4,2.9,4.7,7.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,99.2,18.1,80.0,19.8,4.7,0.0,0.9,3.3,3.6,10500.0,6324.0,-1.0,1.0,5,0.0,0.010000000000000009,0.010000000000000009,0.06,0.18000000000000016,0.18000000000000016,0.03,0.03,0.01,0.04,0.04,0.27,0.27,15,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6500000000000004,0.6499999999999999,0.21999999999999886,0.21999999999999975,0.4299999999999997,1.6999999999999993,0.8499999999999996,6.0,1.0,1.7299999999999995,10,2.1666666666666665,1.5,1.5,1.5433333333333332,1.035,1.1300000000000001,1.1300000000000001,-0.09499999999999999,1.89,2.89,6.0,5.333333333333333,1.5916666666666668
Shaw,21,6,CHE,MUN,1,DEF,4.9,1.0,1.0,5.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,61.8,57.2,29.0,15.0,1.0,0.0,0.2,1.0,1.0,1647.0,4198.0,-1.0,1.0,5,0.0,0.0,0.0,0.0,0.13,0.14,0.01,0.01,0.02,0.03,0.03,0.17,0.15,15,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6500000000000004,0.6499999999999999,0.21999999999999886,0.21999999999999975,0.4299999999999997,1.6999999999999993,0.8499999999999996,6.0,1.0,1.7299999999999995,10,2.1666666666666665,1.5,1.5,1.5433333333333332,1.035,1.1300000000000001,1.1300000000000001,-0.09499999999999999,1.89,2.89,6.0,5.333333333333333,1.5916666666666668
