Player,Season,Gameweek,Opponent,Team,Home,Role,Cost,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS
Delph,21,6,SOU,EVE,0,MID,4.9,0.0,0.7,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.4,2.7,0.0,1.1,0.7,0.0,0.1,0.4,1.0,135.0,164.0,-1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.28999999999999915,0.28999999999999915,0.7400000000000002,0.7400000000000002,-0.4500000000000002,0.21000000000000085,0.019999999999999574,6.0,6.0,0.8200000000000003,7,1.6666666666666667,1.5,1.6666666666666667,1.2266666666666668,1.0999999999999999,1.0766666666666667,1.0766666666666667,0.023333333333333334,1.5933333333333335,1.9983333333333333,6.833333333333333,5.166666666666667,1.5033333333333332
Gordon,21,6,SOU,EVE,0,MID,4.4,0.4,0.3,,,,,,,,,,,,,,,4.2,1.2,2.0,0.7,0.3,,0.1,0.2,1.0,,,-1.0,1.0,1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.39,0.39,1,,,,,,,,,,,,,,,,,,7,1.6666666666666667,1.5,1.6666666666666667,1.2266666666666668,1.0999999999999999,1.0766666666666667,1.0766666666666667,0.023333333333333334,1.5933333333333335,1.9983333333333333,6.833333333333333,5.166666666666667,1.5033333333333332
Kean,21,6,SOU,EVE,0,FWD,5.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,11.0,0.9,0.0,0.0,0.0,0.3,1.0,32.0,1084.0,-2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,1,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.28999999999999915,0.28999999999999915,0.7400000000000002,0.7400000000000002,-0.4500000000000002,0.21000000000000085,0.019999999999999574,6.0,6.0,0.8200000000000003,7,1.6666666666666667,1.5,1.6666666666666667,1.2266666666666668,1.0999999999999999,1.0766666666666667,1.0766666666666667,0.023333333333333334,1.5933333333333335,1.9983333333333333,6.833333333333333,5.166666666666667,1.5033333333333332
Ederson,21,6,WHU,MCI,0,GKP,6.0,6.0,4.3,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,98.8,0.0,0.0,9.9,4.3,0.0,0.7,2.5,3.0,9888.0,14296.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.10000000000000003,0.10000000000000003,0.0,0.0,0.0,0.0,0.0,0.11,0.11,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Bernardo Silva,21,6,WHU,MCI,0,MID,7.4,0.6,2.0,2.0,67.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,22.8,24.7,14.0,6.2,2.0,0.0,0.3,0.8,2.0,4702.0,3762.0,-1.0,1.0,3,0.0,0.0,0.0,0.0,0.10999999999999999,0.10999999999999999,0.07,0.07,0.03,0.1,0.1,0.48,0.38,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Fernandinho,21,6,WHU,MCI,0,DEF,5.5,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,13.2,30.0,7.7,0.7,0.0,0.1,0.9,1.2,54.0,15826.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.0,0.29,0.29,0.43,0.41,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Sterling,21,6,WHU,MCI,0,MID,11.6,7.4,7.3,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0,98.6,200.0,41.4,7.3,0.0,0.6,2.5,5.8,37178.0,36504.0,1.0,-1.0,5,0.0,0.33000000000000007,0.33000000000000007,0.0,0.33000000000000007,0.0,0.3,0.3,0.18,0.47,0.47,0.7,0.28,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Walker,21,6,WHU,MCI,0,DEF,6.0,6.2,3.7,2.0,77.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,72.6,62.5,48.0,18.3,3.7,0.0,0.6,2.2,2.6,32334.0,13117.0,0.0,0.0,5,0.0,0.009999999999999995,0.009999999999999995,0.05,0.28,0.22999999999999998,0.02,0.02,0.02,0.04,0.04,0.3,0.26,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Foden,21,6,WHU,MCI,0,MID,6.6,8.3,4.7,6.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,101.8,62.8,157.0,32.1,4.7,0.0,0.7,3.8,5.0,64113.0,22596.0,1.0,-1.0,5,1.0,0.10000000000000009,0.10000000000000009,0.0,0.09000000000000008,0.0,0.37,0.37,0.05,0.42,0.42,0.48,0.07,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Mahrez,21,6,WHU,MCI,0,MID,8.4,3.7,2.3,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,77.2,120.0,177.0,37.4,2.3,0.0,0.3,2.3,4.8,15209.0,38564.0,-1.0,1.0,4,0.0,0.22000000000000008,0.22000000000000008,0.07000000000000006,0.2799999999999998,0.07000000000000006,0.21,0.21,0.2,0.41,0.41,0.55,0.32,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
De Bruyne,21,6,WHU,MCI,0,MID,11.5,15.2,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,122.4,204.7,138.0,46.6,1.0,0.0,0.1,1.6,4.5,26212.0,115898.0,0.0,0.0,4,0.0,0.050000000000000044,0.04999999999999993,0.32999999999999985,0.33000000000000007,0.0,0.46,0.22,0.44,0.89,0.66,0.75,0.31,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Aké,21,6,WHU,MCI,0,DEF,5.5,6.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.4,24.7,19.0,10.8,2.0,0.0,0.4,2.4,3.2,1711.0,57969.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.01,0.13,0.13,0.3,0.29,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Mendy,21,6,WHU,MCI,0,DEF,5.9,1.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,26.2,10.0,5.1,0.3,0.0,0.1,0.3,0.7,136.0,9990.0,-1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.03,0.03,0.17,0.16,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Cancelo,21,6,WHU,MCI,0,DEF,5.4,0.8,4.3,5.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,55.0,64.7,22.0,14.2,4.3,0.0,0.8,2.4,6.5,14752.0,1618.0,-1.0,1.0,2,0.0,0.05,0.05,0.16999999999999998,0.31999999999999995,0.19999999999999996,0.02,0.02,0.18,0.2,0.2,0.62,0.49,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Garcia,21,6,WHU,MCI,0,DEF,4.8,0.2,0.7,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,37.0,22.6,1.0,6.0,0.7,0.0,0.1,0.4,1.0,1074.0,622.0,-2.0,2.0,2,0.0,0.01,0.01,0.0,0.17,0.16,0.01,0.01,0.0,0.01,0.01,0.16,0.16,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Gündogan,21,6,WHU,MCI,0,MID,5.4,0.3,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.4,34.4,10.0,5.7,1.0,0.0,0.2,0.6,1.5,1690.0,794.0,-1.0,1.0,2,0.0,0.09,0.09,0.12,0.32,0.11,0.07,0.07,0.12,0.19,0.19,0.25,0.08,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Agüero,21,6,WHU,MCI,0,FWD,10.4,2.3,1.0,1.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,36.8,18.0,5.8,1.0,0.0,0.1,0.3,1.5,32284.0,52418.0,-1.0,1.0,2,0.0,0.0,0.0,0.0,0.14,0.14999999999999997,0.04,0.04,0.57,0.6,0.6,0.72,0.38,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Torres,21,6,WHU,MCI,0,MID,6.9,0.8,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,24.0,41.0,8.2,1.7,0.0,0.2,1.0,2.3,1438.0,3579.0,-1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.13,0.3,0.3,0.3,0.0,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Stones,21,6,WHU,MCI,0,DEF,4.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.3,0.0,2.1,0.0,0.0,0.0,0.4,2.0,667.0,2288.0,-1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Laporte,21,6,WHU,MCI,0,DEF,6.0,2.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.7,6.0,1.8,0.7,0.0,0.1,0.3,2.0,2323.0,12896.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.17,0.17,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Jesus,21,6,WHU,MCI,0,FWD,9.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,13.8,45.0,10.6,0.0,0.0,0.0,0.6,6.0,109.0,2973.0,-2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.24,0.48,0.48,1.04,0.56,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Delap,21,6,WHU,MCI,0,FWD,4.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.0,0.2,0.0,0.0,0.0,0.2,1.0,4019.0,8211.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,0.15,0.15,0.0,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Zinchenko,21,6,WHU,MCI,0,DEF,5.5,0.2,0.3,,,,,,,,,,,,,,,0.4,1.2,0.0,0.2,0.3,,0.1,0.2,1.0,,,0.0,0.0,1,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13,,,,,,,,,,,,,,,,,,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Rodrigo,21,6,WHU,MCI,0,MID,5.4,0.5,2.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,72.0,82.9,19.0,17.4,2.0,0.0,0.4,1.7,1.8,1133.0,2049.0,-1.0,1.0,5,0.0,0.03,0.03,0.039999999999999994,0.34999999999999987,0.28,0.02,0.02,0.02,0.04,0.04,0.41,0.37,13,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.8899999999999997,0.8899999999999997,0.2599999999999998,0.2600000000000007,0.63,0.40000000000000036,0.33000000000000185,13.0,2.0,1.9399999999999995,12,2.0,1.3333333333333333,1.3333333333333333,1.63,1.63,1.0833333333333333,1.0833333333333333,0.5466666666666666,2.973333333333333,1.9383333333333335,3.6666666666666665,7.666666666666667,1.64
Douglas Luiz,21,6,LEE,AVL,1,MID,5.0,0.3,2.0,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,57.4,34.7,35.0,12.8,2.0,0.0,0.4,2.2,2.2,819.0,1305.0,0.0,0.0,5,0.0,0.0,0.0,0.02,0.17999999999999994,0.16000000000000003,0.03,0.03,0.01,0.03,0.03,0.17,0.15,3,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.4999999999999991,1.4999999999999991,2.38,2.38,-0.8799999999999999,0.5199999999999996,-1.29,7.0,20.0,0.8200000000000003,6,2.0,1.5,1.6666666666666667,1.5366666666666668,1.4083333333333332,1.63,1.2483333333333333,0.16,1.1366666666666667,1.8499999999999999,8.0,8.833333333333334,1.4100000000000001
Trézéguet,21,6,LEE,AVL,1,MID,5.4,1.0,3.2,2.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,74.8,91.3,78.0,24.3,3.2,0.0,0.6,3.0,3.2,2817.0,5404.0,-1.0,1.0,5,0.0,0.14,0.14,0.29000000000000004,0.41999999999999993,0.0,0.09,0.09,0.34,0.43,0.43,0.36,0.07,3,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.4999999999999991,1.4999999999999991,2.38,2.38,-0.8799999999999999,0.5199999999999996,-1.29,7.0,20.0,0.8200000000000003,6,2.0,1.5,1.6666666666666667,1.5366666666666668,1.4083333333333332,1.63,1.2483333333333333,0.16,1.1366666666666667,1.8499999999999999,8.0,8.833333333333334,1.4100000000000001
Mings,21,6,LEE,AVL,1,DEF,5.2,10.2,5.0,0.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,147.2,24.3,44.0,21.7,5.0,0.0,1.0,5.8,6.0,79332.0,32903.0,2.0,-2.0,5,0.0,0.0,0.0,0.020000000000000004,0.16999999999999993,0.16000000000000014,0.1,0.1,0.01,0.11,0.11,0.23,0.22,3,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.4999999999999991,1.4999999999999991,2.38,2.38,-0.8799999999999999,0.5199999999999996,-1.29,7.0,20.0,0.8200000000000003,6,2.0,1.5,1.6666666666666667,1.5366666666666668,1.4083333333333332,1.63,1.2483333333333333,0.16,1.1366666666666667,1.8499999999999999,8.0,8.833333333333334,1.4100000000000001
Targett,21,6,LEE,AVL,1,DEF,4.5,1.8,3.2,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,45.4,29.3,32.0,10.8,3.2,0.0,0.7,4.0,3.6,15935.0,5036.0,0.0,0.0,5,0.0,0.10999999999999999,0.10999999999999999,0.0,0.57,0.57,0.04,0.04,0.0,0.04,0.04,0.23,0.23,3,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.4999999999999991,1.4999999999999991,2.38,2.38,-0.8799999999999999,0.5199999999999996,-1.29,7.0,20.0,0.8200000000000003,6,2.0,1.5,1.6666666666666667,1.5366666666666668,1.4083333333333332,1.63,1.2483333333333333,0.16,1.1366666666666667,1.8499999999999999,8.0,8.833333333333334,1.4100000000000001
Grealish,21,6,LEE,AVL,1,MID,7.3,28.0,9.0,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-5.0,206.8,187.0,237.0,63.0,9.0,0.0,1.2,5.3,7.8,223554.0,80664.0,3.0,-3.0,5,0.0,0.7599999999999998,0.7599999999999998,0.10999999999999988,0.9899999999999998,0.22999999999999998,0.38,0.38,0.48,0.86,0.86,0.94,0.31,3,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.4999999999999991,1.4999999999999991,2.38,2.38,-0.8799999999999999,0.5199999999999996,-1.29,7.0,20.0,0.8200000000000003,6,2.0,1.5,1.6666666666666667,1.5366666666666668,1.4083333333333332,1.63,1.2483333333333333,0.16,1.1366666666666667,1.8499999999999999,8.0,8.833333333333334,1.4100000000000001
McGinn,21,6,LEE,AVL,1,MID,5.5,2.7,6.8,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,140.6,143.6,72.0,35.6,6.8,0.0,1.2,5.3,5.8,38876.0,12044.0,0.0,0.0,5,0.0,0.03999999999999998,0.03999999999999998,0.0,0.3599999999999999,0.31000000000000005,0.04,0.04,0.27,0.31,0.31,0.56,0.29,3,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.4999999999999991,1.4999999999999991,2.38,2.38,-0.8799999999999999,0.5199999999999996,-1.29,7.0,20.0,0.8200000000000003,6,2.0,1.5,1.6666666666666667,1.5366666666666668,1.4083333333333332,1.63,1.2483333333333333,0.16,1.1366666666666667,1.8499999999999999,8.0,8.833333333333334,1.4100000000000001
Watkins,21,6,LEE,AVL,1,FWD,6.0,4.8,6.2,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,144.8,93.9,200.0,43.8,6.2,0.0,1.0,4.5,5.4,39923.0,45747.0,0.0,0.0,5,0.0,0.33999999999999986,0.33999999999999986,0.14999999999999997,0.6499999999999999,0.22999999999999998,0.58,0.58,0.09,0.68,0.68,0.8,0.33,3,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.4999999999999991,1.4999999999999991,2.38,2.38,-0.8799999999999999,0.5199999999999996,-1.29,7.0,20.0,0.8200000000000003,6,2.0,1.5,1.6666666666666667,1.5366666666666668,1.4083333333333332,1.63,1.2483333333333333,0.16,1.1366666666666667,1.8499999999999999,8.0,8.833333333333334,1.4100000000000001
Cash,21,6,LEE,AVL,1,DEF,5.0,0.7,3.5,1.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,108.8,61.3,20.0,19.0,3.5,0.0,0.7,3.8,3.8,4593.0,2340.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.05,0.05,0.18,0.14,3,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.4999999999999991,1.4999999999999991,2.38,2.38,-0.8799999999999999,0.5199999999999996,-1.29,7.0,20.0,0.8200000000000003,6,2.0,1.5,1.6666666666666667,1.5366666666666668,1.4083333333333332,1.63,1.2483333333333333,0.16,1.1366666666666667,1.8499999999999999,8.0,8.833333333333334,1.4100000000000001
Barkley,21,6,LEE,AVL,1,MID,6.0,4.3,5.0,2.0,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,104.0,78.4,111.0,29.4,5.0,0.0,0.8,3.7,4.4,75243.0,18379.0,0.0,0.0,5,0.0,0.08000000000000007,0.08000000000000007,0.44,0.5600000000000003,0.10999999999999999,0.33,0.33,0.18,0.51,0.51,0.65,0.17,3,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.4999999999999991,1.4999999999999991,2.38,2.38,-0.8799999999999999,0.5199999999999996,-1.29,7.0,20.0,0.8200000000000003,6,2.0,1.5,1.6666666666666667,1.5366666666666668,1.4083333333333332,1.63,1.2483333333333333,0.16,1.1366666666666667,1.8499999999999999,8.0,8.833333333333334,1.4100000000000001
