Player,Season,Gameweek,Opponent,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Oriol Romeu,21,6,EVE,SOU,4.5,MID,4.5,5,3,90,0,0,1,0,0,0,0,0,0,0,0,15,128.2,51,42,22.1,5,0,1.1,4.4,3.3,30104,14484,0,0,6,0,0.04,0.04,0.04,0.3,0.28,0.03,0.03,0.02,0.04,0.04,0.33,0.31,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
McCarthy,21,6,EVE,SOU,4.5,GKP,19,5.3,6,90,0,0,1,0,0,0,0,0,0,2,0,23,105.2,0,0,10.6,5.3,0,1.2,5.3,4,34282,25144,0,0,6,0,0,0,0,0.07,0.07,0,0,0,0,0,0.14,0.14,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Bertrand,21,6,EVE,SOU,5,DEF,1.4,4.3,6,90,0,0,1,0,0,0,0,0,0,0,0,25,72,105.9,37,21.4,4.3,0,0.9,4.4,3.7,6017,2753,0,0,6,0,0,0,0.17,0.28,0.29,0.01,0.01,0.07,0.08,0.08,0.28,0.25,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Walker-Peters,21,6,EVE,SOU,4.5,DEF,10.7,3.7,5,90,0,0,1,0,0,0,0,1,0,0,0,27,112,51.7,36,20,3.7,0,0.8,4.7,3.5,20933,17187,0,0,6,0,0,0,0,0.29,0.29,0.03,0.03,0.08,0.11,0.11,0.28,0.21,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Ward-Prowse,21,6,EVE,SOU,5.8,MID,1.9,5.3,11,90,1,0,1,0,0,0,0,0,0,0,3,44,106.6,138.1,56,30.1,5.3,1,0.9,4,3.8,10027,6770,-2,2,6,1,0.09,0.09,0.1,0.4,0.29,0.06,0.06,0.08,0.14,0.14,0.22,0.18,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Ings,21,6,EVE,SOU,8.5,FWD,18.4,6.3,10,90,0,2,1,0,0,0,0,0,0,0,2,30,203.4,73.7,216,49.3,6.3,1,0.7,4.8,6.8,64523,40351,0,0,6,0,0.04,0.04,0.17,0.23,0.16,0.39,0.26,0.06,0.45,0.32,0.37,0.07,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Bednarek,21,6,EVE,SOU,4.5,DEF,2.1,4.3,6,90,0,0,1,0,0,0,0,0,0,0,0,27,88.4,14.4,23,12.6,4.3,0,1,4.9,3.7,4552,3883,0,0,6,0,0,0,0,0.32,0.32,0.02,0.02,0.01,0.02,0.02,0.26,0.26,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Adams,21,6,EVE,SOU,5.8,FWD,1.9,7,8,88,1,0,1,0,0,0,0,0,0,0,2,30,133.2,70.7,213,41.8,7,0,1.2,5,4.8,23197,8428,-2,2,6,1,0.15,0.15,0,0.37,0.22,0.55,0.55,0.17,0.72,0.72,0.55,0.09,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Vestergaard,21,6,EVE,SOU,4.5,DEF,2.2,6.7,6,90,0,0,1,0,0,0,0,0,0,0,0,27,140.8,15,42,19.8,6.7,0,1.5,6,5.4,56649,4354,0,0,5,0,0.06,0.06,0,0.26,0.26,0.02,0.02,0.11,0.13,0.13,0.25,0.25,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Armstrong,21,6,EVE,SOU,5.5,MID,0.2,3,3,85,0,0,1,0,0,0,0,0,0,0,0,11,51,75.7,45,17.2,3,0,0.5,2.5,3.5,578,766,0,0,4,0,0.14,0.14,0.13,0.43,0.15,0.09,0.09,0.1,0.18,0.18,0.24,0.13,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Redmond,21,6,EVE,SOU,6.4,MID,0.2,2,3,90,0,0,1,0,0,0,0,0,0,0,0,8,22.4,32.4,51,10.5,2,0,0.3,1.2,2,889,631,-1,1,4,0,0.22,0.22,0.1,0.53,0.21,0.12,0.12,0.03,0.15,0.15,0.25,0.11,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Djenepo,21,6,EVE,SOU,5.5,MID,0.1,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,7.2,46,8.7,1.7,0,0.3,2.5,3.5,27,1323,0,0,4,0,0,0,0,0,0,0.06,0.06,0,0.06,0.06,0.45,0.39,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Stephens,21,6,EVE,SOU,4.8,DEF,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,1.9,17,4.8,0,0,0,0.2,0.5,162,1140,-2,2,2,0,0,0,0,0,0,0.04,0.04,0,0.04,0.04,0.14,0.14,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Smallbone,21,6,EVE,SOU,4.5,MID,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,4.1,0,1.1,0,0,0,0.7,1.5,35,2771,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Walcott,21,6,EVE,SOU,5.8,MID,0.2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,54.1,9,9,1.5,0,0.3,1,3,695,784,-2,2,2,0,0,0,0,0,0,0.05,0.05,0.2,0.25,0.25,0.29,0.07,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Tella,21,6,EVE,SOU,4.4,MID,0.4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.8,3,0.7,0.3,0,0.1,0.7,1,3857,1227,-1,1,3,0,0,0,0,0,0,0.05,0.05,0,0.05,0.05,0.45,0.4,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Long,21,6,EVE,SOU,5.3,FWD,0.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6,6,0.7,0.7,0,0.1,0.8,1,1006,4290,-2,2,4,0,0,0,0,0,0,0.23,0.23,0,0.23,0.23,0,0,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Obafemi,21,6,EVE,SOU,4.8,FWD,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.1,0,0.1,0,0,0,0.2,1,1617,7345,-2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
Diallo,21,6,EVE,SOU,4.5,MID,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,3.4,11.7,4,2,1,0,0.2,0.4,1,225,91,0,0,2,0,0,0,0,0.02,0.02,0,0,0.85,0.85,0.85,1.33,0.47,7,1,1,0,0,2,0,3,0.74,0.74,0.29,0.29,0.45,0.83,-0.1,6,6,1.75
N'Lundulu,21,6,EVE,SOU,4.5,FWD,0,1,,,,,,,,,,,,,,,0,0,0,0,1,,0.2,0.2,1,,,0,0,1,,,,,,,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,
Fabinho,21,6,SHU,LIV,5.5,MID,1.5,1.8,2,90,0,0,0,1,0,0,0,0,0,0,0,12,89.8,33.5,9,13.4,1.8,0,0.3,2.5,2.3,7431,6399,0,0,6,0,0.03,0.03,0,0.36,0.36,0.01,0.01,0.02,0.03,0.03,0.4,0.38,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Alisson,21,6,SHU,LIV,5.9,GKP,7.4,1,2,90,0,0,0,1,0,0,0,0,0,1,0,13,89.8,0,0,9,1,0,0.2,3.2,4.8,11506,25654,-1,1,4,0,0,0,0,0.04,0.04,0,0,0,0,0,0.16,0.16,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Adrián,21,6,SHU,LIV,4.5,GKP,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2,0,0,4.2,0.5,0,0.1,0.4,1,5330,9685,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Robertson,21,6,SHU,LIV,7.1,DEF,19.3,4.2,2,90,0,0,0,1,0,0,0,0,0,0,0,16,152.6,162.4,114,43,4.2,0,0.6,3.8,4.5,94142,32251,1,-1,6,0,0.03,0.03,0.05,0.49,0.44,0.14,0.14,0.22,0.36,0.36,0.58,0.32,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Salah,21,6,SHU,LIV,12.4,MID,47.7,6.8,2,90,0,0,0,1,0,0,0,0,0,0,0,-2,274.4,228.1,458,96,6.8,0,0.5,4,8.3,69559,44515,4,-4,6,0,0.9,0.89,0.08,1.26,0.31,0.71,0.45,0.32,1.03,0.77,1.04,0.39,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Alexander-Arnold,21,6,SHU,LIV,7.4,DEF,34.4,2.2,2,90,0,0,0,1,0,0,0,0,0,0,0,21,107,191.8,61,35.9,2.2,0,0.3,2.3,2.8,24920,146901,-1,1,6,0,0.01,0.01,0.34,1.22,0.93,0.06,0.06,0.25,0.32,0.32,0.73,0.64,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Firmino,21,6,SHU,LIV,9.3,FWD,2.6,4.5,9,82,1,0,0,1,0,0,0,0,0,0,3,37,106,123.6,239,46.9,4.5,0,0.5,2.6,4,7222,9556,-2,2,6,1,0.87,0.87,0,1.67,0.85,0.32,0.32,0.18,0.51,0.51,0.91,0.49,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Wijnaldum,21,6,SHU,LIV,5.3,MID,1.3,1.8,2,90,0,0,0,1,0,0,0,0,0,0,0,16,57,64.9,82,20.4,1.8,0,0.3,2.3,2,1648,5637,-2,2,6,0,0.12,0.12,0.51,0.67,0.61,0.26,0.26,0.15,0.41,0.41,0.53,0.25,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Mané,21,6,SHU,LIV,12,MID,9.4,5.2,8,90,0,2,0,1,0,0,0,0,0,0,0,22,206,137.3,300,64.5,5.2,0,0.4,3.2,7.8,71474,11725,0,0,5,0,0.37,0.37,0.35,0.71,0,0.8,0.8,0.22,1.03,1.03,1.09,0.17,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Gomez,21,6,SHU,LIV,5.4,DEF,2.8,1.2,2,90,0,0,0,1,0,0,0,0,0,0,0,18,87.8,15.4,0,10.3,1.2,0,0.2,1.1,1.2,16886,6994,-1,1,5,0,0,0,0,0.61,0.62,0,0,0.01,0.01,0.01,0.35,0.34,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
van Dijk,21,6,SHU,LIV,6.4,DEF,11.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.4,4.8,66,15.3,0.2,0,0,2.3,3,369,280745,-1,1,5,0,0,0,0,0,0,0.13,0.13,0,0.13,0.13,0.34,0.31,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Henderson,21,6,SHU,LIV,5.4,MID,1.2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,24,57.2,71.4,48,17.7,1,0,0.2,1.3,1.8,3066,3230,-1,1,4,0,0.02,0.02,0.31,1.58,1.55,0.15,0.15,0.13,0.28,0.28,0.94,0.83,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Keita,21,6,SHU,LIV,5.3,MID,0.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6,25.8,92,13.6,0.8,0,0.2,1.3,1.8,26,2930,-2,2,4,0,0,0,0,0,0,0.11,0.11,0.02,0.13,0.13,0.73,0.6,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Jota,21,6,SHU,LIV,6.3,MID,1.9,4.5,9,82,1,0,0,1,0,0,0,0,0,0,2,32,80.4,36,124,24,4.5,0,0.7,2.9,4.5,23197,9452,-2,2,4,1,0.32,0.32,0,0.63,0.31,0.46,0.46,0.1,0.57,0.57,0.95,0.39,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Matip,21,6,SHU,LIV,5.4,DEF,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.8,17,3,0.2,0,0,0.4,1,343,2382,-1,1,2,0,0,0,0,0,0,0.09,0.09,0,0.09,0.09,0.92,0.92,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Milner,21,6,SHU,LIV,5.3,MID,0.1,0.8,1,7,0,0,0,0,0,0,0,0,0,0,0,3,17,22.3,6,4.5,0.8,0,0.2,0.8,1,220,441,-2,2,4,0,0,0,0,0.09,0.09,0,0,0.03,0.03,0.03,0.89,0.89,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Minamino,21,6,SHU,LIV,6.1,MID,0.2,0.8,1,7,0,0,0,0,0,0,0,0,0,0,0,2,7.2,1.6,30,3.8,0.8,0,0.1,0.7,1,161,630,-4,4,4,0,0,0,0,0,0,0.13,0.13,0,0.13,0.13,0.17,0.04,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Jones,21,6,SHU,LIV,4.4,MID,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,14.6,2,2.5,0.2,0,0,0.5,1,3037,2428,-1,1,2,0,0,0,0,0,0,0,0,0.06,0.06,0.06,0.47,0.42,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Thiago,21,6,SHU,LIV,6,MID,1.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,44.6,12,7.7,0.5,0,0.1,0.5,1.5,4259,14235,0,0,2,0,0,0,0,0,0,0.05,0.05,0.13,0.19,0.19,0.67,0.6,2,1,1,0,0,2,1,3,2.4,2.41,1.4,0.63,1.76,0.41,0.06,7,8,2.17
Gabriel,21,6,LEI,ARS,5.1,DEF,11.8,1.5,2,90,0,0,0,1,0,0,0,0,0,0,0,14,133.8,6,81,22.1,1.5,0,0.3,4.5,4.6,12558,36129,1,-1,5,0,0.17,0.17,0,0.27,0.27,0.15,0.15,0,0.15,0.15,0.27,0.27,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Willian,21,6,LEI,ARS,7.8,MID,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8,110.4,42,21,1.5,0,0.2,2.8,4.4,691,109142,-2,2,5,0,0,0,0,0,0,0.19,0.19,0.26,0.45,0.45,0.54,0.26,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
David Luiz,21,6,LEI,ARS,5.5,DEF,1.1,1.5,1,48,0,0,0,0,0,0,0,0,0,0,0,12,66.6,9.8,21,9.7,1.5,0,0.3,1.3,1.4,3256,5815,0,0,5,0,0,0,0,0.19,0.19,0.02,0.02,0,0.02,0.02,0.21,0.21,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Leno,21,6,LEI,ARS,5,GKP,9.3,2.5,2,90,0,0,0,1,0,0,0,0,0,1,0,11,122.6,0,0,12.3,2.5,0,0.5,3.8,3.2,7413,25625,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.15,0.15,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Bellerín,21,6,LEI,ARS,5,DEF,5.9,3.5,1,90,0,0,0,1,0,0,0,1,0,0,0,8,95.2,66.9,33,19.6,3.5,0,0.7,4.2,3.5,19573,16475,0,0,6,0,0.06,0.06,0,0.33,0.26,0.01,0.01,0.09,0.11,0.11,0.35,0.32,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Aubameyang,21,6,LEI,ARS,11.7,MID,15.2,2,2,90,0,0,0,1,0,0,0,0,0,0,0,12,93.4,103.1,117,31.4,2,0,0.2,1.7,3.3,6352,129266,-3,3,6,0,0.13,0.13,0.06,0.22,0.03,0.09,0.09,0.18,0.27,0.27,0.4,0.14,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Tierney,21,6,LEI,ARS,5.4,DEF,5.4,1.8,2,80,0,0,0,1,0,0,0,0,0,0,0,13,75,57.8,19,15.2,1.8,0,0.3,2.4,2.6,4400,13024,-1,1,5,0,0,0,0.18,0.27,0.18,0.01,0.01,0.05,0.05,0.05,0.31,0.28,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Xhaka,21,6,LEI,ARS,5.4,MID,0.6,1.2,1,90,0,0,0,1,0,0,0,1,0,0,0,5,51.8,33.8,29,11.4,1.2,0,0.2,1.9,1.7,568,2496,-1,1,6,0,0.06,0.06,0,0.33,0.32,0.06,0.06,0.02,0.08,0.08,0.64,0.63,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Ceballos,21,6,LEI,ARS,5,MID,1.6,1.8,2,90,0,0,0,1,0,0,0,0,0,0,0,17,111.4,140.1,24,27.6,1.8,0,0.4,3.2,2.7,1611,14226,0,0,6,0,0,0,0.17,0.29,0.26,0.03,0.03,0.28,0.31,0.31,0.52,0.47,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Lacazette,21,6,LEI,ARS,8.4,FWD,3.8,2.2,1,90,0,0,0,1,0,0,0,1,0,0,0,-3,114.4,51.2,180,34.6,2.2,0,0.3,2.7,4.6,3240,29980,-1,1,5,0,0.14,0.14,0.08,0.16,0,0.63,0.63,0.06,0.69,0.69,0.73,0.07,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Saka,21,6,LEI,ARS,5.3,MID,2.9,3.2,3,64,0,0,1,0,0,0,0,0,0,0,0,7,76.6,58.1,173,30.8,3.2,0,0.6,2.8,3.8,6411,16230,-2,2,4,0,0.19,0.19,0.08,0.29,0.19,0.33,0.33,0.06,0.39,0.39,0.65,0.31,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Holding,21,6,LEI,ARS,4.5,DEF,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.2,1.6,0,6.8,0.2,0,0,2,3,50,26161,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.23,0.23,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Elneny,21,6,LEI,ARS,4.4,MID,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,19.7,22,8.4,1,0,0.2,1.6,2.3,10598,7873,-1,1,3,0,0,0,0,0,0,0.04,0.04,0.02,0.05,0.05,0.56,0.5,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Maitland-Niles,21,6,LEI,ARS,4.9,DEF,1.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,4.3,7,3.2,0.5,0,0.1,1.6,2.7,849,7307,-1,1,3,0,0,0,0,0,0,0.02,0.02,0,0.02,0.02,0.31,0.29,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Nketiah,21,6,LEI,ARS,5.7,FWD,0.7,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,40.6,4.2,42,8.5,1,0,0.2,2.3,2.2,977,5201,-3,3,6,0,0,0,0,0,0,0.56,0.56,0,0.56,0.56,0.6,0.04,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Partey,21,6,LEI,ARS,5,MID,0.8,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,11.6,14.1,0,2.5,1,0,0.2,0.4,1,12569,3990,0,0,2,0,0,0,0.03,0.23,0.2,0,0,0.03,0.03,0.03,0.21,0.19,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Kolasinac,21,6,LEI,ARS,4.8,DEF,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,5.4,4,1.3,0,0,0,0.4,2,153,760,-2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.43,0.43,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Mustafi,21,6,LEI,ARS,5,DEF,0,0.2,,,,,,,,,,,,,,,7.6,1,0,0.9,0.2,,0,0.2,1,,,0,0,1,,,,,,,0,0,0,0,0,0.15,0.15,11,,,,,,,,,,,,,,,,,
Pépé,21,6,LEI,ARS,7.7,MID,0.9,2.5,1,25,0,0,0,1,0,0,0,0,0,0,0,2,38.8,21.4,61,12.1,2.5,0,0.3,1.6,2,2392,3883,-3,3,6,0,0,0,0,0,0,0.15,0.15,0.03,0.19,0.19,0.27,0.17,11,1,0,0,1,0,1,0,0.73,0.73,0.74,0.74,0.01,-2.4,1.06,5,2,1.27
Allan,21,6,sou,EVE,5.4,MID,1.1,1,2,90,0,0,0,2,0,0,0,0,0,0,0,13,73.4,22.9,8,10.4,1,0,0.2,1.9,2,1874,3529,-1,1,5,0,0,0,0,0.15,0.15,0.01,0.01,0,0.01,0.01,0.43,0.42,1,1,0,0,1,0,2,0,0.29,0.29,0.74,0.74,-0.45,0.21,0.02,6,6,0.82
Richarlison,21,6,sou,EVE,7.8,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.6,52.2,193,35.1,0,0,0,2.8,4.4,460,65028,-2,2,5,0,0,0,0,0,0,0.63,0.45,0.25,0.88,0.7,0.82,0.21,1,1,0,0,1,0,2,0,0.29,0.29,0.74,0.74,-0.45,0.21,0.02,6,6,0.82
André Gomes,21,6,sou,EVE,5.5,MID,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,34.8,22,8.3,0.3,0,0.1,1.5,2,846,1411,0,0,4,0,0,0,0,0,0,0.02,0.02,0.02,0.05,0.05,0.29,0.24,1,1,0,0,1,0,2,0,0.29,0.29,0.74,0.74,-0.45,0.21,0.02,6,6,0.82
Bernard,21,6,sou,EVE,5.8,MID,0.1,0,,,,,,,,,,,,,,,14,27,4,4.5,0,,0,0,0,,,-2,2,1,,,,,,,0,0,0.31,0.31,0.31,0.28,0,1,,,,,,,,,,,,,,,,,
Pickford,21,6,sou,EVE,5,GKP,8.3,2,2,90,0,0,0,2,0,0,0,0,0,4,0,16,136,10,0,14.7,2,0,0.4,3.4,2.8,7742,24908,0,0,6,0,0,0,0,0.05,0.05,0,0,0,0,0,0.14,0.13,1,1,0,0,1,0,2,0,0.29,0.29,0.74,0.74,-0.45,0.21,0.02,6,6,0.82
Keane,21,6,sou,EVE,5.1,DEF,6.1,3.3,1,90,0,0,0,2,0,0,0,0,0,0,0,17,179.2,22.5,76,27.8,3.3,0,0.6,4.9,4.2,33170,10764,1,-1,6,0,0,0,0,0.19,0.19,0.19,0.19,0.02,0.21,0.21,0.39,0.37,1,1,0,0,1,0,2,0,0.29,0.29,0.74,0.74,-0.45,0.21,0.02,6,6,0.82
Mina,21,6,sou,EVE,5.5,DEF,2.3,3.3,1,90,0,0,0,2,0,0,0,0,0,0,0,14,153.6,3.5,59,21.6,3.3,0,0.6,3.5,3.2,11279,6092,0,0,6,0,0.02,0.02,0,0.19,0.19,0.1,0.1,0,0.1,0.1,0.3,0.3,1,1,0,0,1,0,2,0,0.29,0.29,0.74,0.74,-0.45,0.21,0.02,6,6,0.82
Digne,21,6,sou,EVE,6.2,DEF,15.2,2,-2,71,0,0,0,2,0,0,0,0,1,0,0,-3,146.4,166,30,34.3,2,0,0.3,4,4.2,55843,262595,2,-2,6,0,0,0,0,0.14,0.13,0.01,0.01,0.18,0.2,0.2,0.32,0.22,1,1,0,0,1,0,2,0,0.29,0.29,0.74,0.74,-0.45,0.21,0.02,6,6,0.82
Calvert-Lewin,21,6,sou,EVE,7.7,FWD,56.6,4.3,1,90,0,0,0,2,0,0,0,1,0,0,0,1,259.2,30.3,327,61.6,4.3,0,0.6,5.7,7.3,133426,54432,7,-7,6,0,0,0,0,0,0,0.87,0.87,0.02,0.89,0.89,0.81,0.2,1,1,0,0,1,0,2,0,0.29,0.29,0.74,0.74,-0.45,0.21,0.02,6,6,0.82
Rodríguez,21,6,sou,EVE,8,MID,38.4,8,2,90,0,0,0,2,0,0,0,0,0,0,0,13,224.8,245,145,61.6,8,0,1,5.1,6.8,75488,196553,5,-5,6,0,0.2,0.2,0.07,0.2,0.02,0.32,0.32,0.48,0.8,0.8,0.82,0.4,1,1,0,0,1,0,2,0,0.29,0.29,0.74,0.74,-0.45,0.21,0.02,6,6,0.82
Doucouré,21,6,sou,EVE,5.4,MID,1.3,2.7,1,57,0,0,0,2,0,0,0,0,0,0,0,7,84.4,100.5,57,24.1,2.7,0,0.5,2.6,2.3,2173,7511,-1,1,6,0,0.01,0.01,0,0.07,0.07,0.03,0.03,0.2,0.23,0.23,0.58,0.5,1,1,0,0,1,0,2,0,0.29,0.29,0.74,0.74,-0.45,0.21,0.02,6,6,0.82
Coleman,21,6,sou,EVE,5,DEF,1.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.8,30.3,24,14.8,0.7,0,0.1,3,3,79,30825,0,0,5,0,0,0,0,0,0,0.01,0.01,0.14,0.15,0.15,0.56,0.55,1,1,0,0,1,0,2,0,0.29,0.29,0.74,0.74,-0.45,0.21,0.02,6,6,0.82
