Player,Season,Gameweek,Opponent,Team,Home,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS
Ederson,21,24a,TOT,MCI,1,6.1,GKP,9.1,5.4,12.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,38.0,333.6,10.0,0.0,34.5,5.4,0.0,0.9,17.5,4.9,37594.0,16728.0,1.0,-1.0,22,0.0,0.0,0.0,0.3,0.3799999999999999,0.07000000000000028,0.0,0.0,0.01,0.01,0.01,0.22,0.2,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.460000000000001,1.7000000000000028,0.41999999999999993,0.4299999999999997,1.2800000000000011,-0.049999999999998934,-0.07000000000000028,17.0,1.0,2.730000000000004,9,1.565217391304348,1.0869565217391304,1.565217391304348,1.3921739130434785,1.2930434782608695,1.34,1.1417391304347826,0.15130434782608695,0.528695652173913,0.5008695652173912,4.260869565217392,8.608695652173912,1.3834782608695653
Bernardo Silva,21,24a,TOT,MCI,1,7.4,MID,1.1,4.1,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,228.8,240.2,302.0,77.3,4.1,0.0,0.6,7.0,3.1,7417.0,7761.0,-1.0,1.0,17,0.0,0.16999999999999993,0.16999999999999993,0.0,0.46000000000000085,0.2999999999999998,0.18,0.18,0.18,0.36,0.36,0.76,0.49,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.460000000000001,1.7000000000000028,0.41999999999999993,0.4299999999999997,1.2800000000000011,-0.049999999999998934,-0.07000000000000028,17.0,1.0,2.730000000000004,9,1.565217391304348,1.0869565217391304,1.565217391304348,1.3921739130434785,1.2930434782608695,1.34,1.1417391304347826,0.15130434782608695,0.528695652173913,0.5008695652173912,4.260869565217392,8.608695652173912,1.3834782608695653
Fernandinho,21,24a,TOT,MCI,1,5.4,DEF,0.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,47.1,53.0,18.1,1.1,0.0,0.2,5.0,2.7,26.0,2783.0,-1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.59,0.57,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.460000000000001,1.7000000000000028,0.41999999999999993,0.4299999999999997,1.2800000000000011,-0.049999999999998934,-0.07000000000000028,17.0,1.0,2.730000000000004,9,1.565217391304348,1.0869565217391304,1.565217391304348,1.3921739130434785,1.2930434782608695,1.34,1.1417391304347826,0.15130434782608695,0.528695652173913,0.5008695652173912,4.260869565217392,8.608695652173912,1.3834782608695653
Dias,21,24a,TOT,MCI,1,6.1,DEF,20.8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.2,34.9,164.0,58.6,4.0,0.0,0.7,16.1,4.9,44565.0,137499.0,6.0,-6.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,0.07,0.48,0.47,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.460000000000001,1.7000000000000028,0.41999999999999993,0.4299999999999997,1.2800000000000011,-0.049999999999998934,-0.07000000000000028,17.0,1.0,2.730000000000004,9,1.565217391304348,1.0869565217391304,1.565217391304348,1.3921739130434785,1.2930434782608695,1.34,1.1417391304347826,0.15130434782608695,0.528695652173913,0.5008695652173912,4.260869565217392,8.608695652173912,1.3834782608695653
Sterling,21,24a,TOT,MCI,1,11.6,MID,14.3,5.1,6.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,520.2,405.5,967.0,189.2,5.1,0.0,0.4,10.3,5.7,137216.0,46045.0,1.0,-1.0,21,0.0,0.120000000000001,0.1200000000000001,0.5600000000000005,0.7800000000000011,0.7800000000000011,0.44,0.4,0.25,0.7,0.66,0.94,0.49,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.460000000000001,1.7000000000000028,0.41999999999999993,0.4299999999999997,1.2800000000000011,-0.049999999999998934,-0.07000000000000028,17.0,1.0,2.730000000000004,9,1.565217391304348,1.0869565217391304,1.565217391304348,1.3921739130434785,1.2930434782608695,1.34,1.1417391304347826,0.15130434782608695,0.528695652173913,0.5008695652173912,4.260869565217392,8.608695652173912,1.3834782608695653
Cancelo,21,24a,TOT,MCI,1,6.1,DEF,23.8,5.4,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,378.4,482.6,233.0,109.5,5.4,0.0,0.9,16.4,5.6,166417.0,31285.0,6.0,-6.0,18,0.0,0.06000000000000005,0.06000000000000005,0.2799999999999998,1.1400000000000006,0.7999999999999989,0.06,0.06,0.21,0.27,0.27,0.78,0.62,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.460000000000001,1.7000000000000028,0.41999999999999993,0.4299999999999997,1.2800000000000011,-0.049999999999998934,-0.07000000000000028,17.0,1.0,2.730000000000004,9,1.565217391304348,1.0869565217391304,1.565217391304348,1.3921739130434785,1.2930434782608695,1.34,1.1417391304347826,0.15130434782608695,0.528695652173913,0.5008695652173912,4.260869565217392,8.608695652173912,1.3834782608695653
De Bruyne,21,24a,TOT,MCI,1,11.8,MID,9.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.6,796.8,663.0,197.6,0.1,0.0,0.0,8.1,5.6,2451.0,15856.0,3.0,-3.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.36,0.51,1.02,0.87,1.0,0.5,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.460000000000001,1.7000000000000028,0.41999999999999993,0.4299999999999997,1.2800000000000011,-0.049999999999998934,-0.07000000000000028,17.0,1.0,2.730000000000004,9,1.565217391304348,1.0869565217391304,1.565217391304348,1.3921739130434785,1.2930434782608695,1.34,1.1417391304347826,0.15130434782608695,0.528695652173913,0.5008695652173912,4.260869565217392,8.608695652173912,1.3834782608695653
Gündogan,21,24a,TOT,MCI,1,6.1,MID,33.4,9.6,19.0,68.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,53.0,570.8,445.3,485.0,150.2,9.6,1.0,1.6,20.2,6.8,499139.0,13763.0,6.0,-6.0,18,2.0,0.9900000000000002,1.0,0.11000000000000032,1.1999999999999993,0.25,0.49,0.39,0.19,0.68,0.58,0.84,0.4,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.460000000000001,1.7000000000000028,0.41999999999999993,0.4299999999999997,1.2800000000000011,-0.049999999999998934,-0.07000000000000028,17.0,1.0,2.730000000000004,9,1.565217391304348,1.0869565217391304,1.565217391304348,1.3921739130434785,1.2930434782608695,1.34,1.1417391304347826,0.15130434782608695,0.528695652173913,0.5008695652173912,4.260869565217392,8.608695652173912,1.3834782608695653
Stones,21,24a,TOT,MCI,1,5.2,DEF,22.8,3.7,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,319.2,45.9,88.0,45.3,3.7,0.0,0.7,17.5,6.5,154775.0,37031.0,2.0,-2.0,14,0.0,0.0,0.0,0.0,0.9799999999999995,0.9799999999999995,0.11,0.11,0.0,0.11,0.11,0.46,0.46,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.460000000000001,1.7000000000000028,0.41999999999999993,0.4299999999999997,1.2800000000000011,-0.049999999999998934,-0.07000000000000028,17.0,1.0,2.730000000000004,9,1.565217391304348,1.0869565217391304,1.565217391304348,1.3921739130434785,1.2930434782608695,1.34,1.1417391304347826,0.15130434782608695,0.528695652173913,0.5008695652173912,4.260869565217392,8.608695652173912,1.3834782608695653
Walker,21,24a,TOT,MCI,1,6.1,DEF,5.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.4,119.0,72.0,40.5,1.0,0.0,0.2,11.1,4.5,6009.0,12644.0,1.0,-1.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.04,0.04,0.4,0.38,1,1.0,1.0,0.0,0.0,3.0,0.0,3.0,2.460000000000001,1.7000000000000028,0.41999999999999993,0.4299999999999997,1.2800000000000011,-0.049999999999998934,-0.07000000000000028,17.0,1.0,2.730000000000004,9,1.565217391304348,1.0869565217391304,1.565217391304348,1.3921739130434785,1.2930434782608695,1.34,1.1417391304347826,0.15130434782608695,0.528695652173913,0.5008695652173912,4.260869565217392,8.608695652173912,1.3834782608695653
