Player,Season,Gameweek,Opponent,Team,Home,Role,Cost,Sel.,Form,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Oriol Romeu,21,6,EVE,SOU,1,MID,4.5,4.30%,5,410,1,0,2,6,0,0,0,2,0,0,3,60,105.6,36.2,28,17,5,0,1.1,3.8,3.4,182308,177012,0,0,5,1,0.11,0.11,0.05,1.54,1.44,0.02,0.02,0.01,0.03,0.03,0.33,0.31,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,3
McCarthy,21,6,EVE,SOU,1,GKP,4.5,18.90%,5.3,450,0,0,2,9,0,0,0,0,0,10,2,90,90.2,0,0,9.1,5.3,1,1.2,4,3.6,410697,578643,0,0,5,0,0,0,0,0.79,0.79,0,0,0,0,0,0.16,0.16,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,6
Bertrand,21,6,EVE,SOU,1,DEF,5,1.30%,5,450,0,0,2,9,0,0,0,1,0,0,2,75,61,69,33,16.2,5,0,1,3.2,3.2,34044,46603,0,0,5,0,0.06,0.06,0.27,1.39,1.24,0.01,0.01,0.05,0.07,0.07,0.28,0.25,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,6
Walker-Peters,21,6,EVE,SOU,1,DEF,4.5,10.70%,4,450,0,1,2,9,0,0,0,2,0,0,0,89,99,48.9,32,18,4,0,0.9,3.6,3.2,341305,374978,0,0,5,0,0.16,0.16,0.48,1.37,0.98,0.03,0.03,0.1,0.13,0.13,0.27,0.2,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,5
Ward-Prowse,21,6,EVE,SOU,1,MID,5.8,1.90%,2.7,450,0,0,2,9,0,0,0,0,0,0,0,68,54.6,98.9,37,19.1,2.7,0,0.5,2.1,2.4,27203,191183,-2,2,5,0,0.26,0.26,0.36,0.92,0.78,0.05,0.05,0.07,0.12,0.12,0.18,0.16,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,11
Ings,21,6,EVE,SOU,1,FWD,8.5,18.10%,6,450,4,0,2,9,0,0,0,0,0,0,5,124,157,43.9,208,40.9,6,0,0.7,3.6,6.2,557090,908748,0,0,5,3,2.3,1.54,0.18,1.97,0.28,0.46,0.31,0.04,0.5,0.34,0.39,0.06,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,10
Adams,21,6,EVE,SOU,1,FWD,5.8,1.70%,6,407,1,2,2,8,0,0,0,1,0,0,2,57,93.2,65,179,33.8,6,1,1,3.6,4.2,75182,256709,-2,2,5,1,2.96,2.96,0.98,2.75,0.32,0.63,0.63,0.21,0.84,0.84,0.59,0.07,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,8
Bednarek,21,6,EVE,SOU,1,DEF,4.5,2.10%,5,405,0,0,2,9,0,0,0,0,0,0,2,89,69.8,14.4,21,10.5,5,0,1.1,3.6,3.2,35090,90337,0,0,5,0,0.1,0.1,0.04,1.13,1.09,0.02,0.02,0.01,0.03,0.03,0.25,0.24,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,6
Vestergaard,21,6,EVE,SOU,1,DEF,4.5,1.50%,6.7,315,1,0,2,3,0,0,0,0,0,0,1,96,107.6,14.1,23,14.5,6.7,0,1.5,4.7,5.2,74323,24649,0,0,4,1,0.02,0.02,0.51,0.85,0.85,0.01,0.01,0.15,0.15,0.15,0.24,0.24,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,6
Armstrong,21,6,EVE,SOU,1,MID,5.5,0.20%,3,247,0,1,2,3,0,0,0,0,0,0,0,34,37.2,48.8,27,11.3,3,0,0.5,2,3.7,6333,19411,0,0,3,0,0.18,0.18,0.23,0.49,0.33,0.07,0.07,0.08,0.15,0.15,0.17,0.12,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,3
Djenepo,21,6,EVE,SOU,1,MID,5.5,0.10%,2.7,233,1,1,1,5,0,0,0,1,0,0,0,37,35.4,7.2,46,8.7,2.7,0,0.5,2.5,3.5,11907,12783,0,0,4,1,0.16,0.16,0,1.16,1.02,0.06,0.06,0,0.06,0.06,0.45,0.39,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,0
Redmond,21,6,EVE,SOU,1,MID,6.4,0.20%,1,201,0,0,0,4,0,0,0,0,0,0,0,12,14.4,13.2,35,6.2,1,0,0.2,0.8,1.7,13114,57351,-1,1,3,0,0.16,0.16,0,0.29,0.15,0.07,0.07,0,0.07,0.07,0.13,0.07,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,3
Stephens,21,6,EVE,SOU,1,DEF,4.8,0.30%,0,180,0,0,0,6,0,0,0,1,0,0,0,23,28.8,1.9,17,4.8,0,0,0,0.2,0.5,2116,19940,-2,2,2,0,0.09,0.09,0,0.28,0.28,0.04,0.04,0,0.04,0.04,0.14,0.14,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,0
Smallbone,21,6,EVE,SOU,1,MID,4.5,0.40%,0,111,0,0,0,4,0,0,0,0,0,0,0,8,7.2,4.1,0,1.1,0,0,0,0.7,1.5,23018,27768,0,0,2,0,0,0,0,0.02,0.02,0,0,0,0,0,0.02,0.02,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,0
Walcott,21,6,EVE,SOU,1,MID,5.8,0.20%,1.5,102,0,1,0,4,0,0,0,0,0,0,0,24,26.8,54.1,9,9,1.5,0,0.3,1,3,5378,14154,-2,2,2,0,0.06,0.06,0.22,0.32,0.08,0.05,0.05,0.2,0.25,0.25,0.29,0.07,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,0
Tella,21,6,EVE,SOU,1,MID,4.5,0.30%,0.7,48,0,0,0,2,0,0,0,0,0,0,0,9,3,1.8,3,0.7,0.7,0,0.2,0.7,1,23254,15293,0,0,3,0,0.02,0.02,0,0.21,0.19,0.05,0.05,0,0.05,0.05,0.45,0.4,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,0
Long,21,6,EVE,SOU,1,FWD,5.3,0.80%,0.7,25,0,0,0,1,0,0,0,0,0,0,0,7,2,0.6,6,0.7,0.7,0,0.1,0.8,1,21951,74427,-2,2,4,0,0.04,0.04,0,0,0,0.23,0.23,0,0.23,0.23,0,0,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,0
Obafemi,21,6,EVE,SOU,1,FWD,4.8,1.30%,0.3,13,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.1,0,0.1,0.3,0,0.1,0.2,1,41808,128268,-2,2,1,0,0,0,0,0.07,0.07,0,0,0,0,0,0.5,0.5,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,0
Diallo,21,6,EVE,SOU,1,MID,4.5,0.00%,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2.4,10.2,0,1.3,1,0,0.2,0.2,1,808,221,0,0,1,0,0,0,0.04,0.04,0,0,0,3.41,3.41,3.41,3.41,0,12,5,2,1,2,8,9,7,6.62,5.86,6.17,6.17,-0.31,8.73,12.09,35,25,7.27,1,2.8,1.4,2.6,2.28,2.128,1.048,1.048,1.08,2.154,2.744,5.2,7.8,2.074,1
Fabinho,21,6,SHU,LIV,1,MID,5.5,1.50%,1.7,392,0,1,1,11,0,0,0,1,0,0,0,73,75,32.6,5,11.4,1.7,0,0.3,2.2,2.4,58105,75721,0,0,5,0,0.02,0.02,0.1,1.79,1.69,0.01,0.01,0.02,0.03,0.03,0.41,0.39,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,2
Alisson,21,6,SHU,LIV,1,GKP,5.9,7.40%,0.7,270,0,0,1,4,0,1,0,0,0,5,2,66,75,0,0,7.5,0.7,1,0.1,2.9,5.7,218024,685024,-1,1,3,0,0,0,0,0.58,0.58,0,0,0,0,0,0.19,0.19,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,2
Adrián,21,6,SHU,LIV,1,GKP,4.5,0.70%,0.7,180,0,0,0,9,0,0,0,0,0,7,0,28,42.2,0,0,4.2,0.7,0,0.2,0.4,1,35981,14691,0,0,2,0,0,0,0,0.36,0.36,0,0,0,0,0,0.18,0.18,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,0
Robertson,21,6,SHU,LIV,1,DEF,7.1,18.60%,5,450,1,2,1,13,0,0,0,0,0,0,4,121,134.4,136,92,36.3,5,1,0.7,3.5,5,729792,389226,1,-1,5,1,0.84,0.84,1.25,3,1.48,0.17,0.17,0.25,0.42,0.42,0.6,0.3,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,2
Salah,21,6,SHU,LIV,1,MID,12.3,47.60%,8.3,450,6,1,1,13,0,0,0,0,0,0,4,179,266.2,200.9,396,86.3,8.3,1,0.7,3.9,9.6,1440073,462388,3,-3,5,4,3.34,1.82,1.84,5,2.06,0.67,0.36,0.37,1.04,0.73,1,0.41,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,2
Alexander-Arnold,21,6,SHU,LIV,1,DEF,7.5,36.10%,2.3,448,0,1,1,13,0,0,0,1,0,0,4,99,83,143.8,48,27.4,2.3,0,0.3,2,3,324194,1355800,0,0,5,0,0.35,0.35,1.19,3.15,2.93,0.07,0.07,0.24,0.31,0.31,0.63,0.59,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,2
Firmino,21,6,SHU,LIV,1,FWD,9.3,2.60%,3,409,0,2,1,11,0,0,0,1,0,0,0,71,70,118,178,36.6,3,0,0.3,1.6,3,66291,198355,-2,2,5,0,0.93,0.93,1.04,3.42,1.89,0.2,0.2,0.22,0.42,0.42,0.74,0.41,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,9
van Dijk,21,6,SHU,LIV,1,DEF,6.4,15.20%,0.3,370,1,0,1,11,0,0,0,1,0,0,1,73,82.4,4.8,66,15.3,0.3,0,0,2.3,3,378006,1341660,-1,1,5,1,0.55,0.55,0,1.41,1.29,0.13,0.13,0,0.13,0.13,0.34,0.31,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,0
Wijnaldum,21,6,SHU,LIV,1,MID,5.4,1.40%,1.7,361,0,0,1,11,0,0,0,0,0,0,0,42,41.6,49.1,73,16.4,1.7,0,0.3,1.9,2,34469,84796,-1,1,5,0,1.18,1.18,0.22,2.01,0.65,0.29,0.29,0.06,0.35,0.35,0.5,0.16,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,2
Mané,21,6,SHU,LIV,1,MID,12,8.70%,4.3,349,4,0,1,6,0,0,0,2,0,0,4,102,182,107.3,265,55.6,4.3,1,0.4,2.6,7.8,555592,882649,0,0,4,4,3.56,3.56,0.75,4.62,0.82,0.91,0.91,0.19,1.11,1.11,1.18,0.21,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,8
Gomez,21,6,SHU,LIV,1,DEF,5.4,2.70%,1,319,0,0,0,11,0,0,0,0,0,0,0,55,57.2,14.7,0,7.2,1,0,0.2,0.7,1,66127,215097,-1,1,4,0,0,0,0.07,1.01,0.94,0,0,0.02,0.02,0.02,0.28,0.26,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,2
Keita,21,6,SHU,LIV,1,MID,5.3,0.40%,1,243,0,0,1,7,0,0,0,0,0,0,0,33,17.6,25.8,92,13.6,1,0,0.2,1.3,1.8,13932,65017,-2,2,4,0,0.3,0.3,0.06,2.05,1.69,0.11,0.11,0.02,0.13,0.13,0.73,0.6,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,0
Henderson,21,6,SHU,LIV,1,MID,5.4,1.20%,0.7,200,0,0,0,4,0,0,0,0,0,0,0,34,30,45.1,38,11.3,0.7,0,0.1,0.9,1.7,19478,132223,-1,1,3,0,0.46,0.46,0.13,1.51,1.17,0.2,0.2,0.06,0.26,0.26,0.66,0.51,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,2
Jota,21,6,SHU,LIV,1,MID,6.3,1.70%,3,112,1,0,0,8,0,0,0,0,0,0,0,25,43.2,32,103,17.8,3,0,0.5,1.4,3,100870,225395,-2,2,3,1,0.68,0.68,0.22,1.42,0.52,0.57,0.57,0.19,0.75,0.75,1.19,0.43,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,9
Matip,21,6,SHU,LIV,1,DEF,5.4,0.30%,0.3,91,0,0,0,2,0,0,0,0,0,0,0,12,12.6,0.8,17,3,0.3,0,0.1,0.4,1,11249,26199,-1,1,2,0,0.09,0.09,0,0.93,0.93,0.09,0.09,0,0.09,0.09,0.92,0.92,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,0
Milner,21,6,SHU,LIV,1,MID,5.3,0.10%,0.7,59,0,0,0,1,0,0,0,0,0,0,0,18,15.8,22.2,6,4.4,0.7,0,0.1,0.6,1,1905,9071,-2,2,3,0,0,0,0.02,0.48,0.48,0,0,0.03,0.03,0.03,0.79,0.79,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,1
Jones,21,6,SHU,LIV,1,MID,4.4,0.50%,0.3,53,0,0,0,3,0,0,0,0,0,0,0,6,8.2,14.6,2,2.5,0.3,0,0.1,0.5,1,22424,27691,-1,1,2,0,0,0,0.03,0.25,0.22,0,0,0.06,0.06,0.06,0.47,0.42,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,0
Minamino,21,6,SHU,LIV,1,MID,6.1,0.20%,0.7,50,0,0,0,3,0,0,0,0,0,0,0,10,7.2,1.3,30,3.8,0.7,0,0.1,0.5,1,2679,27228,-4,4,3,0,0.07,0.07,0,0.09,0.02,0.14,0.14,0,0.14,0.14,0.18,0.04,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,1
Thiago,21,6,SHU,LIV,1,MID,6,1.90%,0.7,135,0,0,0,2,0,0,0,0,0,0,0,22,20.2,44.6,12,7.7,0.7,0,0.1,0.5,1.5,291224,226530,0,0,2,0,0.08,0.08,0.2,1,0.89,0.05,0.05,0.13,0.19,0.19,0.67,0.6,3,5,3,1,1,13,13,10,12.3,10.77,6.79,6.03,4.75,8.92,19.33,74,15,10.51,19,0.4,1.4,0.2,1.028,0.724,1.182,1.03,-0.306,2.728,2.256,5.4,5.4,1.2,0
Richarlison,21,6,SOU,EVE,0,FWD,7.9,5.30%,2.7,382,1,3,1,5,0,0,0,1,1,0,4,84,107.6,52.2,193,35.1,2.7,0,0.3,2.8,4.4,382664,723518,-1,1,5,0,2.67,1.91,1.08,3.49,0.88,0.63,0.45,0.25,0.88,0.7,0.82,0.21,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,0
Allan,21,6,SOU,EVE,0,MID,5.4,1.10%,1,360,0,0,1,5,0,0,0,1,0,0,0,41,58.4,21.3,8,8.7,1,0,0.2,1.5,2,68409,117176,-1,1,4,0,0.03,0.03,0.02,2,1.97,0.01,0.01,0,0.01,0.01,0.5,0.49,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,2
André Gomes,21,6,SOU,EVE,0,MID,5.5,0.30%,1,303,0,0,1,5,0,0,0,1,0,0,0,31,26.6,34.8,22,8.3,1,0,0.2,1.5,2,17618,27501,0,0,4,0,0.07,0.07,0.08,1.01,0.85,0.02,0.02,0.02,0.05,0.05,0.29,0.24,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,0
Pickford,21,6,SOU,EVE,0,GKP,5,8.50%,2,450,0,0,1,7,0,0,0,0,0,14,1,86,107.6,10,0,11.9,2,0,0.4,3,3,394279,305215,0,0,5,0,0,0,0.02,0.77,0.75,0,0,0,0,0,0.15,0.15,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,2
Digne,21,6,SOU,EVE,0,DEF,6.2,18.30%,4.7,450,0,3,1,7,0,0,0,0,0,0,7,129,146.4,162.9,28,33.8,4.7,1,0.8,4.4,5.4,977418,395150,2,-2,5,0,0.08,0.08,1.06,1.73,1.17,0.02,0.02,0.21,0.23,0.23,0.35,0.23,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,-2
Keane,21,6,SOU,EVE,0,DEF,5.1,5.80%,3.7,450,2,0,1,7,0,0,0,0,0,0,1,111,157.4,22.1,76,25.6,3.7,1,0.7,4.7,4.8,358959,121718,1,-1,5,2,1.14,1.14,0.14,2.16,2.02,0.23,0.23,0.03,0.26,0.26,0.43,0.4,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,1
Mina,21,6,SOU,EVE,0,DEF,5.5,2.20%,3.7,450,1,0,1,7,0,0,0,0,0,0,1,96,136,3.1,40,17.9,3.7,0,0.7,3.3,3.6,100649,59876,0,0,5,1,0.56,0.56,0,1.59,1.58,0.11,0.11,0,0.11,0.11,0.32,0.32,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,1
Calvert-Lewin,21,6,SOU,EVE,0,FWD,7.7,55.80%,6,428,7,0,1,7,0,0,0,0,0,0,5,178,254.6,25.9,323,60.3,6,1,0.8,5.6,8.6,3445180,320233,7,-7,5,7,5.04,5.04,0.11,4.7,1.16,1.05,1.05,0.02,1.07,1.07,0.98,0.24,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,1
Rodríguez,21,6,SOU,EVE,0,MID,8,40.00%,8,419,3,3,1,6,0,0,0,1,0,0,5,163,211,219.5,118,55,8,1,1,4.9,7.8,2702183,722129,5,-5,5,3,1.65,1.65,2.69,4.56,2.29,0.35,0.35,0.56,0.91,0.91,0.95,0.48,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,2
Doucouré,21,6,SOU,EVE,0,MID,5.4,1.40%,3,411,0,1,1,7,0,0,0,1,0,0,0,83,80.8,97.7,47,22.5,3,0,0.6,2.4,2.6,63930,134644,-1,1,5,0,0.15,0.15,1.08,3.03,2.58,0.03,0.03,0.23,0.26,0.26,0.65,0.55,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,1
Coleman,21,6,SOU,EVE,0,DEF,5,1.70%,2.7,357,0,1,1,5,0,0,0,0,0,0,1,81,92.8,30.3,24,14.8,2.7,0,0.5,3,3,175988,132471,0,0,5,0,0.04,0.04,0.55,2.23,2.19,0.01,0.01,0.14,0.15,0.15,0.56,0.55,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,0
Sigurdsson,21,6,SOU,EVE,0,MID,6.9,1.00%,2.3,169,0,1,0,2,0,0,0,0,0,0,0,48,47.2,49.2,22,11.9,2.3,0,0.3,1.3,1.8,9095,50804,-1,1,5,0,0.05,0.05,0.45,0.72,0.61,0.03,0.03,0.26,0.29,0.29,0.41,0.35,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,1
Iwobi,21,6,SOU,EVE,0,MID,5.9,0.20%,2.3,100,0,1,0,2,0,0,0,0,0,0,0,22,29.2,21.5,8,5.8,2.3,0,0.4,1.4,2,4275,8849,-1,1,4,0,0,0,0.49,1.05,0.56,0,0,0.48,0.48,0.48,1.03,0.55,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,1
Davies,21,6,SOU,EVE,0,MID,5.4,0.10%,1,92,0,0,0,2,0,0,0,0,0,0,0,24,22.2,2.8,0,2.5,1,0,0.2,0.7,1.3,2402,6226,-1,1,3,0,0,0,0,0.1,0.1,0,0,0,0,0,0.1,0.1,1,5,4,1,0,14,7,13,11.4,10.64,5.24,5.24,5.4,10.77,13.72,26,39,10.37,12,1.6,1.8,1.4,1.324,1.172,1.234,1.234,-0.062,1.746,2.418,7,5,1.454,0
