Player,Season,Gameweek,Opponent,Team,Home,Role,Cost,Sel.,Form,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Lo Celso,21,13,LIV,TOT,0,MID,6.9,0.50%,2.5,328,1,0,2,2,0,0,0,2,0,0,0,45,69,101.9,96,26.3,2.5,0,0.4,2.3,1.8,10295,36929,-1,1,9,1,1.3,1.3,0.61,2.64,1.39,0.37,0.37,0.17,0.54,0.54,0.75,0.39,1,12,7,4,1,24,10,25,18.8,17.27,14.01,11.73,5.54,11.74,13.11,51,74,18.93,2,2.25,1.5,2.083333333,2.076666667,1.76,1.3675,1.050833333,0.709166667,0.850833333,1.6125,10.83333333,3.666666667,1.878333333,3
Winks,21,13,LIV,TOT,0,MID,5.2,0.10%,0,256,0,0,0,7,0,0,0,1,0,0,0,36,35,20.4,0,5.5,0,0,0,1,1.2,3798,11536,-3,3,4,0,0,0,0.02,1.5,1.48,0,0,0.01,0.01,0.01,0.53,0.52,1,12,7,4,1,24,10,25,18.8,17.27,14.01,11.73,5.54,11.74,13.11,51,74,18.93,2,2.25,1.5,2.083333333,2.076666667,1.76,1.3675,1.050833333,0.709166667,0.850833333,1.6125,10.83333333,3.666666667,1.878333333,0
Lamela,21,13,LIV,TOT,0,MID,5.7,0.10%,0,187,0,1,0,4,0,0,0,1,0,0,0,30,23.8,33.3,95,14.9,0,0,0,1.4,1.6,9727,19565,-3,3,5,0,0.6,0.6,0.08,1.16,0.72,0.29,0.29,0.04,0.32,0.32,0.55,0.34,1,12,7,4,1,24,10,25,18.8,17.27,14.01,11.73,5.54,11.74,13.11,51,74,18.93,2,2.25,1.5,2.083333333,2.076666667,1.76,1.3675,1.050833333,0.709166667,0.850833333,1.6125,10.83333333,3.666666667,1.878333333,0
Bale,21,13,LIV,TOT,0,MID,9.4,0.40%,0,115,1,0,1,3,0,0,0,0,0,0,3,33,41.4,38.5,58,13.8,0,0,0,1.4,4.3,156685,138206,-1,1,3,1,0.86,0.86,0.67,1.12,0.66,0.69,0.69,0.54,1.24,1.24,0.91,0.53,1,12,7,4,1,24,10,25,18.8,17.27,14.01,11.73,5.54,11.74,13.11,51,74,18.93,2,2.25,1.5,2.083333333,2.076666667,1.76,1.3675,1.050833333,0.709166667,0.850833333,1.6125,10.83333333,3.666666667,1.878333333,0
Rodon,21,13,LIV,TOT,0,DEF,5,0.00%,2,101,0,0,1,0,0,0,0,0,0,0,0,36,20.4,0.3,0,2.1,2,0,0.4,1.8,2.2,2570,1333,0,0,4,0,0,0,0,0.03,0.03,0,0,0,0,0,0.03,0.03,1,12,7,4,1,24,10,25,18.8,17.27,14.01,11.73,5.54,11.74,13.11,51,74,18.93,2,2.25,1.5,2.083333333,2.076666667,1.76,1.3675,1.050833333,0.709166667,0.850833333,1.6125,10.83333333,3.666666667,1.878333333,0
Alli,21,13,LIV,TOT,0,MID,7.4,0.60%,0.2,71,0,0,0,0,0,0,0,0,0,0,0,10,11.4,14,27,5.2,0.2,0,0,0.4,1,19337,243295,-6,6,3,0,0.23,0.23,0.03,0.54,0.37,0.31,0.31,0.04,0.35,0.35,0.71,0.49,1,12,7,4,1,24,10,25,18.8,17.27,14.01,11.73,5.54,11.74,13.11,51,74,18.93,2,2.25,1.5,2.083333333,2.076666667,1.76,1.3675,1.050833333,0.709166667,0.850833333,1.6125,10.83333333,3.666666667,1.878333333,1
Son,21,13,LIV,TOT,0,MID,9.6,60.30%,7.8,997,10,4,6,6,0,0,0,0,0,0,14,335,488.8,303.9,384,117.9,7.8,6,0.8,10.9,8.8,5090660,2828310,6,-6,12,10,4,4,2.1,6.99,2.58,0.35,0.35,0.19,0.54,0.54,0.62,0.23,1,12,7,4,1,24,10,25,18.8,17.27,14.01,11.73,5.54,11.74,13.11,51,74,18.93,2,2.25,1.5,2.083333333,2.076666667,1.76,1.3675,1.050833333,0.709166667,0.850833333,1.6125,10.83333333,3.666666667,1.878333333,9
Jack Robinson,21,13,MUN,SHU,1,DEF,4.3,0.10%,0.2,279,0,1,0,4,0,0,0,0,0,0,0,36,37.4,5.4,17,5.9,0.2,0,0,2.1,2.2,8576,13977,-2,2,4,0,0.55,0.55,0,0.57,0.57,0.18,0.18,0,0.18,0.18,0.18,0.18,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,0
Ramsdale,21,13,MUN,SHU,1,GKP,4.8,2.40%,2,1080,0,0,0,21,0,0,0,0,0,46,0,197,310,10,4,32.4,2,0,0.4,5.8,2.3,63846,379558,-2,2,12,0,0,0,0.05,1.19,1.13,0,0,0,0,0,0.1,0.09,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,2
Baldock,21,13,MUN,SHU,1,DEF,5.1,1.40%,1.5,1080,0,1,0,21,0,0,0,1,0,0,0,139,161.8,153.5,156,47.3,1.5,0,0.3,3.7,1.6,41265,260963,-4,4,12,0,1.21,1.21,1.8,4.01,2.54,0.1,0.1,0.15,0.25,0.25,0.33,0.21,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,1
Berge,21,13,MUN,SHU,1,MID,5,0.20%,1.8,1004,1,1,0,19,0,0,0,4,0,0,1,146,175.8,168.7,126,47,1.8,0,0.4,5.6,2.3,21875,20052,0,0,12,0,1.22,0.46,1.74,3.66,2.85,0.11,0.04,0.16,0.27,0.2,0.33,0.26,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,1
Basham,21,13,MUN,SHU,1,DEF,4.7,0.80%,1.5,976,0,0,0,20,0,0,0,0,0,0,2,148,204,93.1,59,35.6,1.5,0,0.3,4,1.6,24349,110243,-3,3,12,0,0.2,0.2,0.67,2.99,2.12,0.02,0.02,0.06,0.08,0.08,0.27,0.19,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,1
Egan,21,13,MUN,SHU,1,DEF,4.8,2.60%,1.2,911,0,0,0,20,0,0,0,3,1,0,0,102,169.6,17.4,21,20.9,1.2,0,0.3,1.7,0.7,31011,879801,-2,2,11,0,0.13,0.13,0.07,1.71,1.65,0.01,0.01,0.01,0.02,0.02,0.17,0.16,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,0
Stevens,21,13,MUN,SHU,1,DEF,5.1,1.30%,0,810,0,0,0,17,0,0,0,2,0,0,0,111,150.2,47.8,57,25.6,0,0,0,2,1.1,17788,281280,-4,4,9,0,0.2,0.2,0.17,2.04,1.9,0.02,0.02,0.02,0.04,0.04,0.23,0.21,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,1
McBurnie,21,13,MUN,SHU,1,FWD,5.6,0.30%,3.2,776,1,1,0,16,0,0,0,1,0,0,2,61,132.6,127.7,329,58.8,3.2,0,0.6,4.8,2.2,15762,48313,-4,4,12,1,2.82,2.82,0.48,4.2,1.85,0.33,0.33,0.06,0.39,0.39,0.49,0.22,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,0
Lundstram,21,13,MUN,SHU,1,MID,5,2.30%,1.8,726,0,1,1,13,0,0,1,3,0,0,0,87,114.2,191.5,121,42.7,1.8,0,0.4,3.6,1.6,39412,672507,-5,5,11,0,1.54,0.78,0.85,3.37,2.05,0.19,0.1,0.1,0.29,0.2,0.41,0.25,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,0
Fleck,21,13,MUN,SHU,1,MID,5.6,0.10%,2,539,0,0,0,11,0,0,0,0,0,0,0,73,63,136.3,33,23.2,2,0,0.4,2.3,1.9,6297,35564,-4,4,7,0,0.11,0.11,0.31,1.17,1.03,0.02,0.02,0.05,0.07,0.07,0.19,0.17,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,5
McGoldrick,21,13,MUN,SHU,1,FWD,5.2,0.60%,0.8,520,2,0,2,9,0,0,0,0,0,0,2,84,77.6,57.2,85,21.9,0.8,0,0.2,4.8,2.5,64874,99457,-3,3,10,2,0.86,0.86,0.49,1.73,0.95,0.15,0.15,0.08,0.23,0.23,0.3,0.16,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,13
Ampadu,21,13,MUN,SHU,1,DEF,4.3,0.40%,0.8,454,0,0,0,9,0,0,0,0,0,0,0,63,99.4,23.1,4,12.7,0.8,0,0.2,2.1,1.5,16547,49807,-2,2,6,0,0.04,0.04,0.11,0.52,0.52,0.01,0.01,0.02,0.03,0.03,0.1,0.1,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,1
Norwood,21,13,MUN,SHU,1,MID,4.6,0.20%,0.8,421,0,0,0,9,0,0,0,1,0,0,0,58,63.6,80.9,0,14.5,0.8,0,0.2,2.4,1.4,8094,37073,-4,4,8,0,0,0,0.13,1.68,1.64,0,0,0.03,0.03,0.03,0.35,0.35,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,0
Burke,21,13,MUN,SHU,1,MID,4.3,1.70%,1,407,0,0,1,4,0,0,0,0,0,0,0,22,15,60.2,104,17.4,1,0,0.2,2.6,1.8,162404,115698,-2,2,6,0,0.49,0.49,0.92,1.52,0.12,0.11,0.11,0.2,0.31,0.31,0.33,0.03,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,5
Osborn,21,13,MUN,SHU,1,MID,4.8,0.00%,0.2,396,0,0,0,8,0,0,0,0,0,0,0,45,55.4,80.5,45,18.1,0.2,0,0,2.1,1.4,825,2256,-2,2,7,0,0.19,0.19,0.66,1.02,0.76,0.04,0.04,0.15,0.2,0.2,0.24,0.18,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,0
Brewster,21,13,MUN,SHU,1,FWD,4.5,6.40%,1,331,0,0,0,8,0,0,0,0,0,0,0,16,17.4,48.4,45,10.9,1,0,0.2,2.2,1.2,713430,651736,0,0,8,0,1.09,1.09,0.43,1.72,0.2,0.3,0.3,0.12,0.42,0.42,0.47,0.05,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,1
Sharp,21,13,MUN,SHU,1,FWD,5.6,0.10%,0.2,188,1,0,0,4,0,0,0,0,0,0,2,24,36.6,6.2,63,10.5,0.2,0,0,2.1,2.4,8506,22969,-4,4,5,0,1.45,0.68,0,0.74,0.05,0.7,0.33,0,0.7,0.33,0.36,0.03,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,0
O'Connell,21,13,MUN,SHU,1,DEF,4.8,0.10%,0,180,0,0,0,3,0,0,0,0,0,0,0,19,40.2,2.5,0,4.3,0,0,0,0.6,1.5,3574,43804,-2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,0
Jagielka,21,13,MUN,SHU,1,DEF,4,0.60%,0.2,90,0,0,0,3,0,0,0,0,0,0,0,15,12.2,0.7,0,1.3,0.2,0,0,0.2,1,49565,30745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,-1
Mousset,21,13,MUN,SHU,1,FWD,5.8,0.10%,0.5,36,0,0,0,1,0,0,0,0,0,0,0,6,4.4,21,15,4,0.5,0,0.1,0.3,1,2148,28154,-2,2,2,0,0.69,0.69,0.38,1.07,0,1.94,1.94,1.06,3.01,3.01,3.01,0,20,12,0,1,11,5,21,1,12.54,10.25,20.58,19.82,-9.57,15.83,10.87,65,85,10.56,8,1.727272727,1.545454545,1.818181818,1.426363636,1.149090909,1.400909091,1.123636364,0.025454545,1.089090909,1.062727273,8.454545455,5.454545455,1.41,1
Fabio Silva,21,13,CHE,WOL,1,FWD,5.2,0.60%,1,233,0,0,0,7,0,0,0,1,0,0,0,13,10.6,38.7,146,19.3,1,0,0.2,1.5,1.1,41286,95761,-3,3,7,0,0.77,0.77,0.15,1.38,0.63,0.29,0.29,0.06,0.35,0.35,0.53,0.24,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,2
Vitinha,21,13,CHE,WOL,1,MID,4.8,0.00%,0.5,37,0,0,0,1,0,0,0,0,0,0,0,14,9.6,15.5,0,2.6,0.5,0,0.1,0.8,1,1082,3095,-2,2,4,0,0,0,0.01,0.14,0.12,0,0,0.04,0.04,0.04,0.42,0.38,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,4
Patrício,21,13,CHE,WOL,1,GKP,5.5,6.70%,1.8,1080,0,0,4,16,0,1,0,0,0,26,3,210,219,0,0,21.7,1.8,0,0.3,8.5,3.9,318747,306207,0,0,12,0,0,0,0,0.08,0.08,0,0,0,0,0,0.01,0.01,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,2
Boly,21,13,CHE,WOL,1,DEF,5.5,2.40%,0.8,990,0,0,4,15,0,0,0,1,0,0,2,182,180.4,18.8,36,23.5,0.8,0,0.1,6.2,3.1,135969,147529,0,0,11,0,0.17,0.17,0.03,1.62,1.62,0.02,0.02,0,0.02,0.02,0.15,0.15,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,2
Coady,21,13,CHE,WOL,1,DEF,5,6.70%,0.8,990,0,0,4,15,0,0,0,2,0,0,2,180,189.8,13,12,21.6,0.8,0,0.2,6.6,3,322956,475535,0,0,11,0,0.03,0.03,0.05,1.56,1.5,0,0,0,0.01,0.01,0.14,0.14,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,2
Neto,21,13,CHE,WOL,1,MID,5.7,6.20%,5.8,924,3,3,4,14,0,0,0,0,0,0,4,201,259.8,352.3,267,88.1,5.8,1,1,9.6,4.6,585720,170035,2,-2,12,3,1.78,1.78,2.37,5.37,2.05,0.17,0.17,0.23,0.4,0.4,0.51,0.2,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,9
Dendoncker,21,13,CHE,WOL,1,MID,4.8,0.90%,2.8,901,0,2,5,9,0,0,0,2,0,0,0,93,116.6,138.3,193,44.7,2.8,0,0.6,6.2,2.7,53297,139512,-2,2,11,0,2.41,2.41,0.31,3.68,1.55,0.24,0.24,0.03,0.27,0.27,0.37,0.15,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,1
Semedo,21,13,CHE,WOL,1,DEF,5.5,3.00%,1,869,0,0,3,12,1,0,0,0,0,0,2,160,172.8,140.7,57,37.3,1,0,0.2,5.3,2.9,353936,187006,0,0,10,0,0.48,0.48,0.29,2.95,2.39,0.05,0.05,0.03,0.08,0.08,0.3,0.25,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,1
Jiménez,21,13,CHE,WOL,1,FWD,8.2,6.30%,1.5,824,4,1,4,10,1,0,0,0,0,0,7,148,177.4,96.2,275,55,1.5,0,0.2,5.2,4.3,1157104,2098586,-3,3,10,4,2.36,2.36,0.63,3.68,1.23,0.26,0.26,0.07,0.33,0.33,0.4,0.13,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,0
Podence,21,13,CHE,WOL,1,MID,5.4,3.50%,3.8,813,2,2,5,10,0,0,0,0,0,0,2,148,181.8,163,280,62.5,3.8,0,0.7,8.1,4,734787,524651,-1,1,11,2,2.18,2.18,1.07,5.12,2.4,0.23,0.23,0.11,0.35,0.35,0.55,0.26,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,9
Moutinho,21,13,CHE,WOL,1,MID,5.2,1.10%,1,716,0,0,2,13,0,0,0,2,1,0,0,99,126,197.8,27,35.4,1,0,0.2,3.1,1.5,36692,183264,-3,3,11,0,0.19,0.19,0.61,2.84,2.54,0.02,0.02,0.08,0.1,0.1,0.35,0.32,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,0
Neves,21,13,CHE,WOL,1,MID,5.2,1.30%,1.2,714,0,0,3,12,0,0,0,3,0,0,0,119,130.4,129.1,115,37.6,1.2,0,0.2,3.8,1.7,40877,138441,-3,3,12,0,0.66,0.66,0.58,1.97,1.09,0.08,0.08,0.07,0.16,0.16,0.25,0.14,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,2
Traoré,21,13,CHE,WOL,1,MID,6.1,6.10%,1.2,700,0,0,1,13,0,0,0,3,0,0,0,76,106.2,192.3,96,39.5,1.2,0,0.2,2.8,1.4,265768,1197786,-4,4,12,0,0.48,0.48,1.38,2.36,0.54,0.06,0.06,0.18,0.24,0.24,0.31,0.07,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,1
Kilman,21,13,CHE,WOL,1,DEF,4.3,13.20%,0.8,552,0,1,3,3,0,0,0,1,0,0,6,124,104.4,37.6,45,18.6,0.8,1,0.2,7.7,4.7,1214444,420265,3,-3,7,0,0.18,0.18,0.16,0.6,0.51,0.03,0.03,0.03,0.06,0.06,0.1,0.08,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,0
Marçal,21,13,CHE,WOL,1,DEF,4.8,0.10%,1,404,0,0,1,7,0,0,0,1,0,0,0,77,64.4,25,11,10.2,1,0,0.2,2.7,1.6,23943,36737,-2,2,8,0,0.07,0.07,0.08,1.73,1.58,0.02,0.02,0.02,0.04,0.04,0.39,0.36,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,2
Ait Nouri,21,13,CHE,WOL,1,DEF,5,0.30%,0.8,274,1,0,1,3,0,0,0,0,0,0,3,64,70.4,52.2,58,18.1,0.8,1,0.2,4,5,39101,24503,0,0,4,1,0.12,0.12,0.16,0.73,0.65,0.04,0.04,0.05,0.09,0.09,0.24,0.21,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,0
Vinagre,21,13,CHE,WOL,1,DEF,4.1,1.00%,0,172,0,0,0,7,0,0,0,0,0,0,0,24,31.2,25.3,0,5.7,0,0,0,0.2,0.5,56674,622868,-4,4,2,0,0,0,0,0.18,0.18,0,0,0,0,0,0.09,0.09,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,0
Hoever,21,13,CHE,WOL,1,DEF,4.4,0.00%,0,29,0,0,0,1,0,0,0,0,0,0,0,9,13.8,15.2,2,3.1,0,0,0,0.5,1,2999,2526,-1,1,2,0,0,0,0.04,0.05,0.05,0,0,0.13,0.13,0.13,0.17,0.17,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,0
Buur,21,13,CHE,WOL,1,DEF,3.9,2.40%,0,22,0,0,0,0,0,0,0,0,0,0,0,2,0.6,0.5,0,0.1,0,0,0,0.3,1,197005,180410,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,0
Saïss,21,13,CHE,WOL,1,DEF,5.1,7.80%,0.5,607,1,0,4,8,0,0,0,0,0,0,7,149,147.4,25,77,25.1,0.5,1,0.1,7.8,5.7,1705606,1550794,1,-1,7,1,0.51,0.51,0.34,1.09,0.41,0.08,0.08,0.05,0.13,0.13,0.16,0.06,13,12,5,2,5,11,16,17,12,12,16.31,13.26,-1.26,14.81,12.26,51,85,13.82,5,2.083333333,1,1.833333333,1.838333333,1.584166667,0.898333333,0.835,0.75,0.830833333,1.581666667,7.416666667,4.5,1.910833333,2
Bernardo,21,13,FUL,BHA,0,DEF,3.9,8.10%,0,25,0,0,0,1,0,0,0,0,0,0,0,3,4.2,1.1,2,0.7,0,0,0,0.3,1,255380,549522,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,2,4,6,15,21,10,17.65,13.84,14.1,10.3,3.55,9.72,11.32,78,58,19.08,18,1,1.833333333,0.666666667,1.249166667,0.931666667,1.795,1.541666667,-0.61,1.296666667,0.864166667,4.5,7.416666667,1.091666667,0
