Player,Season,Gameweek,Opponent,Team,Home,Cost,Role,Sel.,Form,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Greenwood,21,9,WBA,MUN,1,7.2,MID,2.7%,0.5,274.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,16.2,35.3,71.0,12.1,0.5,0.0,0.1,1.0,1.4,259287.0,589815.0,-3.0,3.0,5,0.0,0.59,0.59,0.2,0.73,0.04,0.19,0.19,0.06,0.26,0.26,0.24,0.01,14,7,3,1,3.0,12.0,14,10,8.4,6.12,10.65,7.61,-1.49,12.08,10.59,53.0,42.0,8.47,18,0.75,2.125,0.375,0.50625,0.50625,1.94375,1.75375,-1.2475,2.0825,1.10125,4.0,5.125,0.495,0.0
Mata,21,9,WBA,MUN,1,5.9,MID,0.1%,2.0,228.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,41.0,88.4,42.0,17.1,2.0,0.0,0.3,1.4,2.7,5790.0,8674.0,-1.0,1.0,3,0.0,0.18,0.18,0.19,0.8,0.6,0.07,0.07,0.07,0.14,0.14,0.31,0.23,14,7,3,1,3.0,12.0,14,10,8.4,6.12,10.65,7.61,-1.49,12.08,10.59,53.0,42.0,8.47,18,0.75,2.125,0.375,0.50625,0.50625,1.94375,1.75375,-1.2475,2.0825,1.10125,4.0,5.125,0.495,6.0
James,21,9,WBA,MUN,1,6.3,MID,0.2%,0.5,177.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,13.2,42.4,86.0,14.2,0.5,0.0,0.1,0.5,1.0,6978.0,21925.0,-2.0,2.0,3,0.0,0.29,0.29,0.12,0.55,0.16,0.14,0.14,0.06,0.2,0.2,0.26,0.07,14,7,3,1,3.0,12.0,14,10,8.4,6.12,10.65,7.61,-1.49,12.08,10.59,53.0,42.0,8.47,18,0.75,2.125,0.375,0.50625,0.50625,1.94375,1.75375,-1.2475,2.0825,1.10125,4.0,5.125,0.495,0.0
Matic,21,9,WBA,MUN,1,4.8,MID,0.2%,0.5,164.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,37.8,30.5,20.0,8.8,0.5,0.0,0.1,1.5,1.8,9970.0,17821.0,-2.0,2.0,4,0.0,0.04,0.04,0.06,0.76,0.67,0.02,0.02,0.03,0.06,0.06,0.41,0.36,14,7,3,1,3.0,12.0,14,10,8.4,6.12,10.65,7.61,-1.49,12.08,10.59,53.0,42.0,8.47,18,0.75,2.125,0.375,0.50625,0.50625,1.94375,1.75375,-1.2475,2.0825,1.10125,4.0,5.125,0.495,3.0
Bailly,21,9,WBA,MUN,1,4.9,DEF,0.2%,0.0,98.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,25.0,0.1,0.0,2.5,0.0,0.0,0.0,-0.2,-0.5,8096.0,19216.0,-1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,7,3,1,3.0,12.0,14,10,8.4,6.12,10.65,7.61,-1.49,12.08,10.59,53.0,42.0,8.47,18,0.75,2.125,0.375,0.50625,0.50625,1.94375,1.75375,-1.2475,2.0825,1.10125,4.0,5.125,0.495,0.0
Fosu-Mensah,21,9,WBA,MUN,1,4.4,DEF,0.1%,0.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17.8,30.5,16.0,6.4,0.0,0.0,0.0,0.0,0.0,3941.0,6915.0,-1.0,1.0,1,0.0,0.02,0.02,0.31,0.4,0.36,0.02,0.02,0.32,0.34,0.34,0.43,0.38,14,7,3,1,3.0,12.0,14,10,8.4,6.12,10.65,7.61,-1.49,12.08,10.59,53.0,42.0,8.47,18,0.75,2.125,0.375,0.50625,0.50625,1.94375,1.75375,-1.2475,2.0825,1.10125,4.0,5.125,0.495,0.0
van de Beek,21,9,WBA,MUN,1,6.7,MID,1.9%,0.5,75.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,42.0,21.4,39.0,10.2,0.5,0.0,0.1,1.5,2.0,152493.0,282937.0,-3.0,3.0,5,1.0,0.28,0.28,0.05,0.63,0.3,0.39,0.39,0.06,0.46,0.46,0.88,0.42,14,7,3,1,3.0,12.0,14,10,8.4,6.12,10.65,7.61,-1.49,12.08,10.59,53.0,42.0,8.47,18,0.75,2.125,0.375,0.50625,0.50625,1.94375,1.75375,-1.2475,2.0825,1.10125,4.0,5.125,0.495,1.0
Cavani,21,9,WBA,MUN,1,8.0,FWD,0.7%,1.8,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.0,1.8,45.0,8.0,1.8,0.0,0.2,0.9,2.3,87641.0,47991.0,0.0,0.0,3,1.0,0.58,0.58,0.0,0.54,0.0,1.05,1.05,0.0,1.05,1.05,0.98,0.0,14,7,3,1,3.0,12.0,14,10,8.4,6.12,10.65,7.61,-1.49,12.08,10.59,53.0,42.0,8.47,18,0.75,2.125,0.375,0.50625,0.50625,1.94375,1.75375,-1.2475,2.0825,1.10125,4.0,5.125,0.495,0.0
Tuanzebe,21,9,WBA,MUN,1,4.5,DEF,0.1%,0.2,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.3,0.0,0.7,0.2,0.0,0.0,0.2,1.0,10809.0,5798.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.34,0.34,14,7,3,1,3.0,12.0,14,10,8.4,6.12,10.65,7.61,-1.49,12.08,10.59,53.0,42.0,8.47,18,0.75,2.125,0.375,0.50625,0.50625,1.94375,1.75375,-1.2475,2.0825,1.10125,4.0,5.125,0.495,0.0
Ighalo,21,9,WBA,MUN,1,6.2,FWD,0.2%,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,2.0,0.2,0.0,0.0,0.0,0.2,1.0,5889.0,19302.0,-3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,7,3,1,3.0,12.0,14,10,8.4,6.12,10.65,7.61,-1.49,12.08,10.59,53.0,42.0,8.47,18,0.75,2.125,0.375,0.50625,0.50625,1.94375,1.75375,-1.2475,2.0825,1.10125,4.0,5.125,0.495,0.0
Lucas Moura,21,9,MCI,TOT,1,6.8,MID,1.4%,0.8,351.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,49.0,41.5,121.0,21.1,0.8,0.0,0.1,2.5,2.4,72005.0,151798.0,-2.0,2.0,7,1.0,0.85,0.85,0.15,1.84,0.87,0.21,0.21,0.04,0.25,0.25,0.47,0.22,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,1.0
Carlos Vinicius,21,9,MCI,TOT,1,7.0,FWD,0.0%,0.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.3,21.0,3.3,0.2,0.0,0.0,0.1,1.0,3662.0,2694.0,0.0,0.0,1,0.0,0.12,0.12,0.02,0.14,0.0,1.08,1.08,0.16,1.24,1.24,1.24,0.0,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,0.0
Lloris,21,9,MCI,TOT,1,5.5,GKP,5.6%,4.5,720.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,126.0,124.8,0.0,0.0,12.6,4.5,0.0,0.8,4.9,3.4,210531.0,209074.0,0.0,0.0,8,0.0,0.0,0.0,0.0,1.07,1.07,0.0,0.0,0.0,0.0,0.0,0.13,0.13,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,10.0
Højbjerg,21,9,MCI,TOT,1,4.9,MID,0.8%,2.5,720.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,110.0,149.8,86.7,11.0,24.8,2.5,0.0,0.5,4.1,2.5,47592.0,68411.0,-1.0,1.0,8,0.0,0.03,0.03,0.73,4.84,4.47,0.0,0.0,0.09,0.1,0.1,0.6,0.56,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,3.0
Kane,21,9,MCI,TOT,1,11.0,FWD,45.4%,9.0,713.0,7.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,303.0,451.2,213.7,476.0,114.2,9.0,3.0,0.8,7.3,10.0,2602982.0,562086.0,5.0,-5.0,8,5.0,6.81,5.28,3.8,7.71,1.15,0.85,0.66,0.48,1.33,1.14,0.97,0.14,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,4.0
Dier,21,9,MCI,TOT,1,4.9,DEF,1.3%,3.5,630.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,129.4,4.4,6.0,14.1,3.5,0.0,0.7,4.3,3.0,61147.0,97549.0,-1.0,1.0,7,0.0,0.38,0.38,0.0,1.96,1.96,0.05,0.05,0.0,0.05,0.05,0.28,0.28,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,7.0
Doherty,21,9,MCI,TOT,1,5.8,DEF,8.4%,5.0,525.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,97.0,113.0,81.1,49.0,24.4,5.0,1.0,0.9,4.1,4.0,155724.0,1139755.0,-2.0,2.0,6,0.0,0.31,0.31,0.54,2.89,2.44,0.05,0.05,0.09,0.15,0.15,0.49,0.42,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,0.0
Sissoko,21,9,MCI,TOT,1,4.8,MID,0.4%,2.5,482.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,64.4,36.0,0.0,10.0,2.5,0.0,0.5,2.7,2.2,18265.0,34132.0,-2.0,2.0,6,0.0,0.0,0.0,0.11,1.48,1.48,0.0,0.0,0.02,0.02,0.02,0.28,0.28,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,2.0
Alderweireld,21,9,MCI,TOT,1,5.4,DEF,1.8%,4.5,450.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,93.0,109.2,26.2,19.0,15.5,4.5,0.0,0.8,3.7,4.0,47514.0,126015.0,-1.0,1.0,5,0.0,0.01,0.01,0.18,1.45,1.45,0.0,0.0,0.04,0.04,0.04,0.29,0.29,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,6.0
Davies,21,9,MCI,TOT,1,4.8,DEF,1.1%,1.8,382.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,49.6,54.7,46.0,15.0,1.8,0.0,0.4,3.3,2.7,59267.0,158399.0,-2.0,2.0,6,0.0,0.07,0.07,0.07,1.2,1.16,0.02,0.02,0.02,0.04,0.04,0.29,0.28,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,0.0
Sánchez,21,9,MCI,TOT,1,5.4,DEF,0.8%,-0.2,360.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,55.0,2.1,86.0,14.3,-0.2,0.0,0.0,0.7,1.0,20723.0,47188.0,-1.0,1.0,4,0.0,0.25,0.25,0.0,0.92,0.92,0.06,0.06,0.0,0.06,0.06,0.23,0.23,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,0.0
Reguilón,21,9,MCI,TOT,1,5.6,DEF,4.0%,3.5,360.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,99.2,96.4,59.0,25.5,3.5,0.0,0.6,2.9,4.0,371391.0,115031.0,1.0,-1.0,4,0.0,0.17,0.17,1.15,2.37,1.57,0.04,0.04,0.29,0.33,0.33,0.59,0.39,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,6.0
Winks,21,9,MCI,TOT,1,5.3,MID,0.1%,0.2,256.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,35.0,20.4,0.0,5.5,0.2,0.0,0.0,0.9,1.2,3205.0,9752.0,-2.0,2.0,4,0.0,0.0,0.0,0.02,1.5,1.48,0.0,0.0,0.01,0.01,0.01,0.53,0.52,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,0.0
Lamela,21,9,MCI,TOT,1,5.8,MID,0.1%,0.8,187.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,23.8,33.3,95.0,14.9,0.8,0.0,0.1,1.4,1.6,9576.0,17016.0,-2.0,2.0,5,0.0,0.6,0.6,0.08,1.16,0.72,0.29,0.29,0.04,0.32,0.32,0.55,0.34,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,0.0
Lo Celso,21,9,MCI,TOT,1,6.9,MID,0.4%,0.8,184.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,28.6,85.6,77.0,19.1,0.8,0.0,0.1,0.9,1.2,5272.0,33181.0,-1.0,1.0,5,0.0,0.95,0.95,0.38,2.11,1.21,0.48,0.48,0.19,0.68,0.68,1.07,0.62,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,6.0
Aurier,21,9,MCI,TOT,1,5.2,DEF,1.8%,0.2,180.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,94.2,30.0,60.0,18.4,0.2,0.0,0.0,2.5,6.5,130923.0,266416.0,-3.0,3.0,2,1.0,0.46,0.46,0.74,1.41,0.46,0.23,0.23,0.37,0.6,0.6,0.7,0.23,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,6.0
Bergwijn,21,9,MCI,TOT,1,7.1,MID,0.4%,0.8,152.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.4,34.6,22.0,6.8,0.8,0.0,0.1,0.8,1.5,9748.0,83373.0,-4.0,4.0,4,0.0,0.14,0.14,0.18,1.52,1.39,0.08,0.08,0.11,0.19,0.19,0.93,0.84,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,3.0
Bale,21,9,MCI,TOT,1,9.5,MID,1.1%,3.2,115.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,41.4,38.5,58.0,13.8,3.2,0.0,0.3,1.4,4.3,145975.0,75438.0,0.0,0.0,3,1.0,0.86,0.86,0.67,1.12,0.66,0.69,0.69,0.54,1.24,1.24,0.91,0.53,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,0.0
Alli,21,9,MCI,TOT,1,7.5,MID,0.6%,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.4,13.7,25.0,4.8,0.0,0.0,0.0,0.3,1.0,17190.0,237849.0,-5.0,5.0,2,0.0,0.23,0.23,0.03,0.54,0.37,0.33,0.33,0.05,0.38,0.38,0.76,0.52,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,0.0
Rodon,21,9,MCI,TOT,1,5.0,DEF,0.0%,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.2,1.0,603.0,263.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,1.0
Son,21,9,MCI,TOT,1,9.6,MID,59.3%,7.2,640.0,8.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,244.0,366.2,250.2,346.0,96.4,7.2,4.0,0.8,7.7,9.2,4418300.0,2242632.0,6.0,-6.0,8,8.0,3.5,3.5,1.8,6.23,2.45,0.48,0.48,0.25,0.73,0.73,0.85,0.34,2,8,5,2,1.0,19.0,9,17,16.01,14.49,8.94,6.65,7.83,9.61,16.64,40.0,40.0,15.56,10,1.4285714285714286,1.2857142857142858,1.7142857142857142,1.5342857142857143,1.3171428571428572,1.3057142857142858,0.87,0.4471428571428571,1.4742857142857144,2.8842857142857143,8.142857142857142,3.857142857142857,1.6285714285714286,10.0
Rodrigo,21,9,ARS,LEE,1,5.8,FWD,2.4%,1.8,320.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,62.0,62.4,82.0,175.0,32.0,1.8,0.0,0.3,3.1,3.0,122126.0,511256.0,-2.0,2.0,6,1.0,1.22,1.22,0.38,1.95,1.25,0.34,0.34,0.11,0.45,0.45,0.55,0.35,15,8,3,1,4.0,14.0,17,10,11.81,11.05,14.15,11.11,-0.06,6.35,13.44,61.0,66.0,9.94,11,1.125,1.25,1.5,1.1625,1.0675,1.2025,1.2025,-0.135,2.04625,2.15,6.875,6.625,1.39,1.0
Raphinha,21,9,ARS,LEE,1,5.4,MID,0.0%,0.8,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.6,7.1,13.0,2.4,0.8,0.0,0.1,0.6,1.0,4807.0,2886.0,-1.0,1.0,3,0.0,0.15,0.15,0.0,0.54,0.54,0.25,0.25,0.0,0.25,0.25,0.91,0.91,15,8,3,1,4.0,14.0,17,10,11.81,11.05,14.15,11.11,-0.06,6.35,13.44,61.0,66.0,9.94,11,1.125,1.25,1.5,1.1625,1.0675,1.2025,1.2025,-0.135,2.04625,2.15,6.875,6.625,1.39,3.0
Meslier,21,9,ARS,LEE,1,4.5,GKP,4.1%,2.8,720.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,153.0,160.2,10.0,0.0,17.1,2.8,1.0,0.6,5.8,3.2,292858.0,110543.0,0.0,0.0,8,0.0,0.0,0.0,0.04,2.24,2.2,0.0,0.0,0.01,0.01,0.01,0.28,0.27,15,8,3,1,4.0,14.0,17,10,11.81,11.05,14.15,11.11,-0.06,6.35,13.44,61.0,66.0,9.94,11,1.125,1.25,1.5,1.1625,1.0675,1.2025,1.2025,-0.135,2.04625,2.15,6.875,6.625,1.39,6.0
Ayling,21,9,ARS,LEE,1,4.5,DEF,4.1%,1.8,720.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,139.0,196.4,122.9,69.0,38.9,1.8,0.0,0.4,3.8,2.1,217027.0,192345.0,0.0,0.0,8,0.0,0.52,0.52,1.32,4.46,3.48,0.07,0.07,0.16,0.23,0.23,0.56,0.44,15,8,3,1,4.0,14.0,17,10,11.81,11.05,14.15,11.11,-0.06,6.35,13.44,61.0,66.0,9.94,11,1.125,1.25,1.5,1.1625,1.0675,1.2025,1.2025,-0.135,2.04625,2.15,6.875,6.625,1.39,6.0
Koch,21,9,ARS,LEE,1,4.5,DEF,0.8%,2.5,720.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,128.0,145.8,15.6,71.0,23.3,2.5,1.0,0.6,4.2,2.4,45305.0,32188.0,0.0,0.0,8,0.0,0.42,0.42,0.01,3.36,3.32,0.05,0.05,0.0,0.05,0.05,0.42,0.41,15,8,3,1,4.0,14.0,17,10,11.81,11.05,14.15,11.11,-0.06,6.35,13.44,61.0,66.0,9.94,11,1.125,1.25,1.5,1.1625,1.0675,1.2025,1.2025,-0.135,2.04625,2.15,6.875,6.625,1.39,6.0
Dallas,21,9,ARS,LEE,1,4.5,DEF,6.1%,3.5,710.0,1.0,1.0,2.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,142.0,168.6,62.7,104.0,33.6,3.5,0.0,0.8,5.6,3.1,353710.0,230164.0,0.0,0.0,8,1.0,0.97,0.97,0.31,3.73,3.37,0.12,0.12,0.04,0.16,0.16,0.47,0.43,15,8,3,1,4.0,14.0,17,10,11.81,11.05,14.15,11.11,-0.06,6.35,13.44,61.0,66.0,9.94,11,1.125,1.25,1.5,1.1625,1.0675,1.2025,1.2025,-0.135,2.04625,2.15,6.875,6.625,1.39,5.0
Klich,21,9,ARS,LEE,1,5.6,MID,6.2%,3.2,696.0,2.0,3.0,2.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,156.0,214.2,208.7,102.0,52.6,3.2,0.0,0.6,6.4,4.5,712364.0,437447.0,1.0,-1.0,8,1.0,0.92,0.16,1.1,4.39,3.44,0.12,0.02,0.14,0.26,0.16,0.56,0.44,15,8,3,1,4.0,14.0,17,10,11.81,11.05,14.15,11.11,-0.06,6.35,13.44,61.0,66.0,9.94,11,1.125,1.25,1.5,1.1625,1.0675,1.2025,1.2025,-0.135,2.04625,2.15,6.875,6.625,1.39,3.0
