Player,Season,Gameweek,Opponent,Team,Home,Role,Cost,Sel.,Form,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Jorginho,21,6,MUN,CHE,0,MID,5.2,12.4%,6.7,342.0,3.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,115.0,170.6,62.1,76.0,30.9,6.7,2.0,1.3,6.2,8.0,932825.0,329798.0,2.0,-2.0,4,0.0,3.1,0.06,0.15,1.27,1.27,0.8,0.02,0.04,0.84,0.05,0.33,0.33,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,3.0
Thiago Silva,21,6,MUN,CHE,0,DEF,5.5,2.0%,2.3,162.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,40.0,15.3,2.0,5.8,2.3,0.0,0.4,1.3,3.5,65728.0,151745.0,0.0,0.0,2,0.0,0.0,0.0,0.06,1.19,1.19,0.0,0.0,0.03,0.03,0.03,0.65,0.65,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,7.0
Werner,21,6,MUN,CHE,0,FWD,9.3,21.2%,6.7,449.0,2.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,99.0,115.8,57.0,231.0,40.4,6.7,1.0,0.7,2.9,5.4,606120.0,2276160.0,-2.0,2.0,5,2.0,2.19,2.19,0.53,3.1,0.91,0.44,0.44,0.11,0.54,0.54,0.62,0.18,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,2.0
Kanté,21,6,MUN,CHE,0,MID,4.9,3.4%,2.0,442.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0,71.4,22.0,11.0,10.5,2.0,0.0,0.4,2.0,2.0,96527.0,199902.0,-1.0,1.0,5,0.0,0.03,0.03,0.0,1.65,1.61,0.01,0.01,0.0,0.01,0.01,0.33,0.33,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,3.0
Havertz,21,6,MUN,CHE,0,MID,8.4,8.7%,6.0,394.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,93.0,92.6,67.0,25.3,6.0,0.0,0.7,2.5,4.2,439442.0,706847.0,-1.0,1.0,5,1.0,0.68,0.68,0.45,2.78,1.8,0.15,0.15,0.1,0.25,0.25,0.62,0.4,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,2.0
Zouma,21,6,MUN,CHE,0,DEF,5.0,4.0%,4.7,360.0,2.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,92.0,145.0,3.3,74.0,22.3,4.7,1.0,0.9,4.6,5.8,265295.0,116028.0,0.0,0.0,4,2.0,0.2,0.2,0.0,0.43,0.43,0.05,0.05,0.0,0.05,0.05,0.11,0.11,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,9.0
Mount,21,6,MUN,CHE,0,MID,6.9,5.7%,4.7,341.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,73.0,80.0,109.6,137.0,32.6,4.7,1.0,0.7,2.6,4.5,257541.0,438276.0,-1.0,1.0,4,1.0,0.47,0.47,0.74,1.55,1.0,0.12,0.12,0.19,0.32,0.32,0.41,0.26,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,1.0
Christensen,21,6,MUN,CHE,0,DEF,4.9,0.3%,0.3,315.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,41.0,70.0,4.1,20.0,9.5,0.3,0.0,0.1,0.0,0.0,6996.0,15492.0,-1.0,1.0,4,0.0,0.05,0.05,0.0,1.38,1.38,0.01,0.01,0.0,0.01,0.01,0.39,0.39,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,0.0
James,21,6,MUN,CHE,0,DEF,5.0,11.2%,0.7,273.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,88.0,139.6,125.3,17.0,28.3,0.7,1.0,0.1,3.4,4.2,933787.0,662973.0,0.0,0.0,4,1.0,0.02,0.02,0.87,1.44,1.32,0.01,0.01,0.29,0.3,0.3,0.48,0.44,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,8.0
Azpilicueta,21,6,MUN,CHE,0,DEF,5.9,4.2%,3.3,230.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,55.4,37.2,33.0,12.6,3.3,0.0,0.6,1.9,2.8,44369.0,274677.0,-1.0,1.0,4,0.0,0.06,0.06,0.03,1.0,0.93,0.03,0.03,0.01,0.04,0.04,0.4,0.37,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,6.0
Alonso,21,6,MUN,CHE,0,DEF,5.8,2.1%,-0.3,225.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,37.0,28.1,20.0,8.5,-0.3,0.0,-0.1,0.3,0.7,32645.0,135088.0,-2.0,2.0,3,0.0,0.08,0.08,0.02,0.3,0.27,0.03,0.03,0.01,0.04,0.04,0.12,0.1,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,0.0
Abraham,21,6,MUN,CHE,0,FWD,7.3,2.4%,4.0,192.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,42.0,15.5,113.0,17.1,4.0,0.0,0.5,1.8,3.2,53544.0,204664.0,-2.0,2.0,4,1.0,1.75,1.75,0.03,1.02,0.0,0.82,0.82,0.01,0.84,0.84,0.48,0.0,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,1.0
Chilwell,21,6,MUN,CHE,0,DEF,5.7,13.8%,7.0,180.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,76.0,106.4,114.0,48.0,26.9,7.0,1.0,1.2,3.7,10.5,989479.0,159686.0,2.0,-2.0,2,1.0,0.14,0.14,0.31,0.83,0.57,0.07,0.07,0.15,0.22,0.22,0.41,0.29,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,6.0
Hudson-Odoi,21,6,MUN,CHE,0,MID,5.8,0.4%,3.0,137.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,46.6,59.5,49.0,15.5,3.0,0.0,0.5,1.7,3.3,19909.0,32057.0,-2.0,2.0,3,1.0,0.17,0.17,0.44,0.74,0.47,0.12,0.12,0.3,0.42,0.42,0.5,0.32,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,0.0
Kovacic,21,6,MUN,CHE,0,MID,5.4,0.3%,0.7,130.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.4,10.9,1.0,2.0,0.7,0.0,0.1,0.7,1.3,19012.0,20484.0,-1.0,1.0,3,0.0,0.01,0.01,0.0,1.15,1.14,0.0,0.0,0.0,0.0,0.0,0.77,0.77,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,0.0
Pulisic,21,6,MUN,CHE,0,MID,8.3,3.9%,1.0,93.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.8,12.5,28.0,5.9,1.0,0.0,0.1,0.4,1.5,205138.0,642357.0,-2.0,2.0,2,0.0,0.11,0.11,0.06,0.71,0.6,0.1,0.1,0.06,0.16,0.16,0.67,0.57,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,3.0
Caballero,21,6,MUN,CHE,0,GKP,4.8,0.3%,0.3,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.2,0.0,0.0,0.4,0.3,0.0,0.1,0.2,1.0,4170.0,13818.0,-2.0,2.0,1,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.14,0.14,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,0.0
Mendy,21,6,MUN,CHE,0,GKP,5.0,1.1%,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,0.5,2.0,0.0,0.4,1.2,6.0,132064.0,73605.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,7.0
Tomori,21,6,MUN,CHE,0,DEF,4.8,0.3%,0.0,45.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.6,0.1,0.0,2.7,0.0,0.0,0.0,0.0,0.0,5338.0,16692.0,-2.0,2.0,1,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.15,0.15,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,0.0
Giroud,21,6,MUN,CHE,0,FWD,6.7,0.7%,0.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.8,6.0,0.8,0.3,0.0,0.0,0.1,1.0,10428.0,62478.0,-3.0,3.0,1,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.11,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,0.0
Arrizabalaga,21,6,MUN,CHE,0,GKP,4.8,1.1%,0.7,270.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,40.0,50.8,0.0,0.0,5.0,0.7,0.0,0.1,1.2,2.0,42820.0,127684.0,-2.0,2.0,3,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.04,0.04,8,5,2,2,1.0,13.0,9,8,9.04,5.99,6.13,6.13,-0.14,10.69,16.63,35.0,26.0,8.76,15,2.25,3.0,1.5,1.44,0.87,2.265,1.695,-0.825,2.3975,2.3025,7.5,6.25,0.935,0.0
Callum Robinson,21,6,BHA,WBA,0,FWD,5.5,0.8%,5.0,290.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,57.0,72.8,33.6,54.0,15.8,5.0,1.0,0.9,3.3,3.6,98489.0,68543.0,0.0,0.0,5,2.0,0.18,0.18,0.15,0.47,0.14,0.05,0.05,0.05,0.1,0.1,0.14,0.04,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,4.0
Johnstone,21,6,BHA,WBA,0,GKP,4.5,0.8%,5.0,450.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,105.0,159.8,0.0,0.0,16.0,5.0,0.0,1.1,3.8,3.4,33331.0,30390.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,5.0
Livermore,21,6,BHA,WBA,0,MID,4.9,0.1%,1.7,450.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,35.0,46.8,25.3,21.0,9.2,1.7,0.0,0.3,1.8,1.8,3172.0,8062.0,-1.0,1.0,5,0.0,0.16,0.16,0.09,0.35,0.26,0.03,0.03,0.02,0.05,0.05,0.07,0.05,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,0.0
Pereira,21,6,BHA,WBA,0,MID,6.0,2.9%,3.3,427.0,1.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,114.8,132.6,81.0,32.9,3.3,0.0,0.6,3.7,4.4,194907.0,189168.0,0.0,0.0,5,1.0,0.33,0.33,0.47,0.67,0.29,0.07,0.07,0.1,0.17,0.17,0.14,0.06,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,2.0
Diangana,21,6,BHA,WBA,0,MID,5.5,0.6%,2.3,413.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,80.4,54.3,82.0,21.7,2.3,0.0,0.4,2.9,3.2,39061.0,39028.0,0.0,0.0,5,1.0,0.45,0.45,0.06,0.72,0.45,0.1,0.1,0.01,0.11,0.11,0.15,0.1,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,2.0
Bartley,21,6,BHA,WBA,0,DEF,4.5,0.2%,2.7,360.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,100.2,0.5,35.0,13.5,2.7,0.0,0.6,2.0,2.2,10411.0,9007.0,0.0,0.0,4,1.0,0.52,0.52,0.0,0.21,0.21,0.13,0.13,0.0,0.13,0.13,0.05,0.05,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,0.0
Ajayi,21,6,BHA,WBA,0,DEF,4.9,0.2%,0.7,360.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,38.8,0.8,2.0,4.2,0.7,0.0,0.1,0.4,0.5,3484.0,14873.0,-1.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,2.0
O'Shea,21,6,BHA,WBA,0,DEF,4.4,0.2%,0.7,360.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,77.2,11.9,18.0,10.7,0.7,0.0,0.2,0.7,0.8,3233.0,10947.0,-1.0,1.0,4,0.0,0.03,0.03,0.02,0.34,0.33,0.01,0.01,0.0,0.01,0.01,0.09,0.08,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,0.0
Furlong,21,6,BHA,WBA,0,DEF,4.5,0.1%,3.3,338.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,57.0,64.0,54.8,39.0,15.8,3.3,0.0,0.7,2.7,3.0,4907.0,5045.0,0.0,0.0,4,0.0,0.11,0.11,0.66,0.38,0.24,0.03,0.03,0.18,0.21,0.21,0.1,0.06,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,2.0
Sawyers,21,6,BHA,WBA,0,MID,4.9,0.0%,1.7,306.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,33.8,26.6,2.0,6.3,1.7,0.0,0.3,1.8,1.8,835.0,2258.0,-1.0,1.0,5,0.0,0.06,0.06,0.15,0.37,0.35,0.02,0.02,0.04,0.06,0.06,0.11,0.1,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,0.0
Townsend,21,6,BHA,WBA,0,DEF,4.5,0.1%,3.0,270.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,48.2,31.4,23.0,10.3,3.0,0.0,0.7,2.0,3.0,2923.0,3200.0,0.0,0.0,3,0.0,0.01,0.01,0.14,0.19,0.05,0.0,0.0,0.05,0.05,0.05,0.06,0.02,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,4.0
Gibbs,21,6,BHA,WBA,0,DEF,4.4,0.3%,0.0,135.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,7.4,13.2,2.0,2.3,0.0,0.0,0.0,-0.7,-1.5,4051.0,37701.0,-1.0,1.0,2,0.0,0.0,0.0,0.02,0.31,0.29,0.0,0.0,0.01,0.01,0.01,0.2,0.19,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,0.0
Ivanovic,21,6,BHA,WBA,0,DEF,4.5,0.1%,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,21.6,0.1,57.0,7.9,2.0,0.0,0.4,1.3,6.0,8030.0,3653.0,0.0,0.0,1,0.0,0.36,0.36,0.0,0.18,0.18,0.36,0.36,0.0,0.36,0.36,0.18,0.18,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,2.0
Edwards,21,6,BHA,WBA,0,MID,4.9,0.0%,0.3,86.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.8,0.7,37.0,4.3,0.3,0.0,0.1,0.6,1.0,416.0,1537.0,-1.0,1.0,3,0.0,0.12,0.12,0.0,0.12,0.0,0.13,0.13,0.0,0.13,0.13,0.13,0.0,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,1.0
Robson-Kanu,21,6,BHA,WBA,0,FWD,5.3,0.1%,0.7,84.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.2,10.7,16.0,3.4,0.7,0.0,0.1,0.6,1.0,6582.0,25694.0,-2.0,2.0,3,0.0,0.08,0.08,0.03,0.11,0.03,0.09,0.09,0.03,0.12,0.12,0.12,0.03,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,0.0
Grant,21,6,BHA,WBA,0,FWD,6.0,0.0%,2.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.8,12.4,12.0,2.6,2.0,0.0,0.3,0.3,2.0,624.0,91.0,0.0,0.0,1,0.0,0.05,0.05,0.13,0.05,0.05,0.05,0.05,0.16,0.21,0.21,0.05,0.05,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,9.0
Field,21,6,BHA,WBA,0,MID,4.8,0.0%,0.7,61.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,0.5,0.0,2.0,0.7,0.0,0.1,0.6,1.0,353.0,1240.0,-2.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,0.0
Phillips,21,6,BHA,WBA,0,MID,5.2,0.1%,0.3,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.6,0.6,10.0,1.5,0.3,0.0,0.1,0.4,0.7,1355.0,6789.0,-3.0,3.0,3,0.0,0.02,0.02,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0.05,0.0,0.0,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,1.0
Harper,21,6,BHA,WBA,0,MID,4.4,0.5%,0.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.8,1.8,0.0,0.4,0.0,0.0,0.0,0.2,1.0,17272.0,25646.0,-1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5,0,2,3.0,5.0,13,2,2.47,2.47,11.51,9.99,-7.52,22.4,7.89,19.0,29.0,1.98,16,1.8,2.2,0.8,1.7120000000000002,1.4060000000000001,1.294,0.8380000000000001,0.5700000000000001,1.6620000000000001,2.29,6.0,5.2,1.6760000000000002,0.0
