Player,Season,Gameweek,Opponent,Team,Home,Cost,Role,Sel.,Form,Cum Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Ederson,21,19,CRY,MCI,1,6.0,GKP,6.2%,4.5,63.0,1350.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,1.0,0.0,26.0,1.0,278.0,230.8,0.0,0.0,23.2,4.5,0.0,0.8,10.5,4.2,407750.0,392477.0,0.0,0.0,15,0.0,0.0,0.0,0.0,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.21,0.21,3,16,9,5,2.0,25.0,13,32,32.24,29.2,13.07,10.02,19.18,10.53,19.79,170.0,57.0,34.33,13,1.2222222222222223,1.6111111111111112,1.2777777777777777,1.0522222222222224,0.9677777777777778,1.4894444444444443,1.3205555555555555,-0.35277777777777775,0.8911111111111111,0.41333333333333333,5.777777777777778,6.666666666666667,1.1833333333333333,6.0
Bernardo Silva,21,19,CRY,MCI,1,7.4,MID,0.6%,2.5,22.0,732.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,113.0,90.2,143.1,146.0,38.1,2.5,0.0,0.3,3.0,2.2,68296.0,87997.0,-1.0,1.0,10,0.0,1.48,1.48,1.64,7.24,4.89,0.18,0.18,0.2,0.38,0.38,0.89,0.6,3,16,9,5,2.0,25.0,13,32,32.24,29.2,13.07,10.02,19.18,10.53,19.79,170.0,57.0,34.33,13,1.2222222222222223,1.6111111111111112,1.2777777777777777,1.0522222222222224,0.9677777777777778,1.4894444444444443,1.3205555555555555,-0.35277777777777775,0.8911111111111111,0.41333333333333333,5.777777777777778,6.666666666666667,1.1833333333333333,1.0
Fernandinho,21,19,CRY,MCI,1,5.4,DEF,0.7%,0.5,13.0,337.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,49.4,21.7,43.0,11.5,0.5,0.0,0.1,2.4,1.6,52390.0,99394.0,-1.0,1.0,8,0.0,0.59,0.59,0.0,2.77,2.7,0.16,0.16,0.0,0.16,0.16,0.75,0.74,3,16,9,5,2.0,25.0,13,32,32.24,29.2,13.07,10.02,19.18,10.53,19.79,170.0,57.0,34.33,13,1.2222222222222223,1.6111111111111112,1.2777777777777777,1.0522222222222224,0.9677777777777778,1.4894444444444443,1.3205555555555555,-0.35277777777777775,0.8911111111111111,0.41333333333333333,5.777777777777778,6.666666666666667,1.1833333333333333,6.0
De Bruyne,21,19,CRY,MCI,1,11.8,MID,27.7%,6.8,87.0,1277.0,3.0,9.0,8.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,325.0,471.2,695.3,605.0,177.3,6.8,2.0,0.6,7.4,5.8,3777422.0,3642686.0,3.0,-3.0,15,1.0,7.77,5.49,7.21,14.96,7.7,0.55,0.39,0.51,1.05,0.89,1.05,0.54,3,16,9,5,2.0,25.0,13,32,32.24,29.2,13.07,10.02,19.18,10.53,19.79,170.0,57.0,34.33,13,1.2222222222222223,1.6111111111111112,1.2777777777777777,1.0522222222222224,0.9677777777777778,1.4894444444444443,1.3205555555555555,-0.35277777777777775,0.8911111111111111,0.41333333333333333,5.777777777777778,6.666666666666667,1.1833333333333333,7.0
Dias,21,19,CRY,MCI,1,5.8,DEF,9.8%,6.0,59.0,1239.0,0.0,0.0,8.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,279.0,264.4,24.0,105.0,39.4,6.0,0.0,1.0,10.2,4.2,954698.0,237653.0,3.0,-3.0,14,0.0,1.12,1.12,0.0,7.42,7.38,0.08,0.08,0.0,0.08,0.08,0.54,0.53,3,16,9,5,2.0,25.0,13,32,32.24,29.2,13.07,10.02,19.18,10.53,19.79,170.0,57.0,34.33,13,1.2222222222222223,1.6111111111111112,1.2777777777777777,1.0522222222222224,0.9677777777777778,1.4894444444444443,1.3205555555555555,-0.35277777777777775,0.8911111111111111,0.41333333333333333,5.777777777777778,6.666666666666667,1.1833333333333333,11.0
Sterling,21,19,CRY,MCI,1,11.4,MID,4.3%,4.5,75.0,1187.0,4.0,5.0,6.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,203.0,286.4,258.9,618.0,116.1,4.5,1.0,0.4,6.6,5.0,994920.0,969723.0,-1.0,1.0,15,4.0,4.99,4.23,3.35,12.3,7.73,0.38,0.32,0.25,0.63,0.57,0.93,0.59,3,16,9,5,2.0,25.0,13,32,32.24,29.2,13.07,10.02,19.18,10.53,19.79,170.0,57.0,34.33,13,1.2222222222222223,1.6111111111111112,1.2777777777777777,1.0522222222222224,0.9677777777777778,1.4894444444444443,1.3205555555555555,-0.35277777777777775,0.8911111111111111,0.41333333333333333,5.777777777777778,6.666666666666667,1.1833333333333333,8.0
Cancelo,21,19,CRY,MCI,1,5.8,DEF,11.8%,5.8,61.0,1080.0,0.0,1.0,7.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,274.0,240.8,353.1,145.0,74.0,5.8,0.0,1.0,10.5,5.1,1177465.0,361058.0,3.0,-3.0,12,0.0,0.51,0.51,3.0,10.16,8.44,0.04,0.04,0.25,0.29,0.29,0.85,0.7,3,16,9,5,2.0,25.0,13,32,32.24,29.2,13.07,10.02,19.18,10.53,19.79,170.0,57.0,34.33,13,1.2222222222222223,1.6111111111111112,1.2777777777777777,1.0522222222222224,0.9677777777777778,1.4894444444444443,1.3205555555555555,-0.35277777777777775,0.8911111111111111,0.41333333333333333,5.777777777777778,6.666666666666667,1.1833333333333333,1.0
Walker,21,19,CRY,MCI,1,6.1,DEF,6.0%,2.0,55.0,992.0,1.0,1.0,5.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,223.0,195.0,105.1,72.0,37.1,2.0,2.0,0.3,9.0,4.6,939597.0,975473.0,1.0,-1.0,12,1.0,0.17,0.17,0.37,5.08,4.84,0.02,0.02,0.03,0.05,0.05,0.46,0.44,3,16,9,5,2.0,25.0,13,32,32.24,29.2,13.07,10.02,19.18,10.53,19.79,170.0,57.0,34.33,13,1.2222222222222223,1.6111111111111112,1.2777777777777777,1.0522222222222224,0.9677777777777778,1.4894444444444443,1.3205555555555555,-0.35277777777777775,0.8911111111111111,0.41333333333333333,5.777777777777778,6.666666666666667,1.1833333333333333,6.0
Mahrez,21,19,CRY,MCI,1,8.1,MID,3.7%,1.2,57.0,834.0,4.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,194.0,245.8,372.1,395.0,101.2,1.2,2.0,0.1,7.0,4.8,1476221.0,1396580.0,-4.0,4.0,12,4.0,3.49,3.49,3.08,9.02,3.62,0.37,0.37,0.33,0.7,0.7,0.97,0.39,3,16,9,5,2.0,25.0,13,32,32.24,29.2,13.07,10.02,19.18,10.53,19.79,170.0,57.0,34.33,13,1.2222222222222223,1.6111111111111112,1.2777777777777777,1.0522222222222224,0.9677777777777778,1.4894444444444443,1.3205555555555555,-0.35277777777777775,0.8911111111111111,0.41333333333333333,5.777777777777778,6.666666666666667,1.1833333333333333,0.0
Gündogan,21,19,CRY,MCI,1,5.5,MID,2.6%,6.5,48.0,824.0,3.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,187.0,230.0,226.3,192.0,64.8,6.5,2.0,1.2,8.7,4.4,249656.0,86929.0,0.0,0.0,11,3.0,2.22,2.22,1.15,6.82,4.18,0.24,0.24,0.13,0.37,0.37,0.74,0.46,3,16,9,5,2.0,25.0,13,32,32.24,29.2,13.07,10.02,19.18,10.53,19.79,170.0,57.0,34.33,13,1.2222222222222223,1.6111111111111112,1.2777777777777777,1.0522222222222224,0.9677777777777778,1.4894444444444443,1.3205555555555555,-0.35277777777777775,0.8911111111111111,0.41333333333333333,5.777777777777778,6.666666666666667,1.1833333333333333,8.0
