Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Ramsdale,ARS,4.9,GKP,11.5%,2.0,117.0,2790.0,0.0,0.0,12.0,31.0,0.0,0.0,0.0,1.0,0.0,74.0,6.0,545.0,605.0,0.0,0.0,60.6,2.0,2.0,0.4,23.9,3.8,1557275.0,1950178.0,-0.1,0.1
Raya,BRE,4.9,GKP,16.2%,3.2,133.0,2790.0,0.0,0.0,9.0,42.0,1.0,0.0,0.0,1.0,0.0,131.0,18.0,683.0,957.2,20.1,4.0,98.4,3.2,1.0,0.7,27.1,4.3,2480888.0,1248221.0,0.4,-0.4
Tarkowski,EVE,4.2,DEF,4.6%,1.3,86.0,2790.0,1.0,1.0,7.0,46.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,520.0,873.4,171.7,360.0,140.7,1.3,1.0,0.3,20.5,2.8,1288208.0,871236.0,-0.3,0.3
Meslier,LEE,4.5,GKP,1.9%,0.2,84.0,2790.0,0.0,0.0,5.0,60.0,0.0,0.0,0.0,3.0,0.0,86.0,7.0,510.0,681.6,0.0,17.0,70.1,0.2,1.0,0.0,18.7,2.7,298121.0,375181.0,0.0,0.0
Bazunu,SOU,4.5,GKP,0.7%,1.3,83.0,2790.0,0.0,0.0,4.0,53.0,0.0,1.0,0.0,0.0,0.0,67.0,3.0,473.0,613.8,10.0,0.0,62.3,1.3,0.0,0.3,18.4,2.7,95157.0,103686.0,0.0,0.0
Ward-Prowse,SOU,6.3,MID,5.8%,2.0,111.0,2790.0,7.0,2.0,4.0,53.0,1.0,0.0,2.0,5.0,0.0,0.0,15.0,573.0,724.2,1001.5,279.0,200.5,2.0,2.0,0.3,17.6,3.6,1321801.0,1629391.0,-0.2,0.2
Sá,WOL,5.0,GKP,5.5%,6.3,130.0,2790.0,0.0,0.0,9.0,42.0,0.0,2.0,0.0,0.0,0.0,91.0,14.0,599.0,746.2,0.0,0.0,74.8,6.3,2.0,1.3,26.0,4.2,991227.0,899554.0,0.0,0.0
Kilman,WOL,4.3,DEF,3.3%,5.0,95.0,2790.0,0.0,1.0,9.0,42.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,524.0,653.4,52.0,83.0,79.1,5.0,3.0,1.2,22.1,3.1,879698.0,633549.0,-0.2,0.2
Gabriel,ARS,5.3,DEF,16.2%,1.5,128.0,2785.0,3.0,0.0,12.0,31.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,616.0,673.2,95.8,369.0,113.8,1.5,3.0,0.3,24.2,4.1,2705806.0,1946493.0,0.3,-0.3
Kane,TOT,11.7,FWD,38.9%,6.0,200.0,2776.0,23.0,6.0,10.0,44.0,0.0,0.0,1.0,5.0,0.0,0.0,35.0,746.0,1030.6,607.8,1536.0,317.6,6.0,4.0,0.5,17.1,6.5,6648122.0,5089702.0,0.2,-0.2
Iwobi,EVE,5.0,MID,1.0%,2.0,99.0,2749.0,1.0,7.0,7.0,45.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,446.0,547.2,760.5,272.0,158.2,2.0,1.0,0.4,19.8,3.2,600542.0,536761.0,-0.5,0.5
Guéhi,CRY,4.4,DEF,1.9%,4.0,76.0,2700.0,1.0,0.0,7.0,37.0,1.0,0.0,0.0,8.0,0.0,0.0,2.0,488.0,582.2,84.3,149.0,81.9,4.0,0.0,0.9,17.3,2.5,473224.0,492342.0,-0.1,0.1
Pickford,EVE,4.4,GKP,5.8%,2.7,95.0,2700.0,0.0,1.0,6.0,46.0,0.0,0.0,0.0,5.0,0.0,106.0,7.0,535.0,834.2,23.0,0.0,85.6,2.7,1.0,0.6,21.6,3.2,865427.0,877586.0,-0.1,0.1
Alisson,LIV,5.4,GKP,14.7%,2.8,130.0,2700.0,0.0,1.0,11.0,36.0,0.0,1.0,0.0,0.0,0.0,89.0,10.0,672.0,809.6,10.1,0.0,82.0,2.8,1.0,0.5,24.1,4.3,1737113.0,2242296.0,-0.1,0.1
Ederson,MCI,5.4,GKP,13.3%,2.3,105.0,2700.0,0.0,1.0,10.0,28.0,0.0,0.0,0.0,2.0,0.0,39.0,6.0,506.0,428.2,13.1,0.0,44.1,2.3,0.0,0.4,19.4,3.5,1694020.0,2104743.0,-0.1,0.1
De Gea,MUN,5.0,GKP,11.6%,5.0,124.0,2700.0,0.0,0.0,14.0,37.0,0.0,0.0,0.0,0.0,0.0,77.0,5.0,571.0,619.0,13.0,0.0,63.3,5.0,1.0,1.0,24.8,4.1,1633463.0,1300519.0,0.0,0.0
Rice,WHU,4.7,MID,3.1%,2.2,88.0,2700.0,2.0,3.0,7.0,41.0,0.0,0.0,1.0,5.0,0.0,0.0,9.0,487.0,620.0,463.8,157.0,124.1,2.2,1.0,0.5,18.7,2.9,394018.0,708947.0,-0.3,0.3
Ream,FUL,4.6,DEF,2.6%,1.7,93.0,2697.0,1.0,0.0,8.0,41.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,533.0,564.2,63.4,76.0,70.6,1.7,2.0,0.4,20.2,3.1,620939.0,370098.0,0.1,-0.1
Konsa,AVL,4.4,DEF,0.7%,4.8,91.0,2692.0,0.0,0.0,11.0,39.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,517.0,460.4,100.7,62.0,62.5,4.8,0.0,1.1,20.7,2.9,129186.0,90071.0,-0.1,0.1
Bowen,WHU,8.0,MID,3.5%,5.2,115.0,2691.0,5.0,7.0,7.0,41.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,332.0,495.4,569.9,913.0,198.0,5.2,2.0,0.6,14.4,3.8,1117825.0,1420123.0,-0.5,0.5
Højbjerg,TOT,5.4,MID,2.1%,2.7,107.0,2681.0,4.0,4.0,9.0,43.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,554.0,682.6,445.0,214.0,134.4,2.7,2.0,0.5,19.8,3.6,794444.0,727026.0,-0.1,0.1
Henry,BRE,4.6,DEF,3.7%,2.2,90.0,2660.0,0.0,3.0,8.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,406.0,395.8,334.2,184.0,91.5,2.2,1.0,0.5,19.6,3.0,773324.0,428270.0,0.1,-0.1
Trippier,NEW,6.2,DEF,67.7%,4.2,171.0,2643.0,1.0,7.0,15.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,34.0,784.0,753.4,1442.3,105.0,230.4,4.2,5.0,0.7,27.6,5.7,7281229.0,2305181.0,1.2,-1.2
Mee,BRE,5.1,DEF,19.1%,1.2,112.0,2639.0,3.0,1.0,9.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,500.0,608.4,65.9,215.0,89.1,1.2,3.0,0.2,22.0,3.7,3451889.0,1469356.0,0.6,-0.6
Lerma,BOU,4.7,MID,0.4%,2.0,75.0,2638.0,3.0,0.0,6.0,55.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,374.0,471.4,221.1,240.0,93.1,2.0,1.0,0.4,16.0,2.5,129515.0,157384.0,-0.3,0.3
Koch,LEE,4.5,DEF,0.2%,0.2,51.0,2635.0,0.0,0.0,5.0,58.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,388.0,507.6,37.5,134.0,67.9,0.2,0.0,0.0,11.3,1.7,26250.0,30341.0,0.0,0.0
Pope,NEW,5.4,GKP,21.0%,5.2,132.0,2631.0,0.0,0.0,13.0,24.0,0.0,1.0,0.0,3.0,1.0,70.0,12.0,554.0,549.4,10.0,0.0,55.9,5.2,2.0,1.0,24.4,4.4,3973597.0,2465065.0,0.4,-0.4
Castagne,LEI,4.3,DEF,6.1%,2.2,92.0,2625.0,1.0,4.0,7.0,50.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,506.0,566.6,339.5,243.0,115.2,2.2,1.0,0.5,21.4,3.1,1978057.0,1488034.0,-0.2,0.2
Saka,ARS,8.6,MID,40.6%,5.0,172.0,2616.0,12.0,11.0,11.0,31.0,0.0,0.0,1.0,6.0,0.0,0.0,16.0,574.0,855.4,937.2,1002.0,279.6,5.0,6.0,0.6,20.0,5.5,5890284.0,3714219.0,0.6,-0.6
Dunk,BHA,4.7,DEF,5.4%,4.2,93.0,2610.0,1.0,1.0,9.0,37.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,505.0,530.2,126.0,190.0,84.6,4.2,0.0,0.9,19.8,3.2,1445900.0,1111456.0,0.2,-0.2
Fernandes,MUN,9.5,MID,9.0%,2.5,129.0,2609.0,5.0,7.0,14.0,34.0,0.0,0.0,0.0,6.0,0.0,0.0,17.0,557.0,755.6,1206.6,725.0,268.8,2.5,4.0,0.3,13.6,4.4,2923099.0,2305095.0,-0.5,0.5
Toney,BRE,7.7,FWD,35.7%,4.2,162.0,2601.0,18.0,4.0,9.0,39.0,0.0,0.0,1.0,9.0,0.0,0.0,31.0,542.0,847.4,354.0,1174.0,237.2,4.2,5.0,0.5,21.0,5.6,10455449.0,7423997.0,0.7,-0.7
Salah,LIV,12.8,MID,29.1%,6.5,180.0,2580.0,15.0,8.0,10.0,34.0,0.0,0.0,2.0,2.0,0.0,0.0,18.0,468.0,791.8,665.1,1308.0,276.6,6.5,5.0,0.5,14.1,6.0,5515423.0,8437181.0,-0.2,0.2
Johnson,NFO,5.7,FWD,2.0%,3.0,107.0,2576.0,8.0,3.0,6.0,50.0,0.0,0.0,1.0,6.0,0.0,0.0,15.0,344.0,429.2,308.2,685.0,141.5,3.0,3.0,0.5,18.8,3.5,603325.0,596913.0,-0.3,0.3
Ødegaard,ARS,6.7,MID,29.7%,5.0,171.0,2563.0,11.0,8.0,11.0,29.0,0.0,0.0,0.0,4.0,0.0,0.0,25.0,663.0,783.0,961.0,778.0,252.4,5.0,4.0,0.7,25.5,5.7,5870640.0,4280207.0,0.2,-0.2
Xhaka,ARS,4.9,MID,2.6%,5.2,118.0,2558.0,5.0,5.0,11.0,29.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,519.0,564.4,597.7,426.0,158.9,5.2,1.0,1.1,24.1,3.8,882284.0,780278.0,-0.1,0.1
Martínez,AVL,5.0,GKP,7.0%,7.2,117.0,2554.0,0.0,0.0,10.0,33.0,1.0,1.0,0.0,5.0,0.0,82.0,15.0,563.0,702.6,23.0,0.0,72.5,7.2,3.0,1.4,23.4,4.0,899992.0,837114.0,0.0,0.0
Dier,TOT,5.1,DEF,6.2%,1.7,95.0,2544.0,2.0,1.0,9.0,40.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,532.0,605.6,108.3,229.0,94.3,1.7,0.0,0.3,18.6,3.3,1654259.0,1452966.0,0.1,-0.1
Groß,BHA,5.4,MID,9.0%,3.2,121.0,2542.0,6.0,6.0,9.0,37.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,545.0,681.2,969.4,460.0,211.3,3.2,2.0,0.6,22.4,4.2,4213542.0,3678554.0,-0.1,0.1
Burn,NEW,4.5,DEF,4.4%,2.8,106.0,2541.0,0.0,0.0,13.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,490.0,426.8,183.1,191.0,80.2,2.8,1.0,0.6,23.6,3.5,853951.0,511739.0,0.0,0.0
Gibbs-White,NFO,5.5,MID,0.5%,2.0,99.0,2523.0,2.0,7.0,7.0,49.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,326.0,402.0,823.8,502.0,172.5,2.0,0.0,0.4,18.0,3.3,211611.0,182802.0,0.0,0.0
Mings,AVL,4.6,DEF,11.2%,5.5,106.0,2520.0,0.0,3.0,11.0,34.0,1.0,0.0,0.0,4.0,0.0,0.0,14.0,512.0,523.4,79.0,71.0,67.6,5.5,3.0,1.2,23.0,3.8,1539888.0,961004.0,0.1,-0.1
Leno,FUL,4.6,GKP,3.6%,2.7,111.0,2520.0,0.0,0.0,7.0,39.0,0.0,0.0,0.0,3.0,0.0,115.0,14.0,600.0,923.6,10.0,0.0,93.5,2.7,2.0,0.6,24.1,4.0,575950.0,376653.0,0.1,-0.1
Martinelli,ARS,6.9,MID,44.4%,7.5,180.0,2517.0,14.0,8.0,13.0,26.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,577.0,774.8,732.9,1212.0,271.9,7.5,4.0,1.1,26.1,5.8,7521425.0,5294125.0,0.9,-0.9
March,BHA,5.2,MID,10.8%,5.0,139.0,2515.0,6.0,9.0,10.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,510.0,736.2,842.0,875.0,245.4,5.0,4.0,1.0,26.7,4.8,2385365.0,1159360.0,0.2,-0.2
Smith,BOU,4.3,DEF,0.2%,2.2,66.0,2511.0,0.0,1.0,7.0,49.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,338.0,349.2,175.4,82.0,60.7,2.2,1.0,0.5,15.3,2.2,57620.0,60300.0,-0.2,0.2
Schär,NEW,5.1,DEF,15.1%,3.2,119.0,2504.0,1.0,1.0,14.0,19.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,501.0,524.2,186.0,403.0,111.5,3.2,1.0,0.6,23.3,4.2,3609703.0,2337896.0,0.6,-0.6
Watkins,AVL,7.7,FWD,21.7%,10.0,155.0,2503.0,14.0,7.0,11.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,22.0,504.0,767.2,344.0,1178.0,228.9,10.0,3.0,1.3,20.1,5.2,3378271.0,1391740.0,0.2,-0.2
Andreas,FUL,4.3,MID,14.0%,3.3,110.0,2487.0,3.0,10.0,8.0,36.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,330.0,397.0,938.9,438.0,177.2,3.3,1.0,0.8,25.6,3.7,3263829.0,4024276.0,-0.2,0.2
Neves,WOL,5.2,MID,1.6%,0.3,91.0,2483.0,5.0,0.0,7.0,37.0,0.0,0.0,0.0,10.0,0.0,0.0,13.0,461.0,656.6,355.4,299.0,131.0,0.3,2.0,0.1,17.5,3.2,600887.0,656638.0,-0.3,0.3
Rodri,MCI,5.6,MID,1.8%,2.3,95.0,2451.0,2.0,6.0,9.0,23.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,532.0,641.6,519.3,458.0,162.2,2.3,1.0,0.4,17.0,3.3,272303.0,415343.0,-0.4,0.4
