Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Lerma,BOU,4.8,MID,0.4%,2.0,43.0,1440.0,2.0,0.0,4.0,34.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,189.0,227.8,103.7,170.0,50.0,2.0,1.0,0.4,9.0,2.7,124482.0,146325.0,-2.0,2.0
Raya,BRE,4.6,GKP,6.7%,3.0,64.0,1440.0,0.0,0.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,70.0,7.0,347.0,510.8,10.0,0.0,52.1,3.0,0.0,0.7,13.9,4.0,934932.0,809113.0,1.0,-1.0
Tarkowski,EVE,4.4,DEF,1.5%,3.0,44.0,1440.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,276.0,460.8,85.6,189.0,73.6,3.0,0.0,0.7,10.0,2.8,241410.0,175643.0,-1.0,1.0
Ward,LEI,4.1,GKP,31.7%,1.0,61.0,1440.0,0.0,0.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,47.0,8.0,315.0,384.2,0.0,0.0,38.3,1.0,2.0,0.2,14.9,3.8,2071823.0,1124421.0,1.0,-1.0
Pope,NEW,5.3,GKP,20.9%,6.0,76.0,1440.0,0.0,0.0,8.0,11.0,0.0,0.0,0.0,2.0,0.0,45.0,6.0,328.0,330.2,0.0,0.0,32.9,6.0,1.0,1.1,14.3,4.8,2900830.0,1357661.0,3.0,-3.0
Bazunu,SOU,4.5,GKP,0.6%,1.0,35.0,1440.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,244.0,365.0,10.0,0.0,37.5,1.0,0.0,0.2,7.8,2.2,56106.0,66820.0,0.0,0.0
Ward-Prowse,SOU,6.2,MID,4.5%,5.0,49.0,1440.0,2.0,2.0,1.0,30.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,277.0,322.8,514.7,118.0,95.5,5.0,0.0,0.8,7.9,3.1,746009.0,1199486.0,-3.0,3.0
Rice,WHU,4.8,MID,3.6%,2.0,47.0,1440.0,1.0,2.0,3.0,20.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,271.0,348.6,269.7,119.0,73.8,2.0,1.0,0.4,9.8,2.9,326489.0,587660.0,-2.0,2.0
Sá,WOL,5.0,GKP,5.3%,3.0,64.0,1440.0,0.0,0.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,44.0,6.0,312.0,381.8,0.0,0.0,38.1,3.0,2.0,0.6,12.8,4.0,739592.0,668639.0,0.0,0.0
Kilman,WOL,4.4,DEF,1.8%,1.0,42.0,1440.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,246.0,283.0,13.9,35.0,33.3,1.0,1.0,0.2,9.5,2.6,433125.0,349489.0,-1.0,1.0
Ream,FUL,4.5,DEF,0.5%,14.0,45.0,1437.0,1.0,0.0,4.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,282.0,326.0,17.4,68.0,41.3,14.0,1.0,3.1,10.0,2.8,61397.0,28270.0,0.0,0.0
Henry,BRE,4.5,DEF,0.9%,1.0,41.0,1436.0,0.0,1.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,206.4,164.5,88.0,46.0,1.0,0.0,0.2,9.1,2.6,224736.0,205690.0,0.0,0.0
Bowen,WHU,8.0,MID,2.5%,4.0,51.0,1431.0,2.0,2.0,3.0,20.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,136.0,217.0,270.9,534.0,102.2,4.0,1.0,0.5,6.4,3.2,783148.0,1171598.0,-5.0,5.0
Kane,TOT,11.6,FWD,28.5%,7.0,109.0,1426.0,13.0,3.0,5.0,22.0,0.0,0.0,1.0,4.0,0.0,0.0,22.0,414.0,586.8,346.9,962.0,189.6,7.0,1.0,0.6,9.4,6.8,3686790.0,3327610.0,1.0,-1.0
Iwobi,EVE,5.6,MID,1.1%,2.0,60.0,1422.0,1.0,5.0,4.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,253.0,320.6,386.8,122.0,83.0,2.0,1.0,0.4,10.7,3.8,282670.0,204328.0,1.0,-1.0
Trippier,NEW,5.9,DEF,66.3%,12.0,108.0,1414.0,1.0,5.0,10.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,462.0,430.4,688.2,65.0,118.5,12.0,3.0,2.0,18.3,6.8,6041621.0,1263318.0,9.0,-9.0
Smith,BOU,4.4,DEF,0.3%,1.0,39.0,1395.0,0.0,1.0,4.0,30.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,218.0,236.8,116.1,65.0,42.0,1.0,1.0,0.2,8.9,2.4,40192.0,35248.0,-1.0,1.0
Soucek,WHU,5.2,MID,0.7%,2.0,45.0,1384.0,1.0,1.0,3.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,191.0,288.0,114.4,249.0,65.3,2.0,1.0,0.4,8.7,2.8,100841.0,197075.0,-3.0,3.0
Dier,TOT,5.2,DEF,7.4%,1.0,51.0,1374.0,2.0,0.0,4.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,297.0,347.2,77.2,192.0,61.7,1.0,0.0,0.2,9.8,3.2,1353716.0,1037026.0,2.0,-2.0
Mykolenko,EVE,4.5,DEF,0.9%,1.0,44.0,1373.0,0.0,1.0,4.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,227.0,251.0,177.4,66.0,49.6,1.0,1.0,0.2,9.8,2.8,182014.0,125570.0,0.0,0.0
Konsa,AVL,4.4,DEF,0.3%,1.0,34.0,1351.0,0.0,0.0,3.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,217.0,223.8,61.2,23.0,30.8,1.0,0.0,0.2,7.7,2.1,50032.0,52898.0,-1.0,1.0
