Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Ramsdale,ARS,4.8,GKP,11.0%,1.6,120.0,2970.0,0.0,0.0,12.0,38.0,0.0,0.0,0.0,1.0,0.0,82.0,6.0,574.0,668.0,0.0,0.0,66.9,1.6,2.0,0.3,25.0,3.6,1582800.0,2031217.0,-0.2,0.2
Raya,BRE,4.9,GKP,16.1%,4.0,144.0,2970.0,0.0,0.0,10.0,43.0,1.0,0.0,0.0,1.0,0.0,136.0,20.0,720.0,999.2,20.1,4.0,102.6,4.0,1.0,0.8,29.4,4.4,2550642.0,1348814.0,0.4,-0.4
Tarkowski,EVE,4.2,DEF,4.0%,2.0,92.0,2970.0,1.0,1.0,8.0,50.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,557.0,891.6,172.2,366.0,143.2,2.0,1.0,0.5,21.9,2.8,1305631.0,952967.0,-0.3,0.3
Meslier,LEE,4.5,GKP,1.9%,1.0,89.0,2970.0,0.0,0.0,5.0,63.0,0.0,0.0,0.0,3.0,0.0,91.0,8.0,540.0,725.0,0.0,17.0,74.5,1.0,1.0,0.2,19.8,2.7,305030.0,383323.0,0.0,0.0
Sá,WOL,5.0,GKP,5.6%,5.6,139.0,2970.0,0.0,0.0,10.0,44.0,0.0,2.0,0.0,2.0,0.0,100.0,16.0,636.0,807.2,0.0,0.0,80.9,5.6,2.0,1.1,27.8,4.2,1035962.0,922735.0,0.0,0.0
Kilman,WOL,4.3,DEF,3.4%,4.4,102.0,2970.0,0.0,1.0,10.0,44.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,556.0,691.0,54.1,94.0,84.2,4.4,3.0,1.0,23.7,3.1,931933.0,664952.0,-0.2,0.2
Gabriel,ARS,5.3,DEF,15.2%,1.0,129.0,2965.0,3.0,0.0,12.0,38.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,644.0,692.0,111.1,380.0,118.3,1.0,3.0,0.2,24.3,3.9,2776199.0,2126366.0,0.3,-0.3
Kane,TOT,11.5,FWD,31.4%,7.0,217.0,2956.0,24.0,8.0,10.0,52.0,0.0,0.0,1.0,5.0,0.0,0.0,38.0,821.0,1067.8,610.3,1574.0,325.4,7.0,5.0,0.6,18.9,6.6,6705665.0,6018520.0,0.0,0.0
Iwobi,EVE,4.9,MID,0.9%,2.2,104.0,2929.0,1.0,7.0,8.0,49.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,470.0,563.4,804.7,283.0,165.3,2.2,1.0,0.4,21.2,3.2,603494.0,552288.0,-0.6,0.6
Ward-Prowse,SOU,6.2,MID,5.4%,1.8,114.0,2925.0,7.0,2.0,4.0,56.0,1.0,0.0,2.0,5.0,0.0,0.0,15.0,608.0,745.2,1022.6,281.0,204.9,1.8,2.0,0.3,18.4,3.5,1341780.0,1693456.0,-0.3,0.3
Guéhi,CRY,4.5,DEF,2.5%,4.6,83.0,2880.0,1.0,0.0,8.0,39.0,1.0,0.0,0.0,8.0,0.0,0.0,2.0,530.0,619.0,100.6,184.0,90.7,4.6,0.0,1.0,18.4,2.6,609226.0,522124.0,0.0,0.0
Pickford,EVE,4.4,GKP,5.7%,3.0,102.0,2880.0,0.0,1.0,7.0,50.0,0.0,0.0,0.0,5.0,0.0,111.0,7.0,576.0,845.0,23.0,0.0,86.7,3.0,1.0,0.7,23.2,3.2,885418.0,908527.0,-0.1,0.1
Alisson,LIV,5.4,GKP,15.2%,2.5,134.0,2880.0,0.0,1.0,11.0,39.0,0.0,1.0,0.0,0.0,0.0,93.0,10.0,703.0,842.8,10.1,0.0,85.3,2.5,1.0,0.5,24.8,4.2,1854569.0,2298104.0,-0.1,0.1
Bazunu,SOU,4.5,GKP,0.7%,1.0,84.0,2880.0,0.0,0.0,4.0,56.0,0.0,1.0,0.0,0.0,0.0,69.0,3.0,485.0,633.0,10.0,0.0,64.2,1.0,0.0,0.2,18.7,2.6,98778.0,108824.0,0.0,0.0
Rice,WHU,4.7,MID,3.2%,3.3,99.0,2880.0,3.0,3.0,8.0,43.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,541.0,694.8,503.8,176.0,137.5,3.3,1.0,0.7,21.1,3.1,410865.0,715341.0,-0.3,0.3
Ream,FUL,4.6,DEF,2.5%,1.8,97.0,2877.0,1.0,0.0,8.0,43.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,562.0,604.2,65.1,76.0,74.8,1.8,2.0,0.4,21.1,3.0,656035.0,411637.0,0.1,-0.1
Konsa,AVL,4.4,DEF,0.9%,4.8,101.0,2872.0,0.0,0.0,12.0,40.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,559.0,483.8,113.0,70.0,66.8,4.8,0.0,1.1,23.0,3.1,162145.0,100279.0,-0.1,0.1
Højbjerg,TOT,5.4,MID,2.0%,2.8,113.0,2861.0,4.0,5.0,9.0,51.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,589.0,719.8,458.7,214.0,139.5,2.8,2.0,0.5,20.9,3.5,796833.0,746786.0,-0.1,0.1
Bowen,WHU,8.0,MID,3.6%,4.8,123.0,2856.0,5.0,8.0,8.0,43.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,358.0,529.0,598.5,956.0,208.6,4.8,2.0,0.6,15.4,3.8,1209295.0,1475807.0,-0.5,0.5
Henry,BRE,4.5,DEF,3.4%,2.7,97.0,2840.0,0.0,3.0,9.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,430.0,410.0,346.8,186.0,94.4,2.7,1.0,0.6,21.6,3.0,785300.0,486512.0,0.0,0.0
Mee,BRE,5.1,DEF,17.5%,2.2,120.0,2819.0,3.0,1.0,10.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,539.0,645.2,67.7,222.0,93.7,2.2,3.0,0.4,23.5,3.8,3518328.0,1721003.0,0.6,-0.6
Koch,LEE,4.5,DEF,0.2%,0.7,54.0,2815.0,0.0,0.0,5.0,61.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,412.0,534.2,48.7,136.0,71.9,0.7,0.0,0.2,12.0,1.7,28656.0,31759.0,0.0,0.0
Pope,NEW,5.4,GKP,21.0%,4.3,137.0,2811.0,0.0,0.0,13.0,26.0,0.0,1.0,0.0,3.0,1.0,76.0,12.0,586.0,566.6,10.0,0.0,57.6,4.3,2.0,0.8,25.4,4.3,4063530.0,2547871.0,0.4,-0.4
Castagne,LEI,4.3,DEF,6.1%,3.5,104.0,2805.0,2.0,4.0,7.0,52.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,549.0,624.4,358.2,262.0,124.8,3.5,2.0,0.8,24.2,3.2,2049073.0,1540594.0,-0.2,0.2
