Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Guaita,CRY,4.6,GKP,8.6%,2.2,54.0,1440.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,1.0,0.0,47.0,3.0,291.0,355.6,0.0,0.0,35.5,2.2,0.0,0.5,11.7,3.4,645708.0,341886.0,1.0,-1.0
Mitchell,CRY,4.5,DEF,1.1%,1.6,46.0,1440.0,0.0,1.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,225.0,267.6,158.9,30.0,45.7,1.6,0.0,0.4,10.2,2.9,132366.0,94531.0,0.0,0.0
Guéhi,CRY,4.5,DEF,1.8%,4.0,54.0,1440.0,2.0,0.0,4.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,288.0,346.8,28.3,140.0,51.8,4.0,0.0,0.9,12.0,3.4,173200.0,51907.0,0.0,0.0
Keane,EVE,4.9,DEF,2.3%,1.2,53.0,1440.0,1.0,2.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,280.0,392.6,90.6,111.0,59.5,1.2,1.0,0.2,10.8,3.3,225022.0,278211.0,-1.0,1.0
Schmeichel,LEI,4.9,GKP,13.1%,2.6,44.0,1440.0,0.0,0.0,2.0,27.0,0.0,0.0,0.0,1.0,0.0,56.0,2.0,288.0,432.6,0.1,0.0,43.4,2.6,0.0,0.5,9.0,2.8,720701.0,1101075.0,-1.0,1.0
Meslier,LEE,4.9,GKP,2.5%,3.8,48.0,1440.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,2.0,0.0,49.0,3.0,296.0,405.4,0.0,0.0,40.4,3.8,1.0,0.8,9.8,3.0,144289.0,252865.0,-1.0,1.0
van Dijk,LIV,6.7,DEF,19.0%,6.8,83.0,1440.0,1.0,1.0,10.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,390.0,355.8,86.7,191.0,63.3,6.8,2.0,1.0,12.4,5.2,1125748.0,840226.0,2.0,-2.0
Salah,LIV,13.1,MID,73.4%,8.6,160.0,1440.0,14.0,10.0,10.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,475.0,754.2,454.3,1119.0,232.9,8.6,6.0,0.7,12.2,10.0,2681730.0,860683.0,6.0,-6.0
de Gea,MUN,5.1,GKP,8.7%,5.4,66.0,1440.0,0.0,0.0,4.0,24.0,0.0,2.0,0.0,0.0,0.0,53.0,5.0,302.0,432.0,0.0,0.0,43.1,5.4,2.0,1.1,12.9,4.1,842680.0,481872.0,1.0,-1.0
Krul,NOR,4.5,GKP,1.7%,3.0,47.0,1440.0,0.0,0.0,3.0,32.0,1.0,0.0,0.0,1.0,0.0,54.0,4.0,279.0,422.0,0.1,0.0,42.2,3.0,2.0,0.7,10.4,2.9,117172.0,108137.0,0.0,0.0
Aarons,NOR,4.3,DEF,1.2%,3.2,33.0,1440.0,0.0,1.0,3.0,32.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,226.0,240.8,211.2,117.0,56.6,3.2,0.0,0.7,7.7,2.1,71341.0,150728.0,-2.0,2.0
