Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Leno,ARS,4.9,GKP,7.4%,3.3,60.0,1440.0,0.0,0.0,4.0,19.0,0.0,1.0,0.0,0.0,0.0,38.0,6.0,293.0,333.4,0.0,0.0,33.4,3.3,2.0,0.7,12.2,3.8,476563.0,571244.0,-1.0,1.0
Guaita,CRY,4.8,GKP,3.0%,3.2,45.0,1440.0,0.0,0.0,1.0,29.0,0.0,1.0,0.0,2.0,0.0,48.0,5.0,253.0,362.8,0.0,0.0,36.2,3.2,1.0,0.7,9.4,2.8,338592.0,344908.0,-2.0,2.0
Schmeichel,LEI,5.5,GKP,10.4%,3.5,61.0,1440.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,47.0,3.0,284.0,390.0,0.0,0.0,39.0,3.5,2.0,0.6,11.1,3.8,359195.0,609350.0,0.0,0.0
Justin,LEI,5.0,DEF,26.4%,4.2,60.0,1440.0,1.0,2.0,5.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,295.0,304.2,249.8,93.0,64.9,4.2,1.0,0.8,12.0,3.8,2028963.0,946338.0,5.0,
Meslier,LEE,4.6,GKP,6.3%,4.2,68.0,1440.0,0.0,0.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,63.0,9.0,358.0,470.8,10.0,0.0,48.2,4.2,2.0,0.9,14.8,4.2,553061.0,213059.0,1.0,-1.0
Robertson,LIV,7.3,DEF,22.9%,5.7,79.0,1440.0,1.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,380.0,364.4,508.9,163.0,103.8,5.7,2.0,0.8,10.8,4.9,1822015.0,1137536.0,3.0,-3.0
Ramsdale,SHU,4.7,GKP,2.1%,1.8,36.0,1440.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,248.0,384.8,10.0,4.0,39.9,1.8,0.0,0.4,7.7,2.2,69836.0,411855.0,-3.0,3.0
Baldock,SHU,5.0,DEF,1.2%,1.3,25.0,1440.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,170.0,187.8,190.1,174.0,55.4,1.3,0.0,0.3,5.0,1.6,44657.0,281898.0,,5.0
McCarthy,SOU,4.7,GKP,23.1%,4.8,71.0,1440.0,0.0,0.0,7.0,19.0,0.0,0.0,0.0,1.0,0.0,47.0,7.0,318.0,385.0,0.0,0.0,38.7,4.8,1.0,1.0,15.1,4.4,1052474.0,868199.0,2.0,-2.0
Walker-Peters,SOU,4.8,DEF,15.1%,4.7,63.0,1440.0,0.0,2.0,7.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,318.0,277.8,115.2,136.0,53.0,4.7,1.0,1.0,13.1,3.9,952007.0,633740.0,3.0,-3.0
