Player,Count,Entries Number,Season,Gameweek
Palmer,10042,10050,24,36
Haaland,9901,10050,24,36
Isak,9559,10050,24,36
Son,9403,10050,24,36
Foden,8267,10050,24,36
Gabriel,7998,10050,24,36
Gordon,7583,10050,24,36
Petrović,7485,10050,24,36
Pedro Porro,6391,10050,24,36
N.Jackson,6190,10050,24,36
Burn,5314,10050,24,36
B.Fernandes,5146,10050,24,36
Gvardiol,4293,10050,24,36
White,3135,10050,24,36
Saka,3102,10050,24,36
Gusto,2999,10050,24,36
Onana,2521,10050,24,36
Ederson M.,2479,10050,24,36
Garnacho,2383,10050,24,36
Maguire,2382,10050,24,36
Branthwaite,2380,10050,24,36
Dalot,1906,10050,24,36
Schär,1603,10050,24,36
Aït-Nouri,1453,10050,24,36
Van Hecke,1394,10050,24,36
Saliba,1301,10050,24,36
Salah,1258,10050,24,36
Dubravka,1229,10050,24,36
Raya,1208,10050,24,36
Pickford,1147,10050,24,36
Walker,1033,10050,24,36
Kelleher,966,10050,24,36
Reguilón,883,10050,24,36
Muniz,828,10050,24,36
Vicario,808,10050,24,36
Solanke,793,10050,24,36
De Bruyne,776,10050,24,36
João Pedro,674,10050,24,36
Van de Ven,608,10050,24,36
Mateta,578,10050,24,36
Areola,566,10050,24,36
Havertz,564,10050,24,36
Bradley,512,10050,24,36
Neto,492,10050,24,36
Zabarnyi,469,10050,24,36
Maddison,461,10050,24,36
Darwin,431,10050,24,36
Højlund,419,10050,24,36
Romero,347,10050,24,36
Flekken,315,10050,24,36
Watkins,297,10050,24,36
Henderson,287,10050,24,36
Doughty,262,10050,24,36
Virgil,253,10050,24,36
Udogie,244,10050,24,36
Muñoz,243,10050,24,36
Eze,219,10050,24,36
Rúben,216,10050,24,36
Johnson,211,10050,24,36
Cucurella,202,10050,24,36
Dunk,192,10050,24,36
Luis Díaz,177,10050,24,36
Mitchell,171,10050,24,36
C.Richards,156,10050,24,36
Sarabia,149,10050,24,36
Tarkowski,147,10050,24,36
Akanji,145,10050,24,36
Taylor,132,10050,24,36
Verbruggen,131,10050,24,36
Morris,129,10050,24,36
Robertson,119,10050,24,36
Alexander-Arnold,111,10050,24,36
Richarlison,99,10050,24,36
Turner,84,10050,24,36
Ortega Moreno,81,10050,24,36
Kaminski,79,10050,24,36
Ødegaard,79,10050,24,36
Senesi,78,10050,24,36
Leno,74,10050,24,36
Andersen,74,10050,24,36
Mykolenko,70,10050,24,36
Semenyo,69,10050,24,36
Robinson,66,10050,24,36
Disasi,64,10050,24,36
R.Lewis,59,10050,24,36
Livramento,56,10050,24,36
Toney,55,10050,24,36
Wood,52,10050,24,36
Kilman,49,10050,24,36
Cunha,48,10050,24,36
Davies,46,10050,24,36
Olise,45,10050,24,36
Aké,45,10050,24,36
Pau,44,10050,24,36
