Player,Count,Entries Number,Season,Gameweek
Haaland,10037,10050,24,4
Estupiñan,8312,10050,24,4
Saka,8247,10050,24,4
Mbeumo,6794,10050,24,4
Chilwell,4842,10050,24,4
Maddison,4295,10050,24,4
Mitoma,4216,10050,24,4
Udogie,4049,10050,24,4
Areola,3990,10050,24,4
Cash,3920,10050,24,4
Gusto,3637,10050,24,4
Sterling,3456,10050,24,4
J.Alvarez,3431,10050,24,4
Saliba,3347,10050,24,4
Rashford,3255,10050,24,4
Salah,3194,10050,24,4
Turner,3052,10050,24,4
N.Jackson,2634,10050,24,4
Onana,2428,10050,24,4
Son,2200,10050,24,4
Watkins,2118,10050,24,4
Wissa,2003,10050,24,4
Ederson M.,1936,10050,24,4
Bowen,1909,10050,24,4
Foden,1813,10050,24,4
B.Fernandes,1739,10050,24,4
Diaby,1729,10050,24,4
João Pedro,1652,10050,24,4
Botman,1548,10050,24,4
Baldock,1535,10050,24,4
Henry,1533,10050,24,4
Ødegaard,1274,10050,24,4
Mubama,1242,10050,24,4
Isak,1171,10050,24,4
Sanchez,1147,10050,24,4
Romero,1091,10050,24,4
Pickford,1067,10050,24,4
Walker,1055,10050,24,4
Pedro Porro,1045,10050,24,4
Eze,991,10050,24,4
Flekken,988,10050,24,4
Leno,982,10050,24,4
Alexander-Arnold,969,10050,24,4
Akanji,956,10050,24,4
Ramsdale,936,10050,24,4
Kaboré,902,10050,24,4
Archer,801,10050,24,4
Gabriel,780,10050,24,4
Aké,749,10050,24,4
March,718,10050,24,4
Luis Díaz,679,10050,24,4
Bell,630,10050,24,4
Edouard,622,10050,24,4
Steele,607,10050,24,4
Ward-Prowse,594,10050,24,4
Colwill,582,10050,24,4
Trippier,574,10050,24,4
Vicario,567,10050,24,4
Gvardiol,567,10050,24,4
Ferguson,542,10050,24,4
Andersen,534,10050,24,4
Darwin,518,10050,24,4
Johnstone,495,10050,24,4
Antonio,486,10050,24,4
Nketiah,483,10050,24,4
White,459,10050,24,4
Beyer,459,10050,24,4
Martinez,458,10050,24,4
Rúben,417,10050,24,4
Disasi,403,10050,24,4
Shaw,401,10050,24,4
Martinelli,384,10050,24,4
Semenyo,361,10050,24,4
A.Becker,343,10050,24,4
Digne,333,10050,24,4
Osula,296,10050,24,4
Rodrigo,289,10050,24,4
Wan-Bissaka,247,10050,24,4
Pinnock,221,10050,24,4
Lamptey,211,10050,24,4
Diogo J.,209,10050,24,4
McAtee,207,10050,24,4
Stones,206,10050,24,4
Pau,205,10050,24,4
