Player,Count,Entries Number,Season,Gameweek
Palmer,10037,10050,24,35
Son,9446,10050,24,35
Isak,9257,10050,24,35
Haaland,9107,10050,24,35
Foden,7609,10050,24,35
Gabriel,7282,10050,24,35
Petrović,7221,10050,24,35
Gordon,7079,10050,24,35
Pedro Porro,6181,10050,24,35
N.Jackson,5129,10050,24,35
B.Fernandes,4961,10050,24,35
Burn,4054,10050,24,35
Gusto,3801,10050,24,35
Saka,3079,10050,24,35
Gvardiol,2992,10050,24,35
Schär,2971,10050,24,35
Garnacho,2700,10050,24,35
Onana,2527,10050,24,35
Ederson M.,2363,10050,24,35
Branthwaite,2257,10050,24,35
White,2213,10050,24,35
Maguire,2128,10050,24,35
Van Hecke,2117,10050,24,35
Aït-Nouri,2007,10050,24,35
Dalot,1808,10050,24,35
Salah,1787,10050,24,35
Solanke,1515,10050,24,35
Dubravka,1339,10050,24,35
Saliba,1306,10050,24,35
Pickford,1207,10050,24,35
Raya,1185,10050,24,35
Kelleher,1038,10050,24,35
Muniz,1029,10050,24,35
Bradley,1025,10050,24,35
Reguilón,801,10050,24,35
João Pedro,762,10050,24,35
Walker,751,10050,24,35
Darwin,738,10050,24,35
Vicario,722,10050,24,35
Mateta,694,10050,24,35
Maddison,648,10050,24,35
Udogie,630,10050,24,35
De Bruyne,623,10050,24,35
Areola,622,10050,24,35
Van de Ven,612,10050,24,35
Højlund,604,10050,24,35
Zabarnyi,590,10050,24,35
Watkins,580,10050,24,35
Neto,570,10050,24,35
Havertz,557,10050,24,35
Virgil,434,10050,24,35
Eze,354,10050,24,35
Romero,352,10050,24,35
Luis Díaz,326,10050,24,35
Doughty,324,10050,24,35
Henderson,317,10050,24,35
Flekken,294,10050,24,35
Rúben,245,10050,24,35
Johnson,238,10050,24,35
Sarabia,209,10050,24,35
Muñoz,205,10050,24,35
Mitchell,198,10050,24,35
Morris,171,10050,24,35
Akanji,171,10050,24,35
Taylor,168,10050,24,35
Dunk,154,10050,24,35
Alexander-Arnold,153,10050,24,35
C.Richards,153,10050,24,35
R.Lewis,146,10050,24,35
Cucurella,139,10050,24,35
Tarkowski,138,10050,24,35
Leno,129,10050,24,35
Verbruggen,122,10050,24,35
Mykolenko,119,10050,24,35
Robertson,118,10050,24,35
Turner,115,10050,24,35
Lascelles,111,10050,24,35
Senesi,107,10050,24,35
Ødegaard,106,10050,24,35
Toney,105,10050,24,35
Andersen,103,10050,24,35
Semenyo,100,10050,24,35
Robinson,94,10050,24,35
J.Alvarez,94,10050,24,35
Richarlison,92,10050,24,35
Disasi,90,10050,24,35
Kaminski,76,10050,24,35
Ortega Moreno,73,10050,24,35
Cunha,70,10050,24,35
Werner,64,10050,24,35
Kilman,63,10050,24,35
Davies,61,10050,24,35
Pau,52,10050,24,35
Wood,47,10050,24,35
Smith,46,10050,24,35
Aké,46,10050,24,35
Olise,43,10050,24,35
Wan-Bissaka,41,10050,24,35
A.Becker,41,10050,24,35
José Sá,40,10050,24,35
Mbeumo,37,10050,24,35
Lamptey,37,10050,24,35
Hall,37,10050,24,35
Kiwior,36,10050,24,35
Gallagher,33,10050,24,35
Estupiñan,31,10050,24,35
Kerkez,30,10050,24,35
Konsa,30,10050,24,35
Mac Allister,27,10050,24,35
T.Silva,26,10050,24,35
Trippier,26,10050,24,35
Emerson,25,10050,24,35
Konaté,25,10050,24,35
Mubama,24,10050,24,35
Stones,24,10050,24,35
Martinez,24,10050,24,35
Mengi,23,10050,24,35
Gibbs-White,23,10050,24,35
Gomez,20,10050,24,35
Chambers,20,10050,24,35
Gross,20,10050,24,35
Coufal,19,10050,24,35
Ajer,18,10050,24,35
Fabianski,18,10050,24,35
Baldock,18,10050,24,35
Bailey,18,10050,24,35
Roerslev,18,10050,24,35
Archer,17,10050,24,35
Zinchenko,16,10050,24,35
Trusty,16,10050,24,35
Castagne,16,10050,24,35
Livramento,16,10050,24,35
Steele,16,10050,24,35
Bowen,15,10050,24,35
Brereton Díaz,14,10050,24,35
Barkley,13,10050,24,35
Calvert-Lewin,13,10050,24,35
Elanga,13,10050,24,35
N.Semedo,13,10050,24,35
Williams,12,10050,24,35
Wissa,11,10050,24,35
Douglas Luiz,11,10050,24,35
Kluivert,11,10050,24,35
Rodrigo,11,10050,24,35
Hee Chan,10,10050,24,35
Travers,10,10050,24,35
