Player,Count,Entries Number,Season,Gameweek
Salah,9884,10050,24,20
Watkins,9374,10050,24,20
Palmer,8557,10050,24,20
Son,8151,10050,24,20
Areola,7807,10050,24,20
Solanke,7642,10050,24,20
Pedro Porro,7162,10050,24,20
Saka,6649,10050,24,20
Alexander-Arnold,6634,10050,24,20
Dubravka,5256,10050,24,20
J.Alvarez,5043,10050,24,20
Gabriel,4439,10050,24,20
Bowen,3797,10050,24,20
Gordon,3300,10050,24,20
Saliba,3169,10050,24,20
Taylor,2852,10050,24,20
Archer,2725,10050,24,20
Foden,2348,10050,24,20
Trippier,2277,10050,24,20
Turner,1768,10050,24,20
Zinchenko,1612,10050,24,20
Hee Chan,1527,10050,24,20
Gusto,1496,10050,24,20
Lascelles,1485,10050,24,20
Colwill,1425,10050,24,20
Richarlison,1311,10050,24,20
Haaland,1136,10050,24,20
Branthwaite,1082,10050,24,20
Leno,1082,10050,24,20
Walker,1082,10050,24,20
Konsa,960,10050,24,20
Kaboré,864,10050,24,20
Senesi,834,10050,24,20
Kudus,804,10050,24,20
Cash,794,10050,24,20
Darwin,794,10050,24,20
Udogie,793,10050,24,20
Estupiñan,792,10050,24,20
Douglas Luiz,624,10050,24,20
Raya,622,10050,24,20
Cunha,620,10050,24,20
Tsimikas,616,10050,24,20
Mubama,599,10050,24,20
Pau,597,10050,24,20
Coufal,551,10050,24,20
Baldock,523,10050,24,20
Pickford,516,10050,24,20
Lamptey,513,10050,24,20
Neto,442,10050,24,20
Mykolenko,421,10050,24,20
Guéhi,419,10050,24,20
Livramento,417,10050,24,20
Martinez,380,10050,24,20
Garnacho,358,10050,24,20
Andersen,336,10050,24,20
Gomez,335,10050,24,20
Burn,323,10050,24,20
Tarkowski,321,10050,24,20
G.Jesus,310,10050,24,20
João Pedro,303,10050,24,20
Sanchez,292,10050,24,20
Alex Moreno,285,10050,24,20
Digne,283,10050,24,20
Sterling,279,10050,24,20
Kelleher,276,10050,24,20
Mitchell,271,10050,24,20
Nkunku,270,10050,24,20
Isak,256,10050,24,20
Bernardo,252,10050,24,20
Virgil,249,10050,24,20
Ødegaard,247,10050,24,20
Pinnock,237,10050,24,20
Maguire,230,10050,24,20
Aké,225,10050,24,20
Bailey,224,10050,24,20
Semenyo,210,10050,24,20
Johnstone,199,10050,24,20
Bell,192,10050,24,20
Flekken,188,10050,24,20
Ederson M.,187,10050,24,20
Dalot,182,10050,24,20
Onana,178,10050,24,20
Mengi,176,10050,24,20
Petrovic,175,10050,24,20
White,167,10050,24,20
A.Becker,164,10050,24,20
Beyer,159,10050,24,20
Robinson,157,10050,24,20
Diaby,155,10050,24,20
Vicario,155,10050,24,20
