Player,Count,Entries Number,Season,Gameweek
Watkins,9624,10050,24,23
Palmer,9567,10050,24,23
Saka,8112,10050,24,23
Areola,7767,10050,24,23
Foden,7639,10050,24,23
Pedro Porro,7363,10050,24,23
Haaland,6301,10050,24,23
Solanke,6231,10050,24,23
Richarlison,5987,10050,24,23
Gabriel,5892,10050,24,23
Dubravka,5353,10050,24,23
Estupiñan,5070,10050,24,23
Alexander-Arnold,4378,10050,24,23
De Bruyne,3621,10050,24,23
Gordon,3469,10050,24,23
Trippier,3328,10050,24,23
Diogo J.,3202,10050,24,23
J.Alvarez,3108,10050,24,23
Taylor,2379,10050,24,23
Saliba,2298,10050,24,23
Bowen,2035,10050,24,23
Walker,1966,10050,24,23
Gusto,1795,10050,24,23
Turner,1709,10050,24,23
Branthwaite,1105,10050,24,23
Zinchenko,1089,10050,24,23
Gross,1034,10050,24,23
Archer,1014,10050,24,23
Udogie,985,10050,24,23
Konsa,971,10050,24,23
Leno,935,10050,24,23
Darwin,889,10050,24,23
Doughty,838,10050,24,23
João Pedro,826,10050,24,23
Raya,782,10050,24,23
Colwill,729,10050,24,23
Garnacho,703,10050,24,23
Toney,691,10050,24,23
Neto,621,10050,24,23
Salah,619,10050,24,23
Lascelles,600,10050,24,23
Alex Moreno,592,10050,24,23
Martinez,592,10050,24,23
Pickford,578,10050,24,23
Douglas Luiz,469,10050,24,23
Burn,461,10050,24,23
Kaboré,417,10050,24,23
Virgil,415,10050,24,23
Senesi,411,10050,24,23
Gomez,408,10050,24,23
Cash,403,10050,24,23
Baldock,369,10050,24,23
Cunha,351,10050,24,23
Van Hecke,331,10050,24,23
Son,326,10050,24,23
Mykolenko,311,10050,24,23
Eze,304,10050,24,23
Botman,299,10050,24,23
Guéhi,290,10050,24,23
Lamptey,288,10050,24,23
Mubama,270,10050,24,23
Emerson,266,10050,24,23
A.Becker,251,10050,24,23
Aké,248,10050,24,23
Luis Díaz,232,10050,24,23
Maddison,231,10050,24,23
Kelleher,225,10050,24,23
Pau,220,10050,24,23
Olise,219,10050,24,23
Ederson M.,217,10050,24,23
Tarkowski,209,10050,24,23
Schär,209,10050,24,23
Bell,209,10050,24,23
Ødegaard,208,10050,24,23
Petrović,193,10050,24,23
Livramento,189,10050,24,23
White,188,10050,24,23
Bailey,175,10050,24,23
Kudus,174,10050,24,23
Andersen,172,10050,24,23
Coufal,163,10050,24,23
Robinson,159,10050,24,23
Martinelli,159,10050,24,23
Ward-Prowse,158,10050,24,23
Strakosha,155,10050,24,23
B.Fernandes,154,10050,24,23
Mitchell,153,10050,24,23
Flekken,150,10050,24,23
G.Jesus,146,10050,24,23
Isak,146,10050,24,23
Hee Chan,145,10050,24,23
Maguire,144,10050,24,23
Bernardo,134,10050,24,23
Tsimikas,131,10050,24,23
Pinnock,126,10050,24,23
Sanchez,125,10050,24,23
Onana,119,10050,24,23
Dalot,119,10050,24,23
Vicario,117,10050,24,23
Mengi,115,10050,24,23
Johnstone,113,10050,24,23
Diego Carlos,108,10050,24,23
Gvardiol,107,10050,24,23
Bradley,106,10050,24,23
Beyer,105,10050,24,23
Sterling,96,10050,24,23
Højlund,87,10050,24,23
Castagne,84,10050,24,23
Digne,81,10050,24,23
Rashford,80,10050,24,23
Trusty,78,10050,24,23
Chukwuemeka,77,10050,24,23
Steele,77,10050,24,23
Wood,76,10050,24,23
Diaby,71,10050,24,23
McAtee,60,10050,24,23
Rúben,60,10050,24,23
Al-Dakhil,59,10050,24,23
Osula,55,10050,24,23
Semenyo,54,10050,24,23
Kulusevski,52,10050,24,23
T.Silva,50,10050,24,23
Dawson,50,10050,24,23
Anderson,49,10050,24,23
Adebayo,47,10050,24,23
Trafford,44,10050,24,23
C.Richards,43,10050,24,23
Akanji,42,10050,24,23
Andreas,39,10050,24,23
Evans,38,10050,24,23
Nkunku,38,10050,24,23
Raúl,38,10050,24,23
Konaté,36,10050,24,23
Elanga,34,10050,24,23
Fabianski,33,10050,24,23
Werner,32,10050,24,23
Bentley,31,10050,24,23
Zouma,30,10050,24,23
Kilman,30,10050,24,23
Adingra,29,10050,24,23
Van de Ven,29,10050,24,23
N.Semedo,28,10050,24,23
Souček,28,10050,24,23
Gibbs-White,27,10050,24,23
Doku,25,10050,24,23
Johnson,24,10050,24,23
Morris,22,10050,24,23
Tavernier,22,10050,24,23
Dunk,22,10050,24,23
Nakamba,20,10050,24,23
Toti,19,10050,24,23
J.Virginia,18,10050,24,23
Shaw,18,10050,24,23
McTominay,17,10050,24,23
Romero,17,10050,24,23
Baptiste,15,10050,24,23
Mateta,15,10050,24,23
Disasi,15,10050,24,23
Mee,15,10050,24,23
Sarr,14,10050,24,23
Tosin,13,10050,24,23
Ortega Moreno,13,10050,24,23
Forster,13,10050,24,23
Ahamada,13,10050,24,23
Broja,12,10050,24,23
Sarabia,12,10050,24,23
Almirón,12,10050,24,23
Willian,11,10050,24,23
Woodrow,11,10050,24,23
Ferguson,11,10050,24,23
Barkley,10,10050,24,23
Kaminski,10,10050,24,23
Aït-Nouri,9,10050,24,23
B.Badiashile,9,10050,24,23
McGinn,9,10050,24,23
Foster,8,10050,24,23
Toffolo,8,10050,24,23
Henderson,8,10050,24,23
Kerkez,8,10050,24,23
Lewis-Potter,8,10050,24,23
José Sá,7,10050,24,23
Chilwell,7,10050,24,23
Altay,7,10050,24,23
Amissah,7,10050,24,23
Robertson,7,10050,24,23
Brereton Díaz,7,10050,24,23
Rodrigo,7,10050,24,23
Rodák,6,10050,24,23
Sergio Gómez,6,10050,24,23
Calvert-Lewin,6,10050,24,23
Wissa,6,10050,24,23
Szoboszlai,6,10050,24,23
R.Lewis,6,10050,24,23
Mavropanos,5,10050,24,23
Agyei,5,10050,24,23
N.Jackson,5,10050,24,23
N.Aguerd,5,10050,24,23
Davies,5,10050,24,23
Smith,5,10050,24,23
Mainoo,5,10050,24,23
Vitinho,5,10050,24,23
G.Montiel,5,10050,24,23
Maupay,5,10050,24,23
Stones,4,10050,24,23
Verbruggen,4,10050,24,23
Whitworth,4,10050,24,23
Awoniyi,4,10050,24,23
Wan-Bissaka,4,10050,24,23
Quansah,4,10050,24,23
Reguilón,4,10050,24,23
Amdouni,4,10050,24,23
Chambers,4,10050,24,23
McNeil,4,10050,24,23
Iwobi,4,10050,24,23
Nketiah,4,10050,24,23
Jones,4,10050,24,23
Edouard,4,10050,24,23
Enzo,4,10050,24,23
Franchi,4,10050,24,23
Miley,4,10050,24,23
J.Murphy,4,10050,24,23
Hinshelwood,4,10050,24,23
Lenglet,3,10050,24,23
Kluivert,3,10050,24,23
J.Ayew,3,10050,24,23
Townsend,3,10050,24,23
Tavares,3,10050,24,23
Rice,3,10050,24,23
Buonanotte,3,10050,24,23
Collins,3,10050,24,23
Zabarnyi,3,10050,24,23
Lo Celso,3,10050,24,23
Hannibal,3,10050,24,23
Olsen,2,10050,24,23
Basham,2,10050,24,23
Tomiyasu,2,10050,24,23
Aina,2,10050,24,23
Mitoma,2,10050,24,23
Ekdal,2,10050,24,23
Egan-Riley,2,10050,24,23
O'Shea,2,10050,24,23
Hudson-Odoi,2,10050,24,23
Phillips,2,10050,24,23
Burke,2,10050,24,23
Jensen,2,10050,24,23
Wilson,2,10050,24,23
Pope,2,10050,24,23
Pellistri,2,10050,24,23
Cédric,2,10050,24,23
Ramsdale,2,10050,24,23
Muñoz,2,10050,24,23
Baleba,2,10050,24,23
Longstaff,2,10050,24,23
A.Doucoure,2,10050,24,23
Eriksen,1,10050,24,23
A.Murphy,1,10050,24,23
Clyne,1,10050,24,23
Vinícius,1,10050,24,23
Ugochukwu,1,10050,24,23
Ui-jo,1,10050,24,23
Boubacar Traore,1,10050,24,23
Elliott,1,10050,24,23
Ajer,1,10050,24,23
Young,1,10050,24,23
Mudryk,1,10050,24,23
Cairney,1,10050,24,23
Yarmoliuk,1,10050,24,23
Duran,1,10050,24,23
Drăgușin,1,10050,24,23
Doyle,1,10050,24,23
Ward,1,10050,24,23
Patterson,1,10050,24,23
Aarons,1,10050,24,23
Muniz,1,10050,24,23
De Fougerolles,1,10050,24,23
Whiteman,1,10050,24,23
De Cordova-Reid,1,10050,24,23
Williams,1,10050,24,23
Caicedo,1,10050,24,23
Brownhill,1,10050,24,23
Macey,1,10050,24,23
Francois,1,10050,24,23
Sinisterra,1,10050,24,23
Powell,1,10050,24,23
Mbeumo,1,10050,24,23
J.Ramsey,1,10050,24,23
James,1,10050,24,23
Schlupp,1,10050,24,23
Scanlon,1,10050,24,23
Balcombe,1,10050,24,23
Keane,1,10050,24,23
L.Paquetá,1,10050,24,23
Randolph,1,10050,24,23
Lerma,1,10050,24,23
Marschall,1,10050,24,23
Lockyer,1,10050,24,23
Mario Jr.,1,10050,24,23
Lukić,1,10050,24,23
Shoretire,1,10050,24,23
Holgate,1,10050,24,23
Boly,1,10050,24,23
McGill,1,10050,24,23
Gakpo,1,10050,24,23
Tomkins,1,10050,24,23
Ream,1,10050,24,23
Thomas,1,10050,24,23
