Player,Count,Entries Number,Season,Gameweek
Palmer,10042,10049,24,38
Haaland,10018,10049,24,38
Son,9698,10049,24,38
Foden,9356,10049,24,38
Isak,8656,10049,24,38
Pedro Porro,8572,10049,24,38
Petrović,8223,10049,24,38
Gabriel,7895,10049,24,38
N.Jackson,7782,10049,24,38
Burn,7206,10049,24,38
Gvardiol,6897,10049,24,38
Havertz,3350,10049,24,38
White,3297,10049,24,38
Saka,3264,10049,24,38
Gordon,3187,10049,24,38
Onana,3139,10049,24,38
B.Fernandes,2474,10049,24,38
Branthwaite,2436,10049,24,38
Gusto,2238,10049,24,38
Olise,1964,10049,24,38
Vicario,1710,10049,24,38
Garnacho,1633,10049,24,38
Ederson M.,1599,10049,24,38
Romero,1590,10049,24,38
Dalot,1534,10049,24,38
Raya,1501,10049,24,38
Eze,1431,10049,24,38
Van de Ven,1406,10049,24,38
Mateta,1211,10049,24,38
Saliba,1202,10049,24,38
Pickford,1057,10049,24,38
Salah,1039,10049,24,38
Dubravka,992,10049,24,38
Johnson,882,10049,24,38
De Bruyne,730,10049,24,38
Aït-Nouri,669,10049,24,38
Walker,589,10049,24,38
Gakpo,531,10049,24,38
Dunk,527,10049,24,38
Reguilón,518,10049,24,38
Cucurella,474,10049,24,38
Højlund,459,10049,24,38
Areola,383,10049,24,38
Ortega Moreno,332,10049,24,38
Wilson,314,10049,24,38
Maddison,294,10049,24,38
Muniz,288,10049,24,38
Verbruggen,278,10049,24,38
Tarkowski,267,10049,24,38
Livramento,264,10049,24,38
Alexander-Arnold,231,10049,24,38
Solanke,229,10049,24,38
Trossard,217,10049,24,38
João Pedro,214,10049,24,38
Flekken,208,10049,24,38
Muñoz,189,10049,24,38
Henderson,175,10049,24,38
Zabarnyi,158,10049,24,38
Ødegaard,148,10049,24,38
Kelleher,146,10049,24,38
C.Richards,138,10049,24,38
Luis Díaz,126,10049,24,38
Virgil,109,10049,24,38
Doughty,108,10049,24,38
Webster,106,10049,24,38
Mitchell,103,10049,24,38
Tomiyasu,95,10049,24,38
Maguire,93,10049,24,38
Veltman,89,10049,24,38
Akanji,89,10049,24,38
Krafth,86,10049,24,38
Watkins,85,10049,24,38
Robertson,77,10049,24,38
Rúben,73,10049,24,38
Neto,70,10049,24,38
Hall,70,10049,24,38
Welbeck,66,10049,24,38
Trippier,65,10049,24,38
Gross,63,10049,24,38
Wan-Bissaka,62,10049,24,38
Wood,60,10049,24,38
Chalobah,56,10049,24,38
Madueke,55,10049,24,38
Turner,54,10049,24,38
Van Hecke,52,10049,24,38
Mubama,52,10049,24,38
Kaminski,49,10049,24,38
A.Becker,49,10049,24,38
Schär,43,10049,24,38
Bradley,42,10049,24,38
Leno,39,10049,24,38
Senesi,38,10049,24,38
Quansah,31,10049,24,38
Andersen,30,10049,24,38
Darwin,30,10049,24,38
Morris,29,10049,24,38
Richarlison,28,10049,24,38
E.Royal,28,10049,24,38
Chambers,28,10049,24,38
Evans,27,10049,24,38
Elliott,27,10049,24,38
Gibbs-White,26,10049,24,38
Sarabia,26,10049,24,38
Disasi,25,10049,24,38
Calvert-Lewin,25,10049,24,38
Robinson,25,10049,24,38
Taylor,25,10049,24,38
Lascelles,25,10049,24,38
Gallagher,22,10049,24,38
Toney,21,10049,24,38
Muric,21,10049,24,38
Rice,19,10049,24,38
Hudson-Odoi,19,10049,24,38
Godfrey,18,10049,24,38
Bruno G.,17,10049,24,38
Igor,17,10049,24,38
Travers,17,10049,24,38
Aké,17,10049,24,38
Kilman,16,10049,24,38
J.Alvarez,16,10049,24,38
José Sá,15,10049,24,38
Mykolenko,15,10049,24,38
Semenyo,14,10049,24,38
B.Badiashile,13,10049,24,38
Sels,12,10049,24,38
Castagne,12,10049,24,38
Cunha,12,10049,24,38
Archer,12,10049,24,38
Adebayo,12,10049,24,38
Adingra,12,10049,24,38
Mbeumo,11,10049,24,38
Smith,10,10049,24,38
Lamptey,10,10049,24,38
T.Silva,10,10049,24,38
Pau,9,10049,24,38
Bernardo,7,10049,24,38
Wissa,7,10049,24,38
Konsa,7,10049,24,38
Yarmoliuk,7,10049,24,38
Trusty,7,10049,24,38
Baldock,7,10049,24,38
Coufal,6,10049,24,38
Pope,6,10049,24,38
Steele,6,10049,24,38
Mengi,6,10049,24,38
Barco,6,10049,24,38
Kulusevski,6,10049,24,38
Mainoo,5,10049,24,38
Fabianski,5,10049,24,38
Amad,5,10049,24,38
Bowen,5,10049,24,38
Barkley,5,10049,24,38
Brereton Díaz,5,10049,24,38
Martinez,4,10049,24,38
Anderson,4,10049,24,38
Kerkez,4,10049,24,38
Young,4,10049,24,38
Rodrigo,4,10049,24,38
Stones,3,10049,24,38
Toti,3,10049,24,38
McNeil,3,10049,24,38
