Player,Count,Entries Number,Season,Gameweek
Haaland,9505,10050,24,24
Palmer,9416,10050,24,24
Saka,8738,10050,24,24
Watkins,8541,10050,24,24
Foden,8037,10050,24,24
Areola,7746,10050,24,24
Gabriel,6866,10050,24,24
Pedro Porro,6373,10050,24,24
Diogo J.,5827,10050,24,24
Richarlison,5709,10050,24,24
Dubravka,5709,10050,24,24
Alexander-Arnold,4711,10050,24,24
Estupiñan,4565,10050,24,24
Solanke,4245,10050,24,24
Darwin,3359,10050,24,24
De Bruyne,3176,10050,24,24
Trippier,2870,10050,24,24
Taylor,2683,10050,24,24
Saliba,2571,10050,24,24
Gordon,2427,10050,24,24
Walker,1964,10050,24,24
Gusto,1739,10050,24,24
Doughty,1614,10050,24,24
Turner,1531,10050,24,24
J.Alvarez,1380,10050,24,24
Branthwaite,1210,10050,24,24
Garnacho,1007,10050,24,24
Gross,981,10050,24,24
Bowen,956,10050,24,24
Udogie,879,10050,24,24
Raya,850,10050,24,24
Leno,836,10050,24,24
Archer,811,10050,24,24
Zinchenko,725,10050,24,24
Virgil,719,10050,24,24
Toney,714,10050,24,24
Konsa,701,10050,24,24
Neto,654,10050,24,24
Lascelles,550,10050,24,24
Alex Moreno,533,10050,24,24
Pickford,506,10050,24,24
Colwill,503,10050,24,24
Martinez,492,10050,24,24
Luis Díaz,477,10050,24,24
Douglas Luiz,465,10050,24,24
Kaboré,449,10050,24,24
Gomez,431,10050,24,24
Burn,426,10050,24,24
João Pedro,420,10050,24,24
Van Hecke,414,10050,24,24
Senesi,412,10050,24,24
Aké,399,10050,24,24
Botman,341,10050,24,24
Baldock,339,10050,24,24
Lamptey,314,10050,24,24
Cash,313,10050,24,24
A.Becker,312,10050,24,24
Adebayo,288,10050,24,24
Ederson M.,276,10050,24,24
Cunha,266,10050,24,24
Pau,264,10050,24,24
Mykolenko,251,10050,24,24
Gvardiol,240,10050,24,24
Bell,238,10050,24,24
Schär,233,10050,24,24
Mubama,219,10050,24,24
Flekken,216,10050,24,24
Guéhi,213,10050,24,24
Maguire,213,10050,24,24
Salah,208,10050,24,24
Hee Chan,202,10050,24,24
Son,198,10050,24,24
Kelleher,193,10050,24,24
Barkley,190,10050,24,24
Eze,186,10050,24,24
Petrović,181,10050,24,24
Livramento,173,10050,24,24
Strakosha,171,10050,24,24
Emerson,169,10050,24,24
Tarkowski,162,10050,24,24
Maddison,161,10050,24,24
Ødegaard,145,10050,24,24
Mitchell,144,10050,24,24
Bailey,142,10050,24,24
Robinson,141,10050,24,24
White,139,10050,24,24
Andersen,132,10050,24,24
Pinnock,130,10050,24,24
Kaminski,120,10050,24,24
Mengi,119,10050,24,24
Coufal,119,10050,24,24
Kudus,119,10050,24,24
Dalot,112,10050,24,24
Diego Carlos,103,10050,24,24
Ward-Prowse,102,10050,24,24
Beyer,99,10050,24,24
Onana,97,10050,24,24
Chukwuemeka,95,10050,24,24
Johnstone,93,10050,24,24
Tsimikas,92,10050,24,24
B.Fernandes,92,10050,24,24
Martinelli,91,10050,24,24
Højlund,89,10050,24,24
Sanchez,89,10050,24,24
Bernardo,88,10050,24,24
Bradley,88,10050,24,24
Robertson,85,10050,24,24
Olise,82,10050,24,24
Rúben,80,10050,24,24
Trusty,76,10050,24,24
Al-Dakhil,74,10050,24,24
Vicario,68,10050,24,24
Castagne,67,10050,24,24
Digne,65,10050,24,24
McAtee,62,10050,24,24
Rashford,53,10050,24,24
Morris,51,10050,24,24
Steele,47,10050,24,24
Kilman,42,10050,24,24
Dawson,41,10050,24,24
Reguilón,40,10050,24,24
Osula,38,10050,24,24
C.Richards,38,10050,24,24
Konaté,38,10050,24,24
Andreas,37,10050,24,24
Anderson,37,10050,24,24
T.Silva,35,10050,24,24
Aït-Nouri,33,10050,24,24
Wood,33,10050,24,24
Evans,32,10050,24,24
G.Jesus,31,10050,24,24
Semenyo,31,10050,24,24
Trafford,30,10050,24,24
Diaby,29,10050,24,24
Van de Ven,29,10050,24,24
Akanji,26,10050,24,24
Sterling,26,10050,24,24
Adingra,26,10050,24,24
Bentley,25,10050,24,24
Nakamba,25,10050,24,24
Souček,24,10050,24,24
Zouma,23,10050,24,24
Fabianski,22,10050,24,24
Rodrigo,22,10050,24,24
Gibbs-White,22,10050,24,24
Elanga,20,10050,24,24
N.Semedo,19,10050,24,24
Johnson,19,10050,24,24
J.Virginia,19,10050,24,24
Isak,18,10050,24,24
Toti,18,10050,24,24
Dunk,18,10050,24,24
Mee,17,10050,24,24
Sarr,17,10050,24,24
Forster,16,10050,24,24
Baptiste,15,10050,24,24
Stones,15,10050,24,24
Raúl,14,10050,24,24
Shaw,14,10050,24,24
McTominay,14,10050,24,24
Ortega Moreno,13,10050,24,24
Mainoo,13,10050,24,24
Doku,13,10050,24,24
Ahamada,12,10050,24,24
Tavernier,12,10050,24,24
Maupay,12,10050,24,24
Broja,12,10050,24,24
Disasi,12,10050,24,24
Kluivert,11,10050,24,24
Romero,11,10050,24,24
Hinshelwood,10,10050,24,24
Sarabia,10,10050,24,24
Foster,10,10050,24,24
Kulusevski,9,10050,24,24
Zabarnyi,9,10050,24,24
Woodrow,9,10050,24,24
Jones,9,10050,24,24
Tosin,8,10050,24,24
Willian,7,10050,24,24
Werner,7,10050,24,24
Ferguson,7,10050,24,24
Mateta,7,10050,24,24
Longstaff,7,10050,24,24
Nkunku,7,10050,24,24
Rodák,7,10050,24,24
B.Badiashile,6,10050,24,24
Muniz,6,10050,24,24
Agyei,6,10050,24,24
Kerkez,6,10050,24,24
McGinn,6,10050,24,24
Franchi,6,10050,24,24
Collins,6,10050,24,24
Amissah,6,10050,24,24
Altay,6,10050,24,24
Mac Allister,6,10050,24,24
Lewis-Potter,6,10050,24,24
Iwobi,5,10050,24,24
Henderson,5,10050,24,24
J.Murphy,5,10050,24,24
José Sá,5,10050,24,24
Osho,5,10050,24,24
Toffolo,5,10050,24,24
Brereton Díaz,5,10050,24,24
Miley,4,10050,24,24
Enzo,4,10050,24,24
Jensen,4,10050,24,24
Lenglet,4,10050,24,24
Sergio Gómez,4,10050,24,24
