Player,Count,Entries Number,Season,Gameweek
Salah,9906,10050,24,18
Watkins,9218,10050,24,18
Solanke,8133,10050,24,18
Son,8062,10050,24,18
Palmer,7804,10050,24,18
Saka,6500,10050,24,18
Areola,6291,10050,24,18
Pedro Porro,6069,10050,24,18
Tsimikas,5831,10050,24,18
Gordon,5278,10050,24,18
Dubravka,5276,10050,24,18
Trippier,3822,10050,24,18
Gabriel,3544,10050,24,18
Saliba,3432,10050,24,18
Archer,3401,10050,24,18
Bowen,3280,10050,24,18
Alexander-Arnold,3267,10050,24,18
Taylor,2574,10050,24,18
Lascelles,2219,10050,24,18
J.Alvarez,1991,10050,24,18
Turner,1789,10050,24,18
Haaland,1758,10050,24,18
Zinchenko,1522,10050,24,18
Colwill,1390,10050,24,18
Hee Chan,1350,10050,24,18
Leno,1331,10050,24,18
Kudus,1285,10050,24,18
Darwin,1096,10050,24,18
Cash,1082,10050,24,18
Branthwaite,991,10050,24,18
Kaboré,985,10050,24,18
Mubama,964,10050,24,18
Udogie,937,10050,24,18
Konsa,873,10050,24,18
Sterling,825,10050,24,18
Senesi,787,10050,24,18
Richarlison,778,10050,24,18
Pau,738,10050,24,18
Martinez,679,10050,24,18
Livramento,618,10050,24,18
Baldock,608,10050,24,18
Pickford,595,10050,24,18
Douglas Luiz,593,10050,24,18
Cunha,548,10050,24,18
Lamptey,532,10050,24,18
Sanchez,494,10050,24,18
Neto,492,10050,24,18
Isak,476,10050,24,18
Coufal,473,10050,24,18
Guéhi,464,10050,24,18
Digne,449,10050,24,18
Mykolenko,446,10050,24,18
Raya,434,10050,24,18
Kelleher,413,10050,24,18
Andersen,409,10050,24,18
Maguire,377,10050,24,18
Johnstone,353,10050,24,18
Foden,352,10050,24,18
Semenyo,341,10050,24,18
Onana,340,10050,24,18
G.Jesus,338,10050,24,18
Diaby,331,10050,24,18
Tarkowski,325,10050,24,18
Walker,321,10050,24,18
Schär,305,10050,24,18
Romero,302,10050,24,18
Burn,302,10050,24,18
Virgil,294,10050,24,18
Flekken,287,10050,24,18
Gusto,274,10050,24,18
Mitchell,271,10050,24,18
Wilson,262,10050,24,18
Pinnock,247,10050,24,18
Bailey,241,10050,24,18
Martinelli,232,10050,24,18
A.Becker,231,10050,24,18
Vicario,226,10050,24,18
Adingra,222,10050,24,18
Robinson,221,10050,24,18
Ødegaard,219,10050,24,18
Beyer,219,10050,24,18
Kulusevski,216,10050,24,18
Dalot,216,10050,24,18
Petrovic,216,10050,24,18
João Pedro,210,10050,24,18
Diego Carlos,187,10050,24,18
White,187,10050,24,18
Ward-Prowse,186,10050,24,18
Mitoma,180,10050,24,18
Garnacho,177,10050,24,18
Bell,176,10050,24,18
Strakosha,176,10050,24,18
Osula,173,10050,24,18
Mengi,167,10050,24,18
Raúl,155,10050,24,18
Gross,153,10050,24,18
Castagne,144,10050,24,18
Ferguson,135,10050,24,18
N.Jackson,124,10050,24,18
