Player,Count,Entries Number,Season,Gameweek
Palmer,9993,10050,24,32
Haaland,9193,10050,24,32
Salah,8746,10050,24,32
Saka,8684,10050,24,32
Gabriel,8427,10050,24,32
Solanke,7852,10050,24,32
Son,6514,10050,24,32
Foden,5820,10050,24,32
Areola,5052,10050,24,32
Darwin,4726,10050,24,32
Zabarnyi,4537,10050,24,32
Dubravka,4200,10050,24,32
Gusto,3674,10050,24,32
Saliba,3440,10050,24,32
Aït-Nouri,3181,10050,24,32
Pedro Porro,2937,10050,24,32
Neto,2663,10050,24,32
Bradley,2609,10050,24,32
Garnacho,2540,10050,24,32
Branthwaite,2076,10050,24,32
Muniz,2047,10050,24,32
Doughty,2037,10050,24,32
Taylor,2035,10050,24,32
Isak,1940,10050,24,32
Virgil,1787,10050,24,32
Petrović,1657,10050,24,32
Udogie,1601,10050,24,32
Kelleher,1539,10050,24,32
Raya,1416,10050,24,32
Gordon,1385,10050,24,32
Watkins,1251,10050,24,32
Luis Díaz,987,10050,24,32
Sarabia,948,10050,24,32
Pickford,881,10050,24,32
Van Hecke,875,10050,24,32
Mateta,822,10050,24,32
White,749,10050,24,32
Gvardiol,712,10050,24,32
Bowen,654,10050,24,32
Estupiñan,609,10050,24,32
Morris,584,10050,24,32
Turner,573,10050,24,32
Reguilón,544,10050,24,32
Lascelles,531,10050,24,32
Pau,512,10050,24,32
Onana,503,10050,24,32
Toney,486,10050,24,32
Burn,485,10050,24,32
Semenyo,472,10050,24,32
Hee Chan,443,10050,24,32
Aké,432,10050,24,32
Maddison,414,10050,24,32
C.Richards,401,10050,24,32
Douglas Luiz,372,10050,24,32
Flekken,362,10050,24,32
Konsa,342,10050,24,32
Havertz,317,10050,24,32
Cunha,298,10050,24,32
Kerkez,292,10050,24,32
Leno,288,10050,24,32
Dalot,285,10050,24,32
Ødegaard,273,10050,24,32
Lamptey,268,10050,24,32
Gross,250,10050,24,32
Robinson,228,10050,24,32
Eze,225,10050,24,32
Mykolenko,221,10050,24,32
Maguire,214,10050,24,32
Walker,206,10050,24,32
Tavernier,204,10050,24,32
Kaminski,202,10050,24,32
Smith,196,10050,24,32
Schär,187,10050,24,32
Kaboré,184,10050,24,32
Alex Moreno,178,10050,24,32
Richarlison,177,10050,24,32
Senesi,166,10050,24,32
Rúben,164,10050,24,32
Baldock,160,10050,24,32
Muñoz,148,10050,24,32
Ederson M.,143,10050,24,32
Kiwior,139,10050,24,32
Bailey,138,10050,24,32
Akanji,131,10050,24,32
Barkley,131,10050,24,32
Tarkowski,130,10050,24,32
Ortega Moreno,125,10050,24,32
Mac Allister,125,10050,24,32
Kilman,124,10050,24,32
Van de Ven,123,10050,24,32
Martinez,119,10050,24,32
Mitchell,118,10050,24,32
Trippier,115,10050,24,32
Emerson,111,10050,24,32
Romero,107,10050,24,32
Mubama,106,10050,24,32
Henderson,105,10050,24,32
Gomez,104,10050,24,32
De Bruyne,93,10050,24,32
Kluivert,92,10050,24,32
Mengi,92,10050,24,32
Dunk,82,10050,24,32
Gibbs-White,77,10050,24,32
N.Jackson,73,10050,24,32
Andersen,73,10050,24,32
Botman,72,10050,24,32
Konaté,71,10050,24,32
Bell,70,10050,24,32
Wood,69,10050,24,32
Zinchenko,66,10050,24,32
José Sá,62,10050,24,32
Coufal,61,10050,24,32
Archer,61,10050,24,32
Strakosha,59,10050,24,32
Kudus,58,10050,24,32
Elanga,52,10050,24,32
Cash,52,10050,24,32
Castagne,50,10050,24,32
Roerslev,49,10050,24,32
Dawson,48,10050,24,32
Livramento,48,10050,24,32
Fabianski,43,10050,24,32
Robertson,41,10050,24,32
Colwill,41,10050,24,32
McAtee,41,10050,24,32
Anderson,40,10050,24,32
Disasi,40,10050,24,32
N.Semedo,38,10050,24,32
Trusty,36,10050,24,32
Rice,36,10050,24,32
J.Alvarez,35,10050,24,32
Højlund,34,10050,24,32
D.D.Fofana,32,10050,24,32
Vicario,32,10050,24,32
B.Fernandes,31,10050,24,32
Rodrigo,28,10050,24,32
Johnson,26,10050,24,32
Stones,26,10050,24,32
Guéhi,26,10050,24,32
Johnstone,26,10050,24,32
Chambers,25,10050,24,32
Al-Dakhil,25,10050,24,32
Hall,23,10050,24,32
Ward-Prowse,22,10050,24,32
R.Lewis,22,10050,24,32
Verbruggen,22,10050,24,32
Williams,21,10050,24,32
Chukwuemeka,19,10050,24,32
Beyer,19,10050,24,32
A.Becker,19,10050,24,32
Adingra,19,10050,24,32
Zouma,17,10050,24,32
Hudson-Odoi,16,10050,24,32
Wissa,16,10050,24,32
Mainoo,15,10050,24,32
Lukić,15,10050,24,32
Diego Carlos,15,10050,24,32
McNeil,15,10050,24,32
Barnes,13,10050,24,32
Digne,13,10050,24,32
Toti,13,10050,24,32
Martinelli,12,10050,24,32
Pinnock,12,10050,24,32
João Pedro,11,10050,24,32
Sarr,11,10050,24,32
J.Virginia,11,10050,24,32
Brereton Díaz,10,10050,24,32
Tsimikas,10,10050,24,32
Andreas,10,10050,24,32
Ajer,10,10050,24,32
Sanchez,9,10050,24,32
Steele,9,10050,24,32
Chong,8,10050,24,32
Alexander-Arnold,8,10050,24,32
Bentley,8,10050,24,32
Forster,7,10050,24,32
Evans,7,10050,24,32
Kulusevski,7,10050,24,32
Collins,7,10050,24,32
Sergio Gómez,7,10050,24,32
Tosin,7,10050,24,32
Souček,6,10050,24,32
G.Jesus,6,10050,24,32
Werner,6,10050,24,32
Woodrow,6,10050,24,32
