Player,Count,Entries Number,Season,Gameweek
Salah,8287,9797,24,10
Haaland,8092,9797,24,10
Watkins,7147,9797,24,10
Areola,6895,9797,24,10
Cash,6763,9797,24,10
Son,6551,9797,24,10
Trippier,5716,9797,24,10
Maddison,5326,9797,24,10
Saka,4431,9797,24,10
Turner,4387,9797,24,10
J.Alvarez,4308,9797,24,10
Diaby,4142,9797,24,10
Tsimikas,3416,9797,24,10
Udogie,2894,9797,24,10
Mbeumo,2772,9797,24,10
Bowen,2674,9797,24,10
Burn,2568,9797,24,10
Mitoma,2542,9797,24,10
Archer,2336,9797,24,10
Pedro Porro,2259,9797,24,10
Saliba,1924,9797,24,10
Gordon,1757,9797,24,10
Leno,1726,9797,24,10
Gabriel,1702,9797,24,10
Neto,1657,9797,24,10
Andersen,1525,9797,24,10
Romero,1467,9797,24,10
Kaboré,1454,9797,24,10
Douglas Luiz,1379,9797,24,10
Taylor,1319,9797,24,10
Lamptey,1189,9797,24,10
Darwin,1175,9797,24,10
Mubama,1052,9797,24,10
White,1048,9797,24,10
Morris,953,9797,24,10
Botman,927,9797,24,10
Schär,902,9797,24,10
Van de Ven,866,9797,24,10
Sanchez,824,9797,24,10
Walker,796,9797,24,10
Digne,773,9797,24,10
Gusto,733,9797,24,10
Ødegaard,686,9797,24,10
Colwill,656,9797,24,10
Ward-Prowse,643,9797,24,10
Anderson,633,9797,24,10
Lascelles,632,9797,24,10
Johnstone,621,9797,24,10
A.Becker,617,9797,24,10
Vicario,596,9797,24,10
Estupiñan,541,9797,24,10
Palmer,512,9797,24,10
Coufal,498,9797,24,10
Pope,481,9797,24,10
Chukwuemeka,480,9797,24,10
Nketiah,455,9797,24,10
Flekken,452,9797,24,10
Onana,449,9797,24,10
Pau,446,9797,24,10
Ederson M.,433,9797,24,10
Wissa,422,9797,24,10
Guéhi,403,9797,24,10
Solanke,396,9797,24,10
Baldock,376,9797,24,10
Pickford,368,9797,24,10
Martinez,356,9797,24,10
Isak,348,9797,24,10
Bell,340,9797,24,10
João Pedro,328,9797,24,10
Zinchenko,317,9797,24,10
Raya,315,9797,24,10
Branthwaite,310,9797,24,10
B.Fernandes,307,9797,24,10
Dalot,307,9797,24,10
Luis Díaz,304,9797,24,10
Tarkowski,297,9797,24,10
Semenyo,295,9797,24,10
Sarr,288,9797,24,10
Foden,271,9797,24,10
Virgil,269,9797,24,10
Wilson,264,9797,24,10
Alexander-Arnold,257,9797,24,10
Sterling,256,9797,24,10
Nakamba,238,9797,24,10
Ferguson,237,9797,24,10
Foster,237,9797,24,10
Edouard,236,9797,24,10
Jensen,221,9797,24,10
Højlund,220,9797,24,10
Beyer,219,9797,24,10
Mitchell,215,9797,24,10
Almirón,207,9797,24,10
Szoboszlai,205,9797,24,10
Martinelli,200,9797,24,10
Strakosha,198,9797,24,10
Hee Chan,192,9797,24,10
Pinnock,177,9797,24,10
Adingra,151,9797,24,10
Zouma,149,9797,24,10
Gvardiol,146,9797,24,10
Souček,120,9797,24,10
Steele,116,9797,24,10
Calvert-Lewin,110,9797,24,10
Evans,106,9797,24,10
Maguire,98,9797,24,10
McAtee,95,9797,24,10
Disasi,90,9797,24,10
Akanji,89,9797,24,10
Osula,89,9797,24,10
Van Hecke,85,9797,24,10
Castagne,85,9797,24,10
Kulusevski,85,9797,24,10
Al-Dakhil,85,9797,24,10
Antonio,79,9797,24,10
Trusty,78,9797,24,10
Ramsdale,77,9797,24,10
Rúben,77,9797,24,10
Woodrow,77,9797,24,10
Ream,74,9797,24,10
Konsa,74,9797,24,10
Forster,73,9797,24,10
Dunk,73,9797,24,10
Longstaff,71,9797,24,10
Ortega Moreno,70,9797,24,10
A.Doucoure,68,9797,24,10
Sergio Gómez,65,9797,24,10
Reguilón,65,9797,24,10
Rice,64,9797,24,10
Aké,57,9797,24,10
Ahamada,53,9797,24,10
Andreas,53,9797,24,10
Gross,51,9797,24,10
Enzo,50,9797,24,10
Baptiste,50,9797,24,10
Richarlison,50,9797,24,10
Mengi,49,9797,24,10
Vinícius,49,9797,24,10
Rashford,49,9797,24,10
Boly,46,9797,24,10
José Sá,45,9797,24,10
Gibbs-White,45,9797,24,10
Veltman,45,9797,24,10
Rodrigo,44,9797,24,10
Aurier,44,9797,24,10
Cunha,43,9797,24,10
Awoniyi,42,9797,24,10
March,41,9797,24,10
Trafford,39,9797,24,10
Doku,39,9797,24,10
J.Virginia,38,9797,24,10
Konaté,38,9797,24,10
Muniz,37,9797,24,10
Hannibal,37,9797,24,10
Elanga,36,9797,24,10
Burke,36,9797,24,10
Pellistri,35,9797,24,10
McGinn,34,9797,24,10
G.Jesus,34,9797,24,10
Adebayo,34,9797,24,10
Garnacho,33,9797,24,10
Mateta,32,9797,24,10
Emerson,32,9797,24,10
Wood,32,9797,24,10
Henry,30,9797,24,10
Whitworth,30,9797,24,10
Ansu Fati,28,9797,24,10
Dubravka,28,9797,24,10
Eze,28,9797,24,10
T.Silva,27,9797,24,10
Hudson-Odoi,27,9797,24,10
Fabianski,27,9797,24,10
Collins,26,9797,24,10
Kaminski,26,9797,24,10
Ugochukwu,26,9797,24,10
Ui-jo,26,9797,24,10
Bailey,25,9797,24,10
N.Aguerd,25,9797,24,10
Billing,24,9797,24,10
Chambers,23,9797,24,10
N.Jackson,22,9797,24,10
Stones,22,9797,24,10
Basham,21,9797,24,10
C.Richards,21,9797,24,10
Broja,21,9797,24,10
R.Lewis,21,9797,24,10
Raúl,20,9797,24,10
Willian,20,9797,24,10
Mykolenko,20,9797,24,10
Bruno G.,19,9797,24,10
Matip,19,9797,24,10
Gilmour,19,9797,24,10
Lukić,19,9797,24,10
Holgate,19,9797,24,10
Amissah,18,9797,24,10
Yarmolyuk,18,9797,24,10
Diogo J.,17,9797,24,10
Reed,16,9797,24,10
Robertson,16,9797,24,10
Robinson,16,9797,24,10
McTominay,16,9797,24,10
L.Paquetá,16,9797,24,10
Olsen,15,9797,24,10
Mee,15,9797,24,10
Rodák,15,9797,24,10
Mings,15,9797,24,10
Kilman,14,9797,24,10
Mac Allister,14,9797,24,10
Lindelof,14,9797,24,10
Kluivert,13,9797,24,10
Brownhill,13,9797,24,10
J.Ayew,13,9797,24,10
Franchi,13,9797,24,10
James,12,9797,24,10
Diop,11,9797,24,10
Gravenberch,11,9797,24,10
Lockyer,11,9797,24,10
Steffen,11,9797,24,10
Gomez,11,9797,24,10
Doughty,11,9797,24,10
Aarons,11,9797,24,10
Tavares,11,9797,24,10
Chilwell,11,9797,24,10
Macey,10,9797,24,10
Simms,10,9797,24,10
Casemiro,10,9797,24,10
Kelleher,10,9797,24,10
Amdouni,10,9797,24,10
Hickey,10,9797,24,10
McGill,9,9797,24,10
Verbruggen,9,9797,24,10
Mudryk,9,9797,24,10
Tete,9,9797,24,10
Young,9,9797,24,10
Šarkić,9,9797,24,10
Caicedo,9,9797,24,10
Egan-Riley,9,9797,24,10
Dawson,9,9797,24,10
Bentley,9,9797,24,10
King,9,9797,24,10
Karius,8,9797,24,10
Balogun,8,9797,24,10
Cédric,8,9797,24,10
Shoretire,8,9797,24,10
Vigouroux,8,9797,24,10
J.Murphy,8,9797,24,10
Ajer,8,9797,24,10
Zeqiri,8,9797,24,10
J.Palhinha,7,9797,24,10
Maupay,7,9797,24,10
Bernardo,7,9797,24,10
Bobb,7,9797,24,10
Randolph,7,9797,24,10
Welbeck,7,9797,24,10
Aït-Nouri,7,9797,24,10
Trossard,7,9797,24,10
Tomkins,7,9797,24,10
Dummett,6,9797,24,10
Ritchie,6,9797,24,10
Kerkez,6,9797,24,10
Garner,6,9797,24,10
Kalajdžić,6,9797,24,10
Koleosho,6,9797,24,10
Baleba,6,9797,24,10
Hennessey,6,9797,24,10
Balcombe,6,9797,24,10
N.Semedo,6,9797,24,10
Igor,6,9797,24,10
Norrington-Davies,5,9797,24,10
R.Varane,5,9797,24,10
Enciso,5,9797,24,10
Ndombele,5,9797,24,10
Hamer,5,9797,24,10
Thomas,5,9797,24,10
Doak,5,9797,24,10
Christie,5,9797,24,10
Murillo,5,9797,24,10
Brown,5,9797,24,10
Boubacar Traore,5,9797,24,10
Bolla,5,9797,24,10
Wan-Bissaka,5,9797,24,10
Ahmedhodžić,5,9797,24,10
Muskwe,5,9797,24,10
Roberts,5,9797,24,10
Nørgaard,4,9797,24,10
Adrián,4,9797,24,10
Gillespie,4,9797,24,10
Goode,4,9797,24,10
Spence,4,9797,24,10
Livramento,4,9797,24,10
Foderingham,4,9797,24,10
Beto,4,9797,24,10
Gallagher,4,9797,24,10
Ogbene,4,9797,24,10
Cucurella,4,9797,24,10
Brooks,4,9797,24,10
Ghoddos,4,9797,24,10
Surridge,4,9797,24,10
Matheus N.,4,9797,24,10
Kovačić,4,9797,24,10
Carson,4,9797,24,10
Toffolo,4,9797,24,10
A.Murphy,4,9797,24,10
Phillips,4,9797,24,10
Biancone,3,9797,24,10
G.Shelvey,3,9797,24,10
Tomiyasu,3,9797,24,10
Dier,3,9797,24,10
Kudus,3,9797,24,10
Diego Carlos,3,9797,24,10
Ekdal,3,9797,24,10
Lerma,3,9797,24,10
E.Royal,3,9797,24,10
Shaw,3,9797,24,10
Andrey,3,9797,24,10
Tonali,3,9797,24,10
Mbabu,3,9797,24,10
Pepple,3,9797,24,10
Hill,3,9797,24,10
Tanganga,3,9797,24,10
Giles,3,9797,24,10
Cresswell,3,9797,24,10
Arter,3,9797,24,10
Heaton,2,9797,24,10
Johnson,2,9797,24,10
Bassey,2,9797,24,10
McNeil,2,9797,24,10
Dahoud,2,9797,24,10
Bech,2,9797,24,10
Scarlett,2,9797,24,10
