Player,Count,Entries Number,Season,Gameweek
Palmer,9462,10050,24,22
Watkins,9260,10050,24,22
Saka,8244,10050,24,22
Areola,7847,10050,24,22
Pedro Porro,7353,10050,24,22
Solanke,6801,10050,24,22
Foden,6210,10050,24,22
J.Alvarez,5997,10050,24,22
Gabriel,5865,10050,24,22
Dubravka,5208,10050,24,22
Estupiñan,5208,10050,24,22
Richarlison,4594,10050,24,22
Alexander-Arnold,4500,10050,24,22
Diogo J.,3873,10050,24,22
De Bruyne,3824,10050,24,22
Bowen,3079,10050,24,22
Gordon,2767,10050,24,22
Saliba,2583,10050,24,22
Taylor,2281,10050,24,22
Walker,2042,10050,24,22
Gusto,1909,10050,24,22
Turner,1669,10050,24,22
Trippier,1628,10050,24,22
Haaland,1625,10050,24,22
Archer,1441,10050,24,22
Darwin,1320,10050,24,22
Salah,1194,10050,24,22
Branthwaite,1128,10050,24,22
Zinchenko,1125,10050,24,22
Gross,1106,10050,24,22
Colwill,1086,10050,24,22
Leno,1025,10050,24,22
Konsa,1017,10050,24,22
João Pedro,999,10050,24,22
Udogie,886,10050,24,22
Toney,841,10050,24,22
Doughty,817,10050,24,22
Lascelles,779,10050,24,22
Raya,761,10050,24,22
Pickford,651,10050,24,22
Neto,614,10050,24,22
Son,583,10050,24,22
Gomez,577,10050,24,22
Douglas Luiz,513,10050,24,22
Garnacho,506,10050,24,22
Virgil,486,10050,24,22
Senesi,473,10050,24,22
Cash,471,10050,24,22
Martinez,431,10050,24,22
Kaboré,414,10050,24,22
Baldock,409,10050,24,22
Mykolenko,399,10050,24,22
Ødegaard,387,10050,24,22
Burn,386,10050,24,22
Cunha,378,10050,24,22
Mubama,341,10050,24,22
Emerson,330,10050,24,22
Pau,321,10050,24,22
Alex Moreno,320,10050,24,22
Guéhi,314,10050,24,22
Van Hecke,304,10050,24,22
Eze,295,10050,24,22
Lamptey,289,10050,24,22
A.Becker,270,10050,24,22
Bernardo,265,10050,24,22
Ward-Prowse,264,10050,24,22
Petrović,260,10050,24,22
Luis Díaz,255,10050,24,22
Aké,248,10050,24,22
G.Jesus,246,10050,24,22
Hee Chan,243,10050,24,22
Tarkowski,241,10050,24,22
Livramento,241,10050,24,22
Kudus,235,10050,24,22
Botman,228,10050,24,22
Andersen,227,10050,24,22
Kelleher,224,10050,24,22
Olise,223,10050,24,22
Coufal,223,10050,24,22
Ederson M.,222,10050,24,22
Isak,220,10050,24,22
White,218,10050,24,22
Bell,200,10050,24,22
Bailey,196,10050,24,22
Mitchell,193,10050,24,22
Martinelli,181,10050,24,22
Sanchez,178,10050,24,22
B.Fernandes,169,10050,24,22
Tsimikas,156,10050,24,22
Maguire,155,10050,24,22
Robinson,150,10050,24,22
Strakosha,146,10050,24,22
Mengi,144,10050,24,22
Maddison,141,10050,24,22
Flekken,140,10050,24,22
Sterling,139,10050,24,22
Vicario,139,10050,24,22
Pinnock,135,10050,24,22
Johnstone,131,10050,24,22
Dalot,119,10050,24,22
Schär,119,10050,24,22
Diego Carlos,117,10050,24,22
Beyer,109,10050,24,22
Wood,102,10050,24,22
Diaby,97,10050,24,22
Onana,97,10050,24,22
Kulusevski,96,10050,24,22
Gvardiol,95,10050,24,22
Digne,91,10050,24,22
Rashford,91,10050,24,22
Raúl,90,10050,24,22
Trusty,90,10050,24,22
Castagne,78,10050,24,22
Steele,75,10050,24,22
Chukwuemeka,70,10050,24,22
Osula,69,10050,24,22
Semenyo,67,10050,24,22
Bradley,64,10050,24,22
Akanji,63,10050,24,22
Nkunku,62,10050,24,22
Konaté,60,10050,24,22
McAtee,58,10050,24,22
Dawson,57,10050,24,22
Evans,56,10050,24,22
Anderson,55,10050,24,22
Al-Dakhil,54,10050,24,22
Rúben,51,10050,24,22
T.Silva,51,10050,24,22
C.Richards,48,10050,24,22
Højlund,46,10050,24,22
N.Semedo,46,10050,24,22
Doku,45,10050,24,22
Johnson,44,10050,24,22
Souček,42,10050,24,22
Gibbs-White,42,10050,24,22
Kilman,40,10050,24,22
Werner,39,10050,24,22
Andreas,36,10050,24,22
Fabianski,36,10050,24,22
Zouma,36,10050,24,22
Elanga,36,10050,24,22
Trafford,35,10050,24,22
Adebayo,35,10050,24,22
Tavernier,30,10050,24,22
Morris,30,10050,24,22
Romero,29,10050,24,22
Disasi,29,10050,24,22
Adingra,28,10050,24,22
Bentley,25,10050,24,22
Nakamba,24,10050,24,22
Mateta,23,10050,24,22
Toti,22,10050,24,22
Willian,22,10050,24,22
Ortega Moreno,21,10050,24,22
Van de Ven,21,10050,24,22
Mee,20,10050,24,22
Ferguson,20,10050,24,22
Sarr,19,10050,24,22
Forster,18,10050,24,22
Ahamada,18,10050,24,22
J.Virginia,18,10050,24,22
McGinn,17,10050,24,22
Dunk,17,10050,24,22
McTominay,16,10050,24,22
Baptiste,15,10050,24,22
Almirón,14,10050,24,22
R.Lewis,14,10050,24,22
Foster,13,10050,24,22
Davies,13,10050,24,22
Sarabia,13,10050,24,22
Barkley,12,10050,24,22
B.Badiashile,12,10050,24,22
Tosin,11,10050,24,22
Henderson,11,10050,24,22
Calvert-Lewin,11,10050,24,22
Woodrow,10,10050,24,22
Aït-Nouri,10,10050,24,22
Szoboszlai,9,10050,24,22
N.Jackson,9,10050,24,22
Shaw,9,10050,24,22
Maupay,9,10050,24,22
Kaminski,8,10050,24,22
Kerkez,8,10050,24,22
Miley,8,10050,24,22
Iwobi,8,10050,24,22
Hinshelwood,8,10050,24,22
Sergio Gómez,8,10050,24,22
Wissa,8,10050,24,22
Nketiah,7,10050,24,22
Rice,7,10050,24,22
Rodák,7,10050,24,22
Amissah,7,10050,24,22
Amdouni,7,10050,24,22
Altay,7,10050,24,22
Kluivert,7,10050,24,22
Verbruggen,6,10050,24,22
Buonanotte,6,10050,24,22
Lewis-Potter,6,10050,24,22
Smith,6,10050,24,22
José Sá,6,10050,24,22
N.Aguerd,6,10050,24,22
G.Montiel,5,10050,24,22
Chilwell,5,10050,24,22
Wilson,5,10050,24,22
Toffolo,5,10050,24,22
Townsend,5,10050,24,22
Pellistri,5,10050,24,22
Rodrigo,5,10050,24,22
Wan-Bissaka,4,10050,24,22
Whitworth,4,10050,24,22
Robertson,4,10050,24,22
Stones,4,10050,24,22
Yarmoliuk,4,10050,24,22
Zabarnyi,4,10050,24,22
Olsen,4,10050,24,22
Collins,4,10050,24,22
Broja,4,10050,24,22
Burke,4,10050,24,22
Grealish,4,10050,24,22
McNeil,4,10050,24,22
