Player,Count,Entries Number,Season,Gameweek
Salah,8576,10050,24,9
Watkins,7877,10050,24,9
Trippier,7334,10050,24,9
Haaland,6892,10050,24,9
Son,6711,10050,24,9
Areola,6519,10050,24,9
Cash,6473,10050,24,9
Maddison,6448,10050,24,9
J.Alvarez,5340,10050,24,9
Turner,4201,10050,24,9
Udogie,3653,10050,24,9
Bowen,3314,10050,24,9
Pedro Porro,2861,10050,24,9
Saka,2853,10050,24,9
Burn,2770,10050,24,9
Mbeumo,2738,10050,24,9
Diaby,2389,10050,24,9
Neto,2139,10050,24,9
Mitoma,2120,10050,24,9
Leno,1962,10050,24,9
Archer,1920,10050,24,9
Gordon,1889,10050,24,9
Andersen,1854,10050,24,9
Romero,1519,10050,24,9
Botman,1491,10050,24,9
Kaboré,1467,10050,24,9
Lamptey,1448,10050,24,9
Saliba,1426,10050,24,9
Tsimikas,1404,10050,24,9
Morris,1380,10050,24,9
Darwin,1098,10050,24,9
Ødegaard,1092,10050,24,9
White,1070,10050,24,9
Taylor,1038,10050,24,9
B.Fernandes,1016,10050,24,9
Sanchez,1006,10050,24,9
Ward-Prowse,953,10050,24,9
Douglas Luiz,928,10050,24,9
Colwill,885,10050,24,9
Digne,870,10050,24,9
Gabriel,847,10050,24,9
Mubama,837,10050,24,9
Isak,811,10050,24,9
Walker,792,10050,24,9
Schär,786,10050,24,9
Van de Ven,778,10050,24,9
Anderson,749,10050,24,9
Estupiñan,739,10050,24,9
Vicario,736,10050,24,9
Gusto,728,10050,24,9
Johnstone,715,10050,24,9
Pope,634,10050,24,9
Coufal,633,10050,24,9
Solanke,597,10050,24,9
Onana,596,10050,24,9
A.Becker,584,10050,24,9
Almirón,557,10050,24,9
Chukwuemeka,536,10050,24,9
Wissa,528,10050,24,9
Martinez,522,10050,24,9
Højlund,522,10050,24,9
Lascelles,484,10050,24,9
Sterling,468,10050,24,9
Foden,465,10050,24,9
Ederson M.,452,10050,24,9
Luis Díaz,441,10050,24,9
Dalot,428,10050,24,9
Flekken,418,10050,24,9
Alexander-Arnold,415,10050,24,9
Pickford,398,10050,24,9
Baldock,380,10050,24,9
Pau,375,10050,24,9
Tarkowski,362,10050,24,9
Guéhi,357,10050,24,9
Jensen,351,10050,24,9
Bell,345,10050,24,9
Sarr,294,10050,24,9
Palmer,275,10050,24,9
Mitchell,262,10050,24,9
Semenyo,253,10050,24,9
João Pedro,251,10050,24,9
Virgil,248,10050,24,9
Rashford,244,10050,24,9
Beyer,240,10050,24,9
Edouard,236,10050,24,9
Zinchenko,234,10050,24,9
Raya,232,10050,24,9
Nakamba,229,10050,24,9
Foster,209,10050,24,9
Akanji,203,10050,24,9
Hee Chan,202,10050,24,9
Kulusevski,190,10050,24,9
Branthwaite,186,10050,24,9
Strakosha,149,10050,24,9
Gvardiol,147,10050,24,9
Richarlison,145,10050,24,9
Evans,141,10050,24,9
Calvert-Lewin,140,10050,24,9
Wilson,136,10050,24,9
Pinnock,135,10050,24,9
Zouma,134,10050,24,9
Disasi,134,10050,24,9
Szoboszlai,130,10050,24,9
Castagne,129,10050,24,9
Awoniyi,126,10050,24,9
March,120,10050,24,9
A.Doucoure,114,10050,24,9
Ream,113,10050,24,9
Ramsdale,109,10050,24,9
Souček,109,10050,24,9
Robertson,105,10050,24,9
Steele,100,10050,24,9
Ferguson,97,10050,24,9
Andreas,97,10050,24,9
Osula,96,10050,24,9
Nketiah,93,10050,24,9
Boly,86,10050,24,9
Konsa,81,10050,24,9
Rúben,81,10050,24,9
Reguilón,79,10050,24,9
Gibbs-White,77,10050,24,9
Woodrow,75,10050,24,9
Longstaff,74,10050,24,9
Aké,73,10050,24,9
Martinelli,73,10050,24,9
Enzo,73,10050,24,9
Al-Dakhil,72,10050,24,9
Trusty,68,10050,24,9
Vinícius,68,10050,24,9
McAtee,67,10050,24,9
Eze,64,10050,24,9
Antonio,64,10050,24,9
Van Hecke,64,10050,24,9
Forster,63,10050,24,9
G.Jesus,62,10050,24,9
José Sá,61,10050,24,9
Aurier,61,10050,24,9
Emerson,56,10050,24,9
Sergio Gómez,54,10050,24,9
Elanga,52,10050,24,9
Rice,48,10050,24,9
Hudson-Odoi,48,10050,24,9
Ortega Moreno,47,10050,24,9
Baptiste,46,10050,24,9
Doku,44,10050,24,9
Garnacho,43,10050,24,9
Hannibal,43,10050,24,9
Dunk,42,10050,24,9
Cunha,41,10050,24,9
Muniz,40,10050,24,9
Mateta,40,10050,24,9
Broja,39,10050,24,9
J.Virginia,38,10050,24,9
T.Silva,38,10050,24,9
Rodrigo,38,10050,24,9
Trafford,37,10050,24,9
N.Jackson,37,10050,24,9
Burke,37,10050,24,9
Collins,36,10050,24,9
Kaminski,35,10050,24,9
Ugochukwu,35,10050,24,9
Henry,35,10050,24,9
Mengi,34,10050,24,9
Pellistri,34,10050,24,9
McGinn,33,10050,24,9
Matip,33,10050,24,9
Dubravka,33,10050,24,9
R.Lewis,32,10050,24,9
Fabianski,31,10050,24,9
Willian,31,10050,24,9
Adebayo,30,10050,24,9
Gilmour,30,10050,24,9
Gross,30,10050,24,9
Veltman,29,10050,24,9
Kilman,29,10050,24,9
Chilwell,29,10050,24,9
Chambers,28,10050,24,9
Robinson,28,10050,24,9
Bruno G.,28,10050,24,9
N.Aguerd,27,10050,24,9
Wood,27,10050,24,9
Konaté,27,10050,24,9
Raúl,27,10050,24,9
Bailey,26,10050,24,9
Ahamada,26,10050,24,9
Amissah,25,10050,24,9
Whitworth,24,10050,24,9
Ui-jo,24,10050,24,9
R.Varane,23,10050,24,9
Lindelof,23,10050,24,9
Lukić,23,10050,24,9
Reed,22,10050,24,9
Maguire,22,10050,24,9
Billing,21,10050,24,9
Yarmolyuk,19,10050,24,9
C.Richards,18,10050,24,9
Mykolenko,18,10050,24,9
Adingra,18,10050,24,9
Olsen,18,10050,24,9
Young,18,10050,24,9
Basham,18,10050,24,9
Mac Allister,18,10050,24,9
Gomez,18,10050,24,9
Doughty,17,10050,24,9
Stones,17,10050,24,9
Holgate,17,10050,24,9
Rodák,16,10050,24,9
Mings,16,10050,24,9
Amdouni,15,10050,24,9
Diogo J.,15,10050,24,9
Kluivert,14,10050,24,9
McTominay,14,10050,24,9
Lockyer,14,10050,24,9
Aarons,14,10050,24,9
James,13,10050,24,9
Mee,13,10050,24,9
Casemiro,13,10050,24,9
Caicedo,13,10050,24,9
Bentley,12,10050,24,9
Kelleher,12,10050,24,9
Diop,12,10050,24,9
L.Paquetá,12,10050,24,9
Tavares,12,10050,24,9
Cédric,12,10050,24,9
Garner,11,10050,24,9
Tomkins,11,10050,24,9
Egan-Riley,11,10050,24,9
Macey,11,10050,24,9
Tete,11,10050,24,9
J.Ayew,11,10050,24,9
McGill,11,10050,24,9
Verbruggen,11,10050,24,9
Brownhill,11,10050,24,9
Franchi,10,10050,24,9
King,10,10050,24,9
Gallagher,9,10050,24,9
Hickey,9,10050,24,9
Norrington-Davies,9,10050,24,9
Hamer,9,10050,24,9
Bernardo,9,10050,24,9
Bobb,9,10050,24,9
Mbabu,8,10050,24,9
Randolph,8,10050,24,9
Christie,8,10050,24,9
Šarkić,8,10050,24,9
Koleosho,8,10050,24,9
J.Palhinha,8,10050,24,9
Trossard,8,10050,24,9
Foderingham,8,10050,24,9
Maupay,7,10050,24,9
Mudryk,7,10050,24,9
Welbeck,7,10050,24,9
Aït-Nouri,7,10050,24,9
Giles,7,10050,24,9
Tanganga,7,10050,24,9
Balogun,7,10050,24,9
Hennessey,7,10050,24,9
Tonali,7,10050,24,9
Wan-Bissaka,7,10050,24,9
Murillo,7,10050,24,9
Berge,7,10050,24,9
Karius,6,10050,24,9
Dawson,6,10050,24,9
Shaw,6,10050,24,9
Gakpo,6,10050,24,9
Shoretire,6,10050,24,9
Bolla,6,10050,24,9
Kudus,6,10050,24,9
Roberts,6,10050,24,9
Gravenberch,6,10050,24,9
Goode,6,10050,24,9
Surridge,6,10050,24,9
Danjuma,6,10050,24,9
Zeqiri,6,10050,24,9
N.Semedo,5,10050,24,9
Muskwe,5,10050,24,9
Watson,5,10050,24,9
Nørgaard,5,10050,24,9
Zaniolo,5,10050,24,9
Ahmedhodžić,5,10050,24,9
Nelson,5,10050,24,9
Webster,5,10050,24,9
Agyei,5,10050,24,9
Brown,5,10050,24,9
Thomas,5,10050,24,9
Steffen,5,10050,24,9
Toffolo,5,10050,24,9
Livramento,5,10050,24,9
Beto,5,10050,24,9
Lerma,5,10050,24,9
Kerkez,5,10050,24,9
Duran,5,10050,24,9
Kovačić,5,10050,24,9
Boubacar Traore,5,10050,24,9
Matheus N.,4,10050,24,9
A.Murphy,4,10050,24,9
Cresswell,4,10050,24,9
Baleba,4,10050,24,9
Carson,4,10050,24,9
Hoever,4,10050,24,9
Ritchie,4,10050,24,9
Brooks,4,10050,24,9
Ansu Fati,4,10050,24,9
A.Davies,4,10050,24,9
Kilkenny,4,10050,24,9
McNeil,4,10050,24,9
E.Royal,4,10050,24,9
Ndombele,4,10050,24,9
Roerslev,4,10050,24,9
Ward,4,10050,24,9
Vigouroux,4,10050,24,9
Ajer,4,10050,24,9
Schlupp,3,10050,24,9
Potts,3,10050,24,9
Quansah,3,10050,24,9
Zabarnyi,3,10050,24,9
Simms,3,10050,24,9
Andrey,3,10050,24,9
Barkley,3,10050,24,9
Austin,3,10050,24,9
