Player,Count,Entries Number,Season,Gameweek
Haaland,10000,10050,24,6
Saka,9322,10050,24,6
Estupiñan,8647,10050,24,6
Mitoma,7210,10050,24,6
Botman,6110,10050,24,6
Salah,5714,10050,24,6
Mbeumo,5076,10050,24,6
J.Alvarez,5075,10050,24,6
Areola,4541,10050,24,6
Maddison,3904,10050,24,6
Trippier,3846,10050,24,6
Gusto,3499,10050,24,6
Saliba,3348,10050,24,6
Cash,3322,10050,24,6
Leno,3064,10050,24,6
Udogie,3036,10050,24,6
Turner,2783,10050,24,6
Son,2288,10050,24,6
Watkins,2111,10050,24,6
Onana,2019,10050,24,6
Rashford,2014,10050,24,6
B.Fernandes,1996,10050,24,6
Diaby,1931,10050,24,6
Foden,1884,10050,24,6
Walker,1862,10050,24,6
Sanchez,1737,10050,24,6
Archer,1481,10050,24,6
Mubama,1403,10050,24,6
Ederson M.,1293,10050,24,6
Sterling,1195,10050,24,6
Chilwell,1162,10050,24,6
João Pedro,1114,10050,24,6
Baldock,1111,10050,24,6
Wissa,1108,10050,24,6
Isak,1072,10050,24,6
Edouard,1069,10050,24,6
Kaboré,905,10050,24,6
Akanji,837,10050,24,6
Bell,818,10050,24,6
Morris,794,10050,24,6
Romero,783,10050,24,6
Ødegaard,744,10050,24,6
Burn,697,10050,24,6
Colwill,688,10050,24,6
Ward-Prowse,684,10050,24,6
Gordon,637,10050,24,6
Flekken,619,10050,24,6
Bowen,598,10050,24,6
Pickford,596,10050,24,6
Gabriel,590,10050,24,6
Eze,575,10050,24,6
Andersen,574,10050,24,6
Beyer,545,10050,24,6
Pedro Porro,516,10050,24,6
Ramsdale,515,10050,24,6
White,513,10050,24,6
Digne,506,10050,24,6
Neto,503,10050,24,6
Ferguson,500,10050,24,6
Semenyo,483,10050,24,6
Pope,479,10050,24,6
N.Jackson,469,10050,24,6
Darwin,441,10050,24,6
Gvardiol,425,10050,24,6
Martinez,422,10050,24,6
Lamptey,416,10050,24,6
March,354,10050,24,6
Schär,354,10050,24,6
Johnstone,350,10050,24,6
Awoniyi,340,10050,24,6
Anderson,333,10050,24,6
Rúben,312,10050,24,6
Højlund,298,10050,24,6
Disasi,290,10050,24,6
Henry,280,10050,24,6
Steele,270,10050,24,6
Robertson,270,10050,24,6
Alexander-Arnold,266,10050,24,6
Vicario,262,10050,24,6
Nketiah,261,10050,24,6
Osula,255,10050,24,6
Sarr,249,10050,24,6
Aké,246,10050,24,6
Wilson,234,10050,24,6
McAtee,232,10050,24,6
Luis Díaz,222,10050,24,6
Zinchenko,221,10050,24,6
Pau,216,10050,24,6
A.Becker,197,10050,24,6
Reguilón,196,10050,24,6
Pinnock,194,10050,24,6
Rodrigo,164,10050,24,6
Ui-jo,154,10050,24,6
Doku,144,10050,24,6
Chukwuemeka,143,10050,24,6
Vinícius,142,10050,24,6
Andreas,140,10050,24,6
Solanke,131,10050,24,6
Forster,129,10050,24,6
Douglas Luiz,124,10050,24,6
Ream,119,10050,24,6
Guéhi,117,10050,24,6
T.Silva,116,10050,24,6
Raúl,115,10050,24,6
Almirón,113,10050,24,6
Antonio,113,10050,24,6
Szoboszlai,107,10050,24,6
Enzo,107,10050,24,6
Nakamba,102,10050,24,6
Martinelli,93,10050,24,6
Aurier,92,10050,24,6
Mitchell,88,10050,24,6
Van Hecke,88,10050,24,6
Baptiste,87,10050,24,6
Gross,87,10050,24,6
Stones,86,10050,24,6
Wan-Bissaka,83,10050,24,6
Kulusevski,82,10050,24,6
Garnacho,82,10050,24,6
Van de Ven,82,10050,24,6
Raya,81,10050,24,6
G.Jesus,80,10050,24,6
Tarkowski,78,10050,24,6
Shaw,77,10050,24,6
Bailey,75,10050,24,6
Gibbs-White,74,10050,24,6
Fabianski,73,10050,24,6
Woodrow,72,10050,24,6
Foster,72,10050,24,6
Rice,71,10050,24,6
Muniz,69,10050,24,6
J.Virginia,67,10050,24,6
José Sá,66,10050,24,6
Jensen,64,10050,24,6
Diogo J.,64,10050,24,6
Adebayo,61,10050,24,6
Zouma,60,10050,24,6
