Player,Count,Entries Number,Season,Gameweek
Palmer,9571,10049,24,30
Son,8893,10049,24,30
Saka,8540,10049,24,30
Haaland,8100,10049,24,30
Gabriel,7879,10049,24,30
Watkins,7735,10049,24,30
Solanke,7513,10049,24,30
Areola,6209,10049,24,30
Foden,5352,10049,24,30
Salah,5232,10049,24,30
Zabarnyi,4135,10049,24,30
Gusto,3889,10049,24,30
Dubravka,3690,10049,24,30
Doughty,3298,10049,24,30
Pedro Porro,2999,10049,24,30
Saliba,2915,10049,24,30
Neto,2752,10049,24,30
Bradley,2355,10049,24,30
Udogie,2261,10049,24,30
Gordon,2186,10049,24,30
Taylor,1996,10049,24,30
Virgil,1833,10049,24,30
Garnacho,1821,10049,24,30
Petrović,1615,10049,24,30
Muniz,1529,10049,24,30
Maddison,1509,10049,24,30
Bowen,1422,10049,24,30
Lascelles,1395,10049,24,30
Branthwaite,1395,10049,24,30
Darwin,1317,10049,24,30
Kelleher,1260,10049,24,30
Aké,1253,10049,24,30
Morris,1229,10049,24,30
Aït-Nouri,1174,10049,24,30
Toney,1147,10049,24,30
Isak,1046,10049,24,30
Estupiñan,955,10049,24,30
Raya,948,10049,24,30
Reguilón,835,10049,24,30
Turner,813,10049,24,30
Pau,800,10049,24,30
Douglas Luiz,757,10049,24,30
Hee Chan,704,10049,24,30
Richarlison,661,10049,24,30
Walker,578,10049,24,30
Onana,560,10049,24,30
Konsa,507,10049,24,30
Van Hecke,506,10049,24,30
Gross,500,10049,24,30
Flekken,446,10049,24,30
Leno,421,10049,24,30
White,418,10049,24,30
Trippier,401,10049,24,30
Luis Díaz,394,10049,24,30
Kerkez,393,10049,24,30
Pickford,377,10049,24,30
Robinson,366,10049,24,30
Kaminski,355,10049,24,30
Alex Moreno,316,10049,24,30
Burn,308,10049,24,30
Dalot,297,10049,24,30
Bailey,288,10049,24,30
C.Richards,256,10049,24,30
Barkley,251,10049,24,30
Sarabia,244,10049,24,30
Tavernier,241,10049,24,30
Senesi,237,10049,24,30
Lamptey,229,10049,24,30
Maguire,210,10049,24,30
Ederson M.,209,10049,24,30
Kaboré,208,10049,24,30
Semenyo,207,10049,24,30
Martinez,205,10049,24,30
Ødegaard,192,10049,24,30
Baldock,180,10049,24,30
Schär,167,10049,24,30
Smith,153,10049,24,30
Romero,151,10049,24,30
Botman,149,10049,24,30
Rúben,149,10049,24,30
Cash,147,10049,24,30
Elanga,146,10049,24,30
Mykolenko,138,10049,24,30
Mitchell,132,10049,24,30
Emerson,127,10049,24,30
Eze,121,10049,24,30
