Player,Count,Entries Number,Season,Gameweek
Haaland,9946,10050,24,27
Saka,9896,10050,24,27
Watkins,9893,10050,24,27
Foden,9074,10050,24,27
Gabriel,8140,10050,24,27
Areola,7894,10050,24,27
Palmer,7197,10050,24,27
Solanke,6467,10050,24,27
Son,5372,10050,24,27
Dubravka,5257,10050,24,27
Saliba,3573,10050,24,27
Estupiñan,2973,10050,24,27
Aké,2829,10050,24,27
Pedro Porro,2810,10050,24,27
Taylor,2778,10050,24,27
Virgil,2644,10050,24,27
Bowen,2569,10050,24,27
Walker,2501,10050,24,27
Gordon,2495,10050,24,27
Doughty,2104,10050,24,27
Hee Chan,2061,10050,24,27
Trippier,1857,10050,24,27
Douglas Luiz,1624,10050,24,27
Branthwaite,1568,10050,24,27
Neto,1423,10050,24,27
Turner,1374,10050,24,27
Senesi,1350,10050,24,27
Gross,1337,10050,24,27
Richarlison,1317,10050,24,27
De Bruyne,1289,10050,24,27
Bradley,1203,10050,24,27
Garnacho,1184,10050,24,27
Gusto,1170,10050,24,27
Darwin,1169,10050,24,27
Pau,1010,10050,24,27
Kelleher,846,10050,24,27
Toney,846,10050,24,27
Raya,801,10050,24,27
J.Alvarez,748,10050,24,27
Reguilón,693,10050,24,27
Leno,639,10050,24,27
Udogie,614,10050,24,27
Luis Díaz,607,10050,24,27
Ødegaard,598,10050,24,27
Bailey,552,10050,24,27
Van Hecke,543,10050,24,27
Alex Moreno,541,10050,24,27
Aït-Nouri,471,10050,24,27
Burn,452,10050,24,27
Maguire,451,10050,24,27
Konsa,445,10050,24,27
Cash,423,10050,24,27
Ederson M.,418,10050,24,27
Lamptey,399,10050,24,27
Maddison,392,10050,24,27
Lascelles,353,10050,24,27
Flekken,345,10050,24,27
Dalot,340,10050,24,27
Pickford,334,10050,24,27
Botman,314,10050,24,27
Salah,306,10050,24,27
Kaboré,302,10050,24,27
Archer,302,10050,24,27
Martinez,300,10050,24,27
Schär,295,10050,24,27
Zabarnyi,283,10050,24,27
White,277,10050,24,27
Robertson,274,10050,24,27
Barkley,249,10050,24,27
Baldock,248,10050,24,27
Kaminski,247,10050,24,27
Zinchenko,245,10050,24,27
Colwill,235,10050,24,27
Bell,210,10050,24,27
Morris,202,10050,24,27
Emerson,193,10050,24,27
Gomez,190,10050,24,27
Mykolenko,182,10050,24,27
A.Becker,171,10050,24,27
Mitchell,166,10050,24,27
Kilman,164,10050,24,27
Petrović,160,10050,24,27
Andersen,151,10050,24,27
Dunk,148,10050,24,27
Kudus,147,10050,24,27
Tavernier,141,10050,24,27
Adebayo,141,10050,24,27
Rúben,132,10050,24,27
Robinson,132,10050,24,27
Strakosha,129,10050,24,27
Coufal,118,10050,24,27
B.Fernandes,115,10050,24,27
Dawson,113,10050,24,27
Guéhi,110,10050,24,27
Tarkowski,109,10050,24,27
Diogo J.,108,10050,24,27
Martinelli,106,10050,24,27
Livramento,102,10050,24,27
Konaté,97,10050,24,27
C.Richards,96,10050,24,27
Mengi,94,10050,24,27
Ward-Prowse,85,10050,24,27
Johnstone,83,10050,24,27
Onana,82,10050,24,27
Kiwior,81,10050,24,27
Adingra,81,10050,24,27
Van de Ven,79,10050,24,27
Mubama,75,10050,24,27
Alexander-Arnold,75,10050,24,27
Castagne,70,10050,24,27
Muniz,68,10050,24,27
Sanchez,64,10050,24,27
Al-Dakhil,54,10050,24,27
Havertz,54,10050,24,27
Højlund,52,10050,24,27
Beyer,52,10050,24,27
Trusty,51,10050,24,27
Pinnock,50,10050,24,27
McAtee,50,10050,24,27
Digne,50,10050,24,27
Rodrigo,49,10050,24,27
Semenyo,49,10050,24,27
Sarabia,45,10050,24,27
Romero,44,10050,24,27
Tsimikas,43,10050,24,27
N.Semedo,42,10050,24,27
