Player,Count,Entries Number,Season,Gameweek
Saka,9777,10050,24,28
Watkins,9755,10050,24,28
Solanke,9564,10050,24,28
Gabriel,8203,10050,24,28
Foden,7918,10050,24,28
Haaland,7853,10050,24,28
Palmer,7820,10050,24,28
Areola,7666,10050,24,28
Son,7599,10050,24,28
Doughty,5165,10050,24,28
Zabarnyi,4572,10050,24,28
Dubravka,4497,10050,24,28
Saliba,3348,10050,24,28
Bowen,3208,10050,24,28
Neto,3184,10050,24,28
Pedro Porro,2845,10050,24,28
Taylor,2635,10050,24,28
Gordon,2131,10050,24,28
Morris,2058,10050,24,28
Virgil,2037,10050,24,28
Aké,1741,10050,24,28
Estupiñan,1733,10050,24,28
Douglas Luiz,1407,10050,24,28
Branthwaite,1339,10050,24,28
Walker,1317,10050,24,28
Hee Chan,1299,10050,24,28
Garnacho,1208,10050,24,28
Gross,1162,10050,24,28
Gusto,1137,10050,24,28
Reguilón,1093,10050,24,28
Udogie,1088,10050,24,28
Turner,1054,10050,24,28
Bradley,972,10050,24,28
Pau,935,10050,24,28
Richarlison,836,10050,24,28
Kelleher,829,10050,24,28
Barkley,787,10050,24,28
Maddison,725,10050,24,28
Trippier,662,10050,24,28
Raya,593,10050,24,28
De Bruyne,578,10050,24,28
Kerkez,573,10050,24,28
Aït-Nouri,522,10050,24,28
Bailey,496,10050,24,28
Leno,491,10050,24,28
Van Hecke,488,10050,24,28
Kaminski,458,10050,24,28
Senesi,451,10050,24,28
Alex Moreno,445,10050,24,28
Flekken,440,10050,24,28
Ødegaard,433,10050,24,28
Konsa,400,10050,24,28
Tavernier,384,10050,24,28
Burn,368,10050,24,28
Luis Díaz,355,10050,24,28
White,347,10050,24,28
Dalot,339,10050,24,28
Salah,329,10050,24,28
Toney,325,10050,24,28
Lamptey,306,10050,24,28
Cash,305,10050,24,28
Maguire,286,10050,24,28
Kaboré,273,10050,24,28
Botman,257,10050,24,28
Lascelles,254,10050,24,28
Pickford,246,10050,24,28
Ederson M.,225,10050,24,28
Martinez,216,10050,24,28
Robertson,204,10050,24,28
Baldock,198,10050,24,28
Schär,193,10050,24,28
Kudus,183,10050,24,28
Darwin,182,10050,24,28
Smith,180,10050,24,28
Emerson,166,10050,24,28
Semenyo,164,10050,24,28
Petrović,153,10050,24,28
Mitchell,152,10050,24,28
Robinson,151,10050,24,28
Coufal,140,10050,24,28
Kilman,138,10050,24,28
Elanga,130,10050,24,28
B.Fernandes,128,10050,24,28
Mykolenko,125,10050,24,28
Dunk,123,10050,24,28
Bell,118,10050,24,28
Kluivert,113,10050,24,28
Andersen,112,10050,24,28
Mengi,110,10050,24,28
Gomez,110,10050,24,28
Zinchenko,107,10050,24,28
Colwill,105,10050,24,28
C.Richards,100,10050,24,28
Romero,96,10050,24,28
Van de Ven,96,10050,24,28
Kiwior,94,10050,24,28
A.Becker,93,10050,24,28
Onana,93,10050,24,28
Rúben,87,10050,24,28
Strakosha,87,10050,24,28
Tarkowski,82,10050,24,28
Dawson,75,10050,24,28
Livramento,73,10050,24,28
Castagne,68,10050,24,28
Martinelli,66,10050,24,28
Johnstone,66,10050,24,28
Adingra,61,10050,24,28
Guéhi,60,10050,24,28
Havertz,60,10050,24,28
J.Alvarez,57,10050,24,28
Konaté,56,10050,24,28
Muniz,56,10050,24,28
Ward-Prowse,51,10050,24,28
Sanchez,44,10050,24,28
Chong,43,10050,24,28
Beyer,41,10050,24,28
Rashford,36,10050,24,28
Chukwuemeka,36,10050,24,28
McAtee,36,10050,24,28
Sarabia,36,10050,24,28
Trusty,34,10050,24,28
Zouma,33,10050,24,28
Al-Dakhil,33,10050,24,28
N.Semedo,32,10050,24,28
Archer,31,10050,24,28
Digne,31,10050,24,28
Vicario,30,10050,24,28
Diogo J.,30,10050,24,28
Rodrigo,29,10050,24,28
Akanji,29,10050,24,28
Diego Carlos,26,10050,24,28
Eze,26,10050,24,28
Gibbs-White,25,10050,24,28
Pinnock,23,10050,24,28
Tsimikas,22,10050,24,28
Anderson,22,10050,24,28
Muñoz,21,10050,24,28
Isak,20,10050,24,28
Hudson-Odoi,19,10050,24,28
Alexander-Arnold,18,10050,24,28
Mubama,18,10050,24,28
Adebayo,18,10050,24,28
Bentley,16,10050,24,28
Souček,16,10050,24,28
Steele,15,10050,24,28
Fabianski,15,10050,24,28
Stones,14,10050,24,28
Bernardo,14,10050,24,28
Sarr,13,10050,24,28
Trafford,12,10050,24,28
J.Virginia,12,10050,24,28
Williams,12,10050,24,28
Mainoo,12,10050,24,28
Mateta,12,10050,24,28
Toti,12,10050,24,28
Mepham,12,10050,24,28
Rice,12,10050,24,28
