Player,Count,Entries Number,Season,Gameweek
Haaland,9763,10050,24,7
Saka,7470,10050,24,7
Trippier,7380,10050,24,7
Estupiñan,6700,10050,24,7
Watkins,6602,10050,24,7
Mitoma,5933,10050,24,7
Areola,5087,10050,24,7
Botman,4273,10050,24,7
J.Alvarez,4094,10050,24,7
Ødegaard,3856,10050,24,7
Cash,3657,10050,24,7
Mbeumo,3331,10050,24,7
Son,3178,10050,24,7
Maddison,3058,10050,24,7
Bowen,3040,10050,24,7
Saliba,2892,10050,24,7
Leno,2861,10050,24,7
Morris,2755,10050,24,7
Diaby,2552,10050,24,7
Salah,2501,10050,24,7
Udogie,2191,10050,24,7
Turner,1987,10050,24,7
White,1942,10050,24,7
Gordon,1735,10050,24,7
Foden,1700,10050,24,7
B.Fernandes,1699,10050,24,7
Walker,1647,10050,24,7
Ward-Prowse,1567,10050,24,7
Rashford,1559,10050,24,7
Onana,1498,10050,24,7
Sanchez,1493,10050,24,7
Ederson M.,1362,10050,24,7
Kaboré,1308,10050,24,7
Gusto,1216,10050,24,7
Andersen,1117,10050,24,7
Pope,1070,10050,24,7
Colwill,1007,10050,24,7
Burn,849,10050,24,7
Archer,834,10050,24,7
Schär,806,10050,24,7
Bell,794,10050,24,7
Romero,757,10050,24,7
Isak,748,10050,24,7
Gabriel,738,10050,24,7
Akanji,668,10050,24,7
Eze,660,10050,24,7
Martinez,649,10050,24,7
Baldock,644,10050,24,7
Sterling,603,10050,24,7
Lamptey,603,10050,24,7
Pedro Porro,585,10050,24,7
Mubama,574,10050,24,7
Digne,568,10050,24,7
João Pedro,561,10050,24,7
Pickford,552,10050,24,7
Wissa,526,10050,24,7
Neto,459,10050,24,7
Ramsdale,459,10050,24,7
Almirón,446,10050,24,7
Tarkowski,428,10050,24,7
Flekken,412,10050,24,7
Disasi,393,10050,24,7
Gvardiol,373,10050,24,7
Beyer,365,10050,24,7
Anderson,363,10050,24,7
Ferguson,353,10050,24,7
March,351,10050,24,7
A.Becker,343,10050,24,7
Zinchenko,338,10050,24,7
Vicario,338,10050,24,7
Darwin,337,10050,24,7
Douglas Luiz,335,10050,24,7
Coufal,334,10050,24,7
Edouard,328,10050,24,7
Chilwell,315,10050,24,7
Zouma,299,10050,24,7
