Player,Count,Entries Number,Season,Gameweek
Salah,9684,10050,24,16
Haaland,9047,10050,24,16
Saka,6996,10050,24,16
Areola,6497,10050,24,16
Son,6478,10050,24,16
Tsimikas,6251,10050,24,16
Gordon,5741,10050,24,16
Watkins,5718,10050,24,16
Palmer,5267,10050,24,16
Trippier,4998,10050,24,16
Saliba,3737,10050,24,16
J.Alvarez,3198,10050,24,16
Archer,3092,10050,24,16
Pedro Porro,2875,10050,24,16
Dubravka,2784,10050,24,16
Hee Chan,2618,10050,24,16
Bowen,2551,10050,24,16
Gabriel,2528,10050,24,16
Taylor,2152,10050,24,16
Lascelles,2143,10050,24,16
Turner,1855,10050,24,16
Leno,1837,10050,24,16
Cash,1718,10050,24,16
Zinchenko,1685,10050,24,16
Darwin,1656,10050,24,16
Sanchez,1423,10050,24,16
Alexander-Arnold,1372,10050,24,16
Mubama,1229,10050,24,16
Kaboré,1171,10050,24,16
Udogie,1110,10050,24,16
Branthwaite,1105,10050,24,16
Kelleher,1036,10050,24,16
Maguire,1025,10050,24,16
Solanke,981,10050,24,16
Andersen,978,10050,24,16
Colwill,971,10050,24,16
Mbeumo,939,10050,24,16
Cunha,871,10050,24,16
Sterling,831,10050,24,16
Baldock,828,10050,24,16
Johnstone,827,10050,24,16
Guéhi,798,10050,24,16
Douglas Luiz,766,10050,24,16
Lamptey,753,10050,24,16
Mykolenko,751,10050,24,16
Kudus,733,10050,24,16
Diaby,704,10050,24,16
Mitchell,658,10050,24,16
Dalot,641,10050,24,16
Schär,634,10050,24,16
Walker,634,10050,24,16
Mitoma,629,10050,24,16
Foden,622,10050,24,16
Pau,599,10050,24,16
Coufal,579,10050,24,16
Digne,564,10050,24,16
Isak,553,10050,24,16
Semenyo,525,10050,24,16
Pickford,525,10050,24,16
Onana,514,10050,24,16
Pinnock,505,10050,24,16
João Pedro,478,10050,24,16
Ward-Prowse,446,10050,24,16
Livramento,436,10050,24,16
Martinelli,434,10050,24,16
James,396,10050,24,16
Raya,390,10050,24,16
Adingra,389,10050,24,16
Flekken,385,10050,24,16
Martinez,379,10050,24,16
Ferguson,373,10050,24,16
Tarkowski,370,10050,24,16
White,364,10050,24,16
Edouard,350,10050,24,16
Virgil,340,10050,24,16
Romero,335,10050,24,16
G.Jesus,299,10050,24,16
Akanji,286,10050,24,16
Ederson M.,276,10050,24,16
Morris,275,10050,24,16
Gusto,272,10050,24,16
Ødegaard,271,10050,24,16
Beyer,246,10050,24,16
Bell,237,10050,24,16
Gross,234,10050,24,16
Garnacho,229,10050,24,16
Chukwuemeka,217,10050,24,16
Strakosha,216,10050,24,16
Bernardo,213,10050,24,16
Osula,202,10050,24,16
B.Fernandes,195,10050,24,16
Mee,194,10050,24,16
A.Becker,191,10050,24,16
Wissa,188,10050,24,16
Vicario,182,10050,24,16
Anderson,178,10050,24,16
Nketiah,178,10050,24,16
McAtee,173,10050,24,16
Doku,166,10050,24,16
Souček,162,10050,24,16
Neto,161,10050,24,16
Nakamba,158,10050,24,16
Van Hecke,157,10050,24,16
Mengi,154,10050,24,16
Gibbs-White,151,10050,24,16
Robinson,151,10050,24,16
Raúl,148,10050,24,16
Castagne,147,10050,24,16
Sarr,132,10050,24,16
Szoboszlai,131,10050,24,16
Trusty,129,10050,24,16
N.Semedo,128,10050,24,16
Luis Díaz,128,10050,24,16
McTominay,124,10050,24,16
Botman,113,10050,24,16
Elanga,111,10050,24,16
Willian,110,10050,24,16
Bentley,105,10050,24,16
N.Jackson,105,10050,24,16
Konsa,102,10050,24,16
Dawson,99,10050,24,16
Wood,86,10050,24,16
Burn,86,10050,24,16
Zouma,86,10050,24,16
Maupay,83,10050,24,16
Ahamada,80,10050,24,16
A.Doucoure,80,10050,24,16
Kulusevski,79,10050,24,16
Rice,78,10050,24,16
Aké,77,10050,24,16
Evans,75,10050,24,16
Gvardiol,72,10050,24,16
Pope,72,10050,24,16
Steele,72,10050,24,16
Kilman,68,10050,24,16
T.Silva,67,10050,24,16
Andreas,66,10050,24,16
Baptiste,66,10050,24,16
Foster,66,10050,24,16
Calvert-Lewin,64,10050,24,16
Woodrow,61,10050,24,16
Bailey,60,10050,24,16
Forster,59,10050,24,16
Rúben,59,10050,24,16
Al-Dakhil,58,10050,24,16
Estupiñan,57,10050,24,16
Wan-Bissaka,56,10050,24,16
Enzo,55,10050,24,16
Emerson,54,10050,24,16
Aït-Nouri,53,10050,24,16
N.Aguerd,52,10050,24,16
Johnson,51,10050,24,16
Ortega Moreno,51,10050,24,16
Sergio Gómez,49,10050,24,16
Tomiyasu,45,10050,24,16
Muniz,43,10050,24,16
Trafford,43,10050,24,16
Stones,41,10050,24,16
Van de Ven,41,10050,24,16
Ream,40,10050,24,16
Senesi,37,10050,24,16
Trossard,37,10050,24,16
Dunk,35,10050,24,16
Konaté,35,10050,24,16
Veltman,34,10050,24,16
J.Virginia,34,10050,24,16
Jensen,33,10050,24,16
