Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Oriol Romeu,SOU,4.5,MID,4.3%,2.3,42.0,1305.0,1.0,1.0,6.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,205.0,284.0,191.7,94.0,57.0,2.3,0.0,0.5,9.3,2.8,459568.0,444500.0,0.0,0.0,15,1.0,0.36,0.36,1.47,4.77,3.74,0.02,0.02,0.1,0.13,0.13,0.33,0.26,9,16,7,5,4.0,25.0,19,26,17.05,15.52,19.06,17.53,-2.01,8.51,12.26,94.0,87.0,20.39
McCarthy,SOU,4.7,GKP,23.1%,4.8,71.0,1440.0,0.0,0.0,7.0,19.0,0.0,0.0,0.0,1.0,0.0,47.0,7.0,318.0,385.0,0.0,0.0,38.7,4.8,1.0,1.0,15.1,4.4,1052474.0,868199.0,2.0,-2.0,16,0.0,0.0,0.0,0.0,1.43,1.43,0.0,0.0,0.0,0.0,0.0,0.09,0.09,9,16,7,5,4.0,25.0,19,26,17.05,15.52,19.06,17.53,-2.01,8.51,12.26,94.0,87.0,20.39
Walker-Peters,SOU,4.8,DEF,15.1%,4.7,63.0,1440.0,0.0,2.0,7.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,318.0,277.8,115.2,136.0,53.0,4.7,1.0,1.0,13.1,3.9,952007.0,633740.0,3.0,-3.0,16,0.0,0.4,0.4,0.54,3.99,3.31,0.02,0.02,0.03,0.06,0.06,0.25,0.21,9,16,7,5,4.0,25.0,19,26,17.05,15.52,19.06,17.53,-2.01,8.51,12.26,94.0,87.0,20.39
Ward-Prowse,SOU,6.3,MID,16.6%,2.8,73.0,1440.0,4.0,3.0,7.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,335.0,403.0,444.4,117.0,96.3,2.8,3.0,0.4,11.6,4.6,1868487.0,938600.0,3.0,-3.0,16,4.0,1.09,1.09,1.65,4.13,3.41,0.07,0.07,0.1,0.17,0.17,0.26,0.21,9,16,7,5,4.0,25.0,19,26,17.05,15.52,19.06,17.53,-2.01,8.51,12.26,94.0,87.0,20.39
Bednarek,SOU,4.8,DEF,11.9%,5.5,72.0,1350.0,1.0,1.0,7.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,330.0,330.4,41.2,95.0,46.7,5.5,2.0,1.1,15.0,4.5,886844.0,203828.0,3.0,-3.0,16,1.0,0.3,0.3,0.65,3.25,3.22,0.02,0.02,0.04,0.06,0.06,0.22,0.21,9,16,7,5,4.0,25.0,19,26,17.05,15.52,19.06,17.53,-2.01,8.51,12.26,94.0,87.0,20.39
Adams,SOU,6.1,FWD,9.3%,3.3,70.0,1346.0,4.0,5.0,6.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,232.0,293.6,250.2,440.0,98.6,3.3,1.0,0.5,11.5,4.4,1052595.0,680185.0,1.0,-1.0,16,4.0,4.91,4.91,3.29,7.0,1.05,0.32,0.32,0.22,0.54,0.54,0.46,0.07,9,16,7,5,4.0,25.0,19,26,17.05,15.52,19.06,17.53,-2.01,8.51,12.26,94.0,87.0,20.39
Bertrand,SOU,5.0,DEF,1.2%,3.7,49.0,1338.0,0.0,0.0,6.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,211.0,155.4,158.0,56.0,36.7,3.7,0.0,0.7,9.8,3.3,83495.0,106268.0,0.0,0.0,15,0.0,0.13,0.13,0.51,3.07,2.85,0.01,0.01,0.03,0.04,0.04,0.21,0.19,9,16,7,5,4.0,25.0,19,26,17.05,15.52,19.06,17.53,-2.01,8.51,12.26,94.0,87.0,20.39
Vestergaard,SOU,4.9,DEF,7.8%,3.3,63.0,1125.0,3.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,282.0,366.2,45.3,149.0,56.1,3.3,1.0,0.7,12.9,4.8,1394357.0,908222.0,4.0,,13,3.0,0.74,0.74,0.63,2.82,2.78,0.06,0.06,0.05,0.11,0.11,0.23,0.22,9,16,7,5,4.0,25.0,19,26,17.05,15.52,19.06,17.53,-2.01,8.51,12.26,94.0,87.0,20.39
Armstrong,SOU,5.5,MID,0.6%,2.7,49.0,1034.0,2.0,2.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,161.0,206.4,174.3,114.0,49.3,2.7,1.0,0.5,8.9,3.8,89056.0,76085.0,0.0,0.0,13,2.0,0.82,0.82,0.62,2.74,1.72,0.07,0.07,0.05,0.12,0.12,0.24,0.15,9,16,7,5,4.0,25.0,19,26,17.05,15.52,19.06,17.53,-2.01,8.51,12.26,94.0,87.0,20.39
Ings,SOU,8.3,FWD,5.5%,2.8,64.0,979.0,6.0,3.0,5.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,235.0,328.6,123.7,381.0,83.2,2.8,1.0,0.3,7.7,5.3,998206.0,2277808.0,-2.0,2.0,12,4.0,4.42,2.9,0.85,4.21,0.76,0.41,0.27,0.08,0.48,0.34,0.39,0.07,9,16,7,5,4.0,25.0,19,26,17.05,15.52,19.06,17.53,-2.01,8.51,12.26,94.0,87.0,20.39
