Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Oriol Romeu,SOU,4.5,MID,4.6%,2.0,24.0,680.0,1.0,0.0,4.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,104.0,172.8,90.7,57.0,32.0,2.0,0.0,0.4,5.3,3.0,272690.0,239761.0,0.0,0.0,8,1.0,0.21,0.21,0.24,2.31,2.08,0.03,0.03,0.03,0.06,0.06,0.3,0.27,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
McCarthy,SOU,4.5,GKP,19.9%,4.0,33.0,720.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,160.0,178.0,0.0,0.0,17.9,4.0,1.0,0.9,7.3,4.1,567569.0,650605.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.94,0.94,0.0,0.0,0.0,0.0,0.0,0.12,0.12,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Walker-Peters,SOU,4.5,DEF,11.4%,4.0,31.0,720.0,0.0,1.0,4.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,157.0,150.0,55.1,54.0,26.0,4.0,1.0,0.9,6.9,3.9,462136.0,438989.0,0.0,0.0,8,0.0,0.21,0.21,0.48,2.1,1.66,0.03,0.03,0.06,0.09,0.09,0.26,0.21,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Ward-Prowse,SOU,5.9,MID,7.7%,8.2,43.0,720.0,3.0,1.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,181.0,219.8,204.7,71.0,49.6,8.2,2.0,1.4,7.3,5.4,486516.0,233557.0,-1.0,1.0,8,3.0,0.65,0.65,1.03,1.82,1.47,0.08,0.08,0.13,0.21,0.21,0.23,0.18,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Adams,SOU,5.9,FWD,4.2%,7.8,41.0,675.0,3.0,3.0,4.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,134.0,185.0,100.9,264.0,55.1,7.8,1.0,1.3,6.9,5.1,285764.0,293104.0,-1.0,1.0,8,3.0,3.39,3.39,1.09,3.62,0.65,0.44,0.44,0.14,0.58,0.58,0.47,0.08,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Bednarek,SOU,4.5,DEF,1.9%,3.5,29.0,630.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,147.0,115.6,14.6,58.0,18.8,3.5,0.0,0.8,6.4,3.6,49014.0,118401.0,0.0,0.0,8,0.0,0.24,0.24,0.04,1.58,1.54,0.03,0.03,0.01,0.04,0.04,0.22,0.22,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Ings,SOU,8.4,FWD,9.0%,5.8,47.0,624.0,5.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,187.0,251.8,84.7,234.0,57.0,5.8,1.0,0.7,5.6,6.7,700363.0,1715174.0,-1.0,1.0,7,4.0,2.48,1.72,0.39,2.36,0.51,0.36,0.25,0.06,0.41,0.3,0.34,0.07,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Bertrand,SOU,5.0,DEF,1.1%,2.2,24.0,618.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,106.0,75.2,117.3,39.0,23.1,2.2,0.0,0.4,4.8,3.4,47803.0,74533.0,0.0,0.0,7,0.0,0.06,0.06,0.51,1.75,1.54,0.01,0.01,0.07,0.08,0.08,0.25,0.22,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Vestergaard,SOU,4.7,DEF,7.7%,6.5,40.0,585.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,219.0,26.1,63.0,30.9,6.5,0.0,1.4,8.5,5.7,539687.0,46980.0,2.0,-2.0,7,2.0,0.5,0.5,0.61,1.24,1.24,0.08,0.08,0.09,0.17,0.17,0.19,0.19,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Armstrong,SOU,5.5,MID,0.3%,4.5,29.0,512.0,1.0,2.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,88.0,117.6,100.1,73.0,29.1,4.5,1.0,0.8,5.3,4.8,20201.0,22502.0,0.0,0.0,6,1.0,0.56,0.56,0.43,1.46,0.72,0.1,0.1,0.08,0.17,0.17,0.25,0.13,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Stephens,SOU,4.8,DEF,0.2%,1.8,8.0,315.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,62.0,53.4,26.8,21.0,10.2,1.8,0.0,0.4,1.7,2.0,3295.0,23556.0,-2.0,2.0,4,0.0,0.09,0.09,0.16,0.56,0.47,0.03,0.03,0.05,0.07,0.07,0.16,0.14,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Redmond,SOU,6.4,MID,0.2%,1.5,9.0,307.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.6,43.2,51.0,11.8,1.5,0.0,0.2,1.4,1.8,16312.0,60650.0,-1.0,1.0,5,0.0,0.38,0.38,0.14,0.85,0.36,0.11,0.11,0.04,0.15,0.15,0.25,0.1,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Djenepo,SOU,5.4,MID,0.1%,0.8,17.0,306.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,53.8,19.2,72.0,14.3,0.8,0.0,0.1,3.1,3.4,12334.0,15389.0,-1.0,1.0,5,1.0,0.25,0.25,0.12,1.37,1.02,0.07,0.07,0.03,0.11,0.11,0.4,0.3,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Walcott,SOU,5.8,MID,0.3%,4.0,17.0,279.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,51.6,72.1,55.0,17.9,4.0,0.0,0.7,2.9,4.2,15324.0,17021.0,-2.0,2.0,4,0.0,0.34,0.34,0.33,0.76,0.13,0.11,0.11,0.11,0.22,0.22,0.25,0.04,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Smallbone,SOU,4.5,MID,0.3%,0.0,3.0,111.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.2,4.1,0.0,1.1,0.0,0.0,0.0,0.7,1.5,23144.0,35919.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.02,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Tella,SOU,4.4,MID,0.5%,0.2,3.0,48.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,1.8,3.0,0.7,0.2,0.0,0.0,0.7,1.0,41221.0,22516.0,-1.0,1.0,3,0.0,0.02,0.02,0.0,0.21,0.19,0.05,0.05,0.0,0.05,0.05,0.45,0.4,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Long,SOU,5.2,FWD,0.7%,0.8,6.0,32.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.2,0.9,6.0,0.8,0.8,0.0,0.2,1.2,1.0,27399.0,86835.0,-3.0,3.0,6,0.0,0.04,0.04,0.0,0.04,0.04,0.18,0.18,0.0,0.18,0.18,0.16,0.16,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Diallo,SOU,4.5,MID,0.0%,0.5,2.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,3.4,11.8,4.0,2.0,0.5,0.0,0.1,0.4,0.7,1450.0,738.0,0.0,0.0,3,0.0,0.0,0.0,0.04,0.06,0.02,0.0,0.0,0.24,0.24,0.24,0.38,0.14,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Obafemi,SOU,4.7,FWD,1.1%,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.1,0.0,0.1,0.0,0.0,0.0,0.2,1.0,46245.0,149452.0,-3.0,3.0,1,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.5,0.5,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
N'Lundulu,SOU,4.5,FWD,0.0%,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,0.2,1.0,4364.0,1726.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,5,1,2.0,16.0,12,16,9.35,8.59,9.08,8.32,0.27,8.67,11.89,47.0,36.0,11.56
Gabriel,ARS,5.1,DEF,11.6%,3.0,31.0,630.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,143.0,182.6,7.0,85.0,27.5,3.0,1.0,0.6,6.1,4.4,872142.0,496585.0,1.0,-1.0,7,1.0,0.77,0.77,0.0,1.58,1.58,0.11,0.11,0.0,0.11,0.11,0.23,0.23,11,8,4,0,4.0,9.0,10,12,9.3,8.54,9.62,9.62,-1.08,16.37,17.2,55.0,53.0,11.12
Willian,ARS,7.8,MID,5.0%,1.8,27.0,511.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,94.0,59.4,133.7,58.0,25.2,1.8,1.0,0.2,3.5,3.9,742233.0,1147611.0,-2.0,2.0,7,0.0,0.98,0.98,1.11,2.51,1.18,0.17,0.17,0.19,0.36,0.36,0.43,0.2,11,8,4,0,4.0,9.0,10,12,9.3,8.54,9.62,9.62,-1.08,16.37,17.2,55.0,53.0,11.12
David Luiz,ARS,5.5,DEF,0.9%,0.8,7.0,319.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,66.6,9.8,21.0,9.7,0.8,0.0,0.1,1.3,1.4,32625.0,66370.0,0.0,0.0,5,0.0,0.08,0.08,0.0,0.74,0.74,0.02,0.02,0.0,0.02,0.02,0.21,0.21,11,8,4,0,4.0,9.0,10,12,9.3,8.54,9.62,9.62,-1.08,16.37,17.2,55.0,53.0,11.12
Leno,ARS,5.0,GKP,9.2%,3.5,28.0,720.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,150.0,171.2,0.0,0.0,17.1,3.5,1.0,0.7,5.6,3.5,372630.0,333566.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.88,0.88,0.0,0.0,0.0,0.0,0.0,0.11,0.11,11,8,4,0,4.0,9.0,10,12,9.3,8.54,9.62,9.62,-1.08,16.37,17.2,55.0,53.0,11.12
Bellerín,ARS,5.1,DEF,8.2%,4.0,34.0,720.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,152.0,126.6,91.4,49.0,26.8,4.0,1.0,0.8,6.7,4.2,474656.0,237797.0,1.0,-1.0,8,0.0,0.09,0.09,0.63,2.22,2.05,0.01,0.01,0.08,0.09,0.09,0.28,0.26,11,8,4,0,4.0,9.0,10,12,9.3,8.54,9.62,9.62,-1.08,16.37,17.2,55.0,53.0,11.12
Aubameyang,ARS,11.7,MID,13.3%,3.5,30.0,716.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,111.0,133.4,147.8,151.0,43.2,3.5,0.0,0.3,2.6,3.8,411528.0,2616679.0,-3.0,3.0,8,1.0,1.35,0.59,1.32,2.67,0.85,0.17,0.07,0.17,0.33,0.24,0.34,0.11,11,8,4,0,4.0,9.0,10,12,9.3,8.54,9.62,9.62,-1.08,16.37,17.2,55.0,53.0,11.12
Tierney,ARS,5.4,DEF,5.3%,2.8,20.0,620.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,111.6,97.8,31.0,24.1,2.8,0.0,0.5,3.7,2.9,113769.0,521216.0,-1.0,1.0,7,0.0,0.06,0.06,0.52,1.89,1.48,0.01,0.01,0.08,0.08,0.08,0.27,0.21,11,8,4,0,4.0,9.0,10,12,9.3,8.54,9.62,9.62,-1.08,16.37,17.2,55.0,53.0,11.12
