Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,25,18,5,2.0,50.0,15,59,51.78,46.45,17.47,13.66,32.79,10.61,21.16,266.0,92.0,57.27
2,MUN,25,14,7,4.0,53.0,32,49,43.80,37.71,28.69,25.64,12.07,10.62,13.17,231.0,124.0,43.43
3,LEI,25,15,4,6.0,44.0,27,49,37.60,29.99,30.08,29.32,0.67,11.08,12.46,153.0,137.0,40.23
4,WHU,25,13,6,6.0,39.0,29,45,37.11,36.35,29.99,26.95,9.4,17.3,11.29,110.0,193.0,38.76
5,CHE,25,12,7,6.0,41.0,25,43,42.64,36.56,22.35,20.82,15.73,8.71,18.05,214.0,117.0,48.10
6,LIV,25,11,7,7.0,45.0,34,40,46.15,41.58,32.57,26.48,15.11,9.01,20.72,310.0,73.0,43.99
7,EVE,24,12,4,8.0,37.0,33,40,32.06,29.78,33.39,31.1,-1.33,14.41,11.84,122.0,179.0,30.77
8,AVL,23,11,3,9.0,37.0,26,36,39.95,36.91,29.63,27.34,9.57,11.11,8.75,171.0,185.0,38.33
9,TOT,24,10,6,8.0,37.0,27,36,32.79,30.51,31.92,27.35,3.16,11.97,11.52,106.0,200.0,32.68
10,LEE,25,11,2,12.0,43.0,43,35,40.63,38.35,44.45,39.12,-0.77,6.78,14.03,216.0,172.0,34.07
11,ARS,25,10,4,11.0,31.0,26,34,32.88,29.83,29.50,27.98,1.86,13.43,16.06,192.0,137.0,35.96
12,WOL,25,9,6,10.0,26.0,32,33,25.59,22.55,32.89,27.56,-5.01,15.06,11.64,93.0,178.0,29.50
13,CRY,25,9,5,11.0,29.0,43,32,23.00,21.47,40.63,37.58,-16.11,17.36,7.85,144.0,165.0,25.32
14,SOU,25,8,6,11.0,31.0,43,30,25.92,24.39,36.11,32.31,-7.91,9.14,11.06,140.0,180.0,28.49
15,BUR,25,7,7,11.0,18.0,30,28,21.71,20.95,36.04,33.75,-12.81,13.05,9.59,128.0,228.0,24.16
16,BHA,25,5,11,9.0,26.0,32,26,37.85,33.29,28.01,22.68,10.6,10.44,13.2,202.0,134.0,41.62
17,NEW,25,7,4,14.0,26.0,43,25,23.99,20.94,38.94,35.89,-14.95,18.06,8.18,93.0,218.0,25.37
18,FUL,25,4,10,11.0,21.0,32,22,28.88,25.07,38.04,34.23,-9.16,13.36,10.27,137.0,150.0,29.24
19,WBA,25,2,8,15.0,19.0,55,14,19.11,17.59,48.31,45.27,-27.68,17.82,8.71,85.0,224.0,17.17
20,SHU,25,3,2,20.0,15.0,41,11,24.60,21.55,39.07,36.78,-15.23,14.18,11.49,145.0,172.0,23.25
