Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,TOT,9,6,2,1.0,21.0,9,20,16.77,15.25,10.60,8.32,6.93,10.09,15.2,42.0,49.0,16.24
2,LIV,9,6,2,1.0,21.0,16,20,21.22,18.18,12.02,9.74,8.44,10.09,19.19,110.0,35.0,18.59
3,CHE,9,5,3,1.0,22.0,10,18,15.18,12.14,8.30,8.3,3.84,10.84,19.3,70.0,41.0,16.87
4,LEI,9,6,0,3.0,18.0,12,18,15.79,9.70,13.07,13.07,-3.37,15.22,12.58,42.0,54.0,14.40
5,SOU,9,5,2,2.0,17.0,13,17,10.43,9.67,10.66,9.9,-0.23,8.99,11.95,57.0,41.0,12.52
6,EVE,9,5,1,3.0,19.0,16,16,15.54,14.77,12.08,10.56,4.21,11.15,14.3,58.0,66.0,13.65
7,AVL,8,5,0,3.0,19.0,11,15,14.49,13.73,9.98,9.22,4.5,10.88,7.91,75.0,61.0,14.04
8,WHU,9,4,2,3.0,15.0,10,14,13.59,13.59,10.60,9.08,4.51,18.11,12.58,38.0,70.0,13.55
9,WOL,9,4,2,3.0,9.0,10,14,8.50,8.50,12.33,10.04,-1.54,14.63,13.51,38.0,59.0,10.20
10,MUN,8,4,1,3.0,13.0,14,13,10.83,7.79,11.09,8.05,-0.26,11.43,10.62,73.0,44.0,11.22
11,CRY,9,4,1,4.0,12.0,13,13,10.82,9.29,13.24,10.96,-1.67,16.86,6.57,40.0,67.0,11.00
12,ARS,9,4,1,4.0,9.0,10,13,10.01,9.25,11.58,11.58,-2.33,16.27,15.8,59.0,64.0,11.64
13,MCI,8,3,3,2.0,10.0,11,12,12.41,10.88,9.90,6.86,4.03,9.8,19.43,66.0,29.0,13.47
14,LEE,9,3,2,4.0,14.0,17,11,13.77,13.01,14.87,11.82,1.19,6.4,13.65,72.0,70.0,12.22
15,NEW,9,3,2,4.0,10.0,15,11,9.38,7.09,13.36,11.84,-4.75,21.54,7.97,36.0,61.0,9.67
16,BHA,9,2,3,4.0,13.0,15,9,12.52,10.99,10.83,7.78,3.21,9.49,12.15,61.0,41.0,13.65
17,BUR,8,1,2,5.0,4.0,12,5,6.83,6.83,9.28,8.52,-1.69,12.9,11.25,41.0,68.0,8.80
18,FUL,9,1,1,7.0,9.0,18,4,10.94,7.89,15.17,13.65,-5.76,13.17,11.69,42.0,56.0,9.79
19,WBA,9,0,3,6.0,6.0,18,3,4.49,4.49,17.98,15.7,-11.21,15.71,8.64,34.0,61.0,4.12
20,SHU,9,0,1,8.0,4.0,15,1,8.66,6.38,15.20,14.44,-8.06,16.24,12.76,50.0,67.0,7.62
