Player,Season,Gameweek,Opponent,Team,Home,Role,Cost,Sel.,Form,Cum Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS,Pts.
Partey,21,20,SOU,ARS,0.0,MID,4.9,0.3%,1.4,14.0,364.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,87.6,58.8,30.0,17.6,1.4,0.0,0.3,2.9,2.0,110758.0,100059.0,-1.0,1.0,7,0.0,0.65,0.65,0.2,1.61,0.77,0.16,0.16,0.05,0.21,0.21,0.39,0.19,11,19,8,3,8.0,23.0,19,27,25.46,23.18,21.37,20.61,2.57,13.23,16.83,145.0,107.0,28.43,10,1.4444444444444444,1.1666666666666667,1.6111111111111112,0.9955555555555556,0.911111111111111,1.2527777777777778,1.1683333333333334,-0.25722222222222224,0.5011111111111111,0.6477777777777778,5.611111111111111,6.5,1.1811111111111112,2.0
Nketiah,21,20,SOU,ARS,0.0,FWD,5.5,0.5%,0.2,26.0,316.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,81.0,74.4,58.8,120.0,24.9,0.2,0.0,0.0,4.7,2.0,49166.0,144913.0,-5.0,5.0,13,1.0,0.91,0.91,0.54,1.59,0.19,0.27,0.27,0.16,0.42,0.42,0.46,0.05,11,19,8,3,8.0,23.0,19,27,25.46,23.18,21.37,20.61,2.57,13.23,16.83,145.0,107.0,28.43,10,1.4444444444444444,1.1666666666666667,1.6111111111111112,0.9955555555555556,0.911111111111111,1.2527777777777778,1.1683333333333334,-0.25722222222222224,0.5011111111111111,0.6477777777777778,5.611111111111111,6.5,1.1811111111111112,0.0
Marí,21,20,SOU,ARS,0.0,DEF,4.4,0.2%,2.8,14.0,270.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,63.0,59.0,11.7,4.0,7.4,2.8,0.0,0.6,3.2,4.7,31114.0,19439.0,-1.0,1.0,3,0.0,0.03,0.03,0.05,1.56,1.56,0.01,0.01,0.02,0.03,0.03,0.52,0.52,11,19,8,3,8.0,23.0,19,27,25.46,23.18,21.37,20.61,2.57,13.23,16.83,145.0,107.0,28.43,10,1.4444444444444444,1.1666666666666667,1.6111111111111112,0.9955555555555556,0.911111111111111,1.2527777777777778,1.1683333333333334,-0.25722222222222224,0.5011111111111111,0.6477777777777778,5.611111111111111,6.5,1.1811111111111112,0.0
Willock,21,20,SOU,ARS,0.0,MID,4.7,0.1%,0.4,6.0,233.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,21.2,29.7,52.0,10.1,0.4,0.0,0.1,1.3,1.0,4543.0,9647.0,-3.0,3.0,6,0.0,0.24,0.24,0.06,0.52,0.21,0.1,0.1,0.02,0.12,0.12,0.21,0.08,11,19,8,3,8.0,23.0,19,27,25.46,23.18,21.37,20.61,2.57,13.23,16.83,145.0,107.0,28.43,10,1.4444444444444444,1.1666666666666667,1.6111111111111112,0.9955555555555556,0.911111111111111,1.2527777777777778,1.1683333333333334,-0.25722222222222224,0.5011111111111111,0.6477777777777778,5.611111111111111,6.5,1.1811111111111112,1.0
Martinelli,21,20,SOU,ARS,0.0,MID,4.9,0.3%,1.4,8.0,162.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.8,4.2,72.0,8.6,1.4,0.0,0.3,1.6,2.0,82722.0,64577.0,-1.0,1.0,4,0.0,0.48,0.48,0.0,1.17,0.69,0.26,0.26,0.0,0.26,0.26,0.64,0.38,11,19,8,3,8.0,23.0,19,27,25.46,23.18,21.37,20.61,2.57,13.23,16.83,145.0,107.0,28.43,10,1.4444444444444444,1.1666666666666667,1.6111111111111112,0.9955555555555556,0.911111111111111,1.2527777777777778,1.1683333333333334,-0.25722222222222224,0.5011111111111111,0.6477777777777778,5.611111111111111,6.5,1.1811111111111112,0.0
Kolasinac,21,20,SOU,ARS,0.0,DEF,4.8,0.1%,0.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.6,5.4,4.0,1.3,0.0,0.0,0.0,0.4,2.0,5329.0,20743.0,-2.0,2.0,1,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.43,0.43,11,19,8,3,8.0,23.0,19,27,25.46,23.18,21.37,20.61,2.57,13.23,16.83,145.0,107.0,28.43,10,1.4444444444444444,1.1666666666666667,1.6111111111111112,0.9955555555555556,0.911111111111111,1.2527777777777778,1.1683333333333334,-0.25722222222222224,0.5011111111111111,0.6477777777777778,5.611111111111111,6.5,1.1811111111111112,0.0
Nelson,21,20,SOU,ARS,0.0,MID,5.1,0.0%,0.0,2.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.2,9.7,10.0,2.4,0.0,0.0,0.0,0.4,1.0,1875.0,6185.0,-4.0,4.0,2,0.0,0.06,0.06,0.0,0.35,0.29,0.09,0.09,0.0,0.09,0.09,0.53,0.44,11,19,8,3,8.0,23.0,19,27,25.46,23.18,21.37,20.61,2.57,13.23,16.83,145.0,107.0,28.43,10,1.4444444444444444,1.1666666666666667,1.6111111111111112,0.9955555555555556,0.911111111111111,1.2527777777777778,1.1683333333333334,-0.25722222222222224,0.5011111111111111,0.6477777777777778,5.611111111111111,6.5,1.1811111111111112,0.0
Mustafi,21,20,SOU,ARS,0.0,DEF,5.0,0.1%,0.2,3.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.6,1.0,0.0,1.3,0.2,0.0,0.0,0.6,1.0,13260.0,13193.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.14,0.14,11,19,8,3,8.0,23.0,19,27,25.46,23.18,21.37,20.61,2.57,13.23,16.83,145.0,107.0,28.43,10,1.4444444444444444,1.1666666666666667,1.6111111111111112,0.9955555555555556,0.911111111111111,1.2527777777777778,1.1683333333333334,-0.25722222222222224,0.5011111111111111,0.6477777777777778,5.611111111111111,6.5,1.1811111111111112,0.0
Cédric,21,20,SOU,ARS,0.0,DEF,4.6,0.2%,2.4,13.0,95.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0,29.2,32.3,2.0,6.4,2.4,0.0,0.5,2.8,6.5,6069.0,35772.0,-4.0,4.0,2,0.0,0.0,0.0,0.61,1.22,1.22,0.0,0.0,0.59,0.59,0.59,1.18,1.18,11,19,8,3,8.0,23.0,19,27,25.46,23.18,21.37,20.61,2.57,13.23,16.83,145.0,107.0,28.43,10,1.4444444444444444,1.1666666666666667,1.6111111111111112,0.9955555555555556,0.911111111111111,1.2527777777777778,1.1683333333333334,-0.25722222222222224,0.5011111111111111,0.6477777777777778,5.611111111111111,6.5,1.1811111111111112,2.0
Pépé,21,20,SOU,ARS,0.0,MID,7.6,0.6%,0.4,23.0,475.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,73.0,85.8,48.0,154.0,28.6,0.4,0.0,0.1,3.0,1.9,32347.0,147926.0,-4.0,4.0,12,1.0,1.4,0.64,0.13,1.08,0.57,0.27,0.12,0.02,0.29,0.15,0.21,0.11,11,19,8,3,8.0,23.0,19,27,25.46,23.18,21.37,20.61,2.57,13.23,16.83,145.0,107.0,28.43,10,1.4444444444444444,1.1666666666666667,1.6111111111111112,0.9955555555555556,0.911111111111111,1.2527777777777778,1.1683333333333334,-0.25722222222222224,0.5011111111111111,0.6477777777777778,5.611111111111111,6.5,1.1811111111111112,6.0
Joelinton,21,20,LEE,NEW,1.0,FWD,5.7,0.5%,1.3,38.0,1038.0,1.0,2.0,2.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,132.0,169.8,125.3,230.0,52.6,1.3,1.0,0.2,6.7,2.4,89406.0,86129.0,-3.0,3.0,16,1.0,1.15,1.15,1.14,3.28,1.21,0.1,0.1,0.1,0.2,0.2,0.28,0.1,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,0.0
Sean Longstaff,21,20,LEE,NEW,1.0,MID,4.7,0.1%,0.7,21.0,824.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,103.0,84.0,94.8,76.0,25.3,0.7,0.0,0.1,4.5,1.8,7987.0,11625.0,-3.0,3.0,12,0.0,0.3,0.3,0.17,1.24,1.06,0.03,0.03,0.02,0.05,0.05,0.14,0.12,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,0.0
Darlow,21,20,LEE,NEW,1.0,GKP,5.0,2.3%,2.8,67.0,1710.0,0.0,0.0,3.0,32.0,0.0,1.0,0.0,1.0,0.0,73.0,6.0,362.0,561.8,0.0,0.0,56.3,2.8,0.0,0.6,13.4,3.5,331012.0,226381.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.92,0.92,0.0,0.0,0.0,0.0,0.0,0.05,0.05,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,1.0
Wilson,21,20,LEE,NEW,1.0,FWD,6.6,19.7%,1.7,92.0,1507.0,8.0,4.0,4.0,26.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,286.0,372.8,184.9,491.0,104.6,1.7,2.0,0.3,13.9,5.4,3245134.0,2489233.0,1.0,-1.0,17,4.0,9.48,6.44,1.94,8.8,0.5,0.56,0.38,0.12,0.68,0.5,0.52,0.03,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,5.0
Fernández,21,20,LEE,NEW,1.0,DEF,4.7,0.8%,2.2,34.0,1381.0,0.0,0.0,3.0,26.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,252.0,332.2,55.1,14.0,40.0,2.2,0.0,0.5,7.2,2.1,96183.0,146893.0,-3.0,3.0,16,0.0,0.0,0.0,0.48,0.95,0.89,0.0,0.0,0.03,0.03,0.03,0.06,0.06,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,0.0
Lewis,21,20,LEE,NEW,1.0,DEF,4.2,1.5%,0.7,25.0,1197.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,153.0,162.6,151.9,19.0,33.1,0.7,0.0,0.2,6.0,1.6,372951.0,407024.0,-3.0,3.0,16,0.0,0.02,0.02,0.4,1.96,1.61,0.0,0.0,0.03,0.03,0.03,0.15,0.12,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,1.0
Hayden,21,20,LEE,NEW,1.0,MID,4.7,0.1%,1.2,21.0,1090.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,101.0,144.0,56.8,81.0,28.3,1.2,0.0,0.3,4.5,1.5,4720.0,8883.0,-3.0,3.0,14,0.0,0.32,0.32,0.13,2.02,1.79,0.03,0.03,0.01,0.04,0.04,0.17,0.15,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,2.0
Hendrick,21,20,LEE,NEW,1.0,MID,4.6,1.8%,0.8,43.0,1013.0,2.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,150.0,176.4,54.9,83.0,31.1,0.8,1.0,0.2,9.3,3.3,532115.0,518978.0,-4.0,4.0,13,2.0,1.02,1.02,1.3,3.27,1.14,0.09,0.09,0.11,0.2,0.2,0.29,0.1,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,2.0
Almirón,21,20,LEE,NEW,1.0,MID,5.6,0.4%,1.5,39.0,1005.0,1.0,1.0,2.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,148.0,196.0,201.2,169.0,56.7,1.5,0.0,0.3,7.0,2.3,42448.0,88044.0,-4.0,4.0,17,1.0,0.94,0.94,1.08,2.7,1.15,0.08,0.08,0.1,0.18,0.18,0.24,0.1,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,9.0
Shelvey,21,20,LEE,NEW,1.0,MID,5.3,0.1%,0.8,21.0,906.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,131.0,153.8,195.5,108.0,45.8,0.8,0.0,0.2,4.0,1.9,9123.0,25905.0,-2.0,2.0,11,0.0,0.68,0.68,0.76,1.96,1.41,0.07,0.07,0.08,0.14,0.14,0.19,0.14,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,2.0
Clark,21,20,LEE,NEW,1.0,DEF,4.5,0.4%,1.7,26.0,900.0,1.0,0.0,2.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,142.0,203.4,16.2,69.0,29.0,1.7,0.0,0.4,5.8,2.6,54501.0,33218.0,0.0,0.0,10,1.0,0.42,0.42,0.05,0.64,0.64,0.04,0.04,0.01,0.05,0.05,0.06,0.06,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,0.0
Schär,21,20,LEE,NEW,1.0,DEF,4.9,0.1%,1.3,16.0,861.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,105.0,162.4,5.0,20.0,18.7,1.3,0.0,0.3,3.3,1.3,14121.0,11019.0,-1.0,1.0,12,0.0,0.04,0.04,0.0,0.29,0.27,0.0,0.0,0.0,0.0,0.0,0.03,0.03,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,0.0
Lascelles,21,20,LEE,NEW,1.0,DEF,4.2,0.8%,0.2,15.0,852.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,111.0,150.6,2.5,61.0,21.5,0.2,0.0,0.0,3.6,1.5,86570.0,274322.0,-3.0,3.0,10,0.0,0.18,0.18,0.0,0.48,0.48,0.02,0.02,0.0,0.02,0.02,0.05,0.05,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,1.0
Murphy,21,20,LEE,NEW,1.0,MID,4.9,0.1%,1.3,28.0,673.0,1.0,1.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,98.0,141.6,95.9,96.0,33.3,1.3,1.0,0.3,5.7,2.3,8057.0,8329.0,-1.0,1.0,12,1.0,0.49,0.49,0.82,0.94,0.24,0.07,0.07,0.11,0.18,0.18,0.13,0.03,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,2.0
Saint-Maximin,21,20,LEE,NEW,1.0,MID,5.1,2.5%,0.2,29.0,601.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,89.0,121.8,100.7,79.0,30.2,0.2,0.0,0.0,5.7,3.2,307248.0,1587856.0,-4.0,4.0,9,1.0,0.84,0.84,1.3,2.94,0.89,0.12,0.12,0.19,0.31,0.31,0.43,0.13,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,1.0
Manquillo,21,20,LEE,NEW,1.0,DEF,4.2,0.2%,0.2,17.0,529.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.0,63.6,76.9,14.0,15.5,0.2,0.0,0.0,4.0,2.4,19758.0,34535.0,-3.0,3.0,7,0.0,0.02,0.02,0.19,0.53,0.32,0.0,0.0,0.03,0.04,0.04,0.09,0.05,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,0.0
Ritchie,21,20,LEE,NEW,1.0,MID,4.9,0.0%,1.2,12.0,526.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0,76.6,204.0,38.0,31.9,1.2,0.0,0.2,2.4,1.5,4164.0,9052.0,-1.0,1.0,8,0.0,0.11,0.11,1.01,0.74,0.28,0.02,0.02,0.17,0.19,0.19,0.13,0.05,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,0.0
Yedlin,21,20,LEE,NEW,1.0,DEF,4.3,0.4%,1.7,13.0,435.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,58.6,41.8,20.0,12.0,1.7,0.0,0.4,3.0,2.2,35387.0,37709.0,-2.0,2.0,6,0.0,0.1,0.1,0.08,0.53,0.36,0.02,0.02,0.02,0.04,0.04,0.11,0.07,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,0.0
Krafth,21,20,LEE,NEW,1.0,DEF,4.2,0.1%,0.2,7.0,377.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,72.0,30.7,6.0,10.8,0.2,0.0,0.0,1.7,1.4,2634.0,6330.0,-3.0,3.0,5,0.0,0.0,0.0,0.08,1.12,1.03,0.0,0.0,0.02,0.02,0.02,0.27,0.25,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,0.0
Carroll,21,20,LEE,NEW,1.0,FWD,5.2,0.4%,2.2,24.0,359.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,64.0,57.2,36.0,152.0,23.5,2.2,0.0,0.4,4.6,2.0,68212.0,80705.0,-3.0,3.0,12,1.0,0.53,0.53,0.06,0.63,0.18,0.13,0.13,0.02,0.15,0.15,0.16,0.05,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,0.0
Fraser,21,20,LEE,NEW,1.0,MID,5.6,0.2%,-0.2,18.0,334.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,40.8,72.5,48.0,15.8,-0.2,0.0,0.0,3.2,2.0,15703.0,77342.0,-4.0,4.0,9,0.0,0.23,0.23,0.19,0.96,0.73,0.06,0.06,0.05,0.12,0.12,0.26,0.2,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,2.0
Dummett,21,20,LEE,NEW,1.0,DEF,4.4,0.0%,0.3,4.0,151.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,13.6,2.1,0.0,1.6,0.3,0.0,0.1,0.9,2.0,1099.0,1986.0,-1.0,1.0,2,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.1,0.1,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,0.0
Gayle,21,20,LEE,NEW,1.0,FWD,5.9,0.0%,0.3,12.0,69.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,37.4,16.9,61.0,11.3,0.3,0.0,0.1,2.0,2.4,5322.0,5958.0,-1.0,1.0,5,1.0,0.32,0.32,0.02,0.33,0.12,0.47,0.47,0.02,0.49,0.49,0.48,0.18,16,19,5,4,10.0,18.0,32,19,17.17,14.13,30.67,28.39,-14.26,19.4,8.44,66.0,163.0,17.96,12,1.6666666666666667,1.8888888888888888,1.2777777777777777,1.6188888888888888,1.4922222222222221,1.9283333333333335,1.6749999999999998,-0.1827777777777778,0.37277777777777776,0.8205555555555555,8.777777777777779,7.555555555555555,1.3105555555555555,1.0
Allan,21,20,LEI,EVE,1.0,MID,5.2,0.7%,0.0,21.0,1028.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,140.0,177.4,99.0,27.0,30.5,0.0,0.0,0.0,4.0,1.8,81629.0,164256.0,-3.0,3.0,12,0.0,0.1,0.1,0.29,4.69,4.35,0.01,0.01,0.03,0.03,0.03,0.41,0.38,6,17,10,2,5.0,28.0,21,32,23.77,22.25,22.32,20.04,2.21,13.06,12.6,102.0,118.0,22.88,3,1.8421052631578947,1.105263157894737,2.0,1.5484210526315791,1.1473684210526316,1.1742105263157894,1.1342105263157896,0.013157894736842105,0.6052631578947368,0.6842105263157895,6.052631578947368,5.105263157894737,1.6684210526315788,0.0
