Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,13,11,1,1.0,31.0,11,34,27.26,26.50,11.30,9.78,16.73,9.61,14.01,154.0,54.0,28.43
2,MCI,13,10,2,1.0,39.0,12,32,29.14,26.85,9.87,8.35,18.5,11.95,26.2,167.0,38.0,30.51
3,NEW,14,7,6,1.0,28.0,11,27,27.07,25.54,17.09,16.33,9.21,9.93,12.0,151.0,88.0,24.02
4,TOT,14,8,2,4.0,27.0,18,26,23.51,21.22,16.35,15.59,5.64,13.39,15.73,100.0,108.0,23.95
5,MUN,13,7,2,4.0,18.0,19,23,18.47,17.71,15.64,14.88,2.83,13.75,13.76,108.0,106.0,19.96
6,BHA,13,6,3,4.0,22.0,17,21,24.07,21.78,14.91,12.63,9.15,10.95,14.27,121.0,83.0,24.56
7,CHE,13,6,3,4.0,17.0,16,21,16.45,14.93,20.51,20.51,-5.58,8.68,14.5,98.0,55.0,15.25
8,LIV,13,5,4,4.0,25.0,16,19,26.84,26.84,21.66,19.38,7.46,9.85,21.35,155.0,88.0,20.19
9,FUL,14,5,4,5.0,23.0,24,19,19.81,16.00,29.23,26.95,-10.94,15.51,11.49,65.0,110.0,14.92
10,CRY,13,5,4,4.0,15.0,17,19,14.15,13.25,19.02,19.02,-5.78,15.05,8.31,60.0,129.0,14.63
11,BRE,14,3,7,4.0,21.0,24,16,20.16,17.12,21.03,20.27,-3.15,11.19,10.26,82.0,113.0,19.66
12,LEE,13,4,3,6.0,19.0,22,15,19.47,17.95,19.70,18.94,-0.99,7.95,10.31,89.0,82.0,17.92
13,AVL,14,4,3,7.0,14.0,21,15,16.20,15.44,20.51,18.08,-2.64,11.61,12.55,87.0,97.0,18.55
14,LEI,14,4,2,8.0,23.0,25,14,14.63,13.87,20.36,19.6,-5.72,13.05,16.81,91.0,101.0,14.97
15,WHU,14,4,2,8.0,12.0,15,14,18.87,15.83,15.92,14.4,1.43,18.95,15.93,60.0,78.0,21.16
16,EVE,14,3,5,6.0,11.0,14,14,15.45,15.45,22.92,21.4,-5.95,16.28,9.61,73.0,115.0,13.95
17,BOU,14,3,4,7.0,15.0,32,13,10.87,10.87,24.64,20.83,-9.97,18.35,8.77,67.0,142.0,10.53
18,SOU,14,3,3,8.0,12.0,24,12,14.72,14.72,20.41,20.41,-5.69,12.96,8.3,84.0,109.0,15.39
19,WOL,14,2,4,8.0,8.0,22,10,13.71,12.19,18.50,16.98,-4.79,14.59,11.27,87.0,110.0,15.27
20,NFO,14,2,4,8.0,10.0,30,10,14.29,12.77,25.57,22.53,-9.76,17.29,9.8,53.0,146.0,12.77
