Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,29,23,3,3.0,70.0,27,72,60.92,58.63,29.22,26.94,31.69,9.49,14.83,360.0,135.0,60.11
2,MCI,28,20,4,4.0,71.0,26,64,64.12,59.55,24.43,22.15,37.41,10.36,23.47,347.0,110.0,63.09
3,NEW,28,14,11,3.0,46.0,20,53,53.36,50.31,29.31,27.79,22.52,9.76,10.73,275.0,154.0,52.50
4,MUN,28,16,5,7.0,42.0,37,53,45.90,44.38,36.96,36.2,8.18,11.89,13.13,251.0,197.0,46.13
5,TOT,29,15,5,9.0,53.0,41,50,44.24,40.43,36.15,33.86,6.57,12.56,13.31,202.0,209.0,45.70
6,BHA,27,13,7,7.0,51.0,34,46,53.89,50.08,31.37,26.71,23.37,9.66,15.65,257.0,147.0,51.72
7,AVL,29,13,5,11.0,39.0,40,44,36.38,34.10,45.74,41.79,-7.69,12.28,10.31,195.0,189.0,37.59
8,LIV,28,12,7,9.0,48.0,33,43,55.66,54.90,45.70,43.41,11.48,10.37,18.7,291.0,177.0,44.34
9,BRE,29,10,13,6.0,46.0,38,43,44.40,39.83,40.68,39.15,0.68,11.17,9.31,180.0,243.0,44.26
10,FUL,28,11,6,11.0,39.0,39,39,36.06,30.73,54.57,51.53,-20.8,13.48,10.29,137.0,217.0,29.08
11,CHE,29,10,9,10.0,29.0,30,39,40.99,38.71,36.59,36.59,2.12,8.47,13.4,226.0,138.0,42.93
12,CRY,29,7,9,13.0,24.0,39,30,28.94,27.28,42.57,41.05,-13.77,14.04,8.55,126.0,269.0,30.58
13,LEE,29,7,8,14.0,38.0,49,29,37.11,35.58,47.96,45.68,-10.09,9.28,9.31,187.0,189.0,34.79
14,WOL,29,7,7,15.0,23.0,42,28,28.51,26.98,43.40,41.12,-14.14,12.48,11.8,160.0,220.0,29.28
15,WHU,28,7,6,15.0,26.0,39,27,36.66,31.33,35.84,32.8,-1.47,15.49,12.37,123.0,180.0,39.25
16,EVE,29,6,9,14.0,23.0,41,27,33.23,31.71,49.72,45.91,-14.2,14.04,9.93,146.0,229.0,29.27
17,NFO,29,6,9,14.0,24.0,52,27,28.73,26.45,50.91,44.82,-18.37,16.37,8.56,118.0,290.0,26.44
18,BOU,29,7,6,16.0,27.0,57,27,29.75,29.75,54.21,48.88,-19.13,16.9,8.24,141.0,310.0,24.66
19,LEI,29,7,4,18.0,40.0,51,25,32.68,31.16,43.73,41.45,-10.29,11.76,14.41,161.0,220.0,32.47
20,SOU,29,6,5,18.0,23.0,47,23,29.63,27.25,42.08,41.31,-14.06,11.43,8.58,159.0,219.0,30.43
