Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,12,10,1,1.0,30.0,11,31,24.89,24.12,11.02,9.5,14.63,10.06,14.71,151.0,49.0,25.61
2,MCI,12,9,2,1.0,37.0,11,29,26.74,25.22,9.03,8.27,16.95,11.94,25.55,156.0,37.0,27.97
3,TOT,13,8,2,3.0,26.0,16,26,21.69,19.41,14.88,14.12,5.28,13.18,15.64,96.0,101.0,22.35
4,NEW,13,6,6,1.0,24.0,10,24,25.65,24.12,15.44,14.68,9.44,9.7,12.3,147.0,82.0,22.86
5,MUN,12,7,2,3.0,17.0,16,23,17.95,17.19,15.06,14.3,2.89,14.07,13.46,98.0,101.0,18.74
6,CHE,12,6,3,3.0,17.0,15,21,16.17,14.65,18.13,18.13,-3.48,8.69,15.68,93.0,52.0,15.14
7,FUL,13,5,4,4.0,22.0,22,19,18.97,15.92,26.84,25.31,-9.39,14.43,11.45,64.0,99.0,14.64
8,BHA,12,5,3,4.0,19.0,15,18,22.19,19.91,13.62,12.1,7.81,11.06,13.63,103.0,81.0,22.75
9,LIV,12,4,4,4.0,23.0,15,16,25.37,25.37,19.84,17.56,7.81,9.34,22.11,148.0,84.0,19.05
10,CRY,12,4,4,4.0,13.0,16,16,13.12,12.21,18.83,18.83,-6.62,14.41,7.82,51.0,128.0,12.47
11,BRE,13,3,6,4.0,19.0,22,15,18.94,16.66,19.73,18.97,-2.31,11.07,9.87,76.0,103.0,18.34
12,EVE,13,3,5,5.0,11.0,12,14,14.08,14.08,20.65,19.13,-5.05,15.85,9.29,61.0,104.0,13.12
13,WHU,13,4,2,7.0,11.0,13,14,18.68,15.64,14.89,13.37,2.27,19.03,15.22,59.0,69.0,20.65
14,BOU,13,3,4,6.0,12.0,28,13,9.31,9.31,22.41,19.37,-10.06,18.53,9.25,62.0,134.0,9.65
15,LEE,12,3,3,6.0,15.0,19,12,17.24,16.48,18.14,17.38,-0.9,8.25,10.05,81.0,77.0,16.04
16,AVL,13,3,3,7.0,11.0,20,12,15.62,14.86,19.99,17.56,-2.7,11.29,12.71,82.0,87.0,17.21
17,SOU,13,3,3,7.0,11.0,20,12,13.07,13.07,18.99,18.99,-5.92,13.28,8.01,78.0,105.0,13.84
18,LEI,13,3,2,8.0,21.0,25,11,12.37,11.61,18.98,18.22,-6.62,12.9,16.45,80.0,89.0,13.02
19,WOL,13,2,4,7.0,6.0,19,10,12.42,11.66,16.63,15.1,-3.45,13.97,11.38,85.0,92.0,14.35
20,NFO,13,2,3,8.0,8.0,28,9,12.99,11.47,24.35,22.07,-10.6,17.37,9.6,43.0,140.0,11.41
