Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,23,16,3,4.0,59.0,23,51,51.79,47.98,21.35,19.07,28.91,10.94,23.5,278.0,95.0,49.95
2,ARS,22,16,3,3.0,47.0,21,51,44.33,42.81,23.21,20.93,21.88,9.73,14.19,253.0,107.0,43.81
3,MUN,23,14,4,5.0,38.0,28,46,38.43,36.91,26.97,26.21,10.7,12.52,14.17,211.0,159.0,40.30
4,NEW,22,10,11,1.0,35.0,13,41,40.12,37.84,23.40,21.87,15.96,9.47,11.13,214.0,121.0,40.07
5,TOT,23,12,3,8.0,42.0,35,39,35.61,33.33,29.99,29.22,4.11,13.86,13.68,157.0,173.0,35.09
6,BHA,21,10,5,6.0,39.0,28,35,39.12,36.84,26.65,21.99,14.84,10.11,16.46,199.0,117.0,37.86
7,FUL,23,10,5,8.0,34.0,30,35,32.02,26.70,42.64,40.35,-13.66,14.06,10.87,117.0,164.0,26.64
8,BRE,22,8,10,4.0,36.0,29,34,35.33,31.52,29.42,28.66,2.87,11.88,9.37,137.0,203.0,35.64
9,LIV,21,9,5,7.0,36.0,28,32,43.34,43.34,35.03,32.75,10.59,10.82,19.76,231.0,133.0,33.21
10,CHE,22,8,7,7.0,23.0,22,31,29.28,27.76,29.43,29.43,-1.67,8.47,14.31,156.0,109.0,30.31
11,AVL,22,8,4,10.0,26.0,34,28,25.88,24.36,35.49,32.3,-7.94,12.48,11.21,141.0,137.0,27.41
12,CRY,22,6,7,9.0,20.0,30,25,22.15,20.49,35.21,34.45,-13.96,14.05,8.67,96.0,216.0,21.39
13,LEI,22,7,3,12.0,36.0,38,24,24.94,23.42,32.51,30.99,-7.57,12.41,15.69,125.0,159.0,24.70
14,NFO,22,6,6,10.0,17.0,37,24,22.56,21.04,36.29,32.48,-11.44,17.16,9.11,91.0,207.0,21.82
15,WOL,22,6,5,11.0,17.0,31,23,21.39,19.87,32.15,29.87,-10.0,14.2,11.52,117.0,172.0,22.76
16,WHU,22,5,5,12.0,19.0,27,20,28.61,24.04,25.41,23.13,0.91,16.96,13.33,95.0,136.0,31.86
17,LEE,22,4,7,11.0,28.0,38,19,29.97,28.45,35.98,34.45,-6.0,8.7,9.59,137.0,141.0,28.08
18,EVE,22,4,6,12.0,16.0,30,18,22.66,21.89,37.95,36.42,-14.53,15.38,10.31,105.0,175.0,20.37
19,BOU,22,4,6,12.0,20.0,44,18,19.87,19.87,39.03,34.46,-14.59,17.53,8.68,107.0,206.0,17.80
20,SOU,22,4,3,15.0,18.0,40,15,22.89,22.04,32.20,31.44,-9.4,12.47,8.97,128.0,165.0,23.77
