Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,10,9,0,1.0,24.0,10,27,20.30,19.54,10.19,8.67,10.87,10.33,13.53,122.0,40.0,20.55
2,MCI,10,7,2,1.0,33.0,10,23,24.18,23.42,7.81,7.05,16.37,11.64,26.51,128.0,30.0,24.20
3,TOT,11,7,2,2.0,22.0,12,23,17.93,15.65,12.87,12.1,3.54,13.47,15.32,79.0,87.0,18.37
4,CHE,10,6,2,2.0,15.0,10,20,13.90,13.13,14.52,14.52,-1.38,7.96,15.18,82.0,39.0,12.99
5,MUN,10,6,1,3.0,15.0,15,19,15.47,14.71,12.86,12.86,1.85,13.96,12.99,84.0,93.0,15.96
6,NEW,11,4,6,1.0,18.0,9,18,20.33,19.57,13.60,12.84,6.72,9.23,12.34,121.0,73.0,18.84
7,LIV,10,4,4,2.0,22.0,12,16,21.26,21.26,15.73,13.45,7.82,9.63,21.21,121.0,72.0,16.31
8,BHA,10,4,3,3.0,14.0,11,15,18.78,16.50,10.68,9.92,6.58,10.17,13.94,93.0,59.0,19.81
9,FUL,11,4,3,4.0,19.0,20,15,14.73,11.68,23.68,22.16,-10.48,14.74,11.66,50.0,89.0,11.10
10,BRE,11,3,5,3.0,18.0,17,14,16.64,14.36,15.72,15.72,-1.36,12.09,10.0,67.0,92.0,16.18
11,CRY,10,3,4,3.0,12.0,13,13,11.52,10.61,15.54,15.54,-4.93,15.53,7.68,40.0,115.0,11.03
12,BOU,11,3,4,4.0,10.0,23,13,7.69,7.69,18.24,15.96,-8.27,18.64,8.68,55.0,117.0,8.73
13,WHU,11,3,2,6.0,9.0,12,11,15.70,13.42,12.41,10.89,2.53,20.29,15.36,47.0,59.0,17.49
14,SOU,11,3,2,6.0,10.0,18,11,11.09,11.09,16.40,16.4,-5.31,13.3,7.56,63.0,90.0,11.62
15,EVE,11,2,4,5.0,8.0,12,10,10.95,10.95,18.29,16.77,-5.82,16.44,9.21,54.0,89.0,9.72
16,LEE,10,2,3,5.0,11.0,15,9,13.67,12.91,13.76,13.0,-0.09,7.5,9.63,67.0,60.0,13.83
17,AVL,11,2,3,6.0,7.0,16,9,11.89,11.89,14.80,13.13,-1.24,11.37,13.53,71.0,69.0,14.40
18,WOL,11,2,3,6.0,5.0,14,9,10.24,9.48,14.35,12.82,-3.34,13.69,11.38,72.0,81.0,11.84
19,LEI,11,2,2,7.0,17.0,24,8,10.68,9.92,16.66,15.9,-5.98,11.82,16.29,73.0,64.0,10.79
20,NFO,11,1,3,7.0,7.0,23,6,10.29,8.76,19.15,16.87,-8.1,16.19,10.16,35.0,106.0,9.75
