Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,30,23,4,3.0,72.0,29,73,62.45,60.17,33.86,30.82,29.35,9.62,14.49,361.0,154.0,60.21
2,MCI,29,21,4,4.0,75.0,27,67,67.18,61.85,24.92,22.64,39.21,10.31,24.1,358.0,111.0,65.96
3,NEW,29,15,11,3.0,48.0,21,56,54.38,51.34,31.38,28.33,23.0,9.59,10.78,284.0,159.0,53.05
4,MUN,29,17,5,7.0,44.0,37,56,50.29,48.77,37.91,37.15,11.62,11.85,13.09,269.0,201.0,48.98
5,TOT,30,16,5,9.0,55.0,42,53,44.83,41.03,37.62,35.34,5.69,12.6,13.02,209.0,219.0,46.33
6,AVL,30,14,5,11.0,41.0,40,47,37.81,35.52,45.97,42.02,-6.5,12.09,10.38,203.0,190.0,40.02
7,BHA,28,13,7,8.0,52.0,36,46,55.36,51.56,31.96,27.31,24.25,9.51,15.57,267.0,154.0,53.82
8,LIV,29,12,8,9.0,50.0,35,44,60.30,58.78,47.23,44.95,13.83,10.25,18.48,310.0,178.0,47.19
9,BRE,30,10,13,7.0,47.0,40,43,46.46,40.37,41.70,40.18,0.2,11.2,9.14,185.0,252.0,46.51
10,FUL,29,11,6,12.0,39.0,40,39,36.51,31.18,55.81,52.76,-21.58,13.2,10.48,146.0,221.0,29.71
11,CHE,30,10,9,11.0,29.0,31,39,41.81,39.52,37.19,37.19,2.33,8.51,13.27,240.0,141.0,44.42
12,CRY,30,8,9,13.0,29.0,40,33,32.17,30.50,43.59,42.07,-11.57,13.94,8.36,132.0,276.0,33.27
13,WOL,30,8,7,15.0,24.0,42,31,29.11,27.58,44.22,41.93,-14.35,12.37,11.76,163.0,234.0,30.41
14,WHU,29,8,6,15.0,27.0,39,30,37.89,32.56,36.30,33.26,-0.69,15.53,12.08,127.0,189.0,41.34
15,BOU,30,8,6,16.0,28.0,57,30,31.67,31.67,54.94,49.61,-17.94,16.65,8.34,148.0,315.0,26.91
16,LEE,30,7,8,15.0,39.0,54,29,38.13,36.60,51.19,48.9,-12.3,9.06,9.36,194.0,195.0,35.00
17,EVE,30,6,9,15.0,23.0,43,27,34.18,32.66,54.10,50.3,-17.64,13.95,9.94,150.0,247.0,29.37
18,NFO,30,6,9,15.0,24.0,54,27,28.96,26.68,52.33,46.25,-19.57,16.2,8.48,119.0,298.0,26.79
19,LEI,30,7,4,19.0,40.0,52,25,33.41,31.89,45.66,43.37,-11.48,11.77,14.27,166.0,227.0,33.01
20,SOU,30,6,5,19.0,24.0,51,23,30.12,27.75,45.14,43.61,-15.87,12.0,8.59,160.0,230.0,30.51
