Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,17,14,2,1.0,40.0,14,44,35.62,34.86,14.95,12.67,22.19,9.9,14.11,189.0,72.0,37.07
2,MCI,17,12,3,2.0,45.0,16,39,38.99,36.70,14.34,12.82,23.89,10.76,24.9,229.0,58.0,39.12
3,NEW,18,9,8,1.0,32.0,11,35,33.94,31.65,19.25,18.49,13.17,10.21,11.05,176.0,107.0,33.00
4,MUN,17,11,2,4.0,27.0,20,35,29.41,28.65,19.09,18.33,10.32,12.77,14.69,162.0,118.0,30.33
5,TOT,18,10,3,5.0,37.0,25,33,29.21,26.92,22.32,21.56,5.36,13.11,15.71,127.0,136.0,29.11
6,FUL,19,9,4,6.0,32.0,28,31,27.75,23.18,37.58,35.29,-12.11,14.25,11.64,96.0,133.0,21.80
7,LIV,17,8,4,5.0,34.0,22,28,37.22,37.22,27.75,25.47,11.75,10.4,21.44,198.0,105.0,28.43
8,BHA,17,8,3,6.0,32.0,25,27,29.57,27.28,22.17,17.51,9.77,10.71,15.29,151.0,106.0,28.82
9,BRE,18,6,8,4.0,30.0,28,26,29.32,26.27,26.76,26.0,0.27,12.19,9.63,102.0,168.0,27.65
10,CHE,18,7,4,7.0,21.0,21,25,22.99,21.47,25.73,25.73,-4.26,9.02,14.19,125.0,88.0,22.88
11,AVL,18,6,4,8.0,20.0,26,22,21.30,19.77,26.25,23.82,-4.04,12.9,11.76,109.0,120.0,24.15
12,CRY,17,6,4,7.0,17.0,25,22,18.26,16.59,25.52,25.52,-8.93,14.35,9.07,81.0,163.0,18.77
13,LEI,18,5,2,11.0,26.0,31,17,18.87,17.34,26.20,24.68,-7.33,12.37,16.57,109.0,122.0,19.44
14,LEE,17,4,5,8.0,25.0,31,17,23.57,22.04,30.52,29.0,-6.96,8.97,10.06,113.0,114.0,20.30
15,NFO,18,4,5,9.0,13.0,34,17,18.21,16.69,30.86,27.05,-10.36,18.16,8.94,73.0,181.0,17.40
16,BOU,18,4,4,10.0,18.0,39,16,15.34,15.34,32.05,28.24,-12.9,17.81,8.79,89.0,177.0,14.24
17,WHU,18,4,3,11.0,15.0,24,15,23.05,18.49,22.19,19.91,-1.42,17.12,14.33,75.0,111.0,24.87
18,EVE,18,3,6,9.0,14.0,24,15,18.69,17.93,31.47,29.95,-12.02,15.69,10.15,90.0,146.0,16.16
19,WOL,18,3,5,10.0,11.0,27,14,16.87,15.34,25.49,23.96,-8.62,13.93,11.27,101.0,135.0,18.27
20,SOU,18,3,3,12.0,15.0,33,12,19.19,18.34,26.87,26.11,-7.77,13.44,8.91,104.0,139.0,19.32
