Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,14,12,1,1.0,33.0,11,37,29.54,28.78,11.81,10.29,18.49,9.77,14.27,158.0,58.0,31.08
2,MCI,14,10,2,2.0,40.0,14,32,30.74,28.46,13.16,11.64,16.82,11.47,25.6,193.0,44.0,30.94
3,NEW,15,8,6,1.0,29.0,11,30,28.43,26.90,17.45,16.69,10.21,9.77,11.89,158.0,90.0,26.32
4,TOT,15,9,2,4.0,31.0,21,29,26.09,23.80,18.07,17.3,6.5,13.52,16.04,107.0,114.0,25.89
5,MUN,14,8,2,4.0,20.0,20,26,21.85,21.09,17.34,16.58,4.51,14.09,13.6,114.0,112.0,22.42
6,LIV,14,6,4,4.0,28.0,17,22,29.58,29.58,23.10,20.81,8.77,10.3,21.39,165.0,97.0,22.44
7,BHA,14,6,3,5.0,23.0,19,21,24.90,22.61,16.07,13.02,9.59,10.3,14.42,128.0,89.0,25.52
8,CHE,14,6,3,5.0,17.0,17,21,16.81,15.29,21.87,21.87,-6.58,8.82,13.77,100.0,62.0,15.72
9,FUL,15,5,4,6.0,24.0,26,19,21.51,17.71,32.61,30.32,-12.62,15.23,11.9,71.0,116.0,15.32
10,BRE,15,4,7,4.0,23.0,25,19,23.45,20.41,22.63,21.87,-1.47,11.43,9.95,88.0,139.0,22.09
11,CRY,14,5,4,5.0,15.0,18,19,15.30,13.63,20.26,20.26,-6.63,14.52,8.97,63.0,133.0,15.87
12,AVL,15,5,3,7.0,16.0,22,18,17.35,15.83,21.34,18.91,-3.08,11.87,11.7,93.0,104.0,20.24
13,LEI,15,5,2,8.0,25.0,25,17,16.24,14.72,21.08,20.32,-5.6,12.95,16.46,96.0,107.0,17.14
14,BOU,15,4,4,7.0,18.0,32,16,13.32,13.32,25.41,21.6,-8.28,18.58,8.51,75.0,149.0,13.09
15,LEE,14,4,3,7.0,22.0,26,15,21.19,19.66,22.28,21.52,-1.85,8.46,10.55,95.0,89.0,18.78
16,WHU,15,4,2,9.0,12.0,17,14,19.59,16.55,17.53,15.25,1.3,18.37,15.5,66.0,83.0,21.75
17,EVE,15,3,5,7.0,11.0,17,14,16.22,16.22,25.38,23.86,-7.64,15.2,10.18,80.0,123.0,14.26
18,NFO,15,3,4,8.0,11.0,30,13,15.53,14.01,26.72,22.91,-8.91,17.8,9.69,57.0,149.0,14.17
19,SOU,15,3,3,9.0,13.0,27,12,16.15,16.15,23.15,23.15,-7.0,13.54,8.72,93.0,119.0,15.97
20,WOL,15,2,4,9.0,8.0,24,10,14.23,12.70,20.78,19.26,-6.56,14.83,11.35,91.0,114.0,15.49
