Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,ARS,23,17,3,3.0,51.0,23,54,47.19,45.67,23.55,21.26,24.4,9.71,14.21,267.0,109.0,46.64
2,MCI,24,16,4,4.0,60.0,24,52,54.60,50.79,22.48,20.2,30.59,10.81,23.85,294.0,96.0,52.60
3,MUN,24,15,4,5.0,41.0,28,49,42.68,41.15,28.36,27.6,13.55,12.42,14.0,223.0,166.0,43.04
4,TOT,24,13,3,8.0,44.0,35,42,37.04,34.76,30.35,29.59,5.17,13.41,13.53,165.0,176.0,37.39
5,NEW,23,10,11,2.0,35.0,15,41,41.87,39.59,25.56,24.04,15.55,10.12,10.89,219.0,128.0,41.17
6,FUL,24,11,5,8.0,35.0,30,38,32.25,26.92,45.35,43.07,-16.14,14.35,10.58,117.0,174.0,26.73
7,BHA,22,10,5,7.0,39.0,29,35,41.83,39.55,26.87,22.22,17.33,9.86,16.7,209.0,117.0,40.71
8,LIV,22,10,5,7.0,38.0,28,35,45.51,45.51,36.78,34.5,11.01,10.61,20.34,238.0,138.0,34.87
9,BRE,23,8,11,4.0,37.0,30,35,35.94,32.13,30.54,29.78,2.35,11.61,9.72,149.0,206.0,36.49
10,CHE,23,8,7,8.0,23.0,23,31,30.90,29.38,30.05,30.05,-0.68,8.33,13.74,167.0,112.0,32.53
11,AVL,23,8,4,11.0,28.0,38,28,26.22,24.69,38.35,35.16,-10.47,12.57,11.13,143.0,151.0,27.52
12,CRY,23,6,8,9.0,21.0,31,26,23.27,21.61,35.82,35.06,-13.45,14.24,8.61,99.0,228.0,23.23
13,NFO,23,6,7,10.0,18.0,38,25,23.69,22.17,39.10,35.29,-13.12,17.64,9.05,92.0,223.0,22.04
14,LEI,23,7,3,13.0,36.0,41,24,26.34,24.81,36.76,35.24,-10.42,12.37,15.42,132.0,171.0,24.89
15,WOL,23,6,5,12.0,17.0,32,23,22.30,20.78,33.31,31.02,-10.24,13.83,11.86,128.0,176.0,23.76
16,EVE,23,5,6,12.0,17.0,30,21,24.19,23.43,38.54,37.02,-13.59,15.13,10.37,112.0,181.0,22.53
17,BOU,23,5,6,12.0,21.0,44,21,21.02,21.02,39.94,35.37,-14.35,17.7,8.59,111.0,217.0,19.47
18,WHU,23,5,5,13.0,19.0,29,20,28.98,24.41,26.84,24.56,-0.15,16.55,12.85,98.0,144.0,32.32
19,LEE,23,4,7,12.0,28.0,39,19,30.57,29.05,37.51,35.99,-6.94,8.79,9.62,143.0,148.0,28.68
20,SOU,23,5,3,15.0,19.0,40,18,23.51,22.66,33.82,33.06,-10.4,12.04,8.78,131.0,176.0,24.31
