Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Ederson,MCI,6.1,GKP,9.4%,2.8,146.0,3060.0,0.0,1.0,18.0,25.0,0.0,0.0,0.0,3.0,0.0,60.0,3.0,638.0,515.4,10.0,0.0,52.6,2.8,1.0,0.5,23.9,4.3,1070481.0,832900.0,1.0,-1.0,34,0.0,0.0,0.0,0.3,7.0,6.7,0.0,0.0,0.01,0.01,0.01,0.21,0.2,1,36,26,5,5.0,76.0,29,83,73.76,66.91,28.31,21.29,45.62,9.91,21.0,395.0,133.0,79.61
Bernardo Silva,MCI,7.4,MID,1.1%,3.2,93.0,1987.0,2.0,7.0,11.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,412.0,397.2,461.7,461.0,132.2,3.2,2.0,0.4,12.6,3.7,266401.0,256460.0,-1.0,1.0,25,2.0,3.6,3.6,4.76,16.8,10.34,0.16,0.16,0.21,0.38,0.38,0.76,0.47,1,36,26,5,5.0,76.0,29,83,73.76,66.91,28.31,21.29,45.62,9.91,21.0,395.0,133.0,79.61
Fernandinho,MCI,5.4,DEF,0.7%,1.8,51.0,1058.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,244.0,186.0,162.7,99.0,44.9,1.8,1.0,0.3,9.4,2.7,72250.0,119766.0,-1.0,1.0,19,0.0,0.74,0.74,0.8,6.91,6.47,0.06,0.06,0.07,0.13,0.13,0.59,0.55,1,36,26,5,5.0,76.0,29,83,73.76,66.91,28.31,21.29,45.62,9.91,21.0,395.0,133.0,79.61
Dias,MCI,6.0,DEF,21.1%,0.8,136.0,2663.0,1.0,1.0,16.0,18.0,1.0,0.0,0.0,3.0,0.0,0.0,12.0,623.0,605.4,90.0,193.0,89.1,0.8,1.0,0.1,22.7,4.5,3129957.0,1575086.0,5.0,-5.0,30,1.0,1.88,1.88,0.11,15.7,15.58,0.06,0.06,0.0,0.07,0.07,0.53,0.53,1,36,26,5,5.0,76.0,29,83,73.76,66.91,28.31,21.29,45.62,9.91,21.0,395.0,133.0,79.61
Sterling,MCI,11.0,MID,4.7%,2.8,149.0,2444.0,10.0,8.0,13.0,23.0,0.0,0.0,1.0,3.0,0.0,0.0,10.0,440.0,638.2,536.5,1319.0,248.3,2.8,1.0,0.3,13.5,5.0,2461220.0,2412487.0,-5.0,5.0,30,10.0,11.76,11.0,5.82,24.09,11.48,0.43,0.4,0.21,0.65,0.62,0.89,0.42,1,36,26,5,5.0,76.0,29,83,73.76,66.91,28.31,21.29,45.62,9.91,21.0,395.0,133.0,79.61
Cancelo,MCI,5.8,DEF,13.9%,4.5,141.0,2289.0,2.0,4.0,14.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,18.0,617.0,569.8,672.3,394.0,163.7,4.5,3.0,0.8,24.3,5.2,2994199.0,2046630.0,3.0,-3.0,27,2.0,1.87,1.87,5.18,17.56,13.93,0.07,0.07,0.2,0.28,0.28,0.69,0.55,1,36,26,5,5.0,76.0,29,83,73.76,66.91,28.31,21.29,45.62,9.91,21.0,395.0,133.0,79.61
Gündogan,MCI,5.6,MID,18.5%,1.8,150.0,1970.0,12.0,4.0,12.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,21.0,593.0,709.8,666.9,679.0,205.8,1.8,6.0,0.3,26.8,5.6,4254606.0,2884751.0,1.0,-1.0,27,11.0,9.02,7.49,3.7,18.55,10.09,0.41,0.34,0.17,0.58,0.51,0.85,0.46,1,36,26,5,5.0,76.0,29,83,73.76,66.91,28.31,21.29,45.62,9.91,21.0,395.0,133.0,79.61
Jesus,MCI,9.1,FWD,2.6%,2.2,108.0,1970.0,8.0,5.0,10.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,414.0,458.0,439.5,858.0,175.6,2.2,1.0,0.2,11.9,4.0,1054369.0,1026160.0,-4.0,4.0,27,8.0,8.95,8.95,3.37,16.5,5.56,0.41,0.41,0.15,0.56,0.56,0.75,0.25,1,36,26,5,5.0,76.0,29,83,73.76,66.91,28.31,21.29,45.62,9.91,21.0,395.0,133.0,79.61
De Bruyne,MCI,11.8,MID,12.1%,0.0,128.0,1905.0,5.0,11.0,11.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,511.0,687.2,1077.8,888.0,265.5,0.0,3.0,0.0,10.8,5.3,5371565.0,6431572.0,3.0,-3.0,24,3.0,9.91,7.62,10.0,21.08,10.64,0.46,0.36,0.47,0.93,0.83,0.99,0.5,1,36,26,5,5.0,76.0,29,83,73.76,66.91,28.31,21.29,45.62,9.91,21.0,395.0,133.0,79.61
Walker,MCI,6.1,DEF,4.9%,0.8,85.0,1854.0,1.0,1.0,8.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,383.0,317.0,197.5,88.0,60.2,0.8,2.0,0.1,13.9,3.7,1021933.0,1149537.0,1.0,-1.0,23,1.0,0.2,0.2,0.5,9.92,9.52,0.01,0.01,0.02,0.03,0.03,0.48,0.46,1,36,26,5,5.0,76.0,29,83,73.76,66.91,28.31,21.29,45.62,9.91,21.0,395.0,133.0,79.61
