Player,Team,Role,Cost,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Burke,SHU,MID,4.5,1.0%,0.7,7.0,254.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.8,36.6,71.0,10.8,0.7,0.0,0.2,1.6,1.8,73227.0,75657.0,0.0,0.0,4,0.0,0.25,0.25,0.14,0.43,0.04,0.09,0.09,0.05,0.14,0.14,0.15,0.01,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Ampadu,SHU,DEF,4.5,0.6%,0.3,4.0,239.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,54.8,14.9,4.0,7.4,0.3,0.0,0.1,0.9,1.3,14297.0,35031.0,0.0,0.0,3,0.0,0.04,0.04,0.11,0.28,0.28,0.01,0.01,0.04,0.05,0.05,0.11,0.11,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Norwood,SHU,MID,4.8,0.2%,0.7,5.0,191.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.6,45.4,0.0,7.6,0.7,0.0,0.1,1.0,1.7,5069.0,29542.0,-2.0,2.0,3,0.0,0.0,0.0,0.06,1.25,1.22,0.0,0.0,0.03,0.03,0.03,0.58,0.57,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
O'Connell,SHU,DEF,4.8,0.2%,0.0,3.0,180.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,40.2,2.5,0.0,4.3,0.0,0.0,0.0,0.6,1.5,3174.0,38629.0,-2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Fleck,SHU,MID,5.7,0.2%,0.3,5.0,179.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,48.8,14.0,8.0,0.3,0.0,0.1,0.9,1.7,5339.0,31429.0,-3.0,3.0,3,0.0,0.04,0.04,0.1,0.15,0.1,0.02,0.02,0.05,0.07,0.07,0.08,0.05,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Sharp,SHU,FWD,5.7,0.2%,2.7,11.0,129.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,36.6,4.9,61.0,10.3,2.7,0.0,0.5,1.9,2.8,7412.0,19087.0,-3.0,3.0,4,0.0,1.45,0.68,0.0,0.74,0.05,1.05,0.5,0.0,1.05,0.5,0.54,0.04,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Brewster,SHU,FWD,4.5,6.9%,0.7,2.0,79.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,11.4,2.0,1.5,0.7,0.0,0.2,0.4,1.0,484259.0,382921.0,0.0,0.0,2,0.0,0.0,0.0,0.08,0.19,0.1,0.0,0.0,0.09,0.09,0.09,0.21,0.12,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Lowe,SHU,DEF,4.4,0.1%,0.3,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.2,0.1,0.0,0.1,0.3,0.0,0.1,0.2,1.0,621.0,3003.0,-1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,6,0,1,5.0,3.0,9,1,6.54,4.25,8.31,7.55,-3.29,14.5,11.69,35.0,34.0,6.62
Fred,MUN,MID,5.3,0.1%,1.7,6.0,228.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,33.0,21.9,11.0,6.5,1.7,0.0,0.3,1.1,1.5,3417.0,7933.0,-2.0,2.0,4,0.0,0.1,0.1,0.03,0.44,0.41,0.04,0.04,0.01,0.05,0.05,0.18,0.16,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
de Gea,MUN,GKP,5.4,3.8%,2.7,11.0,450.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,73.0,98.2,0.0,0.0,9.9,2.7,0.0,0.5,2.0,2.2,72567.0,131073.0,-1.0,1.0,5,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.02,0.02,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Maguire,MUN,DEF,5.4,2.9%,4.7,18.0,450.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,96.0,99.2,18.1,80.0,19.8,4.7,1.0,0.9,3.3,3.6,80214.0,164559.0,-1.0,1.0,5,1.0,0.14,0.14,0.06,1.35,1.33,0.03,0.03,0.01,0.04,0.04,0.27,0.27,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Shaw,MUN,DEF,4.9,1.0%,1.0,5.0,450.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,62.0,61.8,57.2,29.0,15.0,1.0,0.0,0.2,1.0,1.0,64963.0,92459.0,-1.0,1.0,5,0.0,0.05,0.05,0.08,0.85,0.77,0.01,0.01,0.02,0.03,0.03,0.17,0.15,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Rashford,MUN,MID,9.5,7.2%,6.3,28.0,450.0,2.0,2.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,82.0,134.6,115.3,198.0,44.8,6.3,1.0,0.7,2.9,5.6,521922.0,380994.0,0.0,0.0,5,2.0,1.41,1.41,0.39,1.96,0.53,0.28,0.28,0.08,0.36,0.36,0.39,0.11,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Fernandes,MUN,MID,10.5,22.0%,6.7,34.0,405.0,3.0,2.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,137.0,225.6,275.4,139.0,64.0,6.7,2.0,0.6,3.2,6.8,1186849.0,849165.0,0.0,0.0,5,1.0,2.71,0.42,1.34,1.92,0.47,0.6,0.09,0.3,0.89,0.39,0.42,0.1,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Lindelöf,MUN,DEF,4.9,1.3%,2.7,10.0,360.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,75.8,15.2,6.0,9.7,2.7,0.0,0.6,2.0,2.5,29086.0,76136.0,-1.0,1.0,4,0.0,0.13,0.13,0.09,0.76,0.76,0.03,0.03,0.02,0.05,0.05,0.19,0.19,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Wan-Bissaka,MUN,DEF,5.4,8.6%,4.3,14.0,360.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,112.4,32.3,44.0,18.8,4.3,0.0,0.8,2.6,3.5,229233.0,472694.0,-1.0,1.0,4,1.0,0.14,0.14,0.05,0.49,0.31,0.03,0.03,0.01,0.05,0.05,0.12,0.08,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
McTominay,MUN,MID,4.9,0.3%,2.0,8.0,307.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,61.8,74.6,52.0,18.8,2.0,0.0,0.4,1.6,2.0,10009.0,16750.0,-1.0,1.0,4,0.0,0.16,0.16,0.4,1.16,0.94,0.05,0.05,0.12,0.16,0.16,0.34,0.28,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Pogba,MUN,MID,7.8,1.4%,1.3,8.0,273.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.8,32.9,38.0,10.4,1.3,0.0,0.2,1.0,1.6,63170.0,115055.0,-2.0,2.0,5,0.0,0.16,0.16,0.02,0.89,0.73,0.05,0.05,0.01,0.06,0.06,0.29,0.24,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Martial,MUN,FWD,8.8,3.8%,0.3,5.0,206.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,3.6,11.1,62.0,7.6,0.3,0.0,0.0,0.6,1.7,496695.0,1065240.0,-2.0,2.0,3,0.0,0.07,0.07,0.0,0.05,0.04,0.03,0.03,0.0,0.03,0.03,0.02,0.02,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Greenwood,MUN,MID,7.2,3.2%,1.0,6.0,200.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.8,32.6,50.0,9.6,1.0,0.0,0.1,0.8,1.5,247339.0,544123.0,-3.0,3.0,4,0.0,0.48,0.48,0.2,0.62,0.04,0.21,0.21,0.09,0.3,0.3,0.27,0.02,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
James,MUN,MID,6.3,0.3%,0.7,3.0,177.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,13.2,42.4,86.0,14.2,0.7,0.0,0.1,0.5,1.0,6451.0,19784.0,-2.0,2.0,3,0.0,0.29,0.29,0.12,0.55,0.16,0.14,0.14,0.06,0.2,0.2,0.26,0.07,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Mata,MUN,MID,5.9,0.1%,2.0,6.0,147.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,38.8,85.4,30.0,15.4,2.0,0.0,0.3,1.0,3.0,4559.0,6752.0,-1.0,1.0,2,0.0,0.11,0.11,0.19,0.51,0.37,0.06,0.06,0.12,0.18,0.18,0.31,0.23,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Matic,MUN,MID,4.9,0.2%,0.7,6.0,136.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,28.4,17.5,9.0,5.5,0.7,0.0,0.1,1.2,2.0,9213.0,15263.0,-1.0,1.0,3,0.0,0.02,0.02,0.05,0.69,0.63,0.01,0.01,0.03,0.04,0.04,0.44,0.4,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Bailly,MUN,DEF,4.9,0.2%,-0.7,-1.0,98.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,25.0,0.1,0.0,2.5,-0.7,0.0,-0.1,-0.2,-0.5,8032.0,16465.0,-1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Fosu-Mensah,MUN,DEF,4.4,0.1%,0.0,0.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,17.8,30.5,16.0,6.4,0.0,0.0,0.0,0.0,0.0,3643.0,5954.0,-1.0,1.0,1,0.0,0.02,0.02,0.31,0.4,0.36,0.02,0.02,0.32,0.34,0.34,0.43,0.38,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
van de Beek,MUN,MID,6.8,2.3%,0.7,9.0,60.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,41.6,16.5,31.0,8.9,0.7,0.0,0.1,1.3,2.2,149602.0,249937.0,-2.0,2.0,4,1.0,0.28,0.28,0.05,0.57,0.25,0.51,0.51,0.08,0.59,0.59,1.03,0.44,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Cavani,MUN,FWD,8.0,0.6%,0.5,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,2.4,0.5,0.0,0.1,0.1,1.0,66514.0,25857.0,0.0,0.0,1,0.0,0.17,0.17,0.0,0.12,0.0,0.48,0.48,0.0,0.48,0.48,0.36,0.0,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Ighalo,MUN,FWD,6.2,0.2%,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,2.0,0.2,0.0,0.0,0.0,0.2,1.0,5524.0,17687.0,-3.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5,2,1,2.0,9.0,12,7,6.41,4.13,9.28,7.0,-2.87,11.29,10.06,36.0,26.0,5.47
Fabio Silva,WOL,FWD,5.3,0.6%,0.0,2.0,40.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.2,13.1,40.0,5.6,0.0,0.0,0.0,0.4,1.0,24225.0,78244.0,-2.0,2.0,2,0.0,0.1,0.1,0.01,0.11,0.01,0.25,0.25,0.03,0.28,0.28,0.28,0.03,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Vitinha,WOL,MID,4.9,0.0%,0.0,2.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.6,12.9,0.0,2.2,0.0,0.0,0.0,0.4,1.0,846.0,2415.0,-1.0,1.0,2,0.0,0.0,0.0,0.01,0.11,0.09,0.0,0.0,0.07,0.07,0.07,0.53,0.46,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Patrício,WOL,GKP,5.5,7.6%,4.7,24.0,540.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,121.0,124.6,0.0,0.0,12.3,4.7,0.0,0.9,4.4,4.0,255600.0,176218.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Boly,WOL,DEF,5.5,2.5%,5.3,23.0,540.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,112.0,99.4,5.6,22.0,12.7,5.3,0.0,1.0,4.2,3.8,79240.0,79910.0,0.0,0.0,6,0.0,0.06,0.06,0.0,0.64,0.64,0.01,0.01,0.0,0.01,0.01,0.11,0.11,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Coady,WOL,DEF,5.0,8.8%,4.7,22.0,540.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,105.0,92.2,11.8,0.0,10.5,4.7,0.0,0.9,4.4,3.7,257782.0,262853.0,0.0,0.0,6,0.0,0.0,0.0,0.05,0.4,0.35,0.0,0.0,0.01,0.01,0.01,0.07,0.06,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Jiménez,WOL,FWD,8.5,19.4%,6.3,33.0,540.0,4.0,0.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,119.0,157.8,51.0,211.0,42.1,6.3,0.0,0.7,3.9,5.5,1025431.0,989992.0,0.0,0.0,6,4.0,2.05,2.05,0.41,2.18,0.26,0.34,0.34,0.07,0.41,0.41,0.36,0.04,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Neto,WOL,MID,5.5,1.5%,4.3,23.0,493.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,94.6,159.1,127.0,38.2,4.3,0.0,0.8,4.2,3.8,134085.0,63337.0,0.0,0.0,6,1.0,0.5,0.5,0.56,1.71,0.86,0.09,0.09,0.1,0.19,0.19,0.31,0.15,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Neves,WOL,MID,5.3,1.6%,2.0,11.0,374.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,64.6,57.4,79.0,20.2,2.0,0.0,0.4,2.1,1.8,30122.0,100733.0,-2.0,2.0,6,0.0,0.39,0.39,0.13,1.11,0.68,0.09,0.09,0.03,0.13,0.13,0.27,0.16,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Dendoncker,WOL,MID,4.9,1.2%,3.7,15.0,372.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,63.4,81.7,41.0,18.6,3.7,0.0,0.8,3.1,3.0,31480.0,103133.0,-1.0,1.0,5,0.0,0.08,0.08,0.21,0.43,0.2,0.02,0.02,0.05,0.07,0.07,0.1,0.05,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Podence,WOL,MID,5.5,3.8%,3.0,20.0,366.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,71.4,81.0,65.0,21.7,3.0,0.0,0.5,3.6,4.0,554103.0,323173.0,0.0,0.0,5,0.0,0.71,0.71,0.71,1.42,0.35,0.17,0.17,0.17,0.34,0.34,0.34,0.08,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Moutinho,WOL,MID,5.4,1.7%,1.3,11.0,342.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,53.6,96.8,9.0,16.1,1.3,0.0,0.2,2.0,1.8,31588.0,134945.0,-1.0,1.0,6,0.0,0.05,0.05,0.34,0.84,0.67,0.01,0.01,0.09,0.1,0.1,0.21,0.17,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Semedo,WOL,DEF,5.5,2.3%,4.7,15.0,329.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,54.0,41.4,28.0,12.4,4.7,0.0,0.9,2.7,3.8,185105.0,53810.0,0.0,0.0,4,0.0,0.4,0.4,0.06,0.86,0.45,0.11,0.11,0.02,0.12,0.12,0.23,0.12,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Traoré,WOL,MID,6.3,9.7%,1.0,10.0,296.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,57.8,70.5,23.0,15.2,1.0,0.0,0.2,1.6,1.7,234242.0,908810.0,-2.0,2.0,6,0.0,0.16,0.16,0.31,0.64,0.21,0.05,0.05,0.1,0.14,0.14,0.2,0.07,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Kilman,WOL,DEF,4.1,9.5%,7.7,23.0,270.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,80.0,76.0,35.1,0.0,11.1,7.7,1.0,1.9,5.6,7.7,609821.0,94691.0,1.0,-1.0,3,0.0,0.0,0.0,0.16,0.37,0.28,0.0,0.0,0.05,0.05,0.05,0.12,0.09,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Vinagre,WOL,DEF,4.2,1.9%,0.0,1.0,172.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,31.2,25.3,0.0,5.7,0.0,0.0,0.0,0.2,0.5,56380.0,561946.0,-3.0,3.0,2,0.0,0.0,0.0,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.09,0.09,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Marçal,WOL,DEF,4.9,0.2%,0.7,8.0,120.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,20.4,12.8,10.0,4.4,0.7,0.0,0.1,1.6,2.0,22118.0,30565.0,-1.0,1.0,4,0.0,0.06,0.06,0.08,0.57,0.43,0.05,0.05,0.06,0.11,0.11,0.43,0.33,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Hoever,WOL,DEF,4.5,0.0%,0.3,2.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.8,15.2,2.0,3.1,0.3,0.0,0.1,0.4,1.0,2323.0,1277.0,0.0,0.0,2,0.0,0.0,0.0,0.04,0.05,0.05,0.0,0.0,0.13,0.13,0.13,0.17,0.17,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Buur,WOL,DEF,4.0,2.5%,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6,0.5,0.0,0.1,0.0,0.0,0.0,0.2,1.0,150358.0,126138.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Saïss,WOL,DEF,5.3,20.1%,7.3,38.0,517.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,135.0,123.4,24.8,60.0,21.0,7.3,1.0,1.4,7.2,6.3,1394900.0,333151.0,3.0,-3.0,6,1.0,0.46,0.46,0.34,1.04,0.41,0.08,0.08,0.06,0.14,0.14,0.18,0.07,9,6,3,1,2.0,6.0,8,10,5.0,5.0,8.39,7.63,-2.63,14.36,13.13,19.0,44.0,6.35
Felipe Anderson,WHU,MID,6.2,0.2%,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.4,0.4,2.0,0.5,0.0,0.0,0.0,0.3,1.0,4600.0,32154.0,-3.0,3.0,2,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,2.27,2.27,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Fabianski,WHU,GKP,5.0,1.5%,5.0,24.0,540.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,104.0,87.4,0.0,0.0,8.8,5.0,0.0,1.0,4.8,4.0,31250.0,50800.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.02,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Ogbonna,WHU,DEF,4.9,0.4%,2.7,16.0,540.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,87.0,111.0,13.5,33.0,15.7,2.7,0.0,0.6,3.3,2.7,10276.0,15307.0,-1.0,1.0,6,0.0,0.14,0.14,0.15,0.87,0.87,0.02,0.02,0.02,0.05,0.05,0.15,0.15,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Cresswell,WHU,DEF,5.0,6.3%,7.3,31.0,540.0,0.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,158.0,168.0,200.0,1.0,36.9,7.3,1.0,1.5,6.2,5.2,412991.0,89486.0,0.0,0.0,6,0.0,0.04,0.04,1.18,2.58,2.04,0.01,0.01,0.2,0.2,0.2,0.43,0.34,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Rice,WHU,MID,4.9,2.8%,2.3,14.0,540.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,98.2,72.4,30.0,20.1,2.3,0.0,0.5,2.9,2.3,53285.0,188232.0,-1.0,1.0,6,0.0,0.17,0.17,0.26,1.6,1.34,0.03,0.03,0.04,0.07,0.07,0.27,0.22,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
Soucek,WHU,MID,4.9,2.8%,2.0,16.0,540.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.0,59.2,49.2,170.0,27.8,2.0,0.0,0.4,3.3,2.7,89461.0,268960.0,-1.0,1.0,6,0.0,1.66,1.66,0.32,2.61,1.16,0.28,0.28,0.05,0.33,0.33,0.43,0.19,12,6,2,2,2.0,12.0,8,8,9.78,9.78,6.5,6.5,3.28,17.84,11.63,22.0,46.0,9.84
