Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Ederson,MCI,6.0,GKP,7.8%,5.0,82.0,1620.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,1.0,0.0,31.0,1.0,345.0,266.8,0.0,0.0,26.8,5.0,0.0,0.8,13.7,4.6,587960.0,438583.0,0.0,0.0,18,0.0,0.0,0.0,0.0,3.32,3.32,0.0,0.0,0.0,0.0,0.0,0.18,0.18,1,19,12,5,2.0,36.0,13,41,38.79,34.99,14.29,11.24,23.75,9.94,21.2,211.0,66.0,42.11
Bernardo Silva,MCI,7.4,MID,1.0%,3.6,36.0,940.0,1.0,1.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,168.0,161.0,192.5,210.0,56.5,3.6,0.0,0.5,4.9,2.8,111890.0,104954.0,-1.0,1.0,13,1.0,2.09,2.09,1.79,8.26,5.68,0.2,0.2,0.17,0.37,0.37,0.79,0.54,1,19,12,5,2.0,36.0,13,41,38.79,34.99,14.29,11.24,23.75,9.94,21.2,211.0,66.0,42.11
Fernandinho,MCI,5.4,DEF,0.7%,1.4,19.0,427.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,94.0,59.8,29.8,45.0,13.6,1.4,0.0,0.3,3.5,2.1,55226.0,103137.0,-1.0,1.0,9,0.0,0.59,0.59,0.0,2.9,2.83,0.13,0.13,0.0,0.13,0.13,0.62,0.61,1,19,12,5,2.0,36.0,13,41,38.79,34.99,14.29,11.24,23.75,9.94,21.2,211.0,66.0,42.11
Dias,MCI,5.9,DEF,16.3%,6.6,83.0,1509.0,0.0,1.0,11.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,374.0,339.2,29.9,157.0,52.7,6.6,1.0,1.1,14.1,4.9,1541668.0,325639.0,4.0,-4.0,17,0.0,1.3,1.3,0.0,8.09,8.05,0.08,0.08,0.0,0.08,0.08,0.48,0.48,1,19,12,5,2.0,36.0,13,41,38.79,34.99,14.29,11.24,23.75,9.94,21.2,211.0,66.0,42.11
Sterling,MCI,11.6,MID,12.0%,5.2,97.0,1438.0,6.0,6.0,9.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,269.0,385.6,310.1,804.0,149.8,5.2,1.0,0.4,8.4,5.4,1676838.0,1046235.0,1.0,-1.0,18,6.0,6.48,5.72,3.58,14.36,8.31,0.4,0.36,0.22,0.63,0.58,0.9,0.52,1,19,12,5,2.0,36.0,13,41,38.79,34.99,14.29,11.24,23.75,9.94,21.2,211.0,66.0,42.11
De Bruyne,MCI,11.8,MID,12.1%,5.4,95.0,1405.0,3.0,10.0,9.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,368.0,514.6,796.8,663.0,197.6,5.4,2.0,0.5,8.1,5.6,4150376.0,5208333.0,3.0,-3.0,17,1.0,8.0,5.71,7.98,15.66,7.92,0.51,0.36,0.51,1.02,0.87,1.0,0.5,1,19,12,5,2.0,36.0,13,41,38.79,34.99,14.29,11.24,23.75,9.94,21.2,211.0,66.0,42.11
Cancelo,MCI,6.0,DEF,19.4%,6.6,86.0,1279.0,1.0,2.0,9.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,353.0,332.2,437.0,197.0,96.7,6.6,1.0,1.1,14.3,5.7,1896286.0,489043.0,5.0,-5.0,15,1.0,0.78,0.78,3.23,11.11,9.0,0.05,0.05,0.23,0.28,0.28,0.78,0.63,1,19,12,5,2.0,36.0,13,41,38.79,34.99,14.29,11.24,23.75,9.94,21.2,211.0,66.0,42.11
Walker,MCI,6.1,DEF,5.6%,1.4,62.0,1109.0,1.0,1.0,6.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,248.0,200.6,112.0,72.0,38.4,1.4,2.0,0.2,10.2,4.4,958942.0,1033270.0,1.0,-1.0,14,1.0,0.17,0.17,0.37,5.17,4.93,0.01,0.01,0.03,0.04,0.04,0.42,0.4,1,19,12,5,2.0,36.0,13,41,38.79,34.99,14.29,11.24,23.75,9.94,21.2,211.0,66.0,42.11
Gündogan,MCI,5.8,MID,17.0%,8.8,80.0,1035.0,7.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,303.0,384.0,302.9,324.0,101.1,8.8,4.0,1.5,13.8,5.7,1423948.0,142390.0,3.0,-3.0,14,6.0,4.07,3.31,1.43,8.47,4.9,0.35,0.29,0.12,0.47,0.41,0.73,0.42,1,19,12,5,2.0,36.0,13,41,38.79,34.99,14.29,11.24,23.75,9.94,21.2,211.0,66.0,42.11
Stones,MCI,5.2,DEF,20.3%,8.2,77.0,990.0,2.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,297.0,263.2,36.3,86.0,38.5,8.2,1.0,1.6,14.8,7.0,1737132.0,204910.0,2.0,-2.0,11,2.0,1.54,1.54,0.01,5.04,5.04,0.14,0.14,0.0,0.14,0.14,0.46,0.46,1,19,12,5,2.0,36.0,13,41,38.79,34.99,14.29,11.24,23.75,9.94,21.2,211.0,66.0,42.11
