Player,Season,Gameweek,Opponent,Team,Home,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS
Ederson,21,15,NEW,MCI,1,6.0,GKP,6.0,4.3,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,222.2,0.0,0.0,22.3,4.3,0.0,0.7,9.5,4.1,13890.0,18453.0,0.0,0.0,14,0.0,0.0,0.0,0.0,0.23999999999999977,0.23999999999999977,0.0,0.0,0.0,0.0,0.0,0.19,0.19,6,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.1899999999999977,3.1999999999999993,0.1999999999999993,0.20000000000000107,3.0,0.120000000000001,0.5199999999999996,18.0,2.0,2.9399999999999977,13,1.2142857142857142,1.7142857142857142,1.2857142857142858,1.0335714285714286,0.8164285714285714,1.5521428571428573,1.4428571428571428,-0.6271428571428571,1.3642857142857143,0.635,4.0,8.214285714285714,1.0964285714285713
Bernardo Silva,21,15,NEW,MCI,1,7.4,MID,0.5,1.0,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,59.0,84.4,79.0,22.4,1.0,0.0,0.1,2.4,2.2,2876.0,2282.0,-1.0,1.0,8,0.0,0.64,0.64,0.0,1.4900000000000002,0.8400000000000003,0.17,0.17,0.11,0.28,0.28,0.74,0.47,6,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.1899999999999977,3.1999999999999993,0.1999999999999993,0.20000000000000107,3.0,0.120000000000001,0.5199999999999996,18.0,2.0,2.9399999999999977,13,1.2142857142857142,1.7142857142857142,1.2857142857142858,1.0335714285714286,0.8164285714285714,1.5521428571428573,1.4428571428571428,-0.6271428571428571,1.3642857142857143,0.635,4.0,8.214285714285714,1.0964285714285713
Fernandinho,21,15,NEW,MCI,1,5.4,DEF,0.7,1.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,47.2,21.2,43.0,11.2,1.0,0.0,0.2,2.2,1.7,2415.0,1684.0,-1.0,1.0,7,0.0,0.0,0.0,0.0,1.34,1.34,0.17,0.17,0.0,0.17,0.17,0.79,0.77,6,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.1899999999999977,3.1999999999999993,0.1999999999999993,0.20000000000000107,3.0,0.120000000000001,0.5199999999999996,18.0,2.0,2.9399999999999977,13,1.2142857142857142,1.7142857142857142,1.2857142857142858,1.0335714285714286,0.8164285714285714,1.5521428571428573,1.4428571428571428,-0.6271428571428571,1.3642857142857143,0.635,4.0,8.214285714285714,1.0964285714285713
De Bruyne,21,15,NEW,MCI,1,11.7,MID,21.2,4.8,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,378.8,612.6,477.0,147.0,4.8,0.0,0.4,5.8,5.2,45580.0,345015.0,2.0,-2.0,13,0.0,0.4499999999999993,0.4500000000000002,0.5,2.110000000000001,1.4900000000000002,0.46,0.28,0.51,0.97,0.79,0.95,0.5,6,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.1899999999999977,3.1999999999999993,0.1999999999999993,0.20000000000000107,3.0,0.120000000000001,0.5199999999999996,18.0,2.0,2.9399999999999977,13,1.2142857142857142,1.7142857142857142,1.2857142857142858,1.0335714285714286,0.8164285714285714,1.5521428571428573,1.4428571428571428,-0.6271428571428571,1.3642857142857143,0.635,4.0,8.214285714285714,1.0964285714285713
Sterling,21,15,NEW,MCI,1,11.4,MID,4.3,6.2,6.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,280.0,232.7,582.0,109.5,6.2,0.0,0.5,6.2,5.5,44913.0,42784.0,-1.0,1.0,13,0.0,0.18999999999999995,0.18999999999999995,0.79,0.9799999999999986,0.79,0.33,0.33,0.26,0.6,0.6,0.84,0.48,6,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.1899999999999977,3.1999999999999993,0.1999999999999993,0.20000000000000107,3.0,0.120000000000001,0.5199999999999996,18.0,2.0,2.9399999999999977,13,1.2142857142857142,1.7142857142857142,1.2857142857142858,1.0335714285714286,0.8164285714285714,1.5521428571428573,1.4428571428571428,-0.6271428571428571,1.3642857142857143,0.635,4.0,8.214285714285714,1.0964285714285713
Dias,21,15,NEW,MCI,1,5.7,DEF,6.9,4.5,,,,,,,,,,,,,,,196.0,20.9,103.0,32.1,4.5,,0.8,8.8,4.2,,,2.0,-2.0,12,,,,,,,0.09,0.09,0.0,0.09,0.09,0.5,0.5,6,,,,,,,,,,,,,,,,,,13,1.2142857142857142,1.7142857142857142,1.2857142857142858,1.0335714285714286,0.8164285714285714,1.5521428571428573,1.4428571428571428,-0.6271428571428571,1.3642857142857143,0.635,4.0,8.214285714285714,1.0964285714285713
Walker,21,15,NEW,MCI,1,6.1,DEF,7.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,105.1,72.0,37.1,2.7,0.0,0.4,9.0,4.6,26275.0,348245.0,1.0,-1.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.05,0.05,0.46,0.44,6,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.1899999999999977,3.1999999999999993,0.1999999999999993,0.20000000000000107,3.0,0.120000000000001,0.5199999999999996,18.0,2.0,2.9399999999999977,13,1.2142857142857142,1.7142857142857142,1.2857142857142858,1.0335714285714286,0.8164285714285714,1.5521428571428573,1.4428571428571428,-0.6271428571428571,1.3642857142857143,0.635,4.0,8.214285714285714,1.0964285714285713
Cancelo,21,15,NEW,MCI,1,5.6,DEF,7.1,4.7,7.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,33.0,205.4,306.5,106.0,61.9,4.7,0.0,0.8,9.5,5.3,217571.0,24576.0,1.0,-1.0,10,0.0,0.0,0.0,0.78,1.5700000000000003,1.4899999999999993,0.02,0.02,0.23,0.25,0.25,0.83,0.7,6,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.1899999999999977,3.1999999999999993,0.1999999999999993,0.20000000000000107,3.0,0.120000000000001,0.5199999999999996,18.0,2.0,2.9399999999999977,13,1.2142857142857142,1.7142857142857142,1.2857142857142858,1.0335714285714286,0.8164285714285714,1.5521428571428573,1.4428571428571428,-0.6271428571428571,1.3642857142857143,0.635,4.0,8.214285714285714,1.0964285714285713
Mahrez,21,15,NEW,MCI,1,8.2,MID,5.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.6,329.7,387.0,95.4,1.3,0.0,0.2,6.5,5.3,40868.0,197238.0,-3.0,3.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.33,0.71,0.71,0.93,0.36,6,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.1899999999999977,3.1999999999999993,0.1999999999999993,0.20000000000000107,3.0,0.120000000000001,0.5199999999999996,18.0,2.0,2.9399999999999977,13,1.2142857142857142,1.7142857142857142,1.2857142857142858,1.0335714285714286,0.8164285714285714,1.5521428571428573,1.4428571428571428,-0.6271428571428571,1.3642857142857143,0.635,4.0,8.214285714285714,1.0964285714285713
Gündogan,21,15,NEW,MCI,1,5.4,MID,0.4,4.5,11.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,173.8,193.5,120.0,48.7,4.5,1.0,0.8,6.7,4.0,8887.0,4238.0,-1.0,1.0,9,1.0,0.14000000000000012,0.14000000000000012,0.12,1.37,1.1,0.18,0.18,0.09,0.27,0.27,0.63,0.4,6,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.1899999999999977,3.1999999999999993,0.1999999999999993,0.20000000000000107,3.0,0.120000000000001,0.5199999999999996,18.0,2.0,2.9399999999999977,13,1.2142857142857142,1.7142857142857142,1.2857142857142858,1.0335714285714286,0.8164285714285714,1.5521428571428573,1.4428571428571428,-0.6271428571428571,1.3642857142857143,0.635,4.0,8.214285714285714,1.0964285714285713
