Player,Season,Gameweek,Opponent,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
Boly,21,9,SOU,WOL,5.5,DEF,2.8,3.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,148.8,18.0,34.0,20.1,3.0,0.0,0.5,6.0,3.7,12087.0,10632.0,0.0,0.0,9,0.0,0.010000000000000009,0.010000000000000009,0.0,0.19999999999999996,0.19999999999999996,0.02,0.02,0.0,0.02,0.02,0.1,0.1,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Jiménez,21,9,SOU,WOL,8.4,FWD,15.0,4.5,5.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,177.4,95.9,275.0,55.0,4.5,0.0,0.5,5.0,4.7,29582.0,158011.0,-1.0,1.0,9,0.0,0.22999999999999998,0.22999999999999998,0.12,0.8700000000000001,0.51,0.26,0.26,0.07,0.33,0.33,0.41,0.14,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Coady,21,9,SOU,WOL,5.0,DEF,7.7,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.2,12.1,0.0,14.3,2.5,0.0,0.5,6.0,3.8,5239.0,76123.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.07,0.07,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Neto,21,9,SOU,WOL,5.5,MID,1.9,4.2,6.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,190.4,243.9,216.0,65.2,4.2,0.0,0.8,6.9,4.2,22404.0,17896.0,0.0,0.0,9,1.0,0.57,0.57,0.0,0.5699999999999998,0.0,0.15,0.15,0.2,0.35,0.35,0.44,0.17,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Dendoncker,21,9,SOU,WOL,4.8,MID,1.0,2.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,87.2,129.6,81.0,29.7,2.0,0.0,0.4,4.4,2.6,2954.0,8834.0,-2.0,2.0,8,0.0,0.31999999999999984,0.31999999999999984,0.07,0.09000000000000008,0.07999999999999996,0.16,0.16,0.04,0.2,0.2,0.25,0.12,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Neves,21,9,SOU,WOL,5.3,MID,1.4,2.0,1.0,69.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,114.4,127.4,114.0,35.7,2.0,0.0,0.4,3.0,1.8,2051.0,7423.0,-2.0,2.0,9,0.0,0.0,0.0,0.039999999999999925,0.05999999999999983,0.06000000000000005,0.09,0.09,0.08,0.17,0.17,0.28,0.15,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Semedo,21,9,SOU,WOL,5.6,DEF,3.7,3.5,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,116.0,112.3,44.0,27.4,3.5,0.0,0.6,4.8,3.9,41339.0,21025.0,1.0,-1.0,7,0.0,0.010000000000000009,0.010000000000000009,0.009999999999999995,0.18999999999999995,0.17999999999999994,0.07,0.07,0.02,0.09,0.09,0.27,0.19,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Podence,21,9,SOU,WOL,5.4,MID,3.3,3.5,2.0,84.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,124.2,131.6,165.0,42.0,3.5,0.0,0.6,5.7,3.9,17375.0,54378.0,-1.0,1.0,8,0.0,0.20999999999999996,0.20999999999999996,0.08000000000000007,0.31000000000000005,0.15000000000000002,0.21,0.21,0.14,0.35,0.35,0.43,0.15,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Kilman,21,9,SOU,WOL,4.3,DEF,15.2,2.8,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,102.0,37.6,45.0,18.4,2.8,0.0,0.7,7.4,5.3,116106.0,40709.0,3.0,-3.0,6,0.0,0.18,0.18,0.0,0.14999999999999997,0.15000000000000002,0.03,0.03,0.03,0.06,0.06,0.1,0.09,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Moutinho,21,9,SOU,WOL,5.2,MID,1.3,1.0,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,77.6,140.2,19.0,23.9,1.0,0.0,0.2,2.7,1.8,1226.0,8686.0,-3.0,3.0,8,0.0,0.06999999999999999,0.06999999999999999,0.12999999999999995,0.36,0.36,0.02,0.02,0.09,0.12,0.12,0.24,0.21,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Traoré,21,9,SOU,WOL,6.2,MID,6.9,1.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,74.8,86.2,59.0,22.0,1.0,0.0,0.2,2.1,1.4,4969.0,51311.0,-3.0,3.0,9,0.0,0.010000000000000009,0.010000000000000009,0.08000000000000002,0.17999999999999994,0.09999999999999998,0.05,0.05,0.08,0.14,0.14,0.2,0.07,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Ait Nouri,21,9,SOU,WOL,5.0,DEF,0.3,4.8,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,64.2,51.4,41.0,15.7,4.8,0.0,1.0,3.8,6.3,2643.0,5956.0,0.0,0.0,3,0.0,0.009999999999999995,0.009999999999999995,0.16,0.37999999999999995,0.38,0.03,0.03,0.06,0.09,0.09,0.24,0.23,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Vinagre,21,9,SOU,WOL,4.2,DEF,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,25.3,0.0,5.7,0.0,0.0,0.0,0.2,0.5,48.0,12438.0,-3.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Marçal,21,9,SOU,WOL,4.8,DEF,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,17.9,10.0,5.3,0.5,0.0,0.1,1.9,1.8,291.0,768.0,-2.0,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.06,0.1,0.1,0.41,0.31,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Hoever,21,9,SOU,WOL,4.5,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,15.2,2.0,3.1,0.0,0.0,0.0,0.4,1.0,117.0,205.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.13,0.17,0.17,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Buur,21,9,SOU,WOL,3.9,DEF,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.1,0.0,0.0,0.0,0.3,1.0,10935.0,9663.0,-1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Saïss,21,9,SOU,WOL,5.2,DEF,15.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.4,24.8,60.0,21.0,1.8,0.0,0.3,7.3,6.3,23848.0,273293.0,2.0,-2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.06,0.14,0.14,0.18,0.07,9,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.58,1.58,1.08,1.0799999999999983,0.5,-0.379999999999999,-0.14000000000000057,5.0,10.0,1.7599999999999998
Bernardo,21,9,avl,BHA,3.9,DEF,8.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.1,2.0,0.7,0.2,0.0,0.1,0.3,1.0,33636.0,34791.0,-1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Webster,21,9,avl,BHA,4.4,DEF,1.8,2.5,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,115.6,38.3,101.0,25.5,2.5,0.0,0.6,4.5,2.2,3665.0,9126.0,-1.0,1.0,9,0.0,0.0,0.0,0.0,0.5099999999999998,0.51,0.04,0.04,0.01,0.05,0.05,0.26,0.25,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
White,21,9,avl,BHA,4.5,DEF,1.3,2.8,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,142.2,35.0,10.0,18.9,2.8,0.0,0.6,4.4,2.2,2249.0,5962.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.5099999999999998,0.5,0.01,0.01,0.01,0.01,0.01,0.32,0.31,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Ryan,21,9,avl,BHA,4.5,GKP,13.5,2.8,3.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,82.2,0.3,0.0,8.2,2.8,0.0,0.6,4.4,2.5,10107.0,43033.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.31000000000000005,0.31000000000000005,0.0,0.0,0.0,0.0,0.0,0.13,0.13,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Lamptey,21,9,avl,BHA,4.8,DEF,12.0,3.8,-1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,137.2,148.0,146.0,43.2,3.8,0.0,0.8,5.8,3.1,85340.0,93495.0,3.0,-3.0,9,0.0,0.0,0.0,0.14,0.7200000000000002,0.7200000000000002,0.09,0.09,0.09,0.18,0.18,0.52,0.43,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Bissouma,21,9,avl,BHA,4.5,MID,3.4,1.8,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,105.4,42.7,71.0,21.7,1.8,0.0,0.4,4.2,2.4,14850.0,27279.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.19999999999999996,0.20000000000000018,0.05,0.05,0.0,0.05,0.05,0.26,0.23,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Maupay,21,9,avl,BHA,6.4,FWD,3.7,1.5,2.0,79.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,187.2,86.1,386.0,65.6,1.5,0.0,0.2,6.2,5.0,7426.0,75326.0,-1.0,1.0,8,0.0,0.9000000000000004,0.8900000000000001,0.0,1.3600000000000003,0.47,0.69,0.49,0.07,0.76,0.56,0.74,0.23,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
March,21,9,avl,BHA,5.0,MID,1.0,3.5,9.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,177.2,159.4,137.0,47.4,3.5,1.0,0.7,7.0,4.4,15387.0,9645.0,0.0,0.0,8,1.0,0.06000000000000005,0.06000000000000005,0.0,0.6600000000000001,0.6599999999999999,0.14,0.14,0.1,0.25,0.25,0.46,0.23,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Trossard,21,9,avl,BHA,6.0,MID,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.6,155.0,139.0,37.8,1.2,0.0,0.2,4.5,3.9,286.0,42787.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.24,0.45,0.45,0.41,0.17,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Dunk,21,9,avl,BHA,4.8,DEF,2.7,0.5,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,80.2,17.3,38.0,13.6,0.5,0.0,0.1,1.5,1.2,2463.0,9326.0,-2.0,2.0,6,0.0,0.0,0.0,0.0,0.5,0.5,0.11,0.11,0.0,0.11,0.11,0.31,0.31,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Lallana,21,9,avl,BHA,6.2,MID,0.4,3.0,4.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,60.8,142.0,101.0,30.1,3.0,0.0,0.5,3.1,2.1,1068.0,2973.0,-3.0,3.0,9,0.0,0.13999999999999999,0.13999999999999999,0.27,0.41000000000000014,0.0,0.06,0.06,0.23,0.3,0.3,0.51,0.23,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Burn,21,9,avl,BHA,4.4,DEF,0.4,2.2,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.8,26.6,29.0,9.9,2.2,0.0,0.5,2.7,2.0,566.0,1718.0,-1.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.02,0.05,0.05,0.15,0.13,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Veltman,21,9,avl,BHA,4.3,DEF,0.4,3.2,1.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,88.6,47.3,4.0,14.2,3.2,0.0,0.7,3.0,2.6,10543.0,3591.0,-2.0,2.0,5,0.0,0.0,0.0,0.0,0.5199999999999999,0.52,0.0,0.0,0.04,0.04,0.04,0.31,0.27,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Alzate,21,9,avl,BHA,4.5,MID,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,89.8,23.0,16.1,0.2,0.0,0.0,2.0,1.8,505.0,7169.0,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.2,0.24,0.24,0.54,0.44,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Groß,21,9,avl,BHA,5.8,MID,0.1,3.8,5.0,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,100.8,179.4,68.0,34.9,3.8,0.0,0.7,3.3,2.4,945.0,739.0,-2.0,2.0,8,0.0,0.0,0.0,0.64,0.77,0.14,0.07,0.07,0.28,0.35,0.35,0.53,0.28,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Connolly,21,9,avl,BHA,5.3,FWD,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.4,34.3,69.0,15.9,0.2,0.0,0.0,3.4,3.0,622.0,6389.0,-2.0,2.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.03,0.21,0.21,0.21,0.01,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Welbeck,21,9,avl,BHA,5.5,FWD,0.1,3.0,9.0,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,53.6,48.0,100.0,20.2,3.0,1.0,0.5,2.2,4.0,6662.0,1330.0,0.0,0.0,3,1.0,0.43,0.43,0.32000000000000006,0.88,0.14,0.41,0.41,0.38,0.8,0.8,0.86,0.07,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Mac Allister,21,9,avl,BHA,5.3,MID,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,2.7,7.0,5.3,0.5,0.0,0.1,2.1,3.7,81.0,654.0,-2.0,2.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.13,0.13,0.0,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Jahanbakhsh,21,9,avl,BHA,5.4,MID,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,42.8,28.0,10.3,0.2,0.0,0.0,1.1,1.5,69.0,99.0,-1.0,1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,2.74,3.25,3.25,3.66,2.33,16,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.5,1.5,1.7699999999999996,1.7600000000000007,-0.27,0.2400000000000002,0.45000000000000107,4.0,6.0,1.1100000000000012
Molumby,21,9,avl,BHA,4.5,MID,0.0,0.2,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.2,,0.0,0.2,1.0,,,0.0,0.0,1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,,,,,,,,,,,,,,,,,
Felipe Anderson,21,9,shu,WHU,6.1,MID,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.4,2.0,0.5,0.0,0.0,0.0,0.3,1.0,4.0,416.0,-4.0,4.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2.27,8,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.119999999999999,2.119999999999999,0.6899999999999995,0.6899999999999995,1.42,-0.35999999999999943,0.22000000000000064,10.0,7.0,2.4300000000000015
Fabianski,21,9,shu,WHU,5.0,GKP,3.1,8.7,9.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,30.0,195.8,0.0,0.0,19.7,8.7,0.0,1.7,10.0,5.6,76831.0,12102.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,8,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.119999999999999,2.119999999999999,0.6899999999999995,0.6899999999999995,1.42,-0.35999999999999943,0.22000000000000064,10.0,7.0,2.4300000000000015
Cresswell,21,9,shu,WHU,5.1,DEF,9.6,4.7,7.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,235.8,285.7,9.0,53.1,4.7,0.0,0.9,8.8,5.0,138585.0,24793.0,1.0,-1.0,9,0.0,0.0,0.0,0.06000000000000005,0.3400000000000003,0.3400000000000003,0.02,0.02,0.17,0.19,0.19,0.35,0.28,8,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.119999999999999,2.119999999999999,0.6899999999999995,0.6899999999999995,1.42,-0.35999999999999943,0.22000000000000064,10.0,7.0,2.4300000000000015
Rice,21,9,shu,WHU,4.8,MID,2.6,2.3,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,133.8,103.6,61.0,30.0,2.3,0.0,0.5,4.4,2.3,10133.0,13291.0,-2.0,2.0,9,0.0,0.1,0.1,0.14999999999999997,0.96,0.8200000000000001,0.03,0.03,0.05,0.08,0.08,0.29,0.24,8,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.119999999999999,2.119999999999999,0.6899999999999995,0.6899999999999995,1.42,-0.35999999999999943,0.22000000000000064,10.0,7.0,2.4300000000000015
Soucek,21,9,shu,WHU,4.9,MID,3.1,4.7,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,136.6,64.7,224.0,42.5,4.7,0.0,1.0,6.1,3.3,47928.0,21084.0,-1.0,1.0,9,0.0,0.5499999999999998,0.5499999999999998,0.0,0.56,0.06000000000000005,0.29,0.29,0.04,0.33,0.33,0.4,0.14,8,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.119999999999999,2.119999999999999,0.6899999999999995,0.6899999999999995,1.42,-0.35999999999999943,0.22000000000000064,10.0,7.0,2.4300000000000015
Ogbonna,21,9,shu,WHU,4.9,DEF,0.4,4.0,6.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,138.4,14.3,41.0,19.3,4.0,0.0,0.8,5.7,3.1,812.0,3791.0,-1.0,1.0,9,0.0,0.03,0.03,0.0,0.8300000000000001,0.8300000000000001,0.02,0.02,0.02,0.04,0.04,0.2,0.2,8,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.119999999999999,2.119999999999999,0.6899999999999995,0.6899999999999995,1.42,-0.35999999999999943,0.22000000000000064,10.0,7.0,2.4300000000000015
Bowen,21,9,shu,WHU,6.3,MID,2.2,2.7,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,140.2,116.5,270.0,52.7,2.7,0.0,0.4,6.2,4.3,11304.0,27464.0,-2.0,2.0,9,0.0,0.34999999999999964,0.34999999999999964,0.18999999999999995,1.0999999999999996,0.6999999999999997,0.33,0.33,0.09,0.41,0.41,0.57,0.24,8,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.119999999999999,2.119999999999999,0.6899999999999995,0.6899999999999995,1.42,-0.35999999999999943,0.22000000000000064,10.0,7.0,2.4300000000000015
Fornals,21,9,shu,WHU,6.5,MID,2.1,6.3,6.0,75.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,138.2,100.1,172.0,41.1,6.3,0.0,1.0,7.4,5.3,43574.0,29200.0,0.0,0.0,9,0.0,0.06999999999999984,0.06999999999999984,0.18000000000000005,0.9500000000000002,0.7100000000000002,0.26,0.26,0.13,0.39,0.39,0.66,0.27,8,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.119999999999999,2.119999999999999,0.6899999999999995,0.6899999999999995,1.42,-0.35999999999999943,0.22000000000000064,10.0,7.0,2.4300000000000015
