Player,Season,Gameweek,Opponent,Team,Home,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form.1,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall,Player_Appearances,Player_NPG,Player_xG,Player_NPxG,Player_xA,Player_xGChain,Player_xGBuildup,Player_xG90,Player_NPxG90,Player_xA90,Player_xG90+xA90,Player_NPxG90+xA90,Player_xGChain90,Player_xGBuildup90,Team_Ranking,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS,Opp_Ranking,Opp_Avg_G,Opp_Avg_GA,Opp_Avg_PTS,Opp_Avg_xG,Opp_Avg_NPxG,Opp_Avg_xGA,Opp_Avg_NPxGA,Opp_Avg_NPxGD,Opp_Avg_PPDA,Opp_Avg_OPPDA,Opp_Avg_DC,Opp_Avg_ODC,Opp_Avg_xPTS
Oriol Romeu,21,16,WHU,SOU,1.0,4.5,MID,4.3,2.3,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,284.0,191.7,94.0,57.0,2.3,0.0,0.5,9.3,2.8,11314.0,9325.0,0.0,0.0,15.0,0.0,0.07999999999999996,0.07999999999999996,0.30000000000000004,0.5199999999999996,0.15000000000000036,0.02,0.02,0.1,0.13,0.13,0.33,0.26,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6799999999999997,0.6699999999999999,1.0799999999999983,1.0700000000000003,-0.3999999999999997,-0.02999999999999936,0.25,7.0,7.0,0.9200000000000017,10,1.4375,1.3125,1.4375,1.35375,1.35375,1.376875,1.18625,0.1675,1.09,0.71625,4.8125,7.3125,1.30875
McCarthy,21,16,WHU,SOU,1.0,4.7,GKP,23.1,4.8,9.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,29.0,385.0,0.0,0.0,38.7,4.8,0.0,1.0,15.1,4.4,26426.0,19743.0,2.0,-2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6799999999999997,0.6699999999999999,1.0799999999999983,1.0700000000000003,-0.3999999999999997,-0.02999999999999936,0.25,7.0,7.0,0.9200000000000017,10,1.4375,1.3125,1.4375,1.35375,1.35375,1.376875,1.18625,0.1675,1.09,0.71625,4.8125,7.3125,1.30875
Walker-Peters,21,16,WHU,SOU,1.0,4.8,DEF,15.1,4.7,5.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,277.8,115.2,136.0,53.0,4.7,0.0,1.0,13.1,3.9,27750.0,17005.0,3.0,-3.0,16.0,0.0,0.07,0.07,0.0,0.2100000000000004,0.1299999999999999,0.02,0.02,0.03,0.06,0.06,0.25,0.21,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6799999999999997,0.6699999999999999,1.0799999999999983,1.0700000000000003,-0.3999999999999997,-0.02999999999999936,0.25,7.0,7.0,0.9200000000000017,10,1.4375,1.3125,1.4375,1.35375,1.35375,1.376875,1.18625,0.1675,1.09,0.71625,4.8125,7.3125,1.30875
Ward-Prowse,21,16,WHU,SOU,1.0,6.3,MID,16.6,2.8,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,403.0,444.4,117.0,96.3,2.8,0.0,0.4,11.6,4.6,15893.0,76454.0,3.0,-3.0,16.0,0.0,0.13000000000000012,0.13000000000000012,0.020000000000000018,0.040000000000000036,0.040000000000000036,0.07,0.07,0.1,0.17,0.17,0.26,0.21,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6799999999999997,0.6699999999999999,1.0799999999999983,1.0700000000000003,-0.3999999999999997,-0.02999999999999936,0.25,7.0,7.0,0.9200000000000017,10,1.4375,1.3125,1.4375,1.35375,1.35375,1.376875,1.18625,0.1675,1.09,0.71625,4.8125,7.3125,1.30875
Bednarek,21,16,WHU,SOU,1.0,4.8,DEF,11.9,5.5,7.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,330.4,41.2,95.0,46.7,5.5,0.0,1.1,15.0,4.5,88256.0,13760.0,3.0,-3.0,16.0,0.0,0.0,0.0,0.020000000000000018,0.020000000000000018,0.020000000000000018,0.02,0.02,0.04,0.06,0.06,0.22,0.21,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6799999999999997,0.6699999999999999,1.0799999999999983,1.0700000000000003,-0.3999999999999997,-0.02999999999999936,0.25,7.0,7.0,0.9200000000000017,10,1.4375,1.3125,1.4375,1.35375,1.35375,1.376875,1.18625,0.1675,1.09,0.71625,4.8125,7.3125,1.30875
Adams,21,16,WHU,SOU,1.0,6.1,FWD,9.3,3.3,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.6,250.2,440.0,98.6,3.3,0.0,0.5,11.5,4.4,19239.0,40258.0,1.0,-1.0,16.0,0.0,0.33000000000000007,0.33000000000000007,0.0,0.3600000000000003,0.020000000000000018,0.32,0.32,0.22,0.54,0.54,0.46,0.07,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6799999999999997,0.6699999999999999,1.0799999999999983,1.0700000000000003,-0.3999999999999997,-0.02999999999999936,0.25,7.0,7.0,0.9200000000000017,10,1.4375,1.3125,1.4375,1.35375,1.35375,1.376875,1.18625,0.1675,1.09,0.71625,4.8125,7.3125,1.30875
Bertrand,21,16,WHU,SOU,1.0,5.0,DEF,1.2,3.7,5.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,155.4,158.0,56.0,36.7,3.7,0.0,0.7,9.8,3.3,2076.0,1940.0,0.0,0.0,15.0,0.0,0.020000000000000004,0.020000000000000004,0.0,0.07999999999999963,0.07000000000000028,0.01,0.01,0.03,0.04,0.04,0.21,0.19,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6799999999999997,0.6699999999999999,1.0799999999999983,1.0700000000000003,-0.3999999999999997,-0.02999999999999936,0.25,7.0,7.0,0.9200000000000017,10,1.4375,1.3125,1.4375,1.35375,1.35375,1.376875,1.18625,0.1675,1.09,0.71625,4.8125,7.3125,1.30875
Vestergaard,21,16,WHU,SOU,1.0,4.9,DEF,7.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.2,45.3,149.0,56.1,3.3,0.0,0.7,12.9,4.8,591.0,116152.0,4.0,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.05,0.11,0.11,0.23,0.22,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6799999999999997,0.6699999999999999,1.0799999999999983,1.0700000000000003,-0.3999999999999997,-0.02999999999999936,0.25,7.0,7.0,0.9200000000000017,10,1.4375,1.3125,1.4375,1.35375,1.35375,1.376875,1.18625,0.1675,1.09,0.71625,4.8125,7.3125,1.30875
Armstrong,21,16,WHU,SOU,1.0,5.5,MID,0.6,2.7,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,206.4,174.3,114.0,49.3,2.7,0.0,0.5,8.9,3.8,578.0,2658.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.05,0.12,0.12,0.24,0.15,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6799999999999997,0.6699999999999999,1.0799999999999983,1.0700000000000003,-0.3999999999999997,-0.02999999999999936,0.25,7.0,7.0,0.9200000000000017,10,1.4375,1.3125,1.4375,1.35375,1.35375,1.376875,1.18625,0.1675,1.09,0.71625,4.8125,7.3125,1.30875
Ings,21,16,WHU,SOU,1.0,8.3,FWD,5.5,2.8,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,328.6,123.7,381.0,83.2,2.8,0.0,0.3,7.7,5.3,8570.0,8240.0,-2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.27,0.08,0.48,0.34,0.39,0.07,9.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6799999999999997,0.6699999999999999,1.0799999999999983,1.0700000000000003,-0.3999999999999997,-0.02999999999999936,0.25,7.0,7.0,0.9200000000000017,10,1.4375,1.3125,1.4375,1.35375,1.35375,1.376875,1.18625,0.1675,1.09,0.71625,4.8125,7.3125,1.30875
