Player,Team,Cost,Role,Sel.,Form,Pts.,Minutes played,Goals scored,Assists,Clean sheets,Goals conceded,Own goals,Penalties saved,Penalties missed,Yellow cards,Red cards,Saves,Bonus,Bonus Points System,Influence,Creativity,Threat,ICT Index,Form,Times in Dream Team,Value (form),Value (season),Points per match,Transfers in,Transfers out,Price rise,Price fall
Fabianski,WHU,5.0,GKP,3.5%,5.0,78.0,1890.0,0.0,0.0,5.0,27.0,0.0,1.0,0.0,0.0,0.0,68.0,5.0,379.0,530.8,0.0,0.0,53.0,5.0,2.0,1.0,15.6,3.7,326004.0,207403.0,0.0,0.0
Mendy,CHE,6.2,GKP,13.5%,3.0,83.0,1800.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,2.0,0.0,55.0,3.0,360.0,408.2,0.0,0.0,40.6,3.0,0.0,0.5,13.4,4.2,1347086.0,1263036.0,2.0,-2.0
Rüdiger,CHE,6.2,DEF,24.8%,2.2,92.0,1800.0,2.0,3.0,8.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,393.0,348.0,179.9,304.0,83.2,2.2,2.0,0.4,14.8,4.6,3049725.0,1744211.0,7.0,-7.0
Ederson,MCI,6.1,GKP,11.3%,5.2,88.0,1800.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,2.0,0.0,34.0,4.0,391.0,299.2,0.0,0.0,29.9,5.2,0.0,0.9,14.4,4.4,773785.0,706987.0,1.0,-1.0
Rice,WHU,5.1,MID,4.8%,2.2,62.0,1800.0,1.0,4.0,5.0,26.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,361.0,474.2,252.7,167.0,89.6,2.2,1.0,0.4,12.2,3.1,602981.0,612889.0,1.0,-1.0
Jansson,BRE,4.6,DEF,7.4%,1.2,64.0,1791.0,1.0,3.0,4.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,331.0,370.4,40.8,217.0,63.1,1.2,0.0,0.3,13.9,3.2,1281545.0,801342.0,1.0,-1.0
Mitchell,CRY,4.5,DEF,1.2%,2.8,57.0,1791.0,0.0,1.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,303.0,349.8,259.3,56.0,66.5,2.8,1.0,0.6,12.7,2.9,180773.0,132231.0,0.0,0.0
Soucek,WHU,5.7,MID,4.4%,3.0,68.0,1788.0,3.0,1.0,4.0,27.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,300.0,396.2,169.8,433.0,100.2,3.0,1.0,0.5,11.9,3.4,344397.0,809851.0,-3.0,3.0
Cancelo,MCI,7.0,DEF,41.9%,6.0,121.0,1787.0,1.0,7.0,11.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,483.0,462.4,443.1,429.0,133.6,6.0,5.0,0.9,17.3,6.0,4299711.0,1369625.0,10.0,-10.0
Salah,LIV,12.8,MID,46.8%,4.2,177.0,1783.0,16.0,10.0,10.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,526.0,854.4,565.5,1347.0,276.9,4.2,6.0,0.3,13.8,8.8,2952602.0,3318062.0,3.0,-3.0
