Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,30,23,4.0,3.0,70.0,18,73,70.91,65.36,19.67,18.91,+46.45,8.40,22.35,387,112,71.54
2,LIV,30,22,6.0,2.0,77.0,20,72,77.84,71.65,27.07,27.07,+44.58,8.05,21.54,353,130,69.19
3,CHE,29,17,8.0,4.0,58.0,23,59,50.77,45.45,27.75,23.95,+21.50,9.01,14.84,280,132,54.30
4,TOT,30,17,3.0,10.0,52.0,37,54,53.59,51.31,37.54,36.01,+15.30,12.35,12.17,223,202,51.00
5,ARS,29,17,3.0,9.0,44.0,34,54,46.35,42.44,36.77,33.73,+8.71,12.62,13.74,239,167,48.56
6,WHU,31,15,6.0,10.0,51.0,40,51,46.57,42.61,42.22,39.94,+2.67,13.16,13.11,200,214,46.47
7,MUN,30,14,9.0,7.0,49.0,41,51,48.46,46.18,43.56,40.52,+5.66,12.59,11.43,230,184,45.82
8,WOL,31,15,4.0,12.0,33.0,27,49,33.41,32.64,42.92,38.36,-5.71,14.11,10.93,143,246,36.85
9,CRY,30,8,13.0,9.0,42.0,38,37,38.67,34.11,36.01,32.97,+1.14,12.17,9.32,172,208,43.66
10,LEI,28,10,7.0,11.0,43.0,47,37,36.99,35.47,50.06,44.63,-9.16,12.73,11.18,185,235,31.81
11,AVL,30,11,3.0,16.0,42.0,42,36,33.43,31.15,42.12,38.20,-7.05,12.63,8.72,208,194,35.76
12,SOU,30,8,12.0,10.0,37.0,46,36,40.69,38.4,45.74,44.22,-5.81,9.67,9.67,174,216,39.08
13,BHA,30,7,13.0,10.0,26.0,36,34,36.60,32.79,37.87,34.83,-2.03,8.66,14.37,230,185,40.58
14,BRE,31,9,6.0,16.0,37.0,48,33,40.57,36.0,40.23,38.71,-2.71,11.12,9.52,178,192,44.67
15,NEW,30,7,10.0,13.0,33.0,54,31,30.37,29.6,52.00,47.28,-17.67,13.77,7.90,131,237,28.30
16,LEE,31,7,9.0,15.0,35.0,68,30,43.98,40.94,58.31,54.50,-13.57,7.93,11.86,214,240,37.91
17,EVE,29,7,4.0,18.0,32.0,52,25,33.92,29.35,46.75,45.99,-16.64,12.86,8.07,152,212,32.87
18,BUR,29,4,12.0,13.0,25.0,42,24,27.92,27.92,46.12,43.83,-15.91,12.80,9.48,133,245,26.03
19,WAT,30,6,4.0,20.0,29.0,57,22,31.90,30.37,51.30,47.49,-17.11,14.30,7.79,134,267,29.54
20,NOR,30,4,6.0,20.0,18.0,63,18,23.19,20.91,62.13,53.53,-32.63,14.71,9.06,145,293,18.97
