Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,32,24,5.0,3.0,75.0,20,77,73.79,68.23,21.09,20.33,+47.91,8.58,22.13,405,122,75.42
2,LIV,32,23,7.0,2.0,83.0,22,76,81.40,75.2,28.52,28.52,+46.68,8.42,21.71,374,140,73.36
3,CHE,31,18,8.0,5.0,66.0,27,62,55.77,50.44,30.19,25.62,+24.81,8.89,15.14,305,140,57.70
4,TOT,32,18,3.0,11.0,56.0,38,57,55.16,52.88,39.73,38.21,+14.67,12.30,12.06,233,218,53.15
5,ARS,32,18,3.0,11.0,49.0,39,57,51.93,47.25,39.00,35.96,+11.29,12.44,13.61,269,188,55.10
6,MUN,33,15,9.0,9.0,52.0,48,54,51.00,48.72,47.98,44.93,+3.78,12.79,11.68,267,211,48.94
7,WHU,33,15,7.0,11.0,52.0,43,52,49.61,45.64,45.96,42.91,+2.73,13.34,13.58,215,232,48.75
8,WOL,32,15,4.0,13.0,33.0,28,49,33.71,32.95,44.36,39.03,-6.08,13.97,11.21,144,251,37.19
9,LEI,31,11,8.0,12.0,47.0,51,41,39.20,37.68,55.82,49.54,-11.87,12.00,11.51,208,251,33.39
10,BHA,33,9,13.0,11.0,29.0,40,40,38.02,34.22,42.34,39.29,-5.07,9.03,13.71,243,213,42.53
11,NEW,33,10,10.0,13.0,37.0,55,40,35.11,33.59,53.28,48.56,-14.96,14.00,7.67,145,249,35.15
12,BRE,33,11,6.0,16.0,41.0,49,39,44.55,39.98,41.98,40.46,-0.47,11.43,9.66,196,201,49.18
13,SOU,33,9,12.0,12.0,38.0,54,39,43.61,41.33,53.63,52.11,-10.78,10.28,9.64,184,246,41.02
14,CRY,32,8,13.0,11.0,43.0,41,37,40.63,35.21,37.66,34.61,+0.60,11.94,9.52,182,217,46.57
15,AVL,31,11,3.0,17.0,42.0,46,36,34.92,32.64,43.10,39.18,-6.55,12.55,8.85,220,199,37.50
16,LEE,32,8,9.0,15.0,38.0,68,33,44.88,41.83,59.38,55.58,-13.74,7.77,11.66,216,242,39.02
17,EVE,31,8,5.0,18.0,34.0,53,29,35.96,31.4,48.30,47.54,-16.14,13.09,7.97,159,239,35.86
18,BUR,32,5,13.0,14.0,28.0,45,28,33.40,32.64,51.90,49.61,-16.98,12.77,9.70,146,266,29.91
19,WAT,32,6,4.0,22.0,30.0,62,22,34.48,32.95,54.32,50.51,-17.56,13.70,7.66,142,273,31.95
20,NOR,32,5,6.0,21.0,22.0,66,21,26.66,24.38,65.24,56.65,-32.27,14.67,9.04,162,317,21.97
