Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,CHE,14,10,3.0,1.0,33.0,6,33,27.55,25.26,12.91,11.39,+13.88,9.40,12.97,139,62,27.85
2,MCI,14,10,2.0,2.0,29.0,8,32,30.51,30.51,8.90,8.14,+22.37,9.61,20.75,158,58,32.13
3,LIV,14,9,4.0,1.0,43.0,12,31,37.35,36.59,14.05,14.05,+22.55,8.19,24.44,156,63,31.57
4,WHU,14,7,3.0,4.0,25.0,17,24,21.93,20.26,18.04,18.04,+2.22,13.61,12.74,86,89,22.19
5,ARS,14,7,2.0,5.0,17.0,20,23,19.48,17.85,23.85,23.09,-5.24,15.23,12.04,98,111,19.27
6,TOT,13,7,1.0,5.0,13.0,17,22,15.82,15.06,18.27,17.51,-2.44,11.46,10.34,73,98,17.17
7,MUN,14,6,3.0,5.0,24.0,24,21,21.11,19.58,24.59,22.31,-2.73,13.41,11.43,102,78,17.71
8,WOL,14,6,3.0,5.0,12.0,12,21,17.62,17.62,16.94,14.65,+2.96,13.14,10.58,74,84,20.05
9,BHA,14,4,7.0,3.0,13.0,15,19,16.73,14.44,16.91,15.39,-0.94,9.25,15.37,108,83,19.35
10,LEI,14,5,4.0,5.0,22.0,25,19,18.68,18.68,23.01,20.72,-2.04,11.88,11.06,92,99,16.33
11,CRY,14,3,7.0,4.0,19.0,20,16,18.55,17.03,14.74,13.98,+3.05,11.97,10.53,91,90,21.59
12,BRE,14,4,4.0,6.0,17.0,19,16,20.11,18.58,17.36,16.60,+1.98,10.57,10.58,84,89,22.11
13,AVL,14,5,1.0,8.0,19.0,23,16,13.49,11.97,20.62,18.99,-7.01,12.23,8.79,87,91,14.11
14,EVE,14,4,3.0,7.0,17.0,24,15,18.68,16.4,21.00,20.24,-3.84,13.70,8.57,79,95,18.54
15,SOU,14,3,6.0,5.0,13.0,20,15,18.32,16.8,19.95,19.95,-3.16,9.53,9.49,90,91,19.14
16,LEE,14,3,6.0,5.0,13.0,20,15,17.52,15.99,22.05,21.29,-5.29,6.84,12.73,88,87,17.69
17,WAT,14,4,1.0,9.0,19.0,26,13,16.92,15.4,24.91,23.39,-7.99,12.41,8.79,65,125,14.39
18,BUR,13,1,7.0,5.0,14.0,20,10,14.20,14.2,21.47,21.47,-7.27,13.55,9.80,64,120,12.80
19,NOR,14,2,4.0,8.0,8.0,28,10,12.24,10.71,24.29,22.00,-11.29,13.62,9.21,68,121,12.12
20,NEW,14,0,7.0,7.0,16.0,30,7,13.97,13.21,26.91,22.95,-9.74,15.63,7.50,53,121,10.65
