Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,28,22,3.0,3.0,68.0,18,69,67.25,61.7,19.14,18.37,+43.32,8.54,21.84,361,106,66.33
2,LIV,27,19,6.0,2.0,71.0,20,63,71.84,67.17,25.15,25.15,+42.02,7.97,22.00,327,122,62.00
3,CHE,27,16,8.0,3.0,56.0,19,56,48.41,43.09,25.07,21.27,+21.82,9.20,14.71,264,124,51.44
4,ARS,25,15,3.0,7.0,41.0,29,48,40.68,37.53,33.24,30.96,+6.57,12.49,13.21,210,153,41.97
5,MUN,28,13,8.0,7.0,45.0,38,47,46.54,44.26,40.86,38.58,+5.68,12.15,11.41,218,168,43.81
6,WHU,28,13,6.0,9.0,46.0,35,45,42.84,38.88,37.96,35.68,+3.20,12.57,12.51,182,193,42.27
7,TOT,26,14,3.0,9.0,40.0,32,45,43.76,42.24,34.29,32.77,+9.47,11.99,11.26,195,186,41.52
8,WOL,28,13,4.0,11.0,28.0,23,43,29.83,29.07,37.79,33.99,-4.92,14.45,10.80,128,228,33.70
9,AVL,27,11,3.0,13.0,40.0,37,36,30.16,28.64,37.77,33.85,-5.21,12.36,8.28,190,170,32.75
10,SOU,28,8,11.0,9.0,35.0,43,35,37.37,35.08,42.94,41.42,-6.33,9.55,9.66,158,193,35.91
11,CRY,28,7,12.0,9.0,39.0,38,33,36.80,33.0,32.92,29.87,+3.12,11.46,9.66,165,186,41.68
12,LEI,25,9,6.0,10.0,40.0,43,33,34.09,32.57,44.50,39.83,-7.27,12.69,10.65,169,207,29.18
13,BHA,27,7,12.0,8.0,26.0,32,33,32.55,29.5,32.84,30.56,-1.06,8.58,14.47,206,162,36.95
14,NEW,27,7,10.0,10.0,32.0,47,31,28.82,28.06,46.61,41.89,-13.83,13.57,7.77,118,220,26.37
15,BRE,28,7,6.0,15.0,30.0,45,27,34.59,30.78,36.84,35.31,-4.53,10.74,9.32,155,169,38.59
16,LEE,28,5,8.0,15.0,29.0,64,23,36.54,33.49,53.60,49.80,-16.30,8.09,11.64,180,209,32.06
17,EVE,25,6,4.0,15.0,28.0,46,22,29.84,26.79,41.54,40.78,-13.98,12.78,7.94,129,181,28.57
18,BUR,26,3,12.0,11.0,22.0,36,21,24.80,24.8,40.36,40.36,-15.56,12.58,9.54,114,223,23.97
19,WAT,28,5,4.0,19.0,27.0,54,19,29.85,28.33,47.80,44.76,-16.43,13.98,7.94,126,255,27.81
20,NOR,28,4,5.0,19.0,17.0,61,17,21.29,19.01,56.63,48.79,-29.78,14.77,9.36,129,269,18.42
