Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,CHE,10,8,1.0,1.0,26.0,3,25,18.72,17.19,10.18,8.66,+8.54,9.94,13.61,103,47,18.47
2,LIV,10,6,4.0,0.0,29.0,8,22,25.99,25.23,11.05,11.05,+14.18,8.81,27.90,103,57,21.62
3,MCI,10,6,2.0,2.0,20.0,6,20,22.12,22.12,6.93,6.17,+15.94,10.09,19.10,118,46,22.52
4,WHU,10,6,2.0,2.0,20.0,11,20,18.93,17.25,11.28,11.28,+5.97,12.50,15.20,66,49,19.05
5,MUN,10,5,2.0,3.0,19.0,15,17,16.26,15.5,16.31,15.55,-0.05,11.81,12.21,82,54,14.42
6,ARS,10,5,2.0,3.0,12.0,13,17,13.71,12.84,17.34,17.34,-4.50,16.07,12.33,74,84,13.25
7,WOL,10,5,1.0,4.0,11.0,10,16,15.03,15.03,12.25,9.97,+5.07,12.58,10.39,57,52,15.61
8,BHA,10,4,4.0,2.0,11.0,11,16,11.55,10.03,13.60,12.08,-2.05,10.47,16.52,75,65,12.36
9,TOT,10,5,0.0,5.0,9.0,16,15,10.63,9.87,15.98,15.22,-5.35,11.50,10.34,56,77,10.84
10,EVE,10,4,2.0,4.0,16.0,16,14,16.33,14.05,13.52,13.52,+0.53,13.23,8.78,57,65,16.12
11,LEI,10,4,2.0,4.0,15.0,17,14,13.78,13.78,14.17,12.65,+1.13,12.47,12.54,74,72,13.48
12,BRE,10,3,3.0,4.0,12.0,12,12,14.66,13.9,10.98,10.98,+2.91,10.62,10.39,57,62,17.15
13,CRY,10,2,6.0,2.0,13.0,14,12,12.48,10.96,11.01,11.01,-0.05,12.89,10.17,63,72,14.60
14,SOU,10,2,5.0,3.0,9.0,12,11,13.41,11.89,14.47,14.47,-2.58,9.45,9.24,61,55,13.51
15,AVL,10,3,1.0,6.0,14.0,19,10,10.66,9.14,17.16,15.52,-6.38,10.70,9.28,58,65,9.48
16,WAT,10,3,1.0,6.0,12.0,18,10,10.32,10.32,18.68,17.92,-7.60,14.83,8.19,46,94,8.90
17,LEE,10,2,4.0,4.0,10.0,17,10,11.24,10.47,16.32,15.56,-5.09,7.07,13.59,67,58,11.55
18,BUR,10,1,4.0,5.0,10.0,16,7,12.29,12.29,16.00,16.00,-3.72,13.47,9.43,48,90,11.03
19,NEW,10,0,4.0,6.0,11.0,23,4,10.21,10.21,19.89,16.69,-6.48,14.96,7.94,38,88,7.19
20,NOR,10,0,2.0,8.0,3.0,25,2,7.72,6.96,18.91,17.39,-10.43,15.39,8.33,43,94,7.06
