Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,CHE,5,4,1.0,0.0,12.0,1,13,9.21,9.21,4.92,4.15,+5.06,10.32,14.31,55,18,9.41
2,LIV,5,4,1.0,0.0,12.0,1,13,13.68,12.92,3.89,3.89,+9.03,9.05,22.23,50,26,12.42
3,MUN,5,4,1.0,0.0,13.0,4,13,9.52,9.52,5.24,4.48,+5.04,10.31,13.81,45,20,9.73
4,BHA,5,4,0.0,1.0,7.0,4,12,5.93,5.17,5.73,4.97,+0.19,9.57,14.51,35,27,6.75
5,MCI,5,3,1.0,1.0,11.0,1,10,12.99,12.99,2.49,2.49,+10.50,7.86,26.84,58,17,12.61
6,EVE,5,3,1.0,1.0,10.0,7,10,8.35,6.83,4.85,4.85,+1.98,12.48,7.26,22,28,9.49
7,TOT,5,3,0.0,2.0,3.0,6,9,4.49,3.73,9.69,8.93,-5.20,13.92,8.53,28,43,4.13
8,WHU,5,2,2.0,1.0,11.0,7,8,9.14,7.46,6.57,6.57,+0.89,12.86,14.95,34,27,8.42
9,BRE,5,2,2.0,1.0,5.0,2,8,6.79,6.03,3.37,3.37,+2.66,10.31,9.05,27,27,9.70
10,AVL,5,2,1.0,2.0,8.0,7,7,4.70,3.18,5.09,5.09,-1.91,9.93,10.63,24,21,6.48
11,WAT,5,2,0.0,3.0,6.0,8,6,4.96,4.96,7.18,6.42,-1.45,16.01,8.84,24,48,5.39
12,LEI,5,2,0.0,3.0,5.0,8,6,4.62,4.62,9.28,7.76,-3.13,13.48,14.49,32,34,3.74
13,ARS,5,2,0.0,3.0,2.0,9,6,5.56,5.56,11.36,11.36,-5.80,14.68,12.26,33,54,5.07
14,CRY,5,1,2.0,2.0,5.0,8,5,6.14,5.38,6.19,6.19,-0.81,13.35,8.32,29,40,6.47
15,SOU,5,0,4.0,1.0,4.0,6,4,5.81,5.05,7.79,7.79,-2.74,11.07,8.71,29,28,5.33
16,WOL,5,1,0.0,4.0,2.0,5,3,8.22,8.22,5.85,4.33,+3.89,12.66,11.63,33,26,8.49
17,LEE,5,0,3.0,2.0,5.0,12,3,5.14,5.14,10.79,10.03,-4.89,8.96,15.41,37,41,3.95
18,NEW,5,0,2.0,3.0,6.0,13,2,5.30,5.3,11.86,9.42,-4.12,15.67,9.09,26,49,2.74
19,BUR,5,0,1.0,4.0,3.0,9,1,6.79,6.79,8.75,8.75,-1.96,13.62,9.30,21,38,5.70
20,NOR,5,0,0.0,5.0,2.0,14,0,4.16,3.4,10.61,10.61,-7.21,15.45,9.95,22,52,3.14
