Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,33,25,5.0,3.0,80.0,21,80,77.47,71.15,21.51,20.75,+50.40,8.38,22.21,425,122,78.35
2,LIV,33,24,7.0,2.0,85.0,22,79,83.10,76.91,28.95,28.95,+47.96,8.30,21.91,389,142,75.76
3,CHE,33,19,9.0,5.0,68.0,28,66,60.58,54.49,31.20,26.63,+27.86,8.86,15.50,330,152,63.00
4,ARS,33,19,3.0,11.0,52.0,40,60,54.47,49.03,41.05,37.24,+11.79,12.51,13.71,276,191,56.87
5,TOT,33,18,4.0,11.0,56.0,38,58,55.68,53.4,41.05,39.53,+13.87,12.35,12.12,239,223,53.83
6,MUN,35,15,10.0,10.0,54.0,52,55,53.66,50.62,52.99,49.18,+1.43,13.08,11.62,278,230,50.18
7,WHU,34,15,7.0,12.0,52.0,44,52,50.00,46.03,48.31,44.50,+1.53,13.62,13.47,219,245,48.94
8,WOL,33,15,4.0,14.0,33.0,29,49,34.30,33.54,45.64,40.31,-6.76,13.66,11.26,158,256,37.91
9,NEW,34,11,10.0,13.0,40.0,55,43,36.99,35.47,53.94,49.21,-13.75,13.88,7.80,153,255,37.51
10,LEI,32,11,9.0,12.0,47.0,51,42,39.43,37.91,56.42,50.13,-12.22,11.72,11.75,212,256,34.25
11,BHA,34,9,14.0,11.0,31.0,42,41,39.90,36.09,43.26,40.22,-4.13,8.97,13.58,248,220,44.80
12,BRE,34,11,7.0,16.0,41.0,49,40,45.86,41.3,42.50,40.97,+0.32,11.51,9.75,201,207,51.22
13,SOU,34,9,13.0,12.0,40.0,56,40,44.54,42.25,55.51,53.98,-11.73,10.23,9.55,191,251,41.54
14,CRY,33,8,14.0,11.0,43.0,41,38,42.25,36.83,38.03,34.99,+1.84,11.60,9.37,189,220,48.97
15,AVL,32,11,4.0,17.0,42.0,46,37,35.51,33.23,43.34,39.42,-6.19,12.81,8.70,225,203,39.16
16,LEE,33,8,10.0,15.0,38.0,68,34,45.25,42.21,61.00,57.19,-14.99,7.69,11.37,219,249,39.42
17,BUR,33,6,13.0,14.0,29.0,45,31,34.67,33.91,52.49,50.21,-16.30,12.77,9.53,151,280,31.90
18,EVE,32,8,5.0,19.0,34.0,55,29,36.39,31.82,50.00,49.24,-17.42,13.39,7.84,161,254,36.25
19,WAT,33,6,4.0,23.0,31.0,67,22,34.90,33.38,58.00,53.43,-20.05,13.95,7.51,142,293,31.99
20,NOR,33,5,6.0,22.0,22.0,69,21,27.32,25.03,67.12,58.52,-33.49,14.52,9.07,168,325,22.42
