Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,37,28,6,3.0,96.0,24,90,90.08,83.00,24.96,24.2,58.8,8.55,22.91,486.0,137.0,88.94
2,LIV,37,27,8,2.0,91.0,25,89,89.83,83.64,31.61,31.61,52.02,8.01,21.48,437.0,155.0,83.95
3,CHE,37,20,11,6.0,74.0,32,71,66.70,59.85,34.54,29.97,29.88,8.83,16.11,371.0,160.0,70.71
4,TOT,37,21,5,11.0,64.0,40,68,64.14,60.33,43.39,41.87,18.46,12.44,12.26,273.0,249.0,63.13
5,ARS,37,21,3,13.0,56.0,47,66,59.04,53.60,47.30,42.74,10.86,12.78,13.63,303.0,215.0,61.84
6,MUN,37,16,10,11.0,57.0,56,58,56.43,52.63,56.50,52.69,-0.06,13.1,12.02,288.0,257.0,52.77
7,WHU,37,16,8,13.0,59.0,48,56,54.71,49.99,52.20,47.63,2.36,14.01,13.7,235.0,273.0,53.24
8,WOL,37,15,6,16.0,37.0,40,51,37.93,37.16,55.29,47.68,-10.51,14.34,11.35,177.0,285.0,40.26
9,LEI,37,13,10,14.0,58.0,58,49,46.07,44.55,65.06,58.77,-14.23,11.77,12.4,245.0,288.0,39.52
10,BHA,37,11,15,11.0,39.0,43,48,47.89,42.56,46.94,43.9,-1.34,9.24,13.38,284.0,240.0,51.69
11,BRE,37,13,7,17.0,47.0,54,46,52.04,47.48,48.02,44.98,2.5,11.72,10.12,228.0,222.0,55.22
12,NEW,37,12,10,15.0,42.0,61,46,39.78,38.26,61.22,56.5,-18.24,13.96,7.72,166.0,287.0,39.95
13,CRY,37,10,15,12.0,49.0,46,45,48.49,42.31,40.55,37.5,4.8,11.28,9.66,209.0,233.0,57.31
14,AVL,37,13,6,18.0,50.0,51,45,42.88,40.60,49.77,45.1,-4.5,12.75,8.96,257.0,236.0,46.17
15,SOU,37,9,13,15.0,42.0,63,40,46.30,44.01,61.14,59.61,-15.6,10.45,9.49,204.0,279.0,43.31
16,EVE,37,11,6,20.0,42.0,61,39,43.38,38.06,56.34,55.58,-17.52,13.76,7.91,185.0,288.0,43.49
17,BUR,37,7,14,16.0,33.0,51,35,39.61,38.09,58.48,55.44,-17.34,12.81,9.56,178.0,312.0,36.98
18,LEE,37,8,11,18.0,40.0,78,35,49.71,46.66,70.46,66.66,-20.0,8.48,11.38,235.0,296.0,41.91
19,WAT,37,6,5,26.0,33.0,75,23,38.76,37.24,64.94,59.61,-22.37,13.97,7.66,156.0,325.0,35.24
20,NOR,37,5,7,25.0,23.0,79,22,31.20,28.92,76.26,66.9,-37.98,15.27,9.23,182.0,362.0,25.02
