Team_Ranking,Team,Team_M,Team_W,Team_D,Team_L,Team_G,Team_GA,Team_PTS,Team_xG,Team_NPxG,Team_xGA,Team_NPxGA,Team_NPxGD,Team_PPDA,Team_OPPDA,Team_DC,Team_ODC,Team_xPTS
1,MCI,27,21,3.0,3.0,64.0,17,66,64.51,58.96,18.77,18.01,+40.94,8.65,21.80,346,100,63.52
2,LIV,26,18,6.0,2.0,70.0,20,60,69.65,64.98,23.81,23.81,+41.17,7.90,21.69,314,119,60.02
3,CHE,25,14,8.0,3.0,49.0,18,50,44.00,38.67,23.26,20.21,+18.46,9.14,14.27,241,118,46.67
4,MUN,27,13,8.0,6.0,44.0,34,47,46.18,43.89,38.12,35.84,+8.06,11.73,11.65,212,153,43.70
5,WHU,27,13,6.0,8.0,46.0,34,45,41.50,37.54,35.77,33.49,+4.05,12.19,12.59,179,180,41.47
6,ARS,24,14,3.0,7.0,38.0,27,45,39.68,36.52,31.95,29.66,+6.86,12.87,13.11,200,147,40.84
7,TOT,25,13,3.0,9.0,35.0,32,42,40.52,39.0,34.08,32.56,+6.43,12.11,10.91,182,184,38.59
8,WOL,26,12,4.0,10.0,24.0,21,40,27.57,26.81,34.76,31.71,-4.90,15.45,10.18,115,215,31.26
9,SOU,26,8,11.0,7.0,34.0,37,35,34.24,31.95,39.27,37.75,-5.80,9.64,9.23,146,176,33.23
10,BHA,26,7,12.0,7.0,25.0,30,33,30.90,27.85,31.26,28.98,-1.13,8.62,14.37,194,160,35.54
11,CRY,27,6,12.0,9.0,37.0,38,30,34.26,31.22,32.21,29.16,+2.06,11.34,9.87,156,178,38.97
12,LEI,24,8,6.0,10.0,39.0,43,30,33.73,32.21,42.36,37.69,-5.48,12.74,10.62,163,195,28.94
13,AVL,25,9,3.0,13.0,33.0,37,30,26.03,24.51,36.24,32.33,-7.82,12.22,8.39,170,165,28.11
14,NEW,25,5,10.0,10.0,28.0,45,25,26.43,25.67,43.16,38.44,-12.77,13.39,7.77,111,200,24.49
15,BRE,27,6,6.0,15.0,27.0,44,24,32.37,30.09,36.06,34.54,-4.45,10.79,9.39,150,164,36.09
16,LEE,26,5,8.0,13.0,29.0,60,23,34.20,31.15,51.97,48.17,-17.01,8.05,11.63,167,195,29.00
17,EVE,24,6,4.0,14.0,28.0,41,22,29.63,26.59,38.29,37.53,-10.95,12.45,7.84,127,168,28.53
18,BUR,25,3,12.0,10.0,22.0,32,21,23.95,23.95,38.07,38.07,-14.13,12.39,9.52,110,217,23.66
19,WAT,26,5,4.0,17.0,25.0,47,19,28.06,26.53,45.25,42.20,-15.67,13.45,7.94,116,240,25.72
20,NOR,26,4,5.0,17.0,15.0,55,17,19.56,18.03,52.28,45.96,-27.93,14.65,9.32,122,247,17.54
